Date,POLAND GROWTH
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,99.59233698595907
2001-01-03,98.75552309289172
2001-01-04,101.6394732282369
2001-01-05,99.14319449541578
2001-01-08,95.85309231940558
2001-01-09,97.32713675022262
2001-01-10,95.26586126258813
2001-01-11,93.1636605791174
2001-01-12,95.30285715201319
2001-01-15,94.55914447472551
2001-01-16,93.29946709518012
2001-01-17,92.60610574080206
2001-01-18,92.4453246282881
2001-01-19,96.6378267608168
2001-01-22,94.68741472137528
2001-01-23,93.16801517355901
2001-01-24,94.33594853171181
2001-01-25,94.07509558874304
2001-01-26,93.63522445338401
2001-01-29,95.75847236820488
2001-01-30,96.87535632616779
2001-01-31,97.60586789961779
2001-02-01,97.93471977450737
2001-02-02,100.11586327362234
2001-02-05,95.00479475696916
2001-02-06,95.75743830148663
2001-02-07,93.54330342526774
2001-02-08,94.28171639908953
2001-02-09,91.86187461197503
2001-02-12,90.32807897197105
2001-02-13,93.88363082891692
2001-02-14,92.43072032989461
2001-02-15,98.13683841872228
2001-02-16,93.85532948967811
2001-02-19,93.20137323508762
2001-02-20,93.58749936979092
2001-02-21,90.02657926083774
2001-02-22,87.63444430212364
2001-02-23,87.27063110958306
2001-02-26,90.13286424499829
2001-02-27,86.43166358101969
2001-02-28,87.16200290405526
2001-03-01,83.58074009005917
2001-03-02,85.13782355029963
2001-03-05,88.078779325453
2001-03-06,89.9165346093198
2001-03-07,89.73191937296595
2001-03-08,88.13120877156798
2001-03-09,83.24357884689357
2001-03-12,78.93665012349278
2001-03-13,79.50414793398961
2001-03-14,77.94573263100706
2001-03-15,81.3993110433258
2001-03-16,79.07972535040987
2001-03-19,79.12755121696988
2001-03-20,81.00725804280718
2001-03-21,79.49065605801871
2001-03-22,79.33369101409484
2001-03-23,78.39740625093076
2001-03-26,78.4721665083085
2001-03-27,77.27512069076168
2001-03-28,79.83980386815321
2001-03-29,79.42418390238598
2001-03-30,80.14093560442781
2001-04-02,79.37075838095448
2001-04-03,76.73420403233976
2001-04-04,74.13317146348216
2001-04-05,77.99789030473876
2001-04-06,78.09760734237993
2001-04-09,79.73604952014652
2001-04-10,82.02459272723338
2001-04-11,84.61861361203017
2001-04-12,84.82156552775795
2001-04-13,84.82156552775795
2001-04-16,85.38972937117434
2001-04-17,81.41077860627138
2001-04-18,87.25235905104653
2001-04-19,87.78417027628117
2001-04-20,86.39293745271013
2001-04-23,83.01191932301019
2001-04-24,82.5943814474221
2001-04-25,82.16945195364464
2001-04-26,83.96269347187459
2001-04-27,84.7913007740077
2001-04-30,83.56156407540945
2001-05-01,83.0684936675723
2001-05-02,83.72282883809348
2001-05-03,83.5987595170909
2001-05-04,81.88630870681718
2001-05-07,81.84607831660173
