Date,HUNGARY GROWTH
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,95.30492466912763
2001-01-03,91.33977479964855
2001-01-04,97.31373676755153
2001-01-05,100.61352880826561
2001-01-08,100.59091024242412
2001-01-09,104.01593758097381
2001-01-10,102.3144149175776
2001-01-11,102.39744181863324
2001-01-12,104.88517906003025
2001-01-15,107.85494423725153
2001-01-16,109.91057095498073
2001-01-17,112.28971163176205
2001-01-18,110.06596733953648
2001-01-19,112.35641616634736
2001-01-22,110.45387990226952
2001-01-23,106.92801260379301
2001-01-24,109.11624810051863
2001-01-25,107.06767193439322
2001-01-26,103.8437188065326
2001-01-29,106.9762215538017
2001-01-30,110.36121154994899
2001-01-31,110.7830637001877
2001-02-01,108.38015836677437
2001-02-02,107.3332666154841
2001-02-05,104.68854321241658
2001-02-06,103.4871347197368
2001-02-07,99.89883183506328
2001-02-08,100.03273004524628
2001-02-09,96.27491486900712
2001-02-12,96.34038965887629
2001-02-13,95.7428715224478
2001-02-14,90.62497500406737
2001-02-15,91.44095408492419
2001-02-16,83.53575675987207
2001-02-19,83.68589230124326
2001-02-20,86.65725331998047
2001-02-21,83.20104304096299
2001-02-22,83.08760724810516
2001-02-23,83.23168620176357
2001-02-26,83.70699920148998
2001-02-27,82.4373094675342
2001-02-28,81.51064694630702
2001-03-01,81.15467572350694
2001-03-02,80.15874077575958
2001-03-05,81.8074774215446
2001-03-06,83.71816024250087
2001-03-07,83.84737329713634
2001-03-08,81.74983645280535
2001-03-09,79.88485869173513
2001-03-12,76.41918889754575
2001-03-13,78.10964750014138
2001-03-14,75.07575512406028
2001-03-15,75.06810889301732
2001-03-16,75.1136310289598
2001-03-19,76.45273177303721
2001-03-20,77.54751295739693
2001-03-21,74.89408404800042
2001-03-22,73.72701741083469
2001-03-23,76.77479192801329
2001-03-26,79.90808962834232
2001-03-27,78.01604352563501
2001-03-28,76.37760283713949
2001-03-29,74.99990977166345
2001-03-30,75.2049096411519
2001-04-02,73.9701882253824
2001-04-03,71.40430696578677
2001-04-04,71.93625976527404
2001-04-05,77.03749608207164
2001-04-06,77.2757867123841
2001-04-09,76.15737892535653
2001-04-10,78.90052663348666
2001-04-11,79.34045929776569
2001-04-12,79.06786355923455
2001-04-13,79.76309181608543
2001-04-16,79.74630991713192
2001-04-17,78.9366095913046
2001-04-18,81.40073358879984
2001-04-19,81.83388110928139
2001-04-20,81.48004835236227
2001-04-23,79.7746427497659
2001-04-24,80.84983235194674
2001-04-25,80.26371560134176
2001-04-26,80.64798013278131
2001-04-27,81.09128330768749
2001-04-30,81.08628465601483
2001-05-01,81.07282817125602
2001-05-02,82.45703844316998
2001-05-03,83.11708477425994
2001-05-04,87.77682378858927
2001-05-07,88.21573887988268
