Date,CZECH REPUBLIC GROWTH
2000-12-29,99.99999999999999
2001-01-01,99.99999999999999
2001-01-02,100.1719822192934
2001-01-03,95.18975806379855
2001-01-04,101.74949332029946
2001-01-05,104.4845624411734
2001-01-08,105.05339124542816
2001-01-09,108.08571805555344
2001-01-10,105.60927062583943
2001-01-11,102.90468434073814
2001-01-12,104.31818454296187
2001-01-15,108.57478592920677
2001-01-16,107.37226358003039
2001-01-17,110.3380548183946
2001-01-18,108.77826599748761
2001-01-19,111.97566847498129
2001-01-22,108.3473802367503
2001-01-23,108.13144870369582
2001-01-24,109.68088526655137
2001-01-25,109.33067176705917
2001-01-26,105.99771712555592
2001-01-29,105.29472727514693
2001-01-30,105.1109263016482
2001-01-31,106.34635544034897
2001-02-01,103.86681173816342
2001-02-02,102.06214914287878
2001-02-05,99.73369317159933
2001-02-06,101.43268700961981
2001-02-07,99.7392274608916
2001-02-08,101.62691251486892
2001-02-09,98.20455516911754
2001-02-12,95.88374552512704
2001-02-13,97.4691024225633
2001-02-14,92.316030540837
2001-02-15,93.92881857377061
2001-02-16,89.98920526260605
2001-02-19,91.02473711184582
2001-02-20,91.38624714449246
2001-02-21,87.49070159794282
2001-02-22,86.05409079993292
2001-02-23,84.34718792968562
2001-02-26,86.47419723579789
2001-02-27,87.18947423963601
2001-02-28,87.51437669786111
2001-03-01,85.90818756746823
2001-03-02,86.28234264528977
2001-03-05,88.8405215303824
2001-03-06,93.8598506923484
2001-03-07,92.59828176372311
2001-03-08,91.47070018727001
2001-03-09,89.61375441594119
2001-03-12,86.59013184968781
2001-03-13,88.49449026120392
2001-03-14,86.03959958629076
2001-03-15,88.36036221514722
2001-03-16,86.90635253142204
2001-03-19,88.3811139463307
2001-03-20,88.81150537355661
2001-03-21,87.14643159637359
2001-03-22,87.053645528003
2001-03-23,87.14597755536711
2001-03-26,89.43238604637033
2001-03-27,86.31412229045564
2001-03-28,88.3872521299865
2001-03-29,83.8928864780285
2001-03-30,81.07053104471397
2001-04-02,80.91310220828869
2001-04-03,77.27741657301159
2001-04-04,73.93244865878222
2001-04-05,78.7416929323911
2001-04-06,77.66302005877316
2001-04-09,78.13253262159891
2001-04-10,79.40068923075454
2001-04-11,81.8040303520865
2001-04-12,81.68431947912137
2001-04-13,84.33311361966814
2001-04-16,84.3645243295948
2001-04-17,81.94749583833949
2001-04-18,84.4368185754778
2001-04-19,84.69739168970679
2001-04-20,83.61225979658337
2001-04-23,81.85428128279132
2001-04-24,80.48904229956526
2001-04-25,78.92297417227151
2001-04-26,78.52151676351433
2001-04-27,79.76049439729819
2001-04-30,79.0275835822853
2001-05-01,79.00624875126636
2001-05-02,78.08963683158058
2001-05-03,75.78585645939805
2001-05-04,75.5228418754791
2001-05-07,78.07187818034406
2001-05-08,78.06631585691815
2001-05-09,77.89831742942523
2001-05-10,80.51060921360208
2001-05-11,81.13993759389436
2001-05-14,79.90250133559636
2001-05-15,79.42134228301187
2001-05-16,78.72851834897807
2001-05-17,80.46566951665699
2001-05-18,79.42481874902776
2001-05-21,80.25213788604216
2001-05-22,82.94834429754792
2001-05-23,83.2043762317573
2001-05-24,84.38939416422043
2001-05-25,85.02786314339019
2001-05-28,85.57446632091542
2001-05-29,85.40424625337229
2001-05-30,84.33839529970635
2001-05-31,86.35372992785813
2001-06-01,86.7361397523942
2001-06-04,86.6397770112646
2001-06-05,85.96984040730473
2001-06-06,84.49493452832372
2001-06-07,83.28453217302038
2001-06-08,85.38039404204389
2001-06-11,89.78458341861865
2001-06-12,88.45411229657267
2001-06-13,88.53775700784995
2001-06-14,87.98446445720023
2001-06-15,88.02114668461822
2001-06-18,87.74349616643576
2001-06-19,89.87686377701297
2001-06-20,87.27501732064204
2001-06-21,87.6410202320526
2001-06-22,88.69944170997498
2001-06-25,87.50768418214531
2001-06-26,85.74662708113043
2001-06-27,86.87207168880785
2001-06-28,82.77473898434339
2001-06-29,85.76430872927395
2001-07-02,86.90181022564799
2001-07-03,84.7572236225588
2001-07-04,85.75410526843132
2001-07-05,85.65248928902685
2001-07-06,84.65587578716716
2001-07-09,83.75967407052016
2001-07-10,83.36503354569003
2001-07-11,81.2284286276665
2001-07-12,82.00144006194203
2001-07-13,80.78228287220759
2001-07-16,77.44736909477237
2001-07-17,75.64607062364517
2001-07-18,78.23721340233867
2001-07-19,80.28535418280465
2001-07-20,79.70944938267837
2001-07-23,82.686112872739
2001-07-24,81.66116367160645
2001-07-25,79.35253696542756
2001-07-26,79.42849385651918
2001-07-27,78.83803376246495
2001-07-30,79.32623016581843
2001-07-31,77.85034796631805
2001-08-01,74.31693224290741
2001-08-02,74.6032286141061
2001-08-03,73.20524138868466
2001-08-06,71.97787993811045
2001-08-07,70.87460683731841
2001-08-08,68.40174975646424
2001-08-09,70.14782086225587
2001-08-10,70.16301956498424
2001-08-13,71.75520100961796
2001-08-14,73.71951842501893
2001-08-15,72.963974909295
2001-08-16,70.28299196986512
2001-08-17,69.11090606112808
2001-08-20,68.99433942365224
2001-08-21,69.5081385505674
2001-08-22,68.74004426381778
2001-08-23,68.28041126646235
2001-08-24,70.5033124414073
2001-08-27,72.3898819790263
2001-08-28,71.93592912109885
2001-08-29,70.77853183021863
2001-08-30,70.1755075860459
2001-08-31,69.36791103811906
2001-09-03,68.13752558920241
2001-09-04,65.95092754101367
2001-09-05,66.58053523094213
2001-09-06,66.2967736707458
2001-09-07,65.8451828956862
2001-09-10,64.56264759234828
2001-09-11,62.94654124913364
2001-09-12,59.25296454959522
2001-09-13,59.94194240482505
2001-09-14,56.98622553423843
2001-09-17,55.773939698650196
2001-09-18,56.22429413783783
2001-09-19,58.62139502675
2001-09-20,58.52473247955607
2001-09-21,58.102681103060405
2001-09-24,59.48477904623803
2001-09-25,62.504432347874655
2001-09-26,66.44139141300802
2001-09-27,65.55470037950562
2001-09-28,65.53062065924962
2001-10-01,66.42432510018872
2001-10-02,68.58010288373356
2001-10-03,67.1388430772324
2001-10-04,68.950302777946
2001-10-05,68.78039500898193
2001-10-08,70.15585886426746
2001-10-09,69.77961787651653
2001-10-10,71.4394921819307
2001-10-11,74.15426791357791
2001-10-12,72.46130994603716
2001-10-15,71.2460076955582
2001-10-16,71.47140433599303
2001-10-17,73.35139809077216
2001-10-18,72.54031432617695
2001-10-19,72.61396235682572
2001-10-22,73.19760421917104
2001-10-23,74.0613857336672
2001-10-24,74.54528938047325
2001-10-25,73.36690543148035
2001-10-26,76.41014300905188
2001-10-29,76.89900223627855
2001-10-30,75.12148573477937
2001-10-31,76.18808487718883
2001-11-01,77.15024885244789
2001-11-02,76.91773675455784
2001-11-05,78.2073992164039
2001-11-06,79.0842790421146
2001-11-07,80.12134604654959
2001-11-08,81.70969614000377
2001-11-09,80.79325838666463
2001-11-12,80.04807955893271
2001-11-13,82.46712170592967
2001-11-14,84.1910812095077
2001-11-15,83.47632344016982
2001-11-16,84.14244424236247
2001-11-19,86.42721741029648
2001-11-20,84.75858994957781
2001-11-21,83.56671853144236
2001-11-22,85.92580398722751
2001-11-23,86.4361535348624
2001-11-26,86.46609382246827
2001-11-27,84.44476278811746
2001-11-28,82.4663996700094
2001-11-29,82.57133702370702
2001-11-30,81.9663055682697
2001-12-03,82.42316774035828
2001-12-04,83.31243148700416
2001-12-05,83.24960432604315
2001-12-06,83.02025322340383
2001-12-07,82.63916622790177
2001-12-10,81.53006067789711
2001-12-11,82.19113160734591
2001-12-12,82.74349425871176
2001-12-13,83.01754198827096
2001-12-14,82.12947292626639
2001-12-17,83.32158717549501
2001-12-18,82.8930511264777
2001-12-19,85.14512900463123
2001-12-20,84.40196698315589
2001-12-21,85.66417515187884
2001-12-24,85.73780947423352
2001-12-25,85.73780947423352
2001-12-26,85.50778067335011
2001-12-27,85.93480244756066
2001-12-28,88.28523975318761
2001-12-31,88.59883273313824
2002-01-01,88.59883273313824
2002-01-02,87.15541534252662
2002-01-03,88.10785712210257
