Date,QATAR GROWTH
2014-05-30,1000.0
2014-06-02,974.2165751857906
2014-06-03,941.9616933329218
2014-06-04,932.9119569628571
2014-06-05,944.5509267453205
2014-06-06,942.862938825206
2014-06-09,898.5135747806297
2014-06-10,895.3692966705332
2014-06-11,890.4320810701638
2014-06-12,897.9736244554061
2014-06-13,899.4879291029994
2014-06-16,862.9186834215083
2014-06-17,868.9404102707715
2014-06-18,872.5514379788546
2014-06-19,853.7114439669284
2014-06-20,857.2645135838216
2014-06-23,841.0508962090112
2014-06-24,844.453185928651
2014-06-25,829.9985333615946
2014-06-26,798.4665825104593
2014-06-27,795.4812230509062
2014-06-30,751.6361547449822
2014-07-01,818.2001209388757
2014-07-02,845.2074755042596
2014-07-03,836.8199209192352
2014-07-04,838.1246257799223
2014-07-07,828.6738592045001
2014-07-08,851.0827689152387
2014-07-09,860.7703542063704
2014-07-10,891.3643677920503
2014-07-11,891.4954604264778
2014-07-14,887.585944724832
2014-07-15,891.7401212168232
2014-07-16,905.0686017886657
2014-07-17,910.5224491510011
2014-07-18,911.0953379194814
2014-07-21,900.5358934759389
2014-07-22,919.688902675023
2014-07-23,920.4337525082491
2014-07-24,889.7062906410133
2014-07-25,892.0906743574637
2014-07-28,883.5410190914109
2014-07-29,885.4551278260861
2014-07-30,887.6061381526808
2014-07-31,887.5066307380896
2014-08-01,884.2682790435357
2014-08-04,890.4021136935037
2014-08-05,906.1774647751153
2014-08-06,901.1953685763639
2014-08-07,902.1886689490585
2014-08-08,897.9516205205827
2014-08-11,900.1494986976089
2014-08-12,912.7812484324078
2014-08-13,947.4324342898966
2014-08-14,937.4841422092704
2014-08-15,937.2832752222388
2014-08-18,951.870192272287
2014-08-19,957.8384247117365
2014-08-20,962.2024152083765
2014-08-21,970.7243172273973
2014-08-22,974.582411338655
2014-08-25,980.0993576382548
2014-08-26,982.6092167299815
2014-08-27,969.0566320271337
2014-08-28,912.4290307504383
2014-08-29,912.7090746637631
2014-09-01,957.2618904434995
2014-09-02,963.976565067071
2014-09-03,964.7355593916528
2014-09-04,989.8195169695091
2014-09-05,990.430587397086
2014-09-08,985.88226892907
2014-09-09,992.070315063705
2014-09-10,987.0438723934315
2014-09-11,993.2584856377536
2014-09-12,993.4887975450741
2014-09-15,995.7243917431416
2014-09-16,992.5796028551799
2014-09-17,996.8912590305703
2014-09-18,1017.1322847706691
2014-09-19,1023.5881300421782
2014-09-22,1006.5799142772224
2014-09-23,994.4069898845888
2014-09-24,992.9449101860083
2014-09-25,993.2790441294644
2014-09-26,997.3081769880549
2014-09-29,996.2365361569831
2014-09-30,996.9790927897607
2014-10-01,1002.6553887358112
2014-10-02,1008.832795441294
2014-10-03,1020.2685936544193
2014-10-06,1015.601122564028
2014-10-07,1010.7482768807636
2014-10-08,1006.1671847024129
2014-10-09,1004.1093403128543
2014-10-10,1011.0023163876856
2014-10-13,971.6464162127149
2014-10-14,984.3378315083827
2014-10-15,969.5635337372956
2014-10-16,939.2640481962737
2014-10-17,940.2075070830487
2014-10-20,926.9455816482506
2014-10-21,942.9793749467373
2014-10-22,971.5904490121804
2014-10-23,983.7614285586617
2014-10-24,982.2622918302252
2014-10-27,981.2800737118195
2014-10-28,982.8441654514401
2014-10-29,989.8388716439721
2014-10-30,981.8518679820155
2014-10-31,989.0600120912026
2014-11-03,1018.8785185562044
2014-11-04,1010.235363914494
2014-11-05,986.5091831302442
2014-11-06,993.7104986632036
2014-11-07,995.5115689241929
2014-11-10,1007.055912106984
2014-11-11,1008.0675711631857
2014-11-12,1000.2605647293196
2014-11-13,1001.5105265824074
2014-11-14,1001.0817737612389
2014-11-17,1007.1880402667005
2014-11-18,1004.475158201416
2014-11-19,1015.5586743010522
2014-11-20,1015.0436382578404
2014-11-21,1025.4696483986502
2014-11-24,1006.8719146679117
2014-11-25,994.2958752794219
2014-11-26,996.5349055673616
2014-11-27,985.1522134709087
2014-11-28,986.3104835184914
2014-12-01,942.9498072519988
2014-12-02,934.8512391107047
2014-12-03,918.0476173357355
2014-12-04,919.7537673571795
2014-12-05,930.1739759915879
2014-12-08,924.6461598028744
2014-12-09,899.487959072525
2014-12-10,896.2942011445649
2014-12-11,868.2537253594747
2014-12-12,862.7147933127665
2014-12-15,857.853560561162
2014-12-16,841.2596913832308
2014-12-17,871.5541903137583
2014-12-18,879.7164715048561
2014-12-19,880.8642240668552
2014-12-22,951.4235838033603
2014-12-23,919.9699872397896
2014-12-24,936.0234942642674
2014-12-25,940.4345456089642
2014-12-26,941.9027068485656
2014-12-29,944.3900198488067
2014-12-30,933.381602096338
2014-12-31,938.1238054157462
2015-01-01,938.1238054157465
2015-01-02,943.5434526848369
2015-01-05,918.6357955545941
2015-01-06,907.1289373321566
2015-01-07,919.2058714175438
2015-01-08,958.5543364552003
2015-01-09,955.1524789934474
2015-01-12,941.94152289581
2015-01-13,947.5459789945135
2015-01-14,938.5060796882353
2015-01-15,949.9731905674203
2015-01-16,957.4751225189368
2015-01-19,950.3598399872587
2015-01-20,943.8154276765528
2015-01-21,928.7923629877091
2015-01-22,920.7989827440073
2015-01-23,934.3913652870136
2015-01-26,962.7846778740751
2015-01-27,957.4548346204244
2015-01-28,970.0524550608121
2015-01-29,957.4431471986771
2015-01-30,961.8635398110275
2015-02-02,989.1311513109298
2015-02-03,996.2197019362202
2015-02-04,1002.6807002783804
2015-02-05,1008.2643657542577
2015-02-06,1015.9077819872219
2015-02-09,1021.4194912814551
2015-02-10,1022.4287087596831
2015-02-11,1036.6490884108578
2015-02-12,1026.5056631352697
2015-02-13,1023.8049247100068
