Date,CHILE GROWTH
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,99.35341719127693
2001-01-03,100.01727856612365
2001-01-04,101.23143676098547
2001-01-05,100.94512479728913
2001-01-08,100.44831236842016
2001-01-09,101.38094800459102
2001-01-10,101.66745225562781
2001-01-11,101.66084161020922
2001-01-12,102.39100243051226
2001-01-15,103.09708667667401
2001-01-16,103.63499613842264
2001-01-17,106.26145608997888
2001-01-18,106.09482998631943
2001-01-19,108.60323609928012
2001-01-22,109.32826591936559
2001-01-23,109.80960128308884
2001-01-24,111.09110593339565
2001-01-25,111.23650056549393
2001-01-26,110.45014007615727
2001-01-29,111.1418539194042
2001-01-30,111.0190388462905
2001-01-31,111.22711126335898
2001-02-01,110.25905962864175
2001-02-02,110.66295361040146
2001-02-05,109.43369697432034
2001-02-06,109.81557523116042
2001-02-07,109.0627588526133
2001-02-08,110.98006631839141
2001-02-09,109.5835397949144
2001-02-12,107.60241361079724
2001-02-13,108.81581909013423
2001-02-14,107.82872088036025
2001-02-15,109.90008596916067
2001-02-16,107.77971706106985
2001-02-19,107.0361964656905
2001-02-20,108.67908651737129
2001-02-21,107.0607884206222
2001-02-22,106.66287761617325
2001-02-23,105.48146552565998
2001-02-26,106.53616829691066
2001-02-27,105.28412550632714
2001-02-28,104.06583932164683
2001-03-01,103.0385217875888
2001-03-02,101.2391085089038
2001-03-05,100.80855200243668
2001-03-06,101.07749167720394
2001-03-07,102.7920632895686
2001-03-08,103.18401564545212
2001-03-09,102.60211767517096
2001-03-12,101.84336441434263
2001-03-13,103.9472439890127
2001-03-14,105.09937171442213
2001-03-15,105.14500929781067
2001-03-16,105.19206044941492
2001-03-19,105.07293030651277
2001-03-20,104.95033017756413
2001-03-21,104.66087361521562
2001-03-22,104.40882203211676
2001-03-23,103.06257274355895
2001-03-26,103.78195455526117
2001-03-27,103.46692074126823
2001-03-28,104.26732509045415
2001-03-29,104.19717475614318
2001-03-30,104.2087462321515
2001-04-02,104.18083564656534
2001-04-03,101.90647192899438
2001-04-04,100.2068822532751
2001-04-05,102.04990669301057
2001-04-06,101.16763586705021
2001-04-09,101.26634981118245
2001-04-10,102.3940862878747
2001-04-11,103.58624559241169
2001-04-12,102.052478867034
2001-04-13,102.052478867034
2001-04-16,102.85082120692162
2001-04-17,103.61505353522492
2001-04-18,106.18748288874315
2001-04-19,106.27026273951375
2001-04-20,104.00774346728686
2001-04-23,103.91483508978814
2001-04-24,104.46949872588975
2001-04-25,103.78641028950165
2001-04-26,104.0458295730894
2001-04-27,107.04363068362773
2001-04-30,108.10644918557462
2001-05-01,106.99942954466296
2001-05-02,108.02022202715432
2001-05-03,107.2764005271353
2001-05-04,108.89169737241694
2001-05-07,110.24835288728022
2001-05-08,111.56966372262461
