Date,THAILAND GROWTH
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,98.22956492566236
2001-01-03,100.55578268279585
2001-01-04,103.37361960539127
2001-01-05,108.4399101030151
2001-01-08,112.38172146594722
2001-01-09,116.67010738732161
2001-01-10,113.40962183782932
2001-01-11,112.23310799044653
2001-01-12,119.56037540761042
2001-01-15,121.14870189481027
2001-01-16,118.54470412660784
2001-01-17,121.67538262039585
2001-01-18,121.6462901249453
2001-01-19,124.91527308694623
2001-01-22,125.2016509190172
2001-01-23,124.97102766388541
2001-01-24,128.00722334425473
2001-01-25,131.49905863708673
2001-01-26,127.40627236396894
2001-01-29,125.48013582664998
2001-01-30,122.08357911484767
2001-01-31,127.5739752308187
2001-02-01,124.68199328996128
2001-02-02,127.88905484961934
2001-02-05,125.5130614131882
2001-02-06,124.44950834947991
2001-02-07,124.24436876925027
2001-02-08,126.25739391685858
2001-02-09,123.38354031044636
2001-02-12,121.75346453558569
2001-02-13,125.02667177505597
2001-02-14,124.06705980406598
2001-02-15,125.12678102231595
2001-02-16,125.03953423134723
2001-02-19,121.18588233582098
2001-02-20,121.93634012546083
2001-02-21,120.13143967321437
2001-02-22,119.76652912836745
2001-02-23,124.57157604737509
2001-02-26,123.58896048850492
2001-02-27,125.04048436342543
2001-02-28,121.62592031877826
2001-03-01,114.6798652866053
2001-03-02,106.81596246869674
2001-03-05,105.29873071992034
2001-03-06,107.03570634726893
2001-03-07,108.88519572159636
2001-03-08,106.91541002657851
2001-03-09,109.8053160109601
2001-03-12,111.78562029645919
2001-03-13,112.1804745180918
2001-03-14,109.20011679096866
2001-03-15,107.19036603371919
2001-03-16,105.65198332169601
2001-03-19,105.21037594181038
2001-03-20,105.35860726443607
2001-03-21,104.58524481243006
2001-03-22,105.57272795809364
2001-03-23,106.19159726068494
2001-03-26,106.35731334488261
2001-03-27,104.58501539046483
2001-03-28,105.45868923650647
2001-03-29,104.5508502001602
2001-03-30,103.33677132025711
2001-04-02,103.59489675987639
2001-04-03,102.69185206141265
2001-04-04,98.52221951415616
2001-04-05,99.75266942975216
2001-04-06,98.81258555006092
2001-04-09,96.97996726735194
2001-04-10,98.70581969546356
2001-04-11,100.1243794918771
2001-04-12,103.46191943156339
2001-04-13,103.46191943156339
2001-04-16,104.17713855662778
2001-04-17,101.59549721945712
2001-04-18,107.1200260874145
2001-04-19,105.5703364539262
2001-04-20,101.17185089134823
2001-04-23,101.20627006792863
2001-04-24,103.4887856251724
2001-04-25,102.62542827773075
2001-04-26,101.07209676186707
2001-04-27,103.1581370570793
2001-04-30,105.73118252997125
2001-05-01,105.18514214857161
2001-05-02,104.64040417696687
2001-05-03,103.10575224942153
2001-05-04,103.12190869223842
2001-05-07,103.60088426282518
