Date,INDONESIA GROWTH
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,99.19529630359379
2001-01-03,96.24142385976407
2001-01-04,100.25564106581145
2001-01-05,103.75093777727028
2001-01-08,104.4666976940678
2001-01-09,105.24672522240476
2001-01-10,106.9820077421344
2001-01-11,102.83306742607395
2001-01-12,102.66503501349774
2001-01-15,106.5213522242474
2001-01-16,108.06051367797991
2001-01-17,109.6289348813839
2001-01-18,109.95087797747651
2001-01-19,110.00205371656155
2001-01-22,113.66139715284483
2001-01-23,111.85252514034894
2001-01-24,114.55599928311244
2001-01-25,114.46909888775447
2001-01-26,113.57183238912819
2001-01-29,112.43405305178602
2001-01-30,112.67225125088191
2001-01-31,116.71422977670186
2001-02-01,117.20923540248894
2001-02-02,129.34257921707504
2001-02-05,132.33578527293665
2001-02-06,130.0100965980321
2001-02-07,126.84845547054462
2001-02-08,129.07330660032022
2001-02-09,123.0167833023282
2001-02-12,121.91041793941851
2001-02-13,122.34139502276608
2001-02-14,122.03216111444256
2001-02-15,134.44655245670936
2001-02-16,126.74839212472297
2001-02-19,127.97852634451495
2001-02-20,129.8583985664449
2001-02-21,133.34291725613068
2001-02-22,133.08064420862146
2001-02-23,132.0882852878136
2001-02-26,126.30014547230299
2001-02-27,124.79548767667819
2001-02-28,122.01908362657811
2001-03-01,118.38984685147513
2001-03-02,118.13557640537645
2001-03-05,119.14312083991744
2001-03-06,119.487668181738
2001-03-07,119.12495873130231
2001-03-08,117.6429907836125
2001-03-09,112.05277666099185
2001-03-12,103.22296510734905
2001-03-13,102.10578582988443
2001-03-14,105.67761327691443
2001-03-15,107.67169290989561
2001-03-16,103.97241233829008
2001-03-19,100.01417771001394
2001-03-20,98.34644599439936
2001-03-21,101.5161173107422
2001-03-22,101.87606271949987
2001-03-23,104.13869739991345
2001-03-26,103.71559214727168
2001-03-27,102.5790802355227
2001-03-28,106.52513458073093
2001-03-29,108.86250569522147
2001-03-30,108.00576386416401
2001-04-02,106.72873568525928
2001-04-03,104.62865013187928
2001-04-04,99.5599667868389
2001-04-05,97.10381308459822
2001-04-06,96.284393965139
2001-04-09,95.16698166825833
2001-04-10,99.48284303183469
2001-04-11,99.34657270434698
2001-04-12,99.08434333160291
2001-04-13,99.08434333160291
2001-04-16,97.23501469999341
2001-04-17,96.16508496574346
2001-04-18,94.3964088459642
2001-04-19,89.04712414649117
2001-04-20,80.86464182618856
2001-04-23,80.41830796230917
2001-04-24,81.3918915722435
2001-04-25,81.40633691358359
2001-04-26,80.73095749969924
2001-04-27,83.88939009971135
2001-04-30,87.54774339307924
2001-05-01,91.26808554095489
2001-05-02,91.17023809576607
2001-05-03,95.04544746668158
2001-05-04,97.75000436065247
2001-05-07,98.1502595950213
