Date,EGYPT GROWTH
2000-12-29,100.0
2001-01-01,100.2006257068293
2001-01-02,100.0476250628511
2001-01-03,96.03323324427078
2001-01-04,97.33835758022595
2001-01-05,96.61725694349964
2001-01-08,94.3973429166571
2001-01-09,97.95649765998482
2001-01-10,96.67211815780625
2001-01-11,99.01959665667016
2001-01-12,99.13959294191218
2001-01-15,98.557257340251
2001-01-16,97.90451850388536
2001-01-17,97.12315087372738
2001-01-18,94.40957255293019
2001-01-19,95.35861541679238
2001-01-22,96.65216901504897
2001-01-23,95.56750434672774
2001-01-24,99.09479648428913
2001-01-25,103.20912167385669
2001-01-26,103.00761788404927
2001-01-29,109.6399125821774
2001-01-30,105.6856563979236
2001-01-31,104.19091931911355
2001-02-01,104.5429872891527
2001-02-02,105.31584485844093
2001-02-05,100.24305622233207
2001-02-06,98.60417178281806
2001-02-07,99.98688070668899
2001-02-08,100.36733134683062
2001-02-09,99.75924192181466
2001-02-12,97.63487703853501
2001-02-13,97.30940288309213
2001-02-14,97.55090223785653
2001-02-15,96.3124077854936
2001-02-16,95.03455274362219
2001-02-19,93.4373699080332
2001-02-20,96.39509254148463
2001-02-21,93.5676439498188
2001-02-22,91.3575831996251
2001-02-23,91.30729277619692
2001-02-26,85.21587611579176
2001-02-27,87.92171380673847
2001-02-28,88.58394453471743
2001-03-01,88.72667320772044
2001-03-02,88.17657731824444
2001-03-05,88.79352861272086
2001-03-06,88.65991840199665
2001-03-07,92.04209392468617
2001-03-08,89.60390095573841
2001-03-09,89.60870880576553
2001-03-12,87.79668742266527
2001-03-13,86.1788625175376
2001-03-14,85.68591972101432
2001-03-15,86.50705876633711
2001-03-16,87.4621916295354
2001-03-19,84.43068547040178
2001-03-20,87.34291129763072
2001-03-21,85.71020767531348
2001-03-22,85.04476512905642
2001-03-23,84.14489609930658
2001-03-26,83.89707757949044
2001-03-27,82.66378479282594
2001-03-28,80.79589595258167
2001-03-29,79.54065086036614
2001-03-30,79.36069463670016
2001-04-02,76.0638403915085
2001-04-03,78.00587824749992
2001-04-04,78.38940508314128
2001-04-05,78.6804967535903
2001-04-06,78.26586053061418
2001-04-09,82.80013427307766
2001-04-10,82.97980850284925
2001-04-11,87.56666307263586
2001-04-12,87.26781649647212
2001-04-13,87.26781649647212
2001-04-16,88.17079118938486
2001-04-17,85.40853829871125
2001-04-18,83.48725581733724
2001-04-19,84.62741811349707
2001-04-20,83.48171040558535
2001-04-23,87.01762971536782
2001-04-24,85.94901509207067
2001-04-25,85.63286756957851
2001-04-26,83.56437498894316
2001-04-27,84.43039982637266
2001-04-30,84.56456749586982
2001-05-01,84.36767186714334
2001-05-02,86.40758821251539
2001-05-03,86.14607800504118
2001-05-04,86.0017071687666
2001-05-07,89.56149229215357
2001-05-08,93.0959653763296
2001-05-09,92.55012569400509
2001-05-10,94.49700768367927
2001-05-11,95.25742761767074
2001-05-14,96.34572666780913
2001-05-15,94.26340988555732
2001-05-16,94.74127390877184
2001-05-17,96.96285887199814
2001-05-18,97.44938707251904
2001-05-21,95.99598686797205
2001-05-22,98.0048395629189
2001-05-23,98.75703620884059
2001-05-24,100.69137730685658
2001-05-25,100.77951751808457
2001-05-28,101.95387856580538
2001-05-29,99.88190085777045
2001-05-30,98.71572970312285
2001-05-31,96.62840492006418
2001-06-01,96.75968575845755
2001-06-04,96.70925510117772
2001-06-05,92.071770861296
2001-06-06,90.48719610333274
2001-06-07,92.68487513282922
2001-06-08,92.89791869563821
2001-06-11,92.85745428326567
2001-06-12,92.6513403126357
2001-06-13,91.9912579613473
2001-06-14,92.77776583071588
2001-06-15,92.41190593298398
2001-06-18,90.5845180939214
2001-06-19,89.35443088117994
2001-06-20,88.95222001631487
2001-06-21,89.64366425863561
2001-06-22,89.55448224246068
2001-06-25,88.54637176614642
2001-06-26,87.46640023798486
2001-06-27,86.75448947801448
2001-06-28,89.0448490562142
2001-06-29,88.81542044009129
2001-07-02,91.03317925358688
2001-07-03,91.48557918368512
2001-07-04,92.04757640900824
2001-07-05,92.07426035536643
2001-07-06,91.24564652623583
2001-07-09,90.71152515668896
2001-07-10,89.40615340480421
2001-07-11,88.31713381380915
2001-07-12,89.70459913868015
2001-07-13,89.7888634248434
2001-07-16,84.99700791729785
2001-07-17,82.3330509555969
2001-07-18,82.26170103052299
2001-07-19,81.5516573430497
2001-07-20,81.25734821704798
2001-07-23,83.20854937403104
2001-07-24,83.32011194559767
2001-07-25,82.85294517784743
2001-07-26,81.59201199213875
2001-07-27,81.9096542212259
2001-07-30,81.31918897031271
2001-07-31,79.71550616567362
2001-08-01,78.73050037924317
2001-08-02,76.88495527864524
