Date,MALAYSIA GROWTH
2000-12-29,100.00000000000001
2001-01-01,100.00000000000001
2001-01-02,97.89259860240882
2001-01-03,96.46066087149053
2001-01-04,97.45635754600337
2001-01-05,97.5914850233196
2001-01-08,97.5746852756956
2001-01-09,98.76880049301906
2001-01-10,99.2932901445766
2001-01-11,97.42693582938293
2001-01-12,97.71848191354914
2001-01-15,99.73400976392244
2001-01-16,99.54442103033442
2001-01-17,100.97418860880329
2001-01-18,100.61938867273255
2001-01-19,102.50660725429991
2001-01-22,104.9075601156461
2001-01-23,104.47195778990641
2001-01-24,106.32853264795966
2001-01-25,106.64053290677562
2001-01-26,106.6809323081646
2001-01-29,107.93070081075153
2001-01-30,107.47693488797414
2001-01-31,107.62100553938548
2001-02-01,106.44206764302209
2001-02-02,109.22465618980512
2001-02-05,108.09853170754634
2001-02-06,109.58485368293378
2001-02-07,108.66933685073607
2001-02-08,109.31136391462871
2001-02-09,109.50914109396456
2001-02-12,109.244367406311
2001-02-13,108.75309462792211
2001-02-14,108.85748369476264
2001-02-15,109.50509628397161
2001-02-16,108.8561781808697
2001-02-19,108.84092070011374
2001-02-20,110.50633896164527
2001-02-21,108.85091022753483
2001-02-22,109.19168021223189
2001-02-23,109.17209447157278
2001-02-26,109.19785153326926
2001-02-27,108.29438067843135
2001-02-28,108.55407762523525
2001-03-01,105.77465360749096
2001-03-02,106.26195283036294
2001-03-05,107.53850314466872
2001-03-06,107.37668682437365
2001-03-07,106.32324126795736
2001-03-08,104.85776487329953
2001-03-09,105.42932949753695
2001-03-12,105.33675763388999
2001-03-13,105.39239894355262
2001-03-14,106.12134517540987
2001-03-15,105.5408573128771
2001-03-16,106.24635381382515
2001-03-19,105.35379400162289
2001-03-20,102.20349191828633
2001-03-21,106.84090532579694
2001-03-22,107.48819910709275
2001-03-23,106.29122396128635
2001-03-26,106.01227552607611
2001-03-27,103.94179602010144
2001-03-28,104.92635126326354
2001-03-29,104.14074194148866
2001-03-30,103.95772188433362
2001-04-02,104.69462364389103
2001-04-03,99.33953320832806
2001-04-04,88.35985104528184
2001-04-05,88.33655684357839
2001-04-06,83.93572883194946
2001-04-09,79.81009627170488
2001-04-10,81.83064329842973
2001-04-11,84.55411665335059
2001-04-12,82.96124006642115
2001-04-13,84.99555989590205
2001-04-16,86.37789346122676
2001-04-17,85.2546468245436
2001-04-18,84.92855347831917
2001-04-19,82.60181521075901
2001-04-20,82.05430377438711
2001-04-23,82.2671656605641
