Date,INDIA GROWTH
2000-12-29,100.0
2001-01-01,97.90246612305143
2001-01-02,97.836216899661
2001-01-03,97.72140881662685
2001-01-04,103.1048420807425
2001-01-05,104.99317367589887
2001-01-08,102.57427978380522
2001-01-09,104.90913098641661
2001-01-10,102.2777745713438
2001-01-11,99.14467472579076
2001-01-12,99.92712595879735
2001-01-15,101.30245592950799
2001-01-16,101.85774001448608
2001-01-17,104.46233600182235
2001-01-18,103.85555378697629
2001-01-19,109.56275007831563
2001-01-22,110.27943215821652
2001-01-23,109.3053900024094
2001-01-24,111.81841664641934
2001-01-25,111.71502889320962
2001-01-26,111.52090645957598
2001-01-29,109.54344774936902
2001-01-30,112.97810543519012
2001-01-31,110.73344774808602
2001-02-01,108.04725240529459
2001-02-02,109.5877108920872
2001-02-05,107.9438668237122
2001-02-06,109.71862557495447
2001-02-07,107.60322455211018
2001-02-08,110.97652788255287
2001-02-09,109.98148757395747
2001-02-12,109.97437427378858
2001-02-13,109.3538313543881
2001-02-14,108.70193740312031
2001-02-15,113.75640739091929
2001-02-16,109.2523941410349
2001-02-19,109.17872560781694
2001-02-20,110.26596554073302
2001-02-21,107.51763312803736
2001-02-22,105.9103684417066
2001-02-23,102.35626807531645
2001-02-26,101.42133577843293
2001-02-27,98.12275916415635
2001-02-28,106.70714868026887
2001-03-01,102.74827485390787
2001-03-02,95.8395040871333
2001-03-05,94.03389027016638
2001-03-06,93.98074385311322
2001-03-07,97.1090834824123
2001-03-08,96.97949613551033
2001-03-09,92.06948277348482
2001-03-12,87.77626503407605
2001-03-13,84.32110534305515
2001-03-14,89.95952880748429
2001-03-15,93.26769053142402
2001-03-16,93.31116495967186
2001-03-19,91.72840290977764
2001-03-20,90.28615474789362
2001-03-21,92.91188620802266
2001-03-22,92.45760771015343
2001-03-23,89.62268459801747
2001-03-26,89.68671299497645
2001-03-27,91.59960063457453
2001-03-28,95.34075598697203
2001-03-29,94.3409918772792
2001-03-30,90.39101995622832
2001-04-02,90.05143210687007
2001-04-03,90.43036820021902
2001-04-04,87.4055172393126
2001-04-05,88.00992746336318
2001-04-06,87.6892625162276
2001-04-09,86.7330694816095
2001-04-10,86.798954841465
2001-04-11,81.60803823409991
2001-04-12,77.08256611248245
2001-04-13,77.08256611248245
2001-04-16,79.10105109596577
2001-04-17,80.86478409299113
2001-04-18,86.13678754642203
2001-04-19,87.17430310808261
2001-04-20,88.1064905075513
2001-04-23,87.78429390727393
2001-04-24,88.86802073803935
2001-04-25,87.88940832328525
2001-04-26,85.4725866555446
2001-04-27,83.04768010516756
2001-04-30,87.52699617415195
2001-05-01,87.06542323500074
2001-05-02,87.86319805145364
2001-05-03,87.39372990222907
2001-05-04,87.81379736847762
2001-05-07,89.48987754974283
2001-05-08,90.83099954004327
2001-05-09,90.2875954087988
2001-05-10,89.20509437223836
2001-05-11,89.66225173717821
2001-05-14,89.6436936566651
2001-05-15,89.09208413304414
