Date,UNITED ARAB EMIRATES GROWTH
2014-05-30,1000.0
2014-06-02,988.8340892415786
2014-06-03,966.4026257469
2014-06-04,954.8416168583552
2014-06-05,967.1598646405034
2014-06-06,965.4579923073871
2014-06-09,905.5713864106601
2014-06-10,883.9398304168205
2014-06-11,870.6162282717958
2014-06-12,901.7689317172301
2014-06-13,903.3020422194661
2014-06-16,826.8535345788697
2014-06-17,820.3412467309022
2014-06-18,840.4047470379455
2014-06-19,849.0635348772707
2014-06-20,852.5972603179961
2014-06-23,785.6406858180882
2014-06-24,738.0557584183455
2014-06-25,765.6694544210156
2014-06-26,756.340063137736
2014-06-27,753.5036688942661
2014-06-30,682.8505932739923
2014-07-01,702.4003339474015
2014-07-02,765.2461014050697
2014-07-03,774.3584797925562
2014-07-04,775.555148279983
2014-07-07,813.9248591394729
2014-07-08,804.262605605374
2014-07-09,797.579276466379
2014-07-10,814.5181843173842
2014-07-11,814.6379752114674
2014-07-14,817.8877957731422
2014-07-15,853.1003518886808
2014-07-16,875.248461445574
2014-07-17,875.8355907286697
2014-07-18,876.3866549813209
2014-07-21,833.3048792878074
2014-07-22,827.7315570823949
2014-07-23,814.484995569921
2014-07-24,807.9087916710855
2014-07-25,810.0739607695863
2014-07-28,825.658824999366
2014-07-29,827.4134500469003
2014-07-30,829.4234614178704
2014-07-31,856.9226446755239
2014-08-01,853.7958884323859
2014-08-04,852.9109318659906
2014-08-05,847.7360055882154
2014-08-06,822.2857367395249
2014-08-07,828.5743347120209
2014-08-08,824.6830094232024
2014-08-11,845.4392145434447
2014-08-12,844.22177553924
2014-08-13,845.4577352841138
2014-08-14,850.3802017024436
2014-08-15,850.2116641841696
2014-08-18,854.3672896729216
2014-08-19,871.8206358750443
2014-08-20,868.3337064234018
2014-08-21,875.3400388592371
2014-08-22,878.8793724252702
2014-08-25,892.4913712424947
2014-08-26,897.0775586706953
2014-08-27,902.4243089285337
2014-08-28,886.088690288126
2014-08-29,886.3241374803526
2014-09-01,923.7188356503785
2014-09-02,928.9698884171971
2014-09-03,948.3214241897667
2014-09-04,956.9751907661383
2014-09-05,957.5659845714497
2014-09-08,959.9149656724387
2014-09-09,958.5398488438434
2014-09-10,923.3520260315065
2014-09-11,933.9922339886858
2014-09-12,934.2088035281793
2014-09-15,950.8900760376713
2014-09-16,944.2199836299615
2014-09-17,939.3712032564845
2014-09-18,970.8504422106486
2014-09-19,977.0125317741522
2014-09-22,960.0873061574304
2014-09-23,963.3143584699842
2014-09-24,959.3586731914769
2014-09-25,958.3576465595053
2014-09-26,962.2561637878349
2014-09-29,946.6327296764401
2014-09-30,951.4572851181647
2014-10-01,945.7749087063515
2014-10-02,923.5650619103926
2014-10-03,934.047117522532
2014-10-06,929.7525702964132
2014-10-07,930.8019406117353
2014-10-08,897.0862811368659
2014-10-09,909.3438406969603
2014-10-10,915.5737030619443
2014-10-13,861.1369146122239
2014-10-14,839.6408822403815
2014-10-15,823.2670643012307
2014-10-16,787.0706605996426
2014-10-17,787.8720640527692
2014-10-20,792.1748281178255
2014-10-21,806.7138876822767
2014-10-22,826.0916718982439
2014-10-23,835.4427464349801
2014-10-24,834.1238172066818
2014-10-27,842.142696421319
2014-10-28,837.6233442727728
2014-10-29,838.4984887174372
2014-10-30,822.8586729628267
2014-10-31,828.9243100939806
2014-11-03,853.823619942759
2014-11-04,841.5013497440381
2014-11-05,818.9637211116211
2014-11-06,822.3802191861088
2014-11-07,823.8707584910618
2014-11-10,859.3494373335831
2014-11-11,864.681714837112
2014-11-12,855.0417446106339
2014-11-13,871.2935621231306
2014-11-14,870.9444721907926
2014-11-17,844.7834207610525
2014-11-18,854.7940902310716
2014-11-19,844.0723670051561
2014-11-20,851.7922678932835
2014-11-21,860.5414432865318
2014-11-24,871.3684185342801
2014-11-25,848.2097079492731
2014-11-26,815.3853832132522
2014-11-27,832.6186833663492
2014-11-28,833.6008180529182
2014-12-01,803.3323960180941
2014-12-02,808.1349045146095
2014-12-03,813.4380261266692
2014-12-04,778.220914896788
2014-12-05,787.0808748939866
2014-12-08,759.1993245294689
2014-12-09,722.8604609930474
2014-12-10,723.2494899866241
2014-12-11,665.6094586376029
2014-12-12,661.3632740796115
2014-12-15,625.1023440329539
2014-12-16,568.8902511055238
2014-12-17,569.7312905775129
2014-12-18,644.9863322989324
2014-12-19,645.8278360553463
2014-12-22,720.3688416525245
2014-12-23,698.8641688673348
2014-12-24,715.0983453864161
2014-12-25,721.4615280583961
2014-12-26,722.5878391411871
2014-12-29,732.3280604635655
2014-12-30,694.5664266946892
2014-12-31,701.3005511814082
2015-01-01,701.3005511814083
2015-01-02,705.3731419281444
2015-01-05,676.0848223268896
2015-01-06,645.1746538222856
2015-01-07,679.2156841679483
2015-01-08,695.2900105815792
2015-01-09,692.8224639641112
2015-01-12,715.2931320191526
2015-01-13,739.6581367333443
2015-01-14,737.1560143314484
2015-01-15,749.1890679985025
2015-01-16,755.0535616814652
2015-01-19,750.8755684955447
2015-01-20,748.5421363263134
2015-01-21,741.4891073845268
2015-01-22,755.7402132537266
2015-01-23,766.9592554879031
2015-01-26,732.869111682864
2015-01-27,724.0086033143201
2015-01-28,721.5613991012827
2015-01-29,703.8340473880345
2015-01-30,707.1709361766613
2015-02-02,732.8659076402587
2015-02-03,748.999145951439
2015-02-04,747.2749411989727
2015-02-05,743.3798877463641
2015-02-06,749.0152767318802
2015-02-09,758.5828476651018
2015-02-10,757.116158634513
2015-02-11,754.5392601276593
2015-02-12,751.246755974916
2015-02-13,749.2702242775473
2015-02-16,752.789586741771
2015-02-17,759.8575379216209
2015-02-18,762.2117491569715
2015-02-19,760.9497793191407
2015-02-20,762.4223478325789
2015-02-23,756.9497392089934
2015-02-24,762.4478055301004
2015-02-25,766.5617088537497
2015-02-26,777.6123170389005
2015-02-27,777.43954545206
2015-03-02,764.2292491687922
2015-03-03,761.4568916915383
2015-03-04,760.9189296845644
2015-03-05,750.9757761597822
2015-03-06,762.5914766058386
2015-03-09,763.6912841525454
2015-03-10,776.5851348177115
2015-03-11,769.7086125563073
2015-03-12,770.3177775097014
2015-03-13,777.2730775014728
2015-03-16,730.8065150486649
2015-03-17,722.7755776277612
2015-03-18,689.1673547550118
2015-03-19,711.9265545245433
2015-03-20,700.6486406958625
2015-03-23,701.1224583754173
2015-03-24,701.0628486998422
2015-03-25,677.2046380640307
2015-03-26,676.1027733210375
2015-03-27,677.8031285636112
2015-03-30,697.0915971370791
2015-03-31,713.4919672358703
2015-04-01,716.1088684521847
2015-04-02,739.8141886510814
2015-04-03,739.8141886510815
2015-04-06,747.640271037479
2015-04-07,775.3218778274297
2015-04-08,779.4554915112059
2015-04-09,781.8681556220629
2015-04-10,785.6573816150554
2015-04-13,799.7552840577046
2015-04-14,792.706045788593
2015-04-15,823.9213095029436
2015-04-16,862.6291130060865
2015-04-17,856.6341738647258
2015-04-20,860.3425242192307
2015-04-21,865.6925181013511
2015-04-22,867.3942624983571
2015-04-23,847.0807109719782
2015-04-24,842.0912336812685
2015-04-27,854.6880429953734
2015-04-28,851.8490414870613
2015-04-29,841.3602657778397
2015-04-30,840.1477547556477
2015-05-01,838.8559024155219
2015-05-04,806.1932809202605
2015-05-05,797.6543398063217
2015-05-06,786.2140148396459
2015-05-07,793.2026346287194
2015-05-08,796.2429442324127
2015-05-11,801.3254754159437
2015-05-12,790.6189551885134
2015-05-13,783.6496632664617
2015-05-14,779.8721601449016
2015-05-15,775.7141143649139
2015-05-18,785.4949222183093
2015-05-19,817.7101408040232
2015-05-20,813.8641787773538
2015-05-21,817.1347664160542
2015-05-22,824.3991749168728
2015-05-25,811.7230760320135
2015-05-26,821.1787009364525
2015-05-27,803.1643367478644
2015-05-28,787.0984541446493
2015-05-29,783.8677859787796
2015-06-01,789.2353105692727
2015-06-02,785.7097510293243
2015-06-03,781.3995617998651
2015-06-04,778.3505513236453
2015-06-05,790.4444722804776
2015-06-08,777.433478162743
2015-06-09,798.0940682402479
2015-06-10,801.7614843871171
2015-06-11,792.7266930448918
2015-06-12,790.326474329527
2015-06-15,799.0861935465449
2015-06-16,790.3931212974956
2015-06-17,796.1858277535924
2015-06-18,780.2196736980983
2015-06-19,785.3491097064497
2015-06-22,801.6057591346514
2015-06-23,807.2514366768401
2015-06-24,811.2638387146706
2015-06-25,803.8239596744312
2015-06-26,807.5503331724291
2015-06-29,777.9512664817802
2015-06-30,796.3899838675601
2015-07-01,798.9457973787955
2015-07-02,801.0266298601292
2015-07-03,801.2737379401524
2015-07-06,796.2408969349713
2015-07-07,802.4469840603243
2015-07-08,773.3911053564021
2015-07-09,784.4148010026015
2015-07-10,775.4634999081927
2015-07-13,795.9033477496628
2015-07-14,801.0791793045244
2015-07-15,819.5956197771902
2015-07-16,823.5625474706941
2015-07-17,827.3565427140288
2015-07-20,840.7317909352918
2015-07-21,836.1053195381494
2015-07-22,838.3306285233099
2015-07-23,829.54347736359
2015-07-24,830.5269313972159
2015-07-27,806.3848115394707
2015-07-28,794.8152260058024
2015-07-29,803.0897382069181
2015-07-30,812.9716231218446
2015-07-31,803.8888861424867
2015-08-03,817.092078334362
2015-08-04,811.93214669493
2015-08-05,824.8411969872707
2015-08-06,815.3885740552337
2015-08-07,813.4383460065437
2015-08-10,802.964819839406
2015-08-11,794.5574811322896
2015-08-12,771.6919469389742
2015-08-13,766.636728173565
2015-08-14,767.8141093667888
2015-08-17,753.686333422357
2015-08-18,728.8545703228888
2015-08-19,726.6304604774626
2015-08-20,695.9180211786609
2015-08-21,688.8136786432063
2015-08-24,606.8813762455976
2015-08-25,647.5997954951512
2015-08-26,634.461275435553
2015-08-27,681.3143890051239
2015-08-28,680.9774344263936
2015-08-31,703.381996350667
2015-09-01,679.4280690223085
2015-09-02,662.2924563548487
2015-09-03,683.8518516943236
2015-09-04,682.6896996251543
2015-09-07,674.2364872321261
2015-09-08,669.8954568175553
2015-09-09,674.9597960518857
2015-09-10,671.9801383739656
2015-09-11,668.1870397711363
2015-09-14,653.2873136996575
2015-09-15,658.2321072261141
2015-09-16,671.4433956393606
2015-09-17,668.7622501884606
2015-09-18,665.1926468825644
2015-09-21,680.2549157954957
2015-09-22,678.149864977292
2015-09-23,677.4777401729199
