Date,COLOMBIA GROWTH
2000-12-29,99.99999999999999
2001-01-01,99.99999999999999
2001-01-02,99.56727677794129
2001-01-03,97.73192850103942
2001-01-04,96.83392933598806
2001-01-05,96.05228791198948
2001-01-08,96.10576952990829
2001-01-09,97.52252688664099
2001-01-10,98.30735135033753
2001-01-11,97.06434524266834
2001-01-12,98.10009126385832
2001-01-15,99.02802725218807
2001-01-16,99.5872412729622
2001-01-17,100.36073729564751
2001-01-18,98.73285736019758
2001-01-19,99.52338466751957
2001-01-22,99.76329333740335
2001-01-23,98.98404837431787
2001-01-24,101.79104858277493
2001-01-25,102.29173712163664
2001-01-26,102.74000272207432
2001-01-29,107.1414051917834
2001-01-30,110.01492616447977
2001-01-31,114.89888240048722
2001-02-01,119.30050462923488
2001-02-02,121.90176174890442
2001-02-05,117.55682374603718
2001-02-06,117.27462947453341
2001-02-07,118.69204703143956
2001-02-08,122.24875780947283
2001-02-09,124.43624376605435
2001-02-12,123.25069831656012
2001-02-13,125.84807646688125
2001-02-14,126.22170242248902
2001-02-15,127.8371284112767
2001-02-16,127.04201722085963
2001-02-19,126.27481226380078
2001-02-20,126.98712163880337
2001-02-21,125.96662475230822
2001-02-22,125.49147313842448
2001-02-23,125.85563284526005
2001-02-26,124.74611082222674
2001-02-27,121.36674659436434
2001-02-28,120.85476290328144
2001-03-01,119.34129839547406
2001-03-02,117.86160035984074
2001-03-05,119.10144917537812
2001-03-06,118.76445964534663
2001-03-07,119.05619263678363
2001-03-08,115.07240343484784
2001-03-09,116.47389854944608
2001-03-12,116.91738515784753
2001-03-13,118.69976159060606
2001-03-14,120.34019464590716
2001-03-15,120.20461003625768
2001-03-16,121.58349056071056
2001-03-19,121.31299570956602
2001-03-20,120.66520274567603
2001-03-21,117.49767442411799
2001-03-22,116.60733845046741
2001-03-23,117.57562235074529
2001-03-26,116.68578076694934
2001-03-27,114.88203080316616
2001-03-28,116.12429459858815
2001-03-29,116.31481078265554
2001-03-30,115.84201420587235
2001-04-02,116.4689685340038
2001-04-03,116.02582054424798
2001-04-04,113.53020753978424
2001-04-05,114.88977463434215
2001-04-06,115.38976476528785
2001-04-09,115.66303559869012
2001-04-10,117.32197749422741
2001-04-11,117.78632494799373
2001-04-12,116.67405281769697
2001-04-13,116.67405281769697
2001-04-16,117.0767999743437
2001-04-17,117.52009434681575
2001-04-18,118.89442508048626
2001-04-19,116.1492172391124
2001-04-20,115.94822070119724
2001-04-23,116.3734575954796
2001-04-24,116.82156259980076
2001-04-25,116.18255606895899
2001-04-26,116.2431407193213
2001-04-27,116.49414507247529
2001-04-30,118.14225446558257
2001-05-01,117.4690746084943
2001-05-02,115.55361965548171
2001-05-03,116.06745752298544
2001-05-04,119.82772325991219
2001-05-07,122.30646587875803
2001-05-08,128.7550272102199
2001-05-09,128.88061569768837
2001-05-10,129.0686428721036
2001-05-11,131.12830480220524
2001-05-14,132.17838024526492
2001-05-15,131.65119463205562
2001-05-16,133.3715766582381
2001-05-17,135.44468026585142
2001-05-18,137.81628499865133
2001-05-21,136.72952037206167
2001-05-22,134.62731846992617
2001-05-23,137.31758940638971
2001-05-24,135.71972935517388
2001-05-25,134.586434938528
2001-05-28,134.2067602202021
2001-05-29,135.43328969446983
2001-05-30,139.27553040251914
2001-05-31,145.67144206722568
2001-06-01,144.3116048084622
2001-06-04,144.6116471234386
2001-06-05,143.09621807690777
2001-06-06,142.789040144854
2001-06-07,143.4195214114214
2001-06-08,144.74174981374802
2001-06-11,145.25953382754173
2001-06-12,142.79227026852828
2001-06-13,143.1339544895115
2001-06-14,140.99941937525458
2001-06-15,141.4249870056758
2001-06-18,141.3018178147976
2001-06-19,144.27647384786448
2001-06-20,146.03123116980495
2001-06-21,151.06819400879058
2001-06-22,153.59698895799195
2001-06-25,152.49250874647979
2001-06-26,150.9704136706244
2001-06-27,149.6672026483267
2001-06-28,151.09238588900766
2001-06-29,151.99821312677813
2001-07-02,151.78788859577264
2001-07-03,149.25726990036168
2001-07-04,146.60175382406587
2001-07-05,148.8020071345687
2001-07-06,147.27062975151776
2001-07-09,146.43040882587965
2001-07-10,147.58916918803794
2001-07-11,144.77023983621172
2001-07-12,144.94558289005423
2001-07-13,143.7591422231925
2001-07-16,141.66356177301964
2001-07-17,142.1354512247491
2001-07-18,140.15876752014455
2001-07-19,140.7200533218763
2001-07-20,140.2122132944215
2001-07-23,139.28059720787343
2001-07-24,137.3511391783315
2001-07-25,136.5838329134106
2001-07-26,135.7809029422353
2001-07-27,136.21476802558985
2001-07-30,136.50471756159467
2001-07-31,136.74760670458076
2001-08-01,135.10498272340357
2001-08-02,133.42687652167638
2001-08-03,134.3120579473523
2001-08-06,135.38005444445764
2001-08-07,135.99409838434968
2001-08-08,136.13757081264626
2001-08-09,134.5619827659756
2001-08-10,134.3145715245884
2001-08-13,134.03116237049093
2001-08-14,133.73736961700837
2001-08-15,130.52247429862928
2001-08-16,130.7828163644122
2001-08-17,131.14761538311464
2001-08-20,131.7585137828629
2001-08-21,131.7512945338474
2001-08-22,131.7013790239271
2001-08-23,132.6357857932259
2001-08-24,132.85621282106953
2001-08-27,133.3132634481655
2001-08-28,133.68121655039423
2001-08-29,132.81019899917092
2001-08-30,132.39383050503633
2001-08-31,133.8012865672281
2001-09-03,133.7420525860681
2001-09-04,138.20944651769742
2001-09-05,138.26138421928906
2001-09-06,137.08136042075978
2001-09-07,132.9941711982122
2001-09-10,135.27652928614665
2001-09-11,130.82441242129397
2001-09-12,132.75876577569173
2001-09-13,132.15890000416152
2001-09-14,129.59918823317344
2001-09-17,129.85408254854534
2001-09-18,127.39227804388439
2001-09-19,125.40349853081568
2001-09-20,124.17955022538581
2001-09-21,124.57179616834867
2001-09-24,125.24813989967106
2001-09-25,126.59370472891528
2001-09-26,123.97353957420617
2001-09-27,124.68041079638716
2001-09-28,124.69018604158086
2001-10-01,122.83841305601815
2001-10-02,124.46770790646791
2001-10-03,123.49542272100044
2001-10-04,121.99868063299539
2001-10-05,122.4204066566949
2001-10-08,121.81097592634849
2001-10-09,120.79435115030991
2001-10-10,122.91504480263927
2001-10-11,122.56795674859823
2001-10-12,120.92637114382367
2001-10-15,120.91838505941317
2001-10-16,120.48883742975802
2001-10-17,121.04341688573957
2001-10-18,121.6426801420528
2001-10-19,123.48623587177207
2001-10-22,121.45518864129704
2001-10-23,122.28573590209156
2001-10-24,121.49981627526644
2001-10-25,120.45177615389379
2001-10-26,121.640665506861
2001-10-29,122.63095187847934
2001-10-30,121.64334446096606
2001-10-31,122.81544338257608
2001-11-01,120.6431042550343
2001-11-02,119.25456197703514
2001-11-05,120.19702106846339
2001-11-06,120.05795403327909
2001-11-07,118.98558535467562
2001-11-08,119.96861742571734
2001-11-09,120.25951828356077
2001-11-12,120.187657071683
2001-11-13,121.42191062520594
2001-11-14,123.08278594005449
2001-11-15,123.61492258672834
2001-11-16,128.66362320265637
2001-11-19,134.42324212544102
2001-11-20,134.33649724578038
2001-11-21,137.6331048187207
2001-11-22,141.16548873466155
2001-11-23,141.26699116775362
2001-11-26,141.0532726888106
2001-11-27,139.7698746048127
2001-11-28,139.59831502513111
2001-11-29,141.97514488945907
2001-11-30,141.61151967513953
2001-12-03,141.05698553737764
2001-12-04,139.8408033460498
2001-12-05,141.31218653793582
2001-12-06,143.9224670558303
2001-12-07,146.50090127663185
2001-12-10,143.23941498039267
2001-12-11,144.99575855458232
2001-12-12,146.73001458630532
2001-12-13,146.8781045784182
2001-12-14,144.04196189149044
2001-12-17,144.8691746514144
2001-12-18,146.98245619838292
2001-12-19,148.8348378996102
2001-12-20,152.28856913788488
2001-12-21,153.7240980139019
2001-12-24,155.38268132507784
2001-12-25,155.38268132507784
2001-12-26,154.29584938663328
2001-12-27,154.26324273723412
2001-12-28,154.78027000086882
2001-12-31,154.04248455094904
2002-01-01,154.04248455094904
2002-01-02,150.8715897562071
2002-01-03,151.53324291195412
