Date,PERU SMALL GROWTH
1998-12-31,154.44911103167306
1999-01-01,154.44911103167306
1999-01-04,153.27236731088863
1999-01-05,150.72809445928468
1999-01-06,152.56981702523308
1999-01-07,153.1775507899601
1999-01-08,155.39197331771072
1999-01-11,155.02187713277146
1999-01-12,154.25115263935268
1999-01-13,147.8459874251686
1999-01-14,143.55917226429776
1999-01-15,147.06945019835655
1999-01-18,148.84213407002704
1999-01-19,147.43061520836937
1999-01-20,148.90172292417975
1999-01-21,146.2190721199746
1999-01-22,145.466325088465
1999-01-25,144.71302694745538
1999-01-26,145.77629977798233
1999-01-27,145.98156222683963
1999-01-28,147.08581911658075
1999-01-29,146.81340454786977
1999-02-01,148.05024897361213
1999-02-02,147.67309408948145
1999-02-03,149.22572803685512
1999-02-04,152.58654778566518
1999-02-05,154.35556813354154
1999-02-08,155.20774983659786
1999-02-09,154.51810369240079
1999-02-10,154.53844189457487
1999-02-11,154.38814197413873
1999-02-12,154.63879832116447
1999-02-15,155.54649490469978
1999-02-16,152.50609483874976
1999-02-17,151.7187902389428
1999-02-18,152.5298976553084
1999-02-19,156.03708586882203
1999-02-22,156.20640334885036
1999-02-23,156.2895580426566
1999-02-24,156.23138207750554
1999-02-25,149.07589540843287
1999-02-26,157.59060383016833
1999-03-01,159.69754596972177
1999-03-02,159.13119940996933
1999-03-03,159.0193160679254
1999-03-04,163.78037924957266
1999-03-05,160.51553943010887
1999-03-08,159.73683329460115
1999-03-09,161.71432539450265
1999-03-10,160.82708097886018
1999-03-11,163.20727325305333
1999-03-12,167.5834456714035
1999-03-15,169.0844795919699
1999-03-16,167.00626852904418
1999-03-17,165.54980518839184
1999-03-18,166.69274435251367
1999-03-19,167.6244498255788
1999-03-22,166.95586311453155
1999-03-23,166.93101034717003
1999-03-24,166.69589394847816
1999-03-25,169.4054480096921
1999-03-26,172.28871985177858
1999-03-29,171.89043632816578
1999-03-30,171.83147133923595
1999-03-31,172.67811873196922
1999-04-01,172.43055726128105
1999-04-02,172.81418028554717
1999-04-05,173.76422241435884
1999-04-06,172.4220013527193
1999-04-07,171.28880405598284
1999-04-08,170.19719986158464
1999-04-09,170.29723984314913
1999-04-12,164.83048680978794
1999-04-13,168.44564676580413
1999-04-14,167.00523194304014
1999-04-15,169.3950871889858
1999-04-16,174.396642947259
1999-04-19,177.4494560407604
1999-04-20,178.02077025700734
1999-04-21,180.14289701909456
1999-04-22,183.54883347520055
1999-04-23,181.26727173607085
1999-04-26,182.17755396582197
1999-04-27,182.49521917278022
1999-04-28,184.28558406254953
1999-04-29,184.63594558699543
1999-04-30,186.35476017049209
1999-05-03,187.64647431782728
1999-05-04,188.8045529535087
1999-05-05,187.52738122558438
1999-05-06,185.60440490481702
1999-05-07,187.43739348385878
1999-05-10,187.9849862280213
1999-05-11,190.07509317274616
1999-05-12,189.09574676181617
1999-05-13,191.36242060068477
1999-05-14,191.07533241412673
1999-05-17,191.03853896887634
1999-05-18,189.54286591402467
1999-05-19,190.64950019081905
1999-05-20,191.06707896736862
1999-05-21,186.09164563088578
1999-05-24,191.71133649809178
1999-05-25,190.65852677435979
1999-05-26,195.34544644112327
1999-05-27,194.35402663149893
1999-05-28,194.30290377089193
1999-05-31,196.13336278330746
1999-06-01,195.6350119126828
1999-06-02,199.04291492241276
1999-06-03,200.03220628312243
1999-06-04,200.12970696064815
1999-06-07,195.38191896712695
1999-06-08,194.71852482609802
1999-06-09,195.94935223656688
1999-06-10,192.94452348885045
1999-06-11,193.84356685674544
1999-06-14,195.23353216351384
1999-06-15,196.57465871158084
1999-06-16,199.17754541374714
1999-06-17,197.0813500732468
1999-06-18,196.45895738754155
1999-06-21,196.910616491719
1999-06-22,195.96404830029022
1999-06-23,197.7998054712879
1999-06-24,195.76458387550812
1999-06-25,194.54964878989824
1999-06-28,199.7299293823001
1999-06-29,200.40616130765736
1999-06-30,201.609390829522
1999-07-01,202.91360996698154
1999-07-02,203.60513881277097
1999-07-05,203.29993427250034
1999-07-06,202.43066791714685
1999-07-07,202.05653577363327
1999-07-08,203.17075358991596
1999-07-09,203.1096876225978
1999-07-12,202.95310441968715
1999-07-13,200.87136807578963
1999-07-14,201.81243105500846
1999-07-15,194.1134310421188
1999-07-16,193.84805268540714
1999-07-19,193.84847709773356
1999-07-20,189.00689440577443
1999-07-21,182.26161623217504
1999-07-22,180.58989751784213
1999-07-23,180.091063962962
1999-07-26,176.1029680177564
1999-07-27,177.72568087383104
1999-07-28,177.9517417106706
1999-07-29,176.2660579231174
1999-07-30,176.26036278789442
1999-08-02,176.75961791965517
1999-08-03,175.44034863717957
1999-08-04,174.0132140669143
1999-08-05,173.6136405144396
1999-08-06,173.82093404923694
1999-08-09,175.34723524842983
