Date,POLAND SMALL GROWTH
1998-12-31,341.4683824405622
1999-01-01,341.4683824405622
1999-01-04,353.10767960038544
1999-01-05,364.15905819099544
1999-01-06,370.5130384373133
1999-01-07,388.70651530008735
1999-01-08,390.64913428738356
1999-01-11,396.6934495389858
1999-01-12,379.34443315390683
1999-01-13,351.68662690969114
1999-01-14,338.22343126765105
1999-01-15,332.67984911557096
1999-01-18,361.06070145075677
1999-01-19,365.54480069712366
1999-01-20,373.2304139739427
1999-01-21,379.4074271573631
1999-01-22,349.6100530477566
1999-01-25,345.3052275291621
1999-01-26,359.2458238673874
1999-01-27,364.80801192391584
1999-01-28,357.34055813614856
1999-01-29,367.7779110299235
1999-02-01,370.7930964042111
1999-02-02,365.439043277037
1999-02-03,359.83191935070596
1999-02-04,374.7537074967634
1999-02-05,366.107092813142
1999-02-08,359.2175412705312
1999-02-09,362.41014657921556
1999-02-10,355.43974349692724
1999-02-11,357.79784172891533
1999-02-12,360.48776028947174
1999-02-15,355.72535328521434
1999-02-16,356.713499333092
1999-02-17,354.3586058475283
1999-02-18,352.01727316696673
1999-02-19,350.7054745176202
1999-02-22,349.8340365682895
1999-02-23,348.87741130231973
1999-02-24,341.79740313842484
1999-02-25,328.83352958274384
1999-02-26,324.20375868907746
1999-03-01,331.53932992985017
1999-03-02,329.67458048986316
1999-03-03,326.6230034925537
1999-03-04,324.4519601837548
1999-03-05,328.49014796771195
1999-03-08,339.08057265251557
1999-03-09,340.1025013072708
1999-03-10,337.22319879869434
1999-03-11,344.90282021511877
1999-03-12,349.24284651312433
1999-03-15,352.59580935135625
1999-03-16,348.54784567902095
1999-03-17,346.5520477624094
1999-03-18,351.76483429072556
1999-03-19,362.1399736968028
1999-03-22,365.4533024195517
1999-03-23,367.1895854285839
1999-03-24,345.69118503098616
1999-03-25,364.54826547613436
1999-03-26,378.7901861201865
1999-03-29,383.14068411145087
1999-03-30,397.4287709253547
1999-03-31,394.3047576452422
1999-04-01,397.81351720989954
1999-04-02,400.4396134141228
