Date,KOREA SMALL GROWTH
1998-12-31,654.1100499461244
1999-01-01,654.1100499461244
1999-01-04,699.4814005560901
1999-01-05,717.3215330994324
1999-01-06,754.550632622081
1999-01-07,780.4987433871055
1999-01-08,775.2814349901844
1999-01-11,816.0923108430529
1999-01-12,803.9065880444185
1999-01-13,784.5278149671176
1999-01-14,721.0053621693089
1999-01-15,755.1048499661186
1999-01-18,771.8638318548205
1999-01-19,759.9591926578423
1999-01-20,743.9218239701942
1999-01-21,702.7638412368163
1999-01-22,677.1580893297378
1999-01-25,654.1935461038747
1999-01-26,632.8362669545834
1999-01-27,670.4253385198685
1999-01-28,679.1413993928861
1999-01-29,691.6314237053441
1999-02-01,716.7537966917172
1999-02-02,710.4732944905995
1999-02-03,690.0769635106083
1999-02-04,689.0070994093405
1999-02-05,695.2292038318262
1999-02-08,685.9729388477577
1999-02-09,657.8473585989851
1999-02-10,662.9563702322755
1999-02-11,669.3259074701272
1999-02-12,695.516231786642
1999-02-15,698.0849964036621
1999-02-16,701.941300238999
1999-02-17,698.629372088668
1999-02-18,691.7121168219869
1999-02-19,667.536690345815
1999-02-22,641.2218982246761
1999-02-23,636.8366210186848
1999-02-24,620.9987840856317
1999-02-25,604.9097327842833
1999-02-26,634.7818288537379
1999-03-01,639.6891591850676
1999-03-02,654.8474880505053
1999-03-03,646.2588901072039
1999-03-04,652.1110016476059
1999-03-05,654.5078798120757
1999-03-08,699.3683563609709
1999-03-09,698.5453396207405
1999-03-10,693.6969895989959
1999-03-11,724.6146311756481
1999-03-12,727.1478878494651
1999-03-15,730.4405310145866
1999-03-16,737.9242851924243
1999-03-17,727.357897686475
1999-03-18,704.8534402711016
1999-03-19,734.7208388577363
1999-03-22,733.9377450323915
1999-03-23,740.0784410994798
1999-03-24,736.4022706716767
1999-03-25,741.1174297961413
1999-03-26,752.4997845071507
1999-03-29,742.5932055176263
1999-03-30,753.9994546896845
1999-03-31,752.9535060715727
1999-04-01,771.9327100850553
1999-04-02,784.8132266069214
1999-04-05,788.408327719465
1999-04-06,820.0564442966754
1999-04-07,820.6292600298455
1999-04-08,829.9750436393679
1999-04-09,847.6047831765931
1999-04-12,853.0728278462665
1999-04-13,861.2942162093752
1999-04-14,862.2726787196896
1999-04-15,920.8467393780771
1999-04-16,923.0595714706074
1999-04-19,965.0383516637492
1999-04-20,993.465757576744
1999-04-21,979.6742258222989
1999-04-22,968.577324739927
1999-04-23,974.0188206642756
1999-04-26,1030.755696504236
1999-04-27,1045.137350763644
1999-04-28,1064.014904325604
1999-04-29,1031.2750898097013
1999-04-30,1048.421003995959
1999-05-03,1065.8034062653626
1999-05-04,1068.2441596022556
1999-05-05,1060.1342703123473
1999-05-06,1070.8801449955404
1999-05-07,1083.3319027942275
1999-05-10,1108.9225566933528
1999-05-11,1064.8444106721213
1999-05-12,1043.6797849757131
1999-05-13,996.4345379798906
1999-05-14,970.0010118040049
1999-05-17,932.0349257000387
1999-05-18,943.8184246454762
1999-05-19,952.6997973952432
1999-05-20,900.3924558641272
1999-05-21,911.4293528510598
1999-05-24,895.6427679517029
1999-05-25,915.7765034717452
1999-05-26,960.3825268301782
1999-05-27,959.1815789340774
1999-05-28,971.4555781556976
1999-05-31,963.9245502543984
1999-06-01,948.6909437245819
1999-06-02,981.7639418154971
1999-06-03,984.6606730926522
1999-06-04,992.1060200594624
1999-06-07,1017.9150524951116
1999-06-08,1036.9934963242692
1999-06-09,1007.0478950646283
1999-06-10,1032.6044906597876
1999-06-11,1038.1441731415323
1999-06-14,1022.1639589602073
1999-06-15,991.1072839305936
1999-06-16,1014.9661033854144
1999-06-17,1020.4131361761275
1999-06-18,1015.6612675109473
1999-06-21,1028.6762195531858
1999-06-22,1043.1329731295561
1999-06-23,1048.5916252417187
1999-06-24,1044.3429388636127
1999-06-25,1035.7961211737536
1999-06-28,1040.9015512886579
1999-06-29,1048.0374980513739
1999-06-30,1043.381306202463
1999-07-01,1071.7773667619915
1999-07-02,1115.5641533319924
1999-07-05,1148.6258846185613
1999-07-06,1147.166998023035
1999-07-07,1166.2546558748734
1999-07-08,1197.7865812509879
1999-07-09,1201.5590540115475
1999-07-12,1202.1766417601698
1999-07-13,1186.929047966877
1999-07-14,1144.5785740906722
1999-07-15,1139.6366740513774
1999-07-16,1174.4302539425105
1999-07-19,1193.5551537111096
1999-07-20,1150.570026002127
1999-07-21,1098.6831159365463
1999-07-22,1100.7022021430228
1999-07-23,1039.1705678496473
1999-07-26,945.0610038880507
1999-07-27,993.2273225144858
1999-07-28,1022.946857613147
1999-07-29,1043.4584254376603
1999-07-30,1026.0780611539717
1999-08-02,1028.1423075736545
1999-08-03,1051.5065917279255
1999-08-04,1043.043263008607
1999-08-05,995.6635159603893
1999-08-06,1013.7890825945062
1999-08-09,1034.4864703970586
1999-08-10,1028.9877834020124
1999-08-11,1020.5221186211091
1999-08-12,1031.8731284540586
1999-08-13,1014.3849391139103
1999-08-16,1001.30447436189
1999-08-17,960.5392281611195
1999-08-18,931.4605402604966
1999-08-19,957.8170634689952
1999-08-20,970.3796576589999
1999-08-23,1005.0644438525156
1999-08-24,1024.3180311387066
1999-08-25,1042.2709308940941
1999-08-26,1042.3263697483483
1999-08-27,1024.573751897956
1999-08-30,1015.930279064312
1999-08-31,1001.4982265638429
1999-09-01,970.2164762129164
1999-09-02,938.4879834890152
1999-09-03,944.5820149675826
1999-09-06,951.168022253148
1999-09-07,958.6635937970157
1999-09-08,942.7034802524527
1999-09-09,960.9598194319738
1999-09-10,990.3322391897085
1999-09-13,1015.25651694374
1999-09-14,1013.2627490787452
1999-09-15,1010.8116870484454
1999-09-16,982.6576303713923
1999-09-17,978.1783308954083
1999-09-20,979.8595261310749
1999-09-21,972.8532287763353
1999-09-22,961.8195124268926
1999-09-23,968.0112209775848
1999-09-24,962.3381900400931
1999-09-27,929.2235472549206
1999-09-28,919.1951417078752
1999-09-29,889.475358817632
1999-09-30,865.1314910000058
1999-10-01,841.7522960047918
1999-10-04,829.1879072295286
1999-10-05,787.1780349476364
1999-10-06,825.5597543904478
1999-10-07,858.5248589286573
1999-10-08,869.751571021286
1999-10-11,874.8580705940481
1999-10-12,886.8293333562007
1999-10-13,884.8120786281677
1999-10-14,889.8843301352155
1999-10-15,882.618157043948
1999-10-18,850.6480426029602
1999-10-19,845.7003480995124
1999-10-20,869.7655651930262
1999-10-21,864.528368563054
1999-10-22,875.7559748137785
1999-10-25,850.3765233725493
1999-10-26,852.4940964116838
1999-10-27,866.0317652157171
1999-10-28,892.1786727551588
1999-10-29,905.1587807702782
1999-11-01,940.2788061979634
1999-11-02,953.8058885320806
1999-11-03,950.8400425437923
1999-11-04,974.1648806171967
1999-11-05,992.7942900649514
1999-11-08,992.4320879916204
1999-11-09,1011.2197190588043
1999-11-10,1027.0864264614843
1999-11-11,1079.767548381127
1999-11-12,1106.12475990317
1999-11-15,1114.525987875059
1999-11-16,1140.6648946421137
1999-11-17,1082.655889276156
1999-11-18,1071.4796619638923
1999-11-19,1076.462759319111
1999-11-22,1078.8580203940098
1999-11-23,1077.0026741750298
1999-11-24,1072.9398215896374
1999-11-25,1077.7891947360397
1999-11-26,1018.9426498696406
1999-11-29,1022.7645287571919
1999-11-30,1045.4447287631876
1999-12-01,1023.5665359648305
1999-12-02,1002.4103970340932
1999-12-03,1016.9156858308636
1999-12-06,1006.0255898857152
1999-12-07,984.9679394514037
1999-12-08,1003.2683234935491
1999-12-09,1037.604353066047
1999-12-10,1067.158807862091
1999-12-13,1088.512603340322
1999-12-14,1116.4568785159804
1999-12-15,1071.3306880727807
1999-12-16,1044.4705838581554
1999-12-17,1032.2359610566116
1999-12-20,1025.5095168233127
1999-12-21,971.1879302436673
1999-12-22,984.4388395512564
1999-12-23,954.8829038739278
1999-12-24,954.1008449416979
1999-12-27,951.9941213414588
1999-12-28,941.1796574658953
1999-12-29,944.2819827035519
1999-12-30,954.135293413063
1999-12-31,954.4058611015582
2000-01-03,946.7082986326076
2000-01-04,984.7573144309715
2000-01-05,953.6581087943165
2000-01-06,906.0681304212942
2000-01-07,913.6328120991371
2000-01-10,931.2724040899437
2000-01-11,927.3501832197958
2000-01-12,908.184463629448
2000-01-13,907.7104295224524
2000-01-14,915.3366596662501
2000-01-17,931.9167907965768
2000-01-18,908.425307017938
2000-01-19,844.1060579580011
2000-01-20,836.7769564850304
2000-01-21,843.6263336430524
2000-01-24,851.8089250628225
2000-01-25,821.7540702292275
2000-01-26,828.7957480394894
2000-01-27,874.2354954778476
2000-01-28,902.2127857244913
2000-01-31,906.918897242537
2000-02-01,919.429271149005
2000-02-02,960.259373180557
2000-02-03,957.6906034320385
2000-02-04,962.4173843712188
2000-02-07,973.7832271731403
2000-02-08,939.0857601398245
2000-02-09,937.5879705064123
2000-02-10,909.9025033674111
2000-02-11,910.0147515124205
2000-02-14,872.7382533504081
2000-02-15,844.1457695058238
2000-02-16,852.8994539532436
2000-02-17,860.9629519120102
2000-02-18,868.4922847461867
2000-02-21,820.2205669211595
2000-02-22,813.9816252777891
2000-02-23,852.6673414662005
2000-02-24,853.2890830207133
2000-02-25,892.7714032627907
2000-02-28,916.7360091600834
2000-02-29,913.1151405647712
2000-03-01,910.5686076017452
2000-03-02,958.9882258084331
2000-03-03,936.6619408564239
2000-03-06,981.0403417989066
2000-03-07,973.0588391128305
2000-03-08,968.2633113439412
2000-03-09,968.9311012879479
2000-03-10,994.5572692174708
2000-03-13,1010.0249385089147
2000-03-14,984.0924476515593
2000-03-15,968.7368503045614
2000-03-16,935.4820141832173
2000-03-17,929.6310542682953
2000-03-20,913.4063830205173
2000-03-21,895.2221854139274
2000-03-22,935.5019978387799
2000-03-23,907.0637011673765
2000-03-24,913.1632149879404
2000-03-27,923.6498040136156
2000-03-28,928.3571376520537
2000-03-29,917.3684143668553
2000-03-30,893.8861581506161
2000-03-31,881.5871538482454
2000-04-03,823.0680570478346
2000-04-04,803.0342485728194
2000-04-05,792.8186429438168
2000-04-06,783.8435907305468
2000-04-07,808.954245311095
