Date,INDIA SMALL GROWTH
1998-12-31,185.22009958717663
1999-01-01,185.22009958717663
1999-01-04,189.73509445246884
1999-01-05,192.60108311272995
1999-01-06,195.1929250876644
1999-01-07,196.53223850813674
1999-01-08,203.8795269681869
1999-01-11,207.53258957447636
1999-01-12,203.21300026958508
1999-01-13,202.03302116450635
1999-01-14,200.2397152564717
1999-01-15,199.02193881720825
1999-01-18,203.71960188191147
1999-01-19,201.8314953272685
1999-01-20,202.45946592765586
1999-01-21,208.63421431011204
1999-01-22,209.32769655649588
1999-01-25,210.75039739674094
1999-01-26,210.54098541505326
1999-01-27,217.2477741193131
1999-01-28,214.70768681569385
1999-01-29,216.41568009475031
1999-02-01,216.5626394560694
1999-02-02,212.39417529914755
1999-02-03,215.95407783036566
1999-02-04,215.0161189519036
1999-02-05,214.05138922196107
1999-02-08,214.37699944555712
1999-02-09,215.56039613503833
1999-02-10,219.2331116069345
1999-02-11,223.40154690846938
1999-02-12,227.02803928245996
1999-02-15,230.70910592250803
1999-02-16,238.00887991108956
1999-02-17,241.37371958417833
1999-02-18,240.60705488915272
1999-02-19,239.75557661490168
1999-02-22,235.03042701455118
1999-02-23,234.2674469004754
1999-02-24,233.38862557638356
1999-02-25,230.48754559058116
1999-02-26,226.96379095576395
1999-03-01,257.24106610887986
1999-03-02,257.38231034559027
1999-03-03,263.9677284979706
1999-03-04,259.69782196782177
1999-03-05,262.6743899172727
1999-03-08,266.2346917147633
1999-03-09,268.04246463297466
1999-03-10,271.30388286049885
1999-03-11,268.41788853418774
1999-03-12,268.51475562784145
1999-03-15,276.7504179308297
1999-03-16,277.0298673409662
1999-03-17,272.3857422165181
1999-03-18,272.9187867218342
1999-03-19,275.00188961437016
1999-03-22,285.95240717604213
1999-03-23,287.0438140886683
1999-03-24,277.36718374090935
1999-03-25,278.60446204961795
1999-03-26,273.8411161414013
1999-03-29,274.2755006682655
1999-03-30,278.0690253843519
1999-03-31,285.1942967468607
1999-04-01,282.90852858550664
1999-04-02,283.5379426931361
1999-04-05,270.1067302652703
1999-04-06,266.5158800197957
1999-04-07,264.0556385138351
1999-04-08,259.20387151372233
1999-04-09,254.6271063769753
1999-04-12,252.94021224331368
1999-04-13,249.32453550504727
1999-04-14,248.85176212812993
1999-04-15,239.44489838580003
1999-04-16,252.1540512980246
1999-04-19,243.85701923747425
1999-04-20,245.60904507809877
1999-04-21,253.11520920747986
1999-04-22,250.417620129546
1999-04-23,246.2991383630353
1999-04-26,232.42121674523443
1999-04-27,231.514420500806
1999-04-28,234.19522527465648
1999-04-29,242.37247810434494
1999-04-30,242.763552473352
1999-05-03,246.16476881846464
1999-05-04,253.66317369282007
1999-05-05,253.55774241137598
1999-05-06,250.26179996307306
1999-05-07,255.22077420425325
1999-05-10,260.53197266231285
1999-05-11,265.4146783463501
1999-05-12,258.8881572629507
1999-05-13,266.08863668825705
1999-05-14,264.36317016115345
1999-05-17,259.83756436418076
1999-05-18,262.4985493844477
1999-05-19,268.4370438465035
1999-05-20,272.0402558645963
1999-05-21,268.8582452904903
1999-05-24,271.4152537903771
1999-05-25,273.5445529533058
1999-05-26,271.8389374368579
1999-05-27,266.25862599387716
1999-05-28,259.1818319474093
1999-05-31,272.20207467731285
1999-06-01,267.08423961587175
1999-06-02,270.4526345371003
1999-06-03,271.9401433544409
1999-06-04,274.5567373443222
1999-06-07,273.84081023583906
1999-06-08,272.121714092088
1999-06-09,272.91945111176045
1999-06-10,273.19718051360985
1999-06-11,266.84889264664054
1999-06-14,261.9293026024476
1999-06-15,255.7882606159088
1999-06-16,262.00500961028257
1999-06-17,264.3298156291653
1999-06-18,261.47024394882345
1999-06-21,269.780331202156
1999-06-22,275.9676709665078
1999-06-23,274.2222783916023
1999-06-24,269.7322176990438
1999-06-25,264.16858986887803
1999-06-28,272.9479204621949
1999-06-29,271.94239641097715
1999-06-30,271.77780668467216
1999-07-01,271.5718013660994
1999-07-02,274.08108473683245
1999-07-05,282.5329359694746
1999-07-06,285.70803718032613
1999-07-07,285.1666914724949
1999-07-08,283.2026232798733
1999-07-09,284.41325161460696
1999-07-12,298.7381482484544
1999-07-13,292.93094459656163
1999-07-14,296.4826157067474
1999-07-15,292.0423467254848
1999-07-16,291.57270148860675
1999-07-19,305.5305546029462
1999-07-20,296.8175925159965
1999-07-21,302.11901961995403
1999-07-22,300.49446272172395
1999-07-23,298.78623032158526
1999-07-26,296.25113391696345
1999-07-27,293.4212631317558
1999-07-28,295.9012752733869
1999-07-29,290.97080389488434
1999-07-30,288.9281528881521
1999-08-02,290.93690270371513
1999-08-03,291.02615633320926
1999-08-04,297.27985780013285
1999-08-05,296.3049995617102
1999-08-06,301.62001052091034
1999-08-09,311.43518678760853
1999-08-10,314.0564717395966
1999-08-11,316.27992665186747
1999-08-12,318.3756004308887
1999-08-13,322.30809157266026
1999-08-16,333.4929673698781
1999-08-17,347.12173865016496
1999-08-18,352.2613618081596
1999-08-19,341.32008042009744
1999-08-20,345.0960238162772
1999-08-23,357.4062626820725
1999-08-24,359.7231553183076
1999-08-25,350.5087962739781
1999-08-26,359.31063608627494
1999-08-27,357.7944689167543
1999-08-30,357.4918962288232
1999-08-31,351.01753107636716
1999-09-01,343.55567452163007
1999-09-02,331.45853626661363
1999-09-03,330.94886972786634
1999-09-06,341.50839673869626
1999-09-07,342.5332608821451
1999-09-08,347.2662229083344
1999-09-09,346.753756181447
1999-09-10,349.01066417455814
1999-09-13,351.8160540916332
1999-09-14,353.6299438038931
1999-09-15,353.4079863515911
1999-09-16,347.20400332939334
1999-09-17,351.69147413115036
1999-09-20,358.4461953244959
1999-09-21,357.71210995924474
1999-09-22,367.6899867499707
1999-09-23,377.2994971891693
1999-09-24,375.1772768896304
1999-09-27,375.69346479239397
1999-09-28,372.27202512222425
1999-09-29,376.40456604276636
1999-09-30,372.15563022805094
1999-10-01,360.9568385626694
1999-10-04,356.2726888978378
1999-10-05,359.60593325802296
1999-10-06,362.5908382056169
1999-10-07,380.36701002432073
1999-10-08,392.39079712291397
1999-10-11,399.643604387867
1999-10-12,403.96204645126363
1999-10-13,405.0526845934111
1999-10-14,407.38863387458616
1999-10-15,383.94578914570315
1999-10-18,395.0313701061636
1999-10-19,396.8516752457086
1999-10-20,402.96561083188857
1999-10-21,387.18961887341715
1999-10-22,385.3756407927274
1999-10-25,373.0914155153517
1999-10-26,379.33023111718217
1999-10-27,376.0245744256058
1999-10-28,360.24528424596224
1999-10-29,344.2926363215687
1999-11-01,323.7472016111704
1999-11-02,341.4178694127434
1999-11-03,334.1628164753325
1999-11-04,339.3952816932006
1999-11-05,350.4690432034929
1999-11-08,364.6392375278424
1999-11-09,366.68245110266105
1999-11-10,365.67381774963764
1999-11-11,362.3622889497844
1999-11-12,370.8308815088447
1999-11-15,370.1079427098799
1999-11-16,368.2860203413133
1999-11-17,360.37692549895746
1999-11-18,361.22523622642893
1999-11-19,362.3365212154931
1999-11-22,369.3359902187337
1999-11-23,370.6452714207229
1999-11-24,376.267903068972
1999-11-25,376.54733451740384
1999-11-26,380.09293139883835
1999-11-29,391.89830492266066
1999-11-30,396.2583427268166
1999-12-01,397.818213877912
1999-12-02,401.1038168622907
1999-12-03,405.7008188208352
1999-12-06,411.4941884011454
1999-12-07,421.28832432071437
1999-12-08,414.33369886928693
1999-12-09,425.31920814118996
1999-12-10,433.9868739612715
1999-12-13,446.3683746209107
1999-12-14,451.705021157961
1999-12-15,441.30424452199725
1999-12-16,449.4097738336704
1999-12-17,456.62617020385477
1999-12-20,477.3580129033348
1999-12-21,480.0901104289962
1999-12-22,486.2602113167851
1999-12-23,475.9896309809312
1999-12-24,459.25462704802476
1999-12-27,453.0842551151125
1999-12-28,463.9359151169399
1999-12-29,470.4493923491119
1999-12-30,475.22036038853
1999-12-31,475.22036038853
2000-01-03,503.3143883659507
2000-01-04,511.77957173665936
2000-01-05,490.24587790958844
2000-01-06,493.2839686744814
2000-01-07,478.80463715825823
2000-01-10,494.0777531746805
2000-01-11,478.0539291232804
2000-01-12,484.35656468075723
2000-01-13,481.86449229030677
2000-01-14,483.6175252145766
2000-01-17,494.83750233255375
2000-01-18,494.9733514570882
2000-01-19,506.4150564689213
2000-01-20,504.0093671935098
2000-01-21,511.3199668217817
2000-01-24,514.2184357559081
2000-01-25,509.5630799606003
2000-01-26,512.2497725304783
2000-01-27,524.3719532797421
2000-01-28,540.3341999008952
2000-01-31,532.1031180776272
2000-02-01,552.8446121873745
2000-02-02,565.063738099209
2000-02-03,561.1064445577456
2000-02-04,562.6431871081776
2000-02-07,566.457789626188
2000-02-08,562.0192258336591
2000-02-09,559.3740957039569
2000-02-10,568.1278678042769
2000-02-11,560.351319187531
2000-02-14,558.8410305052621
2000-02-15,550.9480349343908
2000-02-16,559.1461957939521
2000-02-17,580.5348939390427
2000-02-18,582.8120318892112
2000-02-21,603.4342333918707
2000-02-22,605.8065884912628
2000-02-23,580.4029833350534
2000-02-24,591.6986364616025
2000-02-25,589.2655211741481
2000-02-28,595.2565609255331
2000-02-29,563.3556191897393
2000-03-01,580.5395633500282
2000-03-02,573.8222985124249
2000-03-03,554.0397146233315
2000-03-06,555.3702814311048
2000-03-07,547.2995099384916
2000-03-08,534.4012111054732
2000-03-09,521.5403018661729
2000-03-10,511.45258645564707
2000-03-13,503.2027716257691
2000-03-14,506.1113003898047
2000-03-15,514.0725616646683
2000-03-16,484.6249123136077
2000-03-17,487.19472747490363
2000-03-20,486.4744349289356
2000-03-21,488.60247818215214
2000-03-22,506.97674326847556
2000-03-23,488.5828578349845
2000-03-24,478.37863569462735
2000-03-27,489.7840002118937
2000-03-28,491.02305625586627
2000-03-29,495.2850463897812
2000-03-30,484.5650961223107
2000-03-31,478.1186777890581
2000-04-03,466.3492004630458
2000-04-04,438.30885818992266
2000-04-05,424.1557009105718
2000-04-06,414.31852287432656
2000-04-07,437.2333102782514
2000-04-10,454.4718701507482
2000-04-11,460.82683033126085
2000-04-12,466.82305643385934
2000-04-13,455.65385981469404
2000-04-14,455.3679144994668
2000-04-17,432.742302511458
2000-04-18,433.65044166847656
2000-04-19,426.42903427231045
2000-04-20,415.39224579214766
2000-04-21,415.39224579214766
2000-04-24,404.8343555570788
2000-04-25,401.75917700113416
2000-04-26,426.08128849634375
2000-04-27,417.9282827506801
2000-04-28,414.1109109345362
2000-05-01,415.52911019966103
2000-05-02,397.94808396878653
2000-05-03,406.16933483989817
2000-05-04,420.6314092455997
2000-05-05,441.7986052227786
2000-05-08,428.5343362899421
2000-05-09,431.1616595654003
2000-05-10,419.49057848747816
2000-05-11,412.1907379484567
2000-05-12,396.1335537520984
2000-05-15,389.5365923560742
2000-05-16,395.72149776628083
2000-05-17,401.35414792226686
2000-05-18,398.2316018426233
2000-05-19,396.9879034777051
2000-05-22,383.12187485963057
2000-05-23,374.0929498890517
2000-05-24,374.8200463980618
2000-05-25,375.38516623380644
2000-05-26,369.35279925667464
2000-05-29,374.4016507383593
2000-05-30,379.8024090165967
2000-05-31,392.1633890909067
2000-06-01,385.3582856835786
2000-06-02,393.0364108935208
2000-06-05,403.0369585593374
2000-06-06,403.8246273588734
2000-06-07,403.31634482345686
2000-06-08,410.12307597707013
2000-06-09,402.7161325913235
2000-06-12,397.34174488229604
2000-06-13,394.225262570789
2000-06-14,398.6159200150337
2000-06-15,400.74548808551174
2000-06-16,403.61617455486896
2000-06-19,417.7309522498265
2000-06-20,436.60094518349
2000-06-21,428.3774794221322
2000-06-22,432.10263433271024
2000-06-23,418.6463112561909
2000-06-26,413.47426441292123
2000-06-27,412.163313765378
2000-06-28,415.0301577983933
2000-06-29,409.9073260606394
2000-06-30,405.0782716253358
2000-07-03,417.46477132396575
2000-07-04,425.11194365157155
2000-07-05,416.9943590835792
