Date,EGYPT SMALL GROWTH
2004-05-31,256.93210409676846
2004-06-01,255.0687989615341
2004-06-02,253.73292261630476
2004-06-03,253.58775491737433
2004-06-04,253.6499062400124
2004-06-07,250.7280406480195
2004-06-08,256.0329948556064
2004-06-09,262.42284090143517
2004-06-10,261.48620920385343
2004-06-11,263.27146953062714
2004-06-14,258.23812024889077
2004-06-15,257.05174167864203
2004-06-16,258.0261880050637
2004-06-17,257.7028003061734
2004-06-18,255.7794071737081
2004-06-21,253.31517503375125
2004-06-22,250.3108696104883
2004-06-23,244.24306150281137
2004-06-24,247.77278113768966
2004-06-25,248.58933407243796
2004-06-28,250.42810128302241
2004-06-29,251.39399557408453
2004-06-30,253.24137499546353
2004-07-01,252.20448264600583
2004-07-02,249.27246841744773
2004-07-05,252.65645620694744
2004-07-06,251.2504072569136
2004-07-07,250.90212201453804
2004-07-08,250.183927940489
2004-07-09,250.4161593692819
2004-07-12,253.5471106471525
2004-07-13,253.6260375429733
2004-07-14,254.10062204061788
2004-07-15,256.60618828715997
2004-07-16,255.08042733474747
2004-07-19,258.2449710828258
2004-07-20,260.98161955668263
2004-07-21,268.0173477076801
2004-07-22,264.90628189177704
2004-07-23,268.27294724447637
2004-07-26,266.87611954988694
2004-07-27,269.9059906460656
2004-07-28,272.0651585789704
2004-07-29,271.7557468311525
2004-07-30,272.04944191204294
2004-08-02,270.21147603359503
2004-08-03,268.1185027542389
2004-08-04,269.5294549466642
2004-08-05,271.1968596548072
2004-08-06,266.52849029831816
2004-08-09,263.03007793078064
2004-08-10,261.09902861743103
2004-08-11,266.65054211498386
2004-08-12,265.0917334615025
2004-08-13,262.4735435013889
2004-08-16,264.8989414937933
2004-08-17,266.23413336309255
2004-08-18,263.3195708843133
2004-08-19,256.6764855084824
2004-08-20,257.3637050145292
2004-08-23,261.41394434725356
2004-08-24,262.77420661716684
2004-08-25,264.84345358114876
2004-08-26,265.19244671505993
2004-08-27,266.39321008862953
2004-08-30,267.0193644351692
2004-08-31,263.0928249889995
2004-09-01,264.14974403808407
2004-09-02,266.8963650589485
2004-09-03,269.15491479437907
2004-09-06,267.095403309924
2004-09-07,266.7407448832639
2004-09-08,266.39633782860676
2004-09-09,266.7174326229056
2004-09-10,263.8976655151126
2004-09-13,283.33799162957075
2004-09-14,284.52348151407233
2004-09-15,297.8034508685088
2004-09-16,300.4161851594411
2004-09-17,299.774085540538
2004-09-20,296.46237207736624
2004-09-21,290.49262824783096
2004-09-22,290.12747985141004
2004-09-23,284.84740521855724
2004-09-24,285.5207758932129
2004-09-27,285.23398153615693
2004-09-28,284.89883427098016
2004-09-29,285.0422445090851
2004-09-30,286.7302935032718
2004-10-01,287.3202021308351
2004-10-04,292.98668524888177
2004-10-05,292.41745078259646
2004-10-06,292.48875182314157
2004-10-07,298.2373380931804
2004-10-08,295.1145597957205
2004-10-11,288.50255192332565
2004-10-12,297.31549653882405
2004-10-13,297.550456449599
2004-10-14,291.5681151528998
2004-10-15,289.5124332129522
2004-10-18,291.1230433048157
2004-10-19,291.8975437102465
2004-10-20,291.70022930359437
2004-10-21,294.75888903325944
2004-10-22,294.19884364381255
2004-10-25,295.23581925345286
2004-10-26,300.8231151160063
2004-10-27,303.48114876733183
2004-10-28,302.4085525184152
2004-10-29,302.7651523602278
2004-11-01,307.78898358027556
2004-11-02,309.9812750198428
2004-11-03,306.6802665488698
2004-11-04,306.2384849390755
2004-11-05,305.55065501511365
2004-11-08,306.2554377351229
2004-11-09,307.13909417929216
2004-11-10,310.46231622974574
2004-11-11,309.90209486820635
2004-11-12,309.0034806360348
2004-11-15,308.81245031687496
2004-11-16,305.0417116795879
2004-11-17,306.18623973564155
2004-11-18,308.5582820389841
2004-11-19,306.9042574769953
2004-11-22,318.64618135205114
2004-11-23,318.8544192297222
2004-11-24,314.79104770316536
2004-11-25,317.55264110748476
2004-11-26,317.061703766406
2004-11-29,312.4270471359126
2004-11-30,307.25328254076044
2004-12-01,303.2035899465757
2004-12-02,306.0710443380436
2004-12-03,303.75900099799327
2004-12-06,303.9429150934294
2004-12-07,306.7172010099295
2004-12-08,307.1978589817809
2004-12-09,308.5110590763588
2004-12-10,307.8369529915179
2004-12-13,306.4888721070874
2004-12-14,310.67440350627504
2004-12-15,305.36458037282796
2004-12-16,308.08232765168884
2004-12-17,308.7136921605292
2004-12-20,301.0138311733485
2004-12-21,303.21425322557866
2004-12-22,303.1914660242099
2004-12-23,301.6856248125168
2004-12-24,300.9056435110624
2004-12-27,300.75219646526944
2004-12-28,300.23222178612
2004-12-29,304.22246323413293
2004-12-30,305.79009723704183
2004-12-31,307.51776835409106
2005-01-03,322.66377797655474
2005-01-04,334.0550680727978
2005-01-05,333.0032738182399
2005-01-06,335.37464365070844
2005-01-07,338.57480790704204
2005-01-10,340.4199256112292
2005-01-11,340.6818153081674
2005-01-12,340.09337709232426
2005-01-13,344.2816381449586
2005-01-14,347.70952374451554
2005-01-17,354.6298885065989
2005-01-18,359.7980994986122
2005-01-19,359.5220431058562
2005-01-20,361.7843227934046
2005-01-21,360.4900987667943
2005-01-24,375.47262751308284
2005-01-25,377.90036169153126
2005-01-26,376.54846367536226
2005-01-27,385.6887151736294
2005-01-28,386.5484694101517
2005-01-31,394.6360992015457
2005-02-01,394.482881103592
2005-02-02,399.9171877064168
2005-02-03,407.14596543398795
2005-02-04,407.5234621761327
2005-02-07,418.2384583963754
2005-02-08,412.9733058048707
2005-02-09,409.6722091048131
2005-02-10,406.3992800733765
2005-02-11,406.9042611226658
2005-02-14,412.53564726734146
2005-02-15,407.3760057016069
2005-02-16,408.53672496861475
2005-02-17,407.643796816017
2005-02-18,407.6125968009531
2005-02-21,408.10400347973336
2005-02-22,404.6066904062592
2005-02-23,411.4090473901275
2005-02-24,413.7623042620398
2005-02-25,414.2014591280168
2005-02-28,421.15802907098356
2005-03-01,426.970816668831
2005-03-02,436.3512471913146
2005-03-03,443.53922729111434
2005-03-04,439.67691322479465
2005-03-07,454.49986423063143
2005-03-08,444.18220384609367
2005-03-09,459.1669013699358
2005-03-10,468.20299714253866
2005-03-11,466.4463662840172
2005-03-14,481.19388238040193
2005-03-15,472.80231272480825
2005-03-16,458.54331756213935
2005-03-17,431.14855853971744
2005-03-18,434.1337451726925
2005-03-21,429.32365004602565
2005-03-22,413.1266736467081
2005-03-23,437.3916819979969
2005-03-24,440.40091691799387
2005-03-25,440.40091691799387
2005-03-28,433.4652429508329
2005-03-29,422.95573867366943
2005-03-30,408.66710921150474
2005-03-31,420.2556842529146
2005-04-01,421.4230161176656
2005-04-04,441.7833298849729
2005-04-05,443.20480449507636
2005-04-06,450.4799133518814
2005-04-07,454.497721769388
2005-04-08,456.478797653341
2005-04-11,441.6843849661682
2005-04-12,438.7683112530681
2005-04-13,436.9809745697288
2005-04-14,443.65359303020284
2005-04-15,439.45054093274337
2005-04-18,434.2309449433243
2005-04-19,428.28718151289456
2005-04-20,419.8320081855219
2005-04-21,418.5028684411042
2005-04-22,419.3987118963506
2005-04-25,422.6948299849917
2005-04-26,433.83684431528684
2005-04-27,436.32171940076114
2005-04-28,440.1013239085129
2005-04-29,440.3058715628333
2005-05-02,442.7408691778944
2005-05-03,438.9399330227496
2005-05-04,439.0072172177663
2005-05-05,447.3053563098213
2005-05-06,450.57849218815875
2005-05-09,451.11257452665905
2005-05-10,452.72898971438576
2005-05-11,452.8988280477555
2005-05-12,452.7887250989548
2005-05-13,455.03402289934013
2005-05-16,442.96810283827875
2005-05-17,440.4395492697011
2005-05-18,444.14401849822656
2005-05-19,434.4616046123529
2005-05-20,436.93010287076623
2005-05-23,424.1190467193905
2005-05-24,425.9921792358169
2005-05-25,428.14187254870006
2005-05-26,433.6063617126264
2005-05-27,432.38724439868133
2005-05-30,429.2743898288698
2005-05-31,431.8007609292537
2005-06-01,435.61312893959024
2005-06-02,428.9369315910577
2005-06-03,428.7750280350271
2005-06-06,428.7243153206449
2005-06-07,438.1322862507631
2005-06-08,437.7552190645721
2005-06-09,451.21488805115473
2005-06-10,453.8203771964285
2005-06-13,459.5023344559463
2005-06-14,463.6814816290574
2005-06-15,467.982587134526
2005-06-16,480.6993762971491
