Date,THAILAND SMALL GROWTH
1998-12-31,1103.4094260556712
1999-01-01,1103.4094260556712
1999-01-04,1108.487324826815
1999-01-05,1159.9194647971085
1999-01-06,1206.750272048795
1999-01-07,1211.9096772867983
1999-01-08,1227.2547809757239
1999-01-11,1232.9023552600079
1999-01-12,1242.4697277398748
1999-01-13,1165.7237235080597
1999-01-14,1159.2448378693935
1999-01-15,1170.9410788836506
1999-01-18,1177.8181521388024
1999-01-19,1171.4708444396108
1999-01-20,1200.7501616631052
1999-01-21,1186.5247059400908
1999-01-22,1153.1787826443363
1999-01-25,1116.5651603551796
1999-01-26,1124.6688035409786
1999-01-27,1155.3191639647866
1999-01-28,1128.0003729055354
1999-01-29,1107.1847513172906
1999-02-01,1114.8322962673278
1999-02-02,1088.1729537439778
1999-02-03,1069.9354366916139
1999-02-04,1061.472429291457
1999-02-05,1039.9012013187341
1999-02-08,1024.9253506284847
1999-02-09,993.8220087284187
1999-02-10,975.6740433912505
1999-02-11,972.5559427034716
1999-02-12,1024.4218095373587
1999-02-15,1052.532724644643
1999-02-16,1056.5493653791864
1999-02-17,1019.4184927685989
1999-02-18,1031.7233542122642
1999-02-19,1040.4320806825694
1999-02-22,1027.8504848785096
1999-02-23,1035.6300118775669
1999-02-24,1037.916942938559
1999-02-25,1016.800034753495
1999-02-26,1073.531387618741
1999-03-01,1078.429567535598
1999-03-02,1059.9403777418495
1999-03-03,1065.6930427424043
1999-03-04,1069.6754480148952
1999-03-05,1056.9795701676821
1999-03-08,1047.1215759841102
1999-03-09,1012.2647088539176
1999-03-10,995.8493871460823
1999-03-11,1033.1656821763695
1999-03-12,1034.825182241269
1999-03-15,1065.6841725519498
1999-03-16,1051.9548628414059
1999-03-17,1050.8772504218261
1999-03-18,1056.119150519565
1999-03-19,1073.360501600195
1999-03-22,1056.6213063421792
1999-03-23,1060.7211744726771
1999-03-24,1037.1442061487721
1999-03-25,1045.4208243335145
1999-03-26,1061.057746439123
1999-03-29,1053.8820992695994
1999-03-30,1038.0566107689735
1999-03-31,1026.9998524623065
1999-04-01,1024.011389726461
1999-04-02,1014.0100901399351
1999-04-05,975.955425872134
1999-04-06,969.9313321875317
1999-04-07,994.7519670818972
1999-04-08,995.9368329833834
1999-04-09,1015.9523411738314
1999-04-12,999.6446262944305
1999-04-13,1006.6029421864911
1999-04-14,1011.9058872083749
1999-04-15,1020.8678894415946
1999-04-16,1092.117030133511
1999-04-19,1139.7356555281895
1999-04-20,1122.8425672412613
1999-04-21,1123.365871349937
1999-04-22,1131.3982928233363
1999-04-23,1110.6273842054966
1999-04-26,1143.9373405469091
1999-04-27,1171.3877998038172
1999-04-28,1176.3299114500176
1999-04-29,1222.2975216834893
1999-04-30,1307.7308868027196
1999-05-03,1314.5285474119419
1999-05-04,1424.0866674485076
1999-05-05,1414.3672726080347
1999-05-06,1420.073540496329
1999-05-07,1369.5482128658753
1999-05-10,1417.25465636918
1999-05-11,1434.1852350836298
1999-05-12,1423.1461126779488
1999-05-13,1397.025779255728
1999-05-14,1390.5076950401726
1999-05-17,1358.299291925045
1999-05-18,1402.780548986959
1999-05-19,1407.2595954088463
1999-05-20,1388.4191825141593
1999-05-21,1369.6233972659377
1999-05-24,1373.6878059087799
1999-05-25,1368.4447091826862
1999-05-26,1349.9130810509675
1999-05-27,1393.775405156879
1999-05-28,1335.4819199464007
1999-05-31,1340.8725385849104
1999-06-01,1301.5999404626257
1999-06-02,1388.4956825347688
1999-06-03,1391.8602860556948
1999-06-04,1403.0725010082713
1999-06-07,1450.2625048804475
1999-06-08,1494.9583227141861
1999-06-09,1530.9384874618079
1999-06-10,1578.557520462961
1999-06-11,1562.0185307939066
1999-06-14,1574.1869529169755
1999-06-15,1542.249840463184
1999-06-16,1528.6341515783822
1999-06-17,1585.4339944203625
1999-06-18,1562.7535254711838
1999-06-21,1650.4794023254635
1999-06-22,1690.8382968181754
1999-06-23,1710.5412375597111
1999-06-24,1800.1997829571899
1999-06-25,1747.7992924404334
1999-06-28,1734.694984661585
1999-06-29,1707.8732086521993
1999-06-30,1711.4356665625285
1999-07-01,1725.500967793805
1999-07-02,1783.8472633077831
1999-07-05,1857.8964315298797
1999-07-06,1850.039664275763
1999-07-07,1794.6583038459753
1999-07-08,1719.4264630384405
1999-07-09,1736.9851439848924
1999-07-12,1737.270788069039
1999-07-13,1675.776842471492
1999-07-14,1652.13977454784
1999-07-15,1676.1399548081642
1999-07-16,1626.1490489881578
1999-07-19,1618.6073173368723
1999-07-20,1612.9201048571906
1999-07-21,1625.3650527655957
1999-07-22,1584.9823981994582
1999-07-23,1567.434484361444
1999-07-26,1476.9582655763963
1999-07-27,1483.4188359847642
1999-07-28,1494.9310030318409
1999-07-29,1461.285569397784
1999-07-30,1459.027320582766
1999-08-02,1460.1014983200444
1999-08-03,1463.6267317335714
1999-08-04,1433.690463462852
1999-08-05,1394.5727634486552
1999-08-06,1348.5613402652307
1999-08-09,1343.3397246728978
1999-08-10,1315.402382984326
1999-08-11,1290.1473655422874
1999-08-12,1294.7249833740364
1999-08-13,1299.338733438475
1999-08-16,1272.4909161263058
1999-08-17,1231.3989311265193
1999-08-18,1229.5229863458253
1999-08-19,1240.0965719665985
1999-08-20,1321.7028259553424
1999-08-23,1379.551667590228
1999-08-24,1357.839710531994
1999-08-25,1424.6306969050881
1999-08-26,1380.6347766078654
1999-08-27,1387.831114416237
1999-08-30,1346.1812362575774
1999-08-31,1301.5939167625868
1999-09-01,1259.6700402522356
1999-09-02,1222.3652814596585
1999-09-03,1240.533319697315
1999-09-06,1225.0418868840557
1999-09-07,1228.5098630508169
1999-09-08,1190.634214657463
1999-09-09,1233.4963932457713
1999-09-10,1266.7677691506399
1999-09-13,1315.078928248262
1999-09-14,1294.1826087636068
1999-09-15,1305.8847480930276
1999-09-16,1248.4265974586851
1999-09-17,1269.9921034742893
1999-09-20,1253.063273123829
1999-09-21,1229.3834712336552
1999-09-22,1184.087275927045
1999-09-23,1129.7452344618737
1999-09-24,1087.7184766703015
1999-09-27,1096.1146638813327
1999-09-28,1055.823448482499
1999-09-29,1078.0929973794114
1999-09-30,1074.9525775136015
1999-10-01,1123.774482593131
1999-10-04,1093.8004455515163
1999-10-05,1137.5481589302708
1999-10-06,1128.7627661388044
1999-10-07,1109.4436105991956
1999-10-08,1107.1365233070621
1999-10-11,1107.6272837411775
1999-10-12,1129.0128224155596
1999-10-13,1104.4403816705033
1999-10-14,1117.8806091857741
1999-10-15,1094.737460584953
1999-10-18,1048.1369651867687
1999-10-19,1043.6737548641559
1999-10-20,1052.928576276706
1999-10-21,1049.8727456194458
1999-10-22,1081.340231664694
1999-10-25,1089.8687890507779
1999-10-26,1121.6720488732954
1999-10-27,1112.226463939759
1999-10-28,1159.827486837894
1999-10-29,1179.6209286950282
1999-11-01,1175.919681356966
1999-11-02,1188.5025102450868
1999-11-03,1189.6381397428502
1999-11-04,1244.6141028649174
1999-11-05,1267.5778604242796
