Date,CHINA SMALL GROWTH
1998-12-31,328.8705233567078
1999-01-01,328.8705233567078
1999-01-04,322.68414219986425
1999-01-05,317.7860470667063
1999-01-06,331.13511388004144
1999-01-07,338.6398815819557
1999-01-08,338.65905280610775
1999-01-11,326.8324748486718
1999-01-12,323.6962127595669
1999-01-13,292.177694638715
1999-01-14,286.26583335817315
1999-01-15,298.70985422421575
1999-01-18,294.88377231429234
1999-01-19,289.7282509749669
1999-01-20,280.15198064208295
1999-01-21,275.525866838519
1999-01-22,261.86821939306594
1999-01-25,262.339111123108
1999-01-26,266.0580143744181
1999-01-27,284.67311496016185
1999-01-28,282.8606646531491
1999-01-29,281.5272163641139
1999-02-01,280.18142701392344
1999-02-02,273.7125653597569
1999-02-03,266.3719340438202
1999-02-04,266.5210857370939
1999-02-05,262.29886924635235
1999-02-08,261.330594185216
1999-02-09,270.70986300346755
1999-02-10,266.80242785965703
1999-02-11,271.25670526874467
1999-02-12,281.427017746931
1999-02-15,280.3217213240203
1999-02-16,281.74171673792773
1999-02-17,279.12404033818257
1999-02-18,279.6512041016786
1999-02-19,275.9299286875915
1999-02-22,271.57829649248765
1999-02-23,272.2837066379549
1999-02-24,278.84058666947016
1999-02-25,280.21250743448905
1999-02-26,292.04784712164945
1999-03-01,299.7486489659225
1999-03-02,293.3385237799134
1999-03-03,300.6637480879844
1999-03-04,301.52602970078306
1999-03-05,301.1333413022014
1999-03-08,300.5784777903113
1999-03-09,294.42972680006875
1999-03-10,294.49415813791603
1999-03-11,301.65971320281443
1999-03-12,295.34825446398196
1999-03-15,290.1682367686568
1999-03-16,289.71737001340034
1999-03-17,300.49671087813766
1999-03-18,312.45851472077135
1999-03-19,318.34378430272164
1999-03-22,335.24693005637164
1999-03-23,335.4864524696553
1999-03-24,333.18749435748407
1999-03-25,329.220978987713
1999-03-26,328.340584188996
1999-03-29,320.14661842617676
1999-03-30,321.17600622925227
1999-03-31,322.7653310136516
1999-04-01,329.0301355845139
1999-04-02,327.5674626264816
1999-04-05,332.2455807123069
1999-04-06,330.998296896157
1999-04-07,337.86704405480253
1999-04-08,338.5660484085944
1999-04-09,346.5468560978738
1999-04-12,346.4585868649
1999-04-13,344.40769726902903
1999-04-14,331.66290004063876
1999-04-15,341.9034029501664
1999-04-16,338.38729037415015
1999-04-19,346.2754688176398
1999-04-20,353.3287943559257
1999-04-21,368.98592057006294
1999-04-22,376.61604581158576
1999-04-23,369.97905761324654
1999-04-26,361.1792680761169
1999-04-27,365.74611096969943
1999-04-28,360.1139526842086
1999-04-29,363.33790841995085
1999-04-30,371.63578901380424
1999-05-03,369.45797108230744
1999-05-04,377.0456906451948
1999-05-05,379.4957664291154
1999-05-06,392.4349402155705
1999-05-07,394.81260797720944
1999-05-10,377.8961769287834
1999-05-11,382.1566815035254
1999-05-12,387.69603758716164
1999-05-13,392.7361760387202
1999-05-14,388.9931184346317
1999-05-17,380.9836377113745
1999-05-18,389.4089422264746
1999-05-19,392.38554618163977
1999-05-20,386.26927233502744
1999-05-21,380.06450465226055
1999-05-24,384.70404356629655
1999-05-25,382.4831344359687
1999-05-26,378.2680101506865
1999-05-27,368.23983057652123
1999-05-28,367.0522757153518
1999-05-31,375.47697548749966
1999-06-01,395.5355369229043
1999-06-02,387.3319236489193
1999-06-03,377.6283383721811
1999-06-04,380.6361139384397
1999-06-07,385.9836499876377
1999-06-08,383.4225108757027
1999-06-09,387.10979888240865
1999-06-10,409.7236231386665
1999-06-11,433.5739829715907
1999-06-14,450.67525473975684
1999-06-15,436.8531992822711
1999-06-16,453.4382005908304
1999-06-17,470.78796240225654
1999-06-18,466.540879620215
1999-06-21,501.5151327285928
1999-06-22,519.2103828084452
1999-06-23,535.8097670323119
1999-06-24,531.9414201039177
1999-06-25,535.6809353439543
1999-06-28,567.8124911420263
1999-06-29,614.1888430004443
1999-06-30,616.3425696643604
1999-07-01,596.4929587342885
1999-07-02,596.1133351821668
1999-07-05,608.481506350364
1999-07-06,581.1822103345969
1999-07-07,556.0445284766805
1999-07-08,556.2276726885283
1999-07-09,576.8951572767148
1999-07-12,585.606408350315
1999-07-13,562.5574155400423
1999-07-14,540.6901469951425
1999-07-15,543.0334573433366
1999-07-16,533.7266864633002
1999-07-19,515.9600277503024
1999-07-20,520.994939696024
1999-07-21,520.1238477008906
1999-07-22,518.7447405047653
1999-07-23,528.3488775041889
1999-07-26,500.125944874469
1999-07-27,498.16287316916936
1999-07-28,498.52470723156125
1999-07-29,496.59522281163567
1999-07-30,511.8864862760457
1999-08-02,525.0508213266264
1999-08-03,533.6138791187846
1999-08-04,519.502225733466
1999-08-05,506.7085723534258
1999-08-06,492.50904602722204
1999-08-09,477.41787783860985
1999-08-10,455.0540788973621
1999-08-11,445.25471832382516
1999-08-12,469.02202102773845
1999-08-13,471.8174768099455
1999-08-16,475.9524930041839
1999-08-17,481.3071472066589
1999-08-18,495.97924681096634
1999-08-19,520.6343666642297
1999-08-20,528.9373626841742
1999-08-23,531.3016618878348
1999-08-24,537.3273842869693
1999-08-25,545.2542186990569
1999-08-26,542.1822991769535
1999-08-27,539.7659480777215
1999-08-30,538.2693176684996
1999-08-31,527.5421744365491
1999-09-01,529.3350706226818
1999-09-02,536.559154560275
1999-09-03,548.0702336518694
1999-09-06,553.8271086170237
1999-09-07,552.3036034309407
1999-09-08,554.2638137671792
1999-09-09,571.7278111412286
1999-09-10,593.3638768359982
1999-09-13,605.6377142744132
1999-09-14,595.5387806841153
1999-09-15,590.3362083441382
1999-09-16,590.8275959803552
1999-09-17,568.0826319624451
1999-09-20,610.1649653926994
1999-09-21,600.4987783516726
1999-09-22,574.8374266491513
1999-09-23,579.5017019508067
1999-09-24,566.644320530507
1999-09-27,556.9733877827771
1999-09-28,564.5574755355759
1999-09-29,571.1043741808317
1999-09-30,578.2996883710341
1999-10-01,571.8899206226622
1999-10-04,570.8526769628763
1999-10-05,572.7616990958389
1999-10-06,568.3786921552927
1999-10-07,545.1889710746449
1999-10-08,532.4861453412286
1999-10-11,524.3326804592099
1999-10-12,503.0206674807899
1999-10-13,490.01388758865727
1999-10-14,500.5584050757237
1999-10-15,498.9893368059286
1999-10-18,488.20136801493607
1999-10-19,472.9105454955056
1999-10-20,486.9333917618102
1999-10-21,473.4885218940241
1999-10-22,503.4400492885412
1999-10-25,490.99116817841445
1999-10-26,485.63206457530634
1999-10-27,495.3022420368615
1999-10-28,493.61259586582037
1999-10-29,497.7820808104187
