Date,TURKEY SMALL GROWTH
1998-12-31,279.1521141925396
1999-01-01,279.1521141925396
1999-01-04,288.6359304635946
1999-01-05,294.03241606945903
1999-01-06,296.2250266698467
1999-01-07,282.27149419438734
1999-01-08,278.2260116613545
1999-01-11,274.9482165496003
1999-01-12,274.68893388748273
1999-01-13,253.9494716130888
1999-01-14,265.175501356752
1999-01-15,266.27324175590604
1999-01-18,260.10456908117135
1999-01-19,259.89167170416096
1999-01-20,260.7795286699426
1999-01-21,260.71602754505864
1999-01-22,262.35468595745965
1999-01-25,251.21843230823666
1999-01-26,256.02501236094497
1999-01-27,264.0974516361371
1999-01-28,264.4009666662851
1999-01-29,267.937361522547
1999-02-01,269.0536270672411
1999-02-02,264.08389937912943
1999-02-03,265.18209281071057
1999-02-04,272.3897315496906
1999-02-05,267.31455625955294
1999-02-08,271.06562047995794
1999-02-09,272.2554819607183
1999-02-10,269.8596016741363
1999-02-11,270.2661192711093
1999-02-12,272.70339475406104
1999-02-15,277.43436401552077
1999-02-16,287.58357229697555
1999-02-17,293.54153617137706
1999-02-18,301.70294579175896
1999-02-19,314.27923112898316
1999-02-22,316.5520781075587
1999-02-23,311.8822861575557
1999-02-24,318.0272798946216
1999-02-25,325.29143552433
1999-02-26,331.57073710599286
1999-03-01,342.60773655148193
1999-03-02,342.7174706316901
1999-03-03,352.2963066654652
1999-03-04,344.0281026526521
1999-03-05,353.7697903596496
1999-03-08,360.98062684055674
1999-03-09,361.8108653695015
1999-03-10,353.5412064717453
1999-03-11,372.4981011814112
1999-03-12,369.4503075670002
1999-03-15,360.8770191755571
1999-03-16,350.181461704124
1999-03-17,362.73274015259756
1999-03-18,369.3277107588863
1999-03-19,376.8601260348485
1999-03-22,380.43439504278086
1999-03-23,384.25137138051446
1999-03-24,378.7875940592479
1999-03-25,395.8562493378946
1999-03-26,396.77878113931683
1999-03-29,397.38690112217597
1999-03-30,396.5639018217353
1999-03-31,395.02888275739986
1999-04-01,394.5577350390709
1999-04-02,393.23194569444007
1999-04-05,401.88023009209473
1999-04-06,406.59753040267975
1999-04-07,410.16537917659747
1999-04-08,401.51680423375797
1999-04-09,387.011029025911
1999-04-12,365.12479401950833
1999-04-13,332.392309358695
1999-04-14,358.36058452934276
1999-04-15,357.5989711774375
1999-04-16,372.3152104513318
1999-04-19,367.4438167478556
1999-04-20,392.706024767664
1999-04-21,396.8191524511061
1999-04-22,407.6668386716573
1999-04-23,406.8051142356909
1999-04-26,416.82359084419676
1999-04-27,420.4688904517526
1999-04-28,425.96814975809843
1999-04-29,421.37779227370567
1999-04-30,416.53737939594674
1999-05-03,424.43188736255587
1999-05-04,424.42446585060037
1999-05-05,426.56123395833646
1999-05-06,435.59210262327423
1999-05-07,435.4913944091447
1999-05-10,444.4917173291723
1999-05-11,464.64782276576096
1999-05-12,441.47367180870765
1999-05-13,447.8079294158943
1999-05-14,472.20298928946454
1999-05-17,467.6408134902716
1999-05-18,476.57851586618125
1999-05-19,476.5379224794962
1999-05-20,475.7020789247235
1999-05-21,465.4745686913211
1999-05-24,453.22001439373037
1999-05-25,439.39942520407845
1999-05-26,442.51752523248
1999-05-27,447.1048964029746
1999-05-28,448.8500854809275
1999-05-31,435.4430242922105
1999-06-01,432.9654781011506
1999-06-02,422.46114346318615
1999-06-03,425.93890872458365
1999-06-04,442.9584419695157
1999-06-07,431.48276667042717
1999-06-08,427.46872309269276
1999-06-09,422.25863928042736
1999-06-10,432.1401417723305
1999-06-11,435.00454192860354
1999-06-14,429.6085602723357
1999-06-15,418.0491853145234
1999-06-16,402.6338014409166
1999-06-17,417.66418499837516
1999-06-18,415.05011889355495
1999-06-21,405.6731392789685
1999-06-22,400.6270280709791
1999-06-23,393.4491458899323
1999-06-24,389.3240788007471
1999-06-25,374.7673326276146
1999-06-28,357.6981102325703
1999-06-29,349.746112288566
1999-06-30,368.99227433152544
1999-07-01,383.57988001695395
1999-07-02,366.6567907952315
1999-07-05,372.6512341083037
1999-07-06,362.5469789738882
1999-07-07,353.7311865840321
1999-07-08,360.9453729437288
1999-07-09,370.0982231865279
1999-07-12,390.37927979885603
1999-07-13,387.2800354153629
1999-07-14,401.71490900591834
1999-07-15,401.90239984835966
1999-07-16,396.03827648038833
1999-07-19,407.9250488444106
1999-07-20,407.15704948601785
1999-07-21,405.3239130160397
1999-07-22,395.9648243652011
1999-07-23,395.2761547650541
1999-07-26,380.23298564834323
1999-07-27,387.56632507772724
1999-07-28,383.5914781884305
1999-07-29,385.5245022456859
1999-07-30,391.778523880439
1999-08-02,384.3445326093101
1999-08-03,383.0554643996617
1999-08-04,379.5520797618962
1999-08-05,374.7108062974145
1999-08-06,374.5869061663762
1999-08-09,392.76804417358846
1999-08-10,389.03525648370737
1999-08-11,387.6461658167106
1999-08-12,385.513583571513
1999-08-13,392.0166480377267
1999-08-16,386.6710760806958
1999-08-17,387.3186858883167
1999-08-18,386.3467728279129
1999-08-19,384.0964598630793
1999-08-20,381.9735823502685
1999-08-23,383.5321764364131
1999-08-24,384.3373859803365
1999-08-25,385.2761607367098
1999-08-26,343.4202230161085
