Date,CZECH REPUBLIC SMALL GROWTH
1998-12-31,189.0075814611989
1999-01-01,189.0075814611989
1999-01-04,188.13853579394325
1999-01-05,189.3947665247083
1999-01-06,191.8220382101194
1999-01-07,190.61827302254633
1999-01-08,190.88824873179664
1999-01-11,188.11364188661625
1999-01-12,186.5388265701107
1999-01-13,181.32729205592642
1999-01-14,181.32594962938404
1999-01-15,183.85429042316787
1999-01-18,182.9836215444346
1999-01-19,183.16461381765933
1999-01-20,182.65112799527878
1999-01-21,184.98574438733863
1999-01-22,185.14138237478534
1999-01-25,182.9640762494045
1999-01-26,179.42336330447782
1999-01-27,178.2828779589975
1999-01-28,178.43637893089036
1999-01-29,178.0952765296887
1999-02-01,177.56340106617122
1999-02-02,175.81063346927067
1999-02-03,174.9060424174587
1999-02-04,173.4839811880273
1999-02-05,173.48587960496755
1999-02-08,170.16921118389493
1999-02-09,165.4598303529293
1999-02-10,164.8500718934504
1999-02-11,166.14838188848088
1999-02-12,165.21616923164942
1999-02-15,164.79414052685976
1999-02-16,164.2616035514344
1999-02-17,163.96065955853476
1999-02-18,164.51666790720267
1999-02-19,164.14646935574945
1999-02-22,163.5416792755215
1999-02-23,159.7159460481165
1999-02-24,158.40919346090996
1999-02-25,158.01618748198837
1999-02-26,157.17371106877945
1999-03-01,154.9414768178006
1999-03-02,155.60835280636428
1999-03-03,154.47715352088508
1999-03-04,153.96587863645806
1999-03-05,155.3712959328703
1999-03-08,154.28437976262057
1999-03-09,156.53785411898792
1999-03-10,160.14229056526688
1999-03-11,163.2436160264087
1999-03-12,162.73819397466912
1999-03-15,160.59443688060279
1999-03-16,160.78903301418876
1999-03-17,160.9825331516991
1999-03-18,160.91274255257775
1999-03-19,160.60977720728894
1999-03-22,159.76323848780962
1999-03-23,157.86322016123685
1999-03-24,154.08392104202235
1999-03-25,155.91196634572063
1999-03-26,155.83958997123315
1999-03-29,155.4605832153586
1999-03-30,158.4802287372391
1999-03-31,160.64312629485136
1999-04-01,161.00457730268062
1999-04-02,163.42381168381468
1999-04-05,163.41793332139403
1999-04-06,165.85771554153902
1999-04-07,168.81342819512307
1999-04-08,168.85784681714844
