Date,SOUTH AFRICA SMALL GROWTH
1999-05-31,325.29779030047604
1999-06-01,330.9586127880265
1999-06-02,334.97066851069644
1999-06-03,336.9453107050093
1999-06-04,341.7030467749647
1999-06-07,350.44552305039
1999-06-08,345.2490104765288
1999-06-09,341.3311017627559
1999-06-10,337.78578735066617
1999-06-11,341.9237656777398
1999-06-14,341.499774402079
1999-06-15,341.5333062665784
1999-06-16,345.6572366453108
1999-06-17,347.6495636030121
1999-06-18,349.10377344096
1999-06-21,352.3126227442788
1999-06-22,355.43991347537616
1999-06-23,349.6728860501378
1999-06-24,344.0505858253442
1999-06-25,337.175933914911
1999-06-28,339.9210636742307
1999-06-29,344.0457213842991
1999-06-30,347.2171621473176
1999-07-01,353.52163974809156
1999-07-02,355.4459474685683
1999-07-05,357.06794768154367
1999-07-06,350.8541684409974
1999-07-07,350.93122014063556
1999-07-08,350.85183089730117
1999-07-09,345.10099031797046
1999-07-12,344.28593318631397
1999-07-13,332.05280576385456
1999-07-14,331.71095537362186
1999-07-15,328.7083711607154
1999-07-16,328.68355373404444
1999-07-19,327.73626204545263
1999-07-20,320.8034741141907
1999-07-21,316.08478146563596
1999-07-22,318.01094566523227
1999-07-23,317.5881599699786
1999-07-26,309.20319443871887
1999-07-27,310.63132327074777
1999-07-28,311.28382957990044
1999-07-29,305.54181889900605
1999-07-30,304.56453609397806
1999-08-02,300.9566799394888
1999-08-03,298.66722262753126
1999-08-04,298.8919184563835
1999-08-05,292.08925572044825
1999-08-06,288.8375819281481
1999-08-09,291.4739270615777
1999-08-10,285.65068674385066
1999-08-11,287.4116465149219
1999-08-12,289.5585434473522
1999-08-13,290.0769602466571
1999-08-16,291.6670263062411
1999-08-17,300.0797510393172
1999-08-18,304.40951536251754
1999-08-19,298.48807647484057
1999-08-20,297.9187113858732
1999-08-23,301.752311775128
1999-08-24,303.025150633065
1999-08-25,305.62544560811835
1999-08-26,309.26051321395016
1999-08-27,308.9620022437058
1999-08-30,307.61434727992395
1999-08-31,301.54705482658375
1999-09-01,303.32566861052567
1999-09-02,295.39542701872296
1999-09-03,299.44659835557695
1999-09-06,298.8791185331208
1999-09-07,295.1132064357068
1999-09-08,284.5331550924554
1999-09-09,282.99189852073647
1999-09-10,284.40288568230693
1999-09-13,285.5614663047533
1999-09-14,285.9886462674491
1999-09-15,282.8417573052569
1999-09-16,278.27017240902416
1999-09-17,279.3455682086286
1999-09-20,279.8787930032549
1999-09-21,277.7800307587486
1999-09-22,273.02303025314654
1999-09-23,275.3285443297898
1999-09-24,274.53325234540586
1999-09-27,277.05470495955814
1999-09-28,277.4696338915875
1999-09-29,272.21014973841363
1999-09-30,272.3615428294933
1999-10-01,272.49448344879056
1999-10-04,281.52226398030774
1999-10-05,283.9910610419683
1999-10-06,280.0273350736103
1999-10-07,282.4571784032912
1999-10-08,288.9442279593164
1999-10-11,291.41294030711157
1999-10-12,292.1744334689877
1999-10-13,285.4079151550281
1999-10-14,284.2229308933448
1999-10-15,270.4121455754078
1999-10-18,268.9180534939371
1999-10-19,273.98134824627516
1999-10-20,277.49708635073677
1999-10-21,271.1847818769179
1999-10-22,280.2809936021223
1999-10-25,280.6803700541986
1999-10-26,282.4868691970154
1999-10-27,283.78704844736967
1999-10-28,285.0546438551827
1999-10-29,286.29843207528955
1999-11-01,284.3465014331327
1999-11-02,284.9537186540944
1999-11-03,284.3795967059505
1999-11-04,288.0833862712071
1999-11-05,289.94626135944696
1999-11-08,291.8420873631732
1999-11-09,297.1466788649423
1999-11-10,292.93634475166266
1999-11-11,296.7908082741298
1999-11-12,298.96823703176693
1999-11-15,301.2883734301421
1999-11-16,301.9219606520359
1999-11-17,301.1635728287023
1999-11-18,303.908522823471
1999-11-19,307.5869883091206
1999-11-22,310.8728116277922
1999-11-23,316.7284475380954
1999-11-24,320.81060062957624
1999-11-25,320.4031310823151
1999-11-26,323.7787593861632
1999-11-29,322.4941474252712
1999-11-30,319.56133513006296
1999-12-01,323.204656754059
1999-12-02,326.44774712739235
1999-12-03,325.8262572376129
1999-12-06,324.5406051323682
1999-12-07,327.1073818599943
1999-12-08,328.7121605423398
1999-12-09,332.7958949712976
1999-12-10,333.9266601061507
1999-12-13,336.8184255935583
1999-12-14,335.24724638518137
1999-12-15,333.3232860295361
1999-12-16,328.82718351329544
1999-12-17,336.6821845769931
1999-12-20,340.9861889614981
1999-12-21,342.2146202621432
1999-12-22,347.45653821908644
1999-12-23,348.0926486928632
1999-12-24,350.8522312953539
1999-12-27,351.91645332006857
1999-12-28,353.50364929824025
1999-12-29,358.74135253264745
1999-12-30,359.6083191148572
1999-12-31,359.6083191148572
2000-01-03,357.2145374989522
2000-01-04,354.87384367345516
2000-01-05,350.28745295782113
2000-01-06,349.3081263358544
2000-01-07,359.10257731018567
2000-01-10,371.95446576874184
2000-01-11,379.1453885367725
2000-01-12,379.5414172097743
2000-01-13,378.6358587512649
2000-01-14,384.2940066478664
2000-01-17,394.5211048884396
2000-01-18,392.13193121427514
2000-01-19,391.2579703624786
2000-01-20,397.2882252673615
2000-01-21,395.4387150182714
2000-01-24,396.64101134557967
2000-01-25,391.59107552180444
2000-01-26,396.98155040359546
2000-01-27,399.7897026998882
2000-01-28,388.3827159042986
2000-01-31,389.05684980828136
2000-02-01,400.32543657596995
2000-02-02,400.8190191982524
2000-02-03,399.399609185049
2000-02-04,394.9901234843323
2000-02-07,395.45897612248564
2000-02-08,390.40340274817476
2000-02-09,389.9687263441122
2000-02-10,387.0166858375992
2000-02-11,383.3252459467841
2000-02-14,383.3949361684711
2000-02-15,377.6259733373012
2000-02-16,375.4230477619634
2000-02-17,375.0326697043137
2000-02-18,370.4675192952037
2000-02-21,365.84510811107964
2000-02-22,355.04631297732175
2000-02-23,358.7422092618157
2000-02-24,361.65720293140504
2000-02-25,366.82888896145676
2000-02-28,367.64514585759173
2000-02-29,368.12912556731214
2000-03-01,365.17061966791357
2000-03-02,365.84666507257924
2000-03-03,360.1436198592539
2000-03-06,360.95302050562873
2000-03-07,359.56834238095
2000-03-08,356.9279426859577
2000-03-09,356.4375545452572
2000-03-10,358.2654239885629
2000-03-13,345.25342363761564
2000-03-14,350.74231698622003
2000-03-15,346.50399170634614
2000-03-16,348.0064059854505
2000-03-17,347.8318186524533
2000-03-20,344.4901826947144
2000-03-21,344.5161398018513
2000-03-22,349.562825170189
2000-03-23,342.7460164147727
2000-03-24,339.20126695922636
2000-03-27,339.9865239961506
2000-03-28,336.9454211963884
2000-03-29,339.22933457027784
2000-03-30,330.39182917065983
2000-03-31,330.94108285671365
2000-04-03,326.97727021075013
2000-04-04,325.18834694394525
2000-04-05,308.1074410135325
2000-04-06,314.89384133283477
2000-04-07,315.5808877181372
2000-04-10,318.99851531420734
2000-04-11,306.8488376257239
2000-04-12,308.77050619681364
2000-04-13,302.22567916798306
2000-04-14,292.47478677280685
2000-04-17,270.7336186603216
2000-04-18,284.8904551485779
2000-04-19,289.679847840415
2000-04-20,286.77011436997844
2000-04-21,286.77011436997844
2000-04-24,284.8213455480552
2000-04-25,292.8667950244797
2000-04-26,290.1903152840671
2000-04-27,291.00519060904617
2000-04-28,295.0544278429721
2000-05-01,295.5550717729681
2000-05-02,297.3522995209565
2000-05-03,297.39103180808263
2000-05-04,290.8605949410852
2000-05-05,285.7775045650956
2000-05-08,286.10701976321235
2000-05-09,282.03251619552697
2000-05-10,275.4457849840658
2000-05-11,282.51859432958656
2000-05-12,283.0842361717203
2000-05-15,281.46793214219275
2000-05-16,286.1932411893376
2000-05-17,285.14922217855496
2000-05-18,279.761354509544
2000-05-19,272.69980311998364
2000-05-22,269.0929435880767
2000-05-23,267.93459375363005
2000-05-24,263.45269790304883
2000-05-25,262.8394250403235
2000-05-26,258.22754452052664
2000-05-29,259.91942013834034
2000-05-30,263.3376547216256
2000-05-31,271.41378674225473
2000-06-01,270.0013561366404
2000-06-02,271.5096037454495
2000-06-05,272.5443447688782
2000-06-06,269.4805257225849
2000-06-07,268.33637904976865
2000-06-08,265.8803100460855
2000-06-09,270.2913794865462
2000-06-12,270.21439573093744
2000-06-13,270.83302744505204
2000-06-14,273.68337784684434
2000-06-15,278.3235898587252
2000-06-16,279.5326990671907
2000-06-19,279.1504993705812
2000-06-20,278.9678541633275
2000-06-21,280.47727863754983
2000-06-22,283.4938251716673
2000-06-23,285.39691028209614
2000-06-26,285.8085075129808
2000-06-27,287.5051595847439
2000-06-28,286.0335479615479
2000-06-29,282.0647938079144
2000-06-30,285.9635545980304
2000-07-03,286.103623114735
2000-07-04,287.81006335222014
2000-07-05,287.0954411240436
2000-07-06,283.47087392971207
2000-07-07,283.8425734139304
2000-07-10,283.9852002903231
2000-07-11,282.8524442032918
2000-07-12,286.6618658034859
2000-07-13,289.2894119655275
2000-07-14,288.1977862679568
2000-07-17,288.08887563717644
2000-07-18,287.1517052961509
2000-07-19,289.2289450962626
2000-07-20,289.39519624283656
2000-07-21,287.8164978327984
2000-07-24,284.76939963410325
2000-07-25,280.5174676866224
2000-07-26,279.59481076065725
2000-07-27,279.68913196564034
2000-07-28,280.0246292805335
2000-07-31,279.31023101504695
2000-08-01,279.9200887006045
2000-08-02,281.2388460274873
2000-08-03,282.45143004369595
2000-08-04,284.6517436264229
2000-08-07,286.46841260392563
2000-08-08,288.6864967609924
2000-08-09,288.6591260898836
2000-08-10,288.33403282279545
2000-08-11,290.6318494626968
2000-08-14,292.66916617371373
2000-08-15,287.3881231563955
2000-08-16,285.8747934304388
2000-08-17,285.7381071877308
2000-08-18,285.44356143037857
2000-08-21,285.7375573554203
2000-08-22,288.2882675684797
2000-08-23,288.59964444130344
2000-08-24,286.68135300778044
2000-08-25,288.71797135025275
2000-08-28,291.4975421918216
2000-08-29,295.46963673087174
2000-08-30,296.6843513223631
2000-08-31,298.26211513812416
2000-09-01,295.0174926795426
2000-09-04,297.13484261466334
2000-09-05,297.9721224379873
2000-09-06,298.8440688993081
2000-09-07,300.61226181364333
2000-09-08,301.9670191115965
2000-09-11,301.5909613462299
2000-09-12,300.4724769520272
2000-09-13,299.6203517436583
2000-09-14,298.8074320050365
2000-09-15,295.727922680363
2000-09-18,293.41357597032305
2000-09-19,291.30537290164773
2000-09-20,291.5707333814523
2000-09-21,286.49021726609004
