Date,INDONESIA SMALL GROWTH
1998-12-31,367.2506513695385
1999-01-01,367.2506513695385
1999-01-04,350.3499072022926
1999-01-05,361.5291195859959
1999-01-06,374.5649600014986
1999-01-07,403.99218369449835
1999-01-08,402.2576710603055
1999-01-11,399.0121589985613
1999-01-12,411.18290602702046
1999-01-13,389.4591296439684
1999-01-14,382.9743801030056
1999-01-15,389.4768259842987
1999-01-18,392.70679603103326
1999-01-19,392.3853628201347
1999-01-20,391.2840546899233
1999-01-21,380.75329889764316
1999-01-22,370.1496881776981
1999-01-25,344.54395365418725
1999-01-26,352.8464400928967
1999-01-27,362.04340595569556
1999-01-28,363.72522661305845
1999-01-29,375.93355941350643
1999-02-01,378.1444781060887
1999-02-02,377.24377880313443
1999-02-03,395.361578829476
1999-02-04,388.1191974637595
1999-02-05,385.0542260109215
1999-02-08,380.89174709051235
1999-02-09,377.911492917989
1999-02-10,392.958734253335
1999-02-11,395.5733793347251
1999-02-12,395.2358306194623
1999-02-15,400.5542096073175
1999-02-16,397.85335531931815
1999-02-17,396.6354411672101
1999-02-18,385.7010962261234
1999-02-19,398.62266781736037
1999-02-22,388.8097775880364
1999-02-23,393.0257463954585
1999-02-24,398.2738229072915
1999-02-25,396.8514302355607
1999-02-26,395.06518301517787
1999-03-01,397.5419026407006
1999-03-02,389.4228084039242
1999-03-03,391.26544900675765
1999-03-04,390.07747480669985
1999-03-05,385.3191860288991
1999-03-08,379.5673067785873
1999-03-09,375.25768478954706
1999-03-10,364.72515042074315
1999-03-11,355.28768478320615
1999-03-12,361.1498105268099
1999-03-15,376.7370288336177
1999-03-16,381.5910291206578
1999-03-17,379.15458591651725
1999-03-18,379.8965714075475
1999-03-19,391.40453432213155
1999-03-22,393.0378797677203
1999-03-23,394.763991252291
1999-03-24,391.1046285412599
1999-03-25,405.76455667442025
1999-03-26,400.4568979022636
1999-03-29,406.3847211609819
1999-03-30,409.6028971985456
1999-03-31,410.6663174689822
1999-04-01,406.9090543006944
1999-04-02,410.1922706396969
1999-04-05,410.6298813762081
1999-04-06,407.24389150712165
1999-04-07,408.3429687909686
1999-04-08,405.3085070238419
1999-04-09,422.09324372796584
1999-04-12,418.7480749302785
1999-04-13,428.34296756255003
1999-04-14,436.0471965439801
1999-04-15,449.56605612386136
1999-04-16,457.37754140401154
1999-04-19,476.2588855732269
1999-04-20,456.8407948840995
1999-04-21,454.68645465846225
1999-04-22,463.12705733252176
1999-04-23,462.2756508565882
1999-04-26,458.1968328199001
1999-04-27,455.9604918721716
1999-04-28,457.1168571857028
1999-04-29,490.44106433742644
1999-04-30,503.01721520899224
1999-05-03,539.5744031605084
1999-05-04,551.8406716961132
1999-05-05,575.218878182669
1999-05-06,575.4189044472845
1999-05-07,567.8084413953296
1999-05-10,593.319648259873
1999-05-11,596.2273130967667
1999-05-12,595.4237578538981
1999-05-13,599.9207324132195
1999-05-14,609.3777709450939
1999-05-17,587.6778637004318
