Date,CHILE SMALL GROWTH
1998-12-31,158.42334048630684
1999-01-01,158.39091122699963
1999-01-04,158.2346700010205
1999-01-05,158.54904808725402
1999-01-06,159.96015181012817
1999-01-07,159.29349048859012
1999-01-08,161.30766176438976
1999-01-11,160.36780403999768
1999-01-12,159.21294111143175
1999-01-13,154.97703749688384
1999-01-14,154.51989159907492
1999-01-15,156.1393741237664
1999-01-18,156.6735032703172
1999-01-19,154.16833813400473
1999-01-20,155.0581474015353
1999-01-21,153.41050568763904
1999-01-22,152.73849625401064
1999-01-25,154.12182851400968
1999-01-26,153.0671330126712
1999-01-27,153.1072494520786
1999-01-28,153.50941811203256
1999-01-29,153.1257633266788
1999-02-01,153.3559573268641
1999-02-02,152.3142846243771
1999-02-03,153.4868554741068
1999-02-04,155.27171690307105
1999-02-05,155.2471618723557
1999-02-08,155.34347290191445
1999-02-09,154.5875893199067
1999-02-10,155.02088132549997
1999-02-11,157.56267158041743
1999-02-12,157.31568147262146
1999-02-15,157.3186707152827
1999-02-16,158.1309869757057
1999-02-17,157.97911243575865
1999-02-18,158.8411551334813
1999-02-19,161.05738445728716
1999-02-22,162.65810026694558
1999-02-23,164.97435097185672
1999-02-24,165.94675653608547
1999-02-25,163.33088290325483
1999-02-26,163.37317320750932
1999-03-01,163.82675350285385
1999-03-02,163.45051394217765
1999-03-03,164.76597347461748
1999-03-04,167.1037139657902
1999-03-05,166.95425592165535
1999-03-08,168.9471490748471
1999-03-09,168.7759497295871
1999-03-10,169.7105738330252
1999-03-11,173.10557511939984
1999-03-12,176.34872218264815
1999-03-15,176.3767816608579
1999-03-16,177.05554161579363
1999-03-17,176.4670128925568
1999-03-18,176.28983467728952
1999-03-19,175.92295275419653
1999-03-22,175.56704497102407
1999-03-23,175.0991171810635
1999-03-24,174.37020595187397
1999-03-25,177.57768754249997
1999-03-26,179.49095304966616
1999-03-29,179.81939627764845
1999-03-30,179.78210993697385
1999-03-31,181.0369181716414
1999-04-01,182.0756779918354
1999-04-02,182.5725450196689
1999-04-05,184.32519789043133
1999-04-06,185.1279363767419
1999-04-07,185.13370397551918
1999-04-08,187.06862938388105
1999-04-09,191.5348881376532
1999-04-12,191.67542077280294
1999-04-13,193.04635018296221
1999-04-14,195.73273125024116
1999-04-15,198.7783083623654
1999-04-16,201.11211034457006
1999-04-19,204.8639143060862
1999-04-20,204.90713906254072
1999-04-21,207.3923671138736
1999-04-22,206.10682133238234
1999-04-23,202.56807016514654
1999-04-26,204.40629563503393
1999-04-27,199.9714888379353
1999-04-28,202.22395945947306
1999-04-29,202.59465223294623
1999-04-30,202.85225998791518
1999-05-03,204.67687416358282
1999-05-04,203.6067189101545
1999-05-05,204.02180016660873
1999-05-06,203.32026550453122
1999-05-07,206.2518723146116
1999-05-10,207.3748082592782
1999-05-11,209.5045845648189
1999-05-12,210.3152342456838
1999-05-13,212.03924558211403
1999-05-14,209.8116875326661
1999-05-17,208.8496002689337
1999-05-18,208.8015519882151
1999-05-19,207.8038134354663
1999-05-20,208.090462016283
1999-05-21,209.46058063786717
1999-05-24,206.55667853679773
1999-05-25,204.56481559987316
1999-05-26,207.86997491225873
1999-05-27,208.7608867796732
1999-05-28,208.20663929983363
1999-05-31,209.86385086356714
1999-06-01,208.73698040130955
1999-06-02,209.14674555039593
1999-06-03,209.2578541276709
1999-06-04,211.1752589198237
1999-06-07,212.88632086801638
1999-06-08,211.0938887331916
1999-06-09,210.81613651881025
1999-06-10,210.97834633093638
1999-06-11,209.77533700813441
1999-06-14,211.00438545209755
1999-06-15,211.26717712924
1999-06-16,212.82651623224416
1999-06-17,212.42931302544906
1999-06-18,208.6033634676846
1999-06-21,209.36942542638494
1999-06-22,214.6007772376236
1999-06-23,213.4396230352661
1999-06-24,211.70236985021316
1999-06-25,208.08507112927867
1999-06-28,210.11042555420244
1999-06-29,210.82180305305585
1999-06-30,211.59454714747906
1999-07-01,215.20126650499014
1999-07-02,218.27398769682003
1999-07-05,219.19651045296007
1999-07-06,219.57197960731511
1999-07-07,220.38990541111437
1999-07-08,221.91290975075702
1999-07-09,222.30143635740205
1999-07-12,221.27501820499015
1999-07-13,220.2137161158862
1999-07-14,218.68482560105207
1999-07-15,217.58833954061663
1999-07-16,217.89498935079885
1999-07-19,220.48849241577096
1999-07-20,214.16502213035696
1999-07-21,212.2592642125249
1999-07-22,212.46368504649018
1999-07-23,211.97598006676756
1999-07-26,206.56945988671936
1999-07-27,207.03269629387265
1999-07-28,208.9395882194269
1999-07-29,206.08477814923972
1999-07-30,207.6934355227057
1999-08-02,208.0269267661679
1999-08-03,207.5948941002664
1999-08-04,206.26581877511444
1999-08-05,205.4917062463129
1999-08-06,205.6413994644407
1999-08-09,206.49113594532068
1999-08-10,205.14405978277227
1999-08-11,206.7609473389887
1999-08-12,208.09190725211747
1999-08-13,208.25620119708202
1999-08-16,206.99659685597337
1999-08-17,206.65453688033665
1999-08-18,204.96770362020274
1999-08-19,202.83852523746802
1999-08-20,202.6771988592325
1999-08-23,204.249931236672
1999-08-24,203.57973638515335
1999-08-25,205.86899775964162
1999-08-26,206.1946137980262
1999-08-27,206.6387051559677
1999-08-30,207.00319500539186
1999-08-31,204.40868043571274
1999-09-01,205.15920724730748
1999-09-02,202.17989201576466
1999-09-03,204.2484616688919
1999-09-06,203.83382842897782
1999-09-07,202.62408362550312
1999-09-08,202.42890940829
1999-09-09,204.25386100053714
1999-09-10,204.26594048033905
1999-09-13,205.90622043246492
1999-09-14,204.73511620357905
1999-09-15,203.99020699373074
1999-09-16,204.19684454354322
1999-09-17,204.37431145120374
1999-09-20,203.12850870192034
1999-09-21,200.8558951129773
1999-09-22,200.22692571848944
1999-09-23,199.51997440888172
1999-09-24,198.01923938109428
1999-09-27,198.24150354150902
1999-09-28,196.12884753159867
1999-09-29,192.85158918299615
1999-09-30,191.64089605819177
1999-10-01,190.41510619552798
1999-10-04,192.07746974403827
1999-10-05,191.97698939093036
1999-10-06,191.25508715621172
1999-10-07,190.69100459723688
1999-10-08,191.26541858274075
1999-10-11,190.4413196619818
1999-10-12,188.8526815680544
1999-10-13,185.6180289129172
1999-10-14,184.604978319312
1999-10-15,180.16921317479242
1999-10-18,177.62309949173468
1999-10-19,180.21199759256803
1999-10-20,182.333243372125
1999-10-21,182.2760670859458
1999-10-22,185.72076434312805
1999-10-25,185.14659368510266
1999-10-26,186.77692297199715
1999-10-27,186.39567847564902
1999-10-28,187.2032121724631
1999-10-29,188.0593714942462
1999-11-01,188.38198942961873
1999-11-02,189.30055377328455
