Date,PHILIPPINES SMALL GROWTH
2001-05-31,646.0456367630559
2001-06-01,650.3622351715229
2001-06-04,663.6827797841067
2001-06-05,671.2656509792112
2001-06-06,660.1361462567693
2001-06-07,663.1035431859534
2001-06-08,657.9018935757856
2001-06-11,668.7511772608389
2001-06-12,662.3545279356234
2001-06-13,666.4194207388563
2001-06-14,673.3531711456989
2001-06-15,674.0843435160655
2001-06-18,654.5571119078771
2001-06-19,636.7670568248992
2001-06-20,642.9168032552802
2001-06-21,639.8352811022643
2001-06-22,638.6747747857553
2001-06-25,617.0262016652387
2001-06-26,618.6802067755506
2001-06-27,617.7863054964432
2001-06-28,625.5058610282737
2001-06-29,636.0299223708295
2001-07-02,629.4546149861184
2001-07-03,629.5543622935511
2001-07-04,629.103702240767
2001-07-05,647.4217854269095
2001-07-06,654.9106811193785
2001-07-09,656.5614388795292
2001-07-10,640.006797130606
2001-07-11,626.9706957566639
2001-07-12,649.8563412341202
2001-07-13,655.8809183412029
2001-07-16,645.5333815311645
2001-07-17,633.5765297005061
2001-07-18,615.6366999044758
2001-07-19,616.6973317816992
2001-07-20,608.4723290128136
2001-07-23,608.064282413807
2001-07-24,602.2354808636198
2001-07-25,595.0032119258599
2001-07-26,595.9174508188219
2001-07-27,596.1298865817326
2001-07-30,594.3917109867733
2001-07-31,594.4153956813575
2001-08-01,583.6329916570182
2001-08-02,576.81857377052
2001-08-03,586.0634529244312
2001-08-06,579.991026881358
2001-08-07,583.4567594582237
2001-08-08,576.2203858956406
2001-08-09,565.6973583365652
2001-08-10,576.9448382352841
2001-08-13,579.4529648910761
2001-08-14,583.5803583212652
2001-08-15,585.0786028090764
2001-08-16,581.7272094921974
2001-08-17,575.5530269623425
2001-08-20,574.7763067541013
2001-08-21,575.6144228466608
2001-08-22,565.5404579069805
2001-08-23,571.5080788202786
2001-08-24,561.7029294517968
2001-08-27,552.6263301843965
2001-08-28,555.342015712891
2001-08-29,559.8775439066313
2001-08-30,547.3969895933302
2001-08-31,557.3228675483371
2001-09-03,557.2902731109921
2001-09-04,562.774623465907
2001-09-05,558.1444269843131
2001-09-06,559.4039427588306
2001-09-07,547.761638063652
2001-09-10,549.7137008470946
2001-09-11,537.3515544423738
2001-09-12,532.5721955401526
2001-09-13,525.9960192800412
2001-09-14,515.4709234521413
2001-09-17,495.04565410496895
2001-09-18,504.04753129149117
2001-09-19,492.0809180471674
2001-09-20,484.98494637165766
2001-09-21,484.1611678126046
2001-09-24,477.40310479103357
2001-09-25,475.57196526912713
2001-09-26,466.97302493330017
2001-09-27,460.0574977353401
2001-09-28,460.09142746615447
2001-10-01,433.2433552154307
2001-10-02,429.04359971922423
2001-10-03,432.03081696739815
2001-10-04,434.9927091425667
2001-10-05,443.9390814197054
2001-10-08,432.25999440142726
2001-10-09,431.8179532239608
2001-10-10,414.4010404841433
2001-10-11,423.04656135361967
2001-10-12,428.288966594872
2001-10-15,430.9763804136544
2001-10-16,428.74514935480147
2001-10-17,433.9370513588448
2001-10-18,425.6649780827353
2001-10-19,429.8477245022075
2001-10-22,431.7761833458839
2001-10-23,428.1117917567476
2001-10-24,422.1969460572089
2001-10-25,435.9368661290198
2001-10-26,423.4445889305658
2001-10-29,411.66952075227607
2001-10-30,410.15580848600325
2001-10-31,408.8412044242456
2001-11-01,406.05234445756975
2001-11-02,407.28117328420956
2001-11-05,417.10763408890455
2001-11-06,412.90566307477224
2001-11-07,413.3521061136906
2001-11-08,408.83737253554085
2001-11-09,414.609818981251
2001-11-12,407.2492882101899
2001-11-13,411.6488964851408
2001-11-14,409.15137141183607
2001-11-15,415.6801445882151
2001-11-16,410.56898297967024
2001-11-19,411.6528976024928
2001-11-20,400.6918521096499
2001-11-21,414.43150666158067
2001-11-22,432.73622206539375
2001-11-23,443.80931471285305
2001-11-26,448.92323078284704
2001-11-27,454.47086281491096
2001-11-28,463.85910165266756
2001-11-29,468.12359323914546
2001-11-30,463.5487549738386
2001-12-03,455.975135852605
2001-12-04,454.0660068582484
2001-12-05,471.7039920633826
2001-12-06,472.75316886839016
2001-12-07,476.5094816293703
2001-12-10,482.3701433432351
2001-12-11,474.3808496509084
2001-12-12,467.68159492376145
2001-12-13,451.6762419937459
2001-12-14,459.6637779410669
2001-12-17,458.49550710923694
2001-12-18,467.0911907247089
2001-12-19,481.13199554418685
2001-12-20,488.00400505891224
2001-12-21,492.5020605505721
2001-12-24,497.46578135215793
2001-12-25,497.46578135215793
2001-12-26,491.1843301262169
2001-12-27,492.42910594778084
2001-12-28,495.29810014030704
2001-12-31,490.32410181945096
2002-01-01,490.32410181945096
2002-01-02,482.323237859543
2002-01-03,483.80758073770613
2002-01-04,492.9043415557714
2002-01-07,490.0606918926421
2002-01-08,484.6377524967614
2002-01-09,474.94631244715544
2002-01-10,482.5814568222475
2002-01-11,486.92411402412927
2002-01-14,482.74049443915914
2002-01-15,479.53971196916655
2002-01-16,486.7180165006578
2002-01-17,495.8100034157271
2002-01-18,514.7599761944375
2002-01-21,519.9203072303224
2002-01-22,521.2021676006483
2002-01-23,524.9461150562594
2002-01-24,533.5932806811493
2002-01-25,544.1530911010032
2002-01-28,539.3426008320262
2002-01-29,534.359245973085
2002-01-30,540.9286874408095
2002-01-31,566.2817196305949
2002-02-01,573.7216136036427
2002-02-04,578.5305054879534
2002-02-05,563.1470775483829
2002-02-06,569.8391850391785
2002-02-07,546.8817405800206
2002-02-08,550.489709346576
2002-02-11,551.359331415074
2002-02-12,560.3755524325029
2002-02-13,555.125409860089
2002-02-14,560.9685051819899
2002-02-15,561.1994865055273
2002-02-18,575.5118239927803
2002-02-19,577.9215248439951
2002-02-20,564.5018548055958
2002-02-21,562.6896104899342
2002-02-22,547.6996987765066
2002-02-25,551.4317365624437
2002-02-26,538.762298812815
2002-02-27,551.5076718977209
2002-02-28,544.5777129053367
2002-03-01,551.2179530263597
2002-03-04,552.6833443768787
2002-03-05,545.4844791764059
2002-03-06,538.4051671677504
2002-03-07,535.0032008524884
2002-03-08,535.4523880602434
2002-03-11,527.372674147825
2002-03-12,527.6543577713492
2002-03-13,520.278837567593
2002-03-14,509.4420007546175
2002-03-15,515.2064407084165
2002-03-18,517.3775961810134
2002-03-19,516.2122819541748
2002-03-20,519.3841639638752
2002-03-21,523.2761165247863
2002-03-22,532.3617294322402
2002-03-25,527.6556489347525
2002-03-26,526.8402289076915
2002-03-27,529.9993916460079
2002-03-28,530.3159456101376
2002-03-29,530.3159456101376
2002-04-01,528.471583527999
2002-04-02,523.56945853233
2002-04-03,533.2318303698586
2002-04-04,526.4759002036496
2002-04-05,529.2155699368219
2002-04-08,531.7038424436656
2002-04-09,520.3487809905364
2002-04-10,511.9661751580842
2002-04-11,509.58760813106517
2002-04-12,513.470462375715
2002-04-15,507.1114176696376
2002-04-16,501.42778793710386
2002-04-17,504.95633437877575
2002-04-18,499.4111470539544
2002-04-19,519.326848147706
2002-04-22,502.30739392551067
2002-04-23,504.3196439026276
2002-04-24,500.38791662962575
2002-04-25,480.6106710972218
2002-04-26,482.6205913505113
2002-04-29,490.1376184646074
2002-04-30,500.7018150112121
2002-05-01,498.1791341777449
2002-05-02,494.42412243951145
2002-05-03,501.28051750838404
2002-05-06,499.8365183911909
2002-05-07,488.0101353611064
2002-05-08,493.221506063277
2002-05-09,495.39804738176565
2002-05-10,491.58893043460074
2002-05-13,489.4165898219623
