Date,EM ASIA SRI
2014-08-29,1000.0
2014-09-01,1009.0311968190131
2014-09-02,1001.0756724459446
2014-09-03,1011.4879252677039
2014-09-04,1011.2322496706512
2014-09-05,1006.7698534972529
2014-09-08,1010.4745944538694
2014-09-09,1007.0883183153957
2014-09-10,996.6525694868621
2014-09-11,989.0656611796245
2014-09-12,987.2963930566932
2014-09-15,979.2886027453783
2014-09-16,973.8626144009824
2014-09-17,985.5591972031041
2014-09-18,988.9702170158861
2014-09-19,990.5563232191532
2014-09-22,983.8142201668059
2014-09-23,979.4016249383312
2014-09-24,978.969734976564
2014-09-25,975.5960545371133
2014-09-26,969.9004268205589
2014-09-29,963.2156534454431
2014-09-30,960.479376333188
2014-10-01,960.2937466963763
2014-10-02,956.008433446407
2014-10-03,961.8757100965369
2014-10-06,960.7273606397057
2014-10-07,960.9136716625346
2014-10-08,949.051633589196
2014-10-09,959.7556605679404
2014-10-10,953.4170191000776
2014-10-13,941.7922610455812
2014-10-14,938.5960958124888
2014-10-15,939.1830937146556
2014-10-16,931.2309480512824
2014-10-17,932.1390964541696
2014-10-20,947.1344890592327
2014-10-21,943.4430175503273
2014-10-22,958.1180440039475
2014-10-23,954.9026985434574
2014-10-24,948.995401043845
2014-10-27,953.768516161322
2014-10-28,956.8061516448648
2014-10-29,972.1281580777085
2014-10-30,971.3317271631784
2014-10-31,977.200987573068
2014-11-03,974.4533089237289
2014-11-04,972.2698055604033
2014-11-05,969.2750438267167
2014-11-06,969.4132516574583
2014-11-07,962.4106300440112
2014-11-10,971.7344822287655
2014-11-11,971.1705269774696
2014-11-12,968.1876404350978
2014-11-13,970.7241644690241
2014-11-14,966.8953719702945
2014-11-17,964.554468508023
2014-11-18,961.2531750691497
2014-11-19,966.4920698519785
2014-11-20,967.0844514778839
2014-11-21,969.0375408778241
2014-11-24,978.4893879379204
2014-11-25,980.0124995290697
2014-11-26,983.713060577442
2014-11-27,986.3274138119917
2014-11-28,984.6473457501937
2014-12-01,971.7719640075541
2014-12-02,967.033436053192
2014-12-03,965.2838067556157
2014-12-04,966.5524670582219
2014-12-05,962.892204323525
2014-12-08,953.7910017402365
2014-12-09,951.4253984346087
2014-12-10,946.9933571880621
2014-12-11,936.0494350405727
2014-12-12,935.3485642596066
2014-12-15,930.7434635047553
2014-12-16,922.6865175435199
2014-12-17,915.3920040411605
2014-12-18,924.0523853318555
2014-12-19,936.7111053140891
2014-12-22,942.0948047606504
2014-12-23,935.5846528144768
2014-12-24,933.4132310699375
2014-12-25,932.1081250074038
2014-12-26,938.8216974279683
2014-12-29,942.2109595652146
2014-12-30,939.1120767727078
2014-12-31,945.3509376201432
2015-01-01,944.7134530972803
2015-01-02,946.933545073128
2015-01-05,932.1470662581374
2015-01-06,909.8517894354662
2015-01-07,909.2181389667941
2015-01-08,928.6086991282262
2015-01-09,933.7511878335064
2015-01-12,933.7904589479982
2015-01-13,939.0735500890268
2015-01-14,935.063031439811
2015-01-15,944.7029050077226
2015-01-16,949.3490626198322
2015-01-19,954.8202973240697
2015-01-20,956.2306728955303
2015-01-21,970.4108506775906
2015-01-22,974.02220785953
2015-01-23,991.5445540013737
2015-01-26,990.9449516748796
2015-01-27,996.63466309108
2015-01-28,995.607104364941
2015-01-29,983.0463615279754
2015-01-30,973.2720755717253
2015-02-02,974.3244441792165
2015-02-03,981.4676401426809
2015-02-04,992.4456310250962
2015-02-05,988.9814348347256
2015-02-06,992.2467209530315
2015-02-09,982.9335618195731
2015-02-10,984.0764225029999
2015-02-11,992.7010382283653
2015-02-12,991.4261603325428
2015-02-13,1003.8866531444556
2015-02-16,1001.4253256296162
2015-02-17,1000.8765561325615
2015-02-18,1003.8433024498573
2015-02-19,1006.683885138494
2015-02-20,1004.4502088733269
2015-02-23,1002.0587512960739
2015-02-24,1007.7473090442884
2015-02-25,1022.3517390093028
2015-02-26,1016.2546897411708
2015-02-27,1015.3330705776824
2015-03-02,1012.9405778472905
2015-03-03,1017.9987324658796
2015-03-04,1012.1302527444426
2015-03-05,1008.9720795245781
2015-03-06,1012.4757854717246
2015-03-09,995.3202074856556
2015-03-10,985.2427875520065
2015-03-11,979.7211319639132
2015-03-12,989.4357271852324
2015-03-13,984.859976369686
2015-03-16,978.4328556547948
2015-03-17,992.9374784607364
2015-03-18,999.7280798133174
2015-03-19,1011.8763551680865
2015-03-20,1010.812131268862
2015-03-23,1013.5852673680156
2015-03-24,1014.480581126328
2015-03-25,1013.2696161805022
2015-03-26,997.2482137754051
2015-03-27,992.0537799040392
2015-03-30,997.4354125611044
2015-03-31,1006.6584910443249
2015-04-01,1002.6114367210859
2015-04-02,1011.7324044886425
2015-04-03,1013.8143139004043
2015-04-06,1018.4266416350304
2015-04-07,1018.5719996797336
2015-04-08,1020.5438077970924
2015-04-09,1025.7629540331077
2015-04-10,1035.098054474605
2015-04-13,1038.9726921311578
2015-04-14,1037.3193325442674
2015-04-15,1032.1255339879626
2015-04-16,1043.8873952158563
2015-04-17,1038.006726070176
2015-04-20,1031.6204881590588
2015-04-21,1028.4259466891967
2015-04-22,1031.8742769498726
2015-04-23,1038.2471716754246
2015-04-24,1046.674954831602
2015-04-27,1043.2574301724117
2015-04-28,1042.7174285931856
2015-04-29,1032.94120941408
2015-04-30,1018.3836077636485
2015-05-01,1018.3863192778084
2015-05-04,1024.6779964241257
2015-05-05,1022.0046544883448
2015-05-06,1017.055945400524
2015-05-07,1005.0762192438384
2015-05-08,1010.9764030687046
2015-05-11,1019.2258740042686
2015-05-12,1010.7125080020243
2015-05-13,1018.513810137524
2015-05-14,1019.2267238110971
2015-05-15,1023.1030749133549
2015-05-18,1028.6098846681903
2015-05-19,1028.5105707809928
2015-05-20,1026.5076859120659
2015-05-21,1021.1567708935934
2015-05-22,1028.8205568688666
2015-05-25,1027.842674558795
2015-05-26,1017.4869923133369
2015-05-27,1006.5245372088698
2015-05-28,1007.3120608732105
2015-05-29,1005.3034902352456
2015-06-01,1001.8389832261346
2015-06-02,987.599605298086
2015-06-03,988.4648611038847
2015-06-04,981.5306044787739
2015-06-05,979.1245308364562
2015-06-08,969.1612889646111
2015-06-09,964.4340530934345
2015-06-10,975.6421767480387
2015-06-11,975.0233901529836
2015-06-12,972.2877497441457
2015-06-15,965.2575672497377
2015-06-16,961.0940981834718
2015-06-17,967.3920974364803
2015-06-18,976.615837152306
2015-06-19,976.1259726615295
2015-06-22,985.3299513213918
2015-06-23,989.0003230979734
2015-06-24,990.8317178022432
2015-06-25,990.6369273965587
2015-06-26,988.8448524406612
2015-06-29,969.978084449369
2015-06-30,982.2287057413786
2015-07-01,985.4534278977042
2015-07-02,983.4683391752641
2015-07-03,985.2626478981296
2015-07-06,968.9390198462772
2015-07-07,962.9750521915129
2015-07-08,939.8498206626967
2015-07-09,941.7506969892316
2015-07-10,947.7804138950416
2015-07-13,960.0696107100508
2015-07-14,957.6805629220474
2015-07-15,958.6978002219407
2015-07-16,957.0018622805529
2015-07-17,960.3286960610028
2015-07-20,956.6159404400252
2015-07-21,964.880837373158
2015-07-22,961.5040903990214
2015-07-23,953.6534174779335
2015-07-24,945.4754965476469
2015-07-27,934.0758095682623
2015-07-28,930.7116636310794
2015-07-29,937.6625092114518
2015-07-30,941.9356943798183
2015-07-31,948.9429258535612
2015-08-03,939.0435758877699
2015-08-04,942.3731625771061
2015-08-05,942.148673965401
