Date,UK IMI EXTENDED SRI
2011-05-31,1000.0
2011-06-01,984.0813978916084
2011-06-02,967.358294718489
2011-06-03,964.0650011008522
2011-06-06,962.2369714098164
2011-06-07,964.3775218067483
2011-06-08,954.8217697938458
2011-06-09,967.2158881726494
2011-06-10,954.9918389811965
2011-06-13,961.3571185814934
2011-06-14,965.6939437643423
2011-06-15,960.474128302425
2011-06-16,954.331586406594
2011-06-17,948.7435731058159
2011-06-20,947.501610534929
2011-06-21,955.6818251325659
2011-06-22,945.6167431534801
2011-06-23,939.8343431505011
2011-06-24,941.2238617370907
2011-06-27,938.2391522057965
2011-06-28,939.1118211482764
2011-06-29,955.0471999180086
2011-06-30,962.1373450640746
2011-07-01,969.5205130910821
2011-07-04,972.7781785652485
2011-07-05,982.2836943214568
2011-07-06,981.6537710460519
2011-07-07,983.2228480634425
2011-07-08,986.2287837450143
2011-07-11,981.9664850137244
2011-07-12,976.0417137573913
2011-07-13,979.505964892944
2011-07-14,969.3299867159639
2011-07-15,971.1707583701115
2011-07-18,955.1253261743624
2011-07-19,958.2336551569745
2011-07-20,965.8866220299986
2011-07-21,970.9001341990305
2011-07-22,979.499410407038
2011-07-25,977.9925327691146
2011-07-26,977.0032738206047
2011-07-27,968.2182930254407
2011-07-28,976.9238646678411
2011-07-29,971.8525311893151
2011-08-01,964.5057575699174
2011-08-02,955.2647098185696
2011-08-03,943.5929857442762
2011-08-04,918.444656269677
2011-08-05,896.699825660676
2011-08-08,860.6101689587588
2011-08-09,871.3184640650006
2011-08-10,842.9651319343843
2011-08-11,870.5932376961007
2011-08-12,904.680297397145
2011-08-15,902.0813295632836
2011-08-16,905.3850373998416
2011-08-17,906.4594394769442
2011-08-18,868.2187308049129
2011-08-19,858.6080578511638
2011-08-22,863.947152074095
2011-08-23,871.1957373805498
2011-08-24,880.4460662012074
2011-08-25,861.4189145092971
2011-08-26,856.0674001513939
2011-08-29,854.9826311790503
2011-08-30,874.3550766517785
2011-08-31,897.9769020631172
2011-09-01,906.9740152943466
2011-09-02,892.3940185447416
2011-09-05,860.9366400073668
2011-09-06,866.0304970276992
2011-09-07,890.598271064619
2011-09-08,905.8953848699708
2011-09-09,894.2488707564386
2011-09-12,879.7103490397975
2011-09-13,879.324456936114
2011-09-14,885.0182319410278
2011-09-15,893.7965227581316
2011-09-16,903.6368289659476
2011-09-19,888.172102739064
2011-09-20,902.612092729574
2011-09-21,887.5919364562066
2011-09-22,849.7504808859854
2011-09-23,853.4071887746975
2011-09-26,869.3281795903324
2011-09-27,899.6607173205207
2011-09-28,892.537989342067
2011-09-29,890.1155419968139
2011-09-30,887.445460101456
2011-10-03,883.19380187622
2011-10-04,855.1910673629575
2011-10-05,878.7787602832856
2011-10-06,903.861500178931
2011-10-07,914.751604053475
2011-10-10,923.7570908807652
2011-10-11,920.0161309223388
2011-10-12,928.2529402360674
2011-10-13,925.1760372100482
2011-10-14,928.3850803781474
2011-10-17,927.8303821692529
2011-10-18,918.8551598500627
2011-10-19,927.1855993132086
2011-10-20,914.6424409038359
2011-10-21,934.638574300915
2011-10-24,945.5939743653659
2011-10-25,939.7564444631284
2011-10-26,945.0887028879405
2011-10-27,959.6931914752129
2011-10-28,959.1358282103537
2011-10-31,952.3975779330297
2011-11-01,935.0251326029836
2011-11-02,942.2706588819049
2011-11-03,956.1804837973418
2011-11-04,955.5621223543314
2011-11-07,951.8435498081567
2011-11-08,962.8731648251177
2011-11-09,954.7381117841616
2011-11-10,948.8452697058148
2011-11-11,967.3494985505672
2011-11-14,958.4561126530568
2011-11-15,959.3752707174745
2011-11-16,955.6054190163226
2011-11-17,942.3863671185175
2011-11-18,930.7549199764118
2011-11-21,901.8473667709204
2011-11-22,898.4619117509129
2011-11-23,891.2593642953454
2011-11-24,891.1979859066956
2011-11-25,898.2869566404626
2011-11-28,923.3456685461599
2011-11-29,935.9749369287948
2011-11-30,960.6633869112087
2011-12-01,955.556075579132
2011-12-02,963.5341852015855
2011-12-05,966.196867657446
2011-12-06,967.0277575020712
2011-12-07,966.0962821728054
2011-12-08,958.213332980767
2011-12-09,961.92715556797
2011-12-12,954.413507589595
2011-12-13,967.5475246539436
2011-12-14,948.808848961323
2011-12-15,956.7739794604455
2011-12-16,953.7109913742785
2011-12-19,953.1081471996131
2011-12-20,966.8963324343717
2011-12-21,962.7530696010672
2011-12-22,972.0112933530892
2011-12-23,981.6227346995037
2011-12-26,981.6227346995034
2011-12-27,981.3479713896901
2011-12-28,978.0368054864592
2011-12-29,985.0705769847307
2011-12-30,992.1841969274841
2012-01-02,992.1841969274841
2012-01-03,1014.9981563098635
2012-01-04,1018.9146595393319
2012-01-05,1010.0695787424678
2012-01-06,1016.3310144276925
2012-01-09,1008.2353072978516
2012-01-10,1021.2206646424937
2012-01-11,1019.0109236463277
2012-01-12,1005.514355273852
2012-01-13,1007.7233353568391
2012-01-16,1012.9986559439361
2012-01-17,1014.1396911869047
2012-01-18,1015.3484111464498
2012-01-19,1023.8188949595053
2012-01-20,1026.8664880464016
2012-01-23,1026.9512092037164
2012-01-24,1024.0632053444897
2012-01-25,1021.2479932923263
2012-01-26,1026.701531459118
2012-01-27,1016.3872883938111
2012-01-30,1006.0827494121297
2012-01-31,1015.66446047044
2012-02-01,1030.240677396164
2012-02-02,1031.4543494815355
2012-02-03,1054.5071818073645
2012-02-06,1055.6803776027002
2012-02-07,1044.9583178160976
2012-02-08,1035.9243938227503
2012-02-09,1040.0245209187208
2012-02-10,1037.6033838068827
2012-02-13,1046.3728834246333
2012-02-14,1042.438378696938
2012-02-15,1054.592700062353
2012-02-16,1060.903269209266
2012-02-17,1061.5551320269517
2012-02-20,1064.9757420159613
2012-02-21,1056.6004209827408
2012-02-22,1046.8356421591493
2012-02-23,1047.2574642622083
2012-02-24,1047.138102890268
2012-02-27,1048.4552540266689
