Date,EM LATIN AMERICA VALUE WEIGHTED
1998-12-31,1000.0
1999-01-01,1000.0
1999-01-04,991.3639904877913
1999-01-05,991.340768964759
1999-01-06,1008.814079942855
1999-01-07,984.3551589614649
1999-01-08,981.1967709471118
1999-01-11,948.26951147108
1999-01-12,900.0446643099389
1999-01-13,801.1756362688038
1999-01-14,769.4206697631081
1999-01-15,874.0381779816271
1999-01-18,854.2040952540883
1999-01-19,868.2341773900554
1999-01-20,899.9144991263133
1999-01-21,843.1664071235193
1999-01-22,830.375422537901
1999-01-25,820.5938174088217
1999-01-26,835.6940319659408
1999-01-27,837.4960507650569
1999-01-28,857.1079736368979
1999-01-29,856.2284398035627
1999-02-01,925.9596187310717
1999-02-02,947.8427977069008
1999-02-03,936.8694830428416
1999-02-04,939.680346422426
1999-02-05,922.4207357753518
1999-02-08,924.8809617503482
1999-02-09,919.41064578695
1999-02-10,930.1318667200684
1999-02-11,947.7661843672549
1999-02-12,944.0571629954528
1999-02-15,948.6351168467718
1999-02-16,956.578807910724
1999-02-17,939.6769379375133
1999-02-18,936.4787911385521
1999-02-19,956.1891796770163
1999-02-22,954.9453253461963
1999-02-23,944.1084730827941
1999-02-24,941.2315779542225
1999-02-25,920.3006657573458
1999-02-26,935.8795824848082
1999-03-01,924.2518137106844
1999-03-02,916.4846118949092
1999-03-03,921.0580964445911
1999-03-04,965.5371496249805
1999-03-05,989.3466906331181
1999-03-08,1002.4090217969158
1999-03-09,1021.9906694026579
1999-03-10,1044.6306161399018
1999-03-11,1042.9938658724534
1999-03-12,1029.7612560223042
1999-03-15,1068.1026683419484
1999-03-16,1088.982498174374
1999-03-17,1079.0636202583587
1999-03-18,1104.3495512043676
1999-03-19,1103.8638918115203
1999-03-22,1090.1348490509583
1999-03-23,1076.2240076228015
1999-03-24,1087.4377087343578
1999-03-25,1132.7799909345756
1999-03-26,1143.6806425046116
1999-03-29,1160.4414290849377
1999-03-30,1181.2137033316828
1999-03-31,1194.7267665825136
1999-04-01,1193.6929579379648
1999-04-02,1197.150128113922
1999-04-05,1236.643776804909
1999-04-06,1251.6080091543527
1999-04-07,1262.1791085566203
1999-04-08,1263.2525501404853
1999-04-09,1265.1073807490732
1999-04-12,1268.5463067705546
1999-04-13,1275.1483175762962
1999-04-14,1280.2441190673414
1999-04-15,1322.403049019021
1999-04-16,1356.2309440109339
1999-04-19,1366.8222087509196
1999-04-20,1325.8717272599615
1999-04-21,1325.1744120731648
1999-04-22,1350.0990188980738
1999-04-23,1347.561437853372
1999-04-26,1330.5664948698445
1999-04-27,1319.7229174394686
1999-04-28,1356.1936929879773
1999-04-29,1377.4044495337691
1999-04-30,1405.8185497747631
1999-05-03,1428.9340490485476
1999-05-04,1417.548251344799
1999-05-05,1430.4937711527123
1999-05-06,1457.8051349266357
1999-05-07,1498.335186154301
1999-05-10,1528.8266357200403
1999-05-11,1518.804503748058
1999-05-12,1503.691164139397
1999-05-13,1548.64524154497
1999-05-14,1516.6834240467851
1999-05-17,1496.0439196637635
1999-05-18,1507.2239833494025
1999-05-19,1479.115315407887
1999-05-20,1475.8372705143481
1999-05-21,1437.2910697328698
1999-05-24,1379.1644811232559
1999-05-25,1325.2014459858017
1999-05-26,1400.3444825073323
1999-05-27,1364.087487550171
1999-05-28,1360.4169863473808
1999-05-31,1378.1316929253007
1999-06-01,1360.3454394964137
1999-06-02,1372.839460242297
1999-06-03,1376.400785385156
1999-06-04,1389.8209996251053
1999-06-07,1388.6183694830772
1999-06-08,1367.5673540412022
1999-06-09,1360.6996294903647
1999-06-10,1347.3161210450987
1999-06-11,1343.7190033412587
1999-06-14,1340.5741923656385
1999-06-15,1364.1581010629584
1999-06-16,1438.6517650897163
1999-06-17,1451.946806596583
1999-06-18,1450.1839079876413
1999-06-21,1455.8890301102542
1999-06-22,1455.00686957022
1999-06-23,1425.3582891904778
1999-06-24,1389.3523426353895
1999-06-25,1356.0602072600263
1999-06-28,1381.0538148022479
1999-06-29,1403.5446428170553
1999-06-30,1437.7208478194898
1999-07-01,1444.5239636014808
1999-07-02,1472.1741853390326
1999-07-05,1483.2266857414195
1999-07-06,1464.9677871500442
1999-07-07,1483.5186868185885
1999-07-08,1479.0157094680435
1999-07-09,1478.690786315687
1999-07-12,1455.6567441310756
1999-07-13,1481.6095116831962
1999-07-14,1458.9865947804437
1999-07-15,1459.1077534558647
1999-07-16,1480.1325986192257
1999-07-19,1497.3609277542098
1999-07-20,1421.4174207946867
1999-07-21,1417.6553952036043
1999-07-22,1406.1180054854613
1999-07-23,1378.6461689585954
1999-07-26,1318.8912112458784
1999-07-27,1317.4811035970456
1999-07-28,1334.031399849953
1999-07-29,1299.4898953012942
1999-07-30,1305.1699485323868
1999-08-02,1280.174544316463
1999-08-03,1264.451878685298
1999-08-04,1246.340402737719
1999-08-05,1219.9002632525448
