Date,EM FAR EAST VALUE WEIGHTED
1999-08-04,1968.9762467553921
1999-08-05,1895.0232069970132
1999-08-06,1876.012099810079
1999-08-09,1892.184398385805
1999-08-10,1913.4127385736151
1999-08-11,1872.1358572785427
1999-08-12,1888.1726262822074
1999-08-13,1873.846675795986
1999-08-16,1899.3981302309091
1999-08-17,1867.578266754029
1999-08-18,1858.7078522316415
1999-08-19,1863.3226793223964
1999-08-20,1890.3633839439933
1999-08-23,1965.9327320589862
1999-08-24,1984.4293116682288
1999-08-25,2074.83374209804
1999-08-26,2074.2477211985743
1999-08-27,2072.3499123507445
1999-08-30,2044.3454734107445
1999-08-31,2024.6914031132794
1999-09-01,1967.3426703185614
1999-09-02,1918.2867602391693
1999-09-03,1937.135187464444
1999-09-06,1985.468412423536
1999-09-07,1983.3287031947623
1999-09-08,1954.814368308139
1999-09-09,1985.161738241484
1999-09-10,2030.3596337602464
1999-09-13,2084.4315737505385
1999-09-14,2050.7209200356106
1999-09-15,2018.8301095548768
1999-09-16,1951.490956285824
1999-09-17,1957.249923891754
1999-09-20,1966.5739857052545
1999-09-21,1983.1608144302081
1999-09-22,1941.6963656859043
1999-09-23,1943.1439769233664
1999-09-24,1929.3503239334616
1999-09-27,1867.1564957714877
1999-09-28,1834.0502267567329
1999-09-29,1773.350525741797
1999-09-30,1725.1273199965874
1999-10-01,1738.5840990400143
1999-10-04,1716.8684664320062
1999-10-05,1682.2883450271997
1999-10-06,1739.2983345481525
1999-10-07,1772.0183086419438
1999-10-08,1760.832821830511
1999-10-11,1753.1273945016362
1999-10-12,1784.650428501238
1999-10-13,1770.1746626500076
1999-10-14,1778.1116078267928
1999-10-15,1749.8129414808984
1999-10-18,1697.6563946216677
1999-10-19,1687.0242117786872
1999-10-20,1720.1748017872292
1999-10-21,1704.669095098563
1999-10-22,1722.7194351646976
1999-10-25,1694.1660820491632
1999-10-26,1707.864039229132
1999-10-27,1713.4916980023256
1999-10-28,1756.0579206765285
1999-10-29,1780.5360859143623
1999-11-01,1852.5424805830053
1999-11-02,1873.0606233389556
1999-11-03,1867.3547724025225
1999-11-04,1915.4626558561874
1999-11-05,1927.0010212847346
1999-11-08,1920.502581661163
1999-11-09,1957.0320559182599
1999-11-10,1934.360653097882
1999-11-11,1963.9147791957573
1999-11-12,1996.7377787865546
1999-11-15,1987.7788773060129
1999-11-16,2004.5819371154437
1999-11-17,1935.2477509407076
1999-11-18,1965.5224951600617
1999-11-19,2004.8141770491538
1999-11-22,1996.8721093447816
1999-11-23,1995.8494247385852
1999-11-24,2013.07685030752
1999-11-25,2000.5537941250643
1999-11-26,1975.1432365606997
1999-11-29,2032.0928492122673
1999-11-30,2062.8053576672814
1999-12-01,2071.143431092274
1999-12-02,2073.8190197312065
1999-12-03,2077.3988440106364
1999-12-06,2043.4571159622178
1999-12-07,2012.7189391393977
1999-12-08,2010.001236492209
1999-12-09,1991.2360473713281
1999-12-10,2058.2177208026133
1999-12-13,2076.0294370595043
1999-12-14,2074.579990383504
1999-12-15,2039.5785561085088
1999-12-16,1995.5165678743385
1999-12-17,1995.2806205057311
1999-12-20,2000.3624312259094
1999-12-21,1970.152576654593
1999-12-22,1977.6663212625815
1999-12-23,1956.412538950112
1999-12-24,1975.6420315218095
1999-12-27,1972.1685033937742
1999-12-28,2013.8372962924304
1999-12-29,2024.5429335161011
1999-12-30,2045.0827545790291
1999-12-31,2046.7921293926736
2000-01-03,2031.541770437854
2000-01-04,2127.414264287071
2000-01-05,2041.5136120113127
2000-01-06,1980.083403303665
2000-01-07,2021.0306186213031
2000-01-10,2074.4628199603917
2000-01-11,2040.0057324014274
2000-01-12,2044.1460839675078
2000-01-13,2048.0194961836137
2000-01-14,2077.4895609331393
2000-01-17,2131.2273467934033
2000-01-18,2103.7363639645355
2000-01-19,2027.0584772388831
2000-01-20,2047.324129756921
2000-01-21,2038.437133363403
2000-01-24,2065.730694010082
2000-01-25,2013.311537560103
2000-01-26,2028.921208240329
2000-01-27,2096.62223204088
2000-01-28,2147.209001484639
2000-01-31,2146.6665278371556
2000-02-01,2147.3972877377373
2000-02-02,2161.3404976590273
2000-02-03,2145.111219781787
2000-02-04,2165.363952066586
2000-02-07,2169.9984066352936
2000-02-08,2134.791100118306
2000-02-09,2132.2614359191084
2000-02-10,2116.3658770929906
2000-02-11,2095.1939201585246
2000-02-14,2025.9880300923496
2000-02-15,1984.499295664623
2000-02-16,1989.0053113035033
2000-02-17,2019.128107830197
2000-02-18,1987.2452343161033
2000-02-21,1927.1034356573516
2000-02-22,1840.924521483326
2000-02-23,1892.7489395589519
2000-02-24,1873.2951849036458
2000-02-25,1898.878794698666
2000-02-28,1869.8585192672474
2000-02-29,1881.7800809334794
2000-03-01,1889.3487857897799
2000-03-02,1949.3295359387364
2000-03-03,1936.9632263101962
2000-03-06,1957.0371689703857
2000-03-07,1969.7706003234748
2000-03-08,1975.2392065434983
2000-03-09,1934.5651038803899
2000-03-10,1952.2475098972131
2000-03-13,1866.2036264139838
2000-03-14,1877.3313465589897
2000-03-15,1831.6273187379024
2000-03-16,1837.0687705926186
2000-03-17,1887.918110679132
2000-03-20,1868.8233076676947
2000-03-21,1897.2202536658813
2000-03-22,1940.2622889670788
2000-03-23,1933.7216874296003
2000-03-24,1949.3260665312016
2000-03-27,1974.6603621702818
2000-03-28,1993.6478268995781
2000-03-29,2037.5480508583526
2000-03-30,2029.1779605729869
2000-03-31,1998.8027560591931
2000-04-03,1988.3374902152227
2000-04-04,1981.4511388129495
2000-04-05,1961.7614287832957
2000-04-06,1942.300201546987
2000-04-07,1974.267121223103
2000-04-10,2018.320206381855
2000-04-11,1991.274359787859
2000-04-12,1986.6543655316918
2000-04-13,1980.5514930555846
2000-04-14,1943.3174073495802
2000-04-17,1790.836630299329
2000-04-18,1876.2361049924093
2000-04-19,1887.3863161628076
2000-04-20,1889.7365137414452
2000-04-21,1902.87453786856
2000-04-24,1860.4341556046975
2000-04-25,1873.8361298814436
2000-04-26,1825.7213787903017
2000-04-27,1823.6267078936314
2000-04-28,1872.4943475098405
2000-05-01,1873.1260347189755
2000-05-02,1881.3728184865665
2000-05-03,1904.2767171978087
2000-05-04,1901.5595713866214
2000-05-05,1918.763759516358
2000-05-08,1918.8700875878378
2000-05-09,1892.1441815787475
2000-05-10,1857.0187529232621
2000-05-11,1845.8807868293254
2000-05-12,1831.7757864556906
2000-05-15,1785.275377297781
2000-05-16,1831.856005837193
2000-05-17,1847.506124466954
2000-05-18,1810.8402256210363
2000-05-19,1818.2605208679663
2000-05-22,1710.4746116780807
2000-05-23,1675.0237512777437
2000-05-24,1679.5172541448094
2000-05-25,1707.1172356203328
2000-05-26,1616.771609737105
2000-05-29,1623.647392961585
2000-05-30,1658.4524979202565
2000-05-31,1715.3700475118271
2000-06-01,1707.3918767977195
2000-06-02,1724.012251576305
2000-06-05,1788.7438505731927
2000-06-06,1757.5331112339181
2000-06-07,1784.903241009014
2000-06-08,1763.6438271393722
2000-06-09,1819.0189722125367
2000-06-12,1828.86810045777
2000-06-13,1754.86355540708
2000-06-14,1766.322796525735
2000-06-15,1725.6727110738063
2000-06-16,1698.0709430683437
2000-06-19,1679.482245854209
2000-06-20,1725.245973193277
2000-06-21,1740.5294182004475
2000-06-22,1750.7598223234838
2000-06-23,1751.6226250738332
2000-06-26,1755.1505048634638
2000-06-27,1765.3897324301863
2000-06-28,1774.5072216791984
2000-06-29,1742.0054554289345
2000-06-30,1745.6920865517736
2000-07-03,1769.676446317574
2000-07-04,1747.2108012051856
2000-07-05,1765.1569628545485
2000-07-06,1781.8963037502274
2000-07-07,1802.9095911812353
2000-07-10,1811.5503468205493
2000-07-11,1801.0898099208248
2000-07-12,1812.6492699617322
2000-07-13,1845.2419823743335
2000-07-14,1826.647105213019
2000-07-17,1835.9630346869553
2000-07-18,1804.193596385914
2000-07-19,1815.6283767064856
2000-07-20,1797.2505475916046
2000-07-21,1791.4806915198544
2000-07-24,1736.913506653772
2000-07-25,1712.6325927145988
2000-07-26,1715.872897877882
2000-07-27,1709.1234718299195
2000-07-28,1700.077191766584
2000-07-31,1713.3082502198697
2000-08-01,1738.836944186086
2000-08-02,1773.0851516133005
2000-08-03,1788.4215672189225
2000-08-04,1769.9526886531742
2000-08-07,1717.3179719041418
2000-08-08,1728.887182363062
2000-08-09,1789.3963454551752
2000-08-10,1787.6144030742366
2000-08-11,1790.1955952791802
2000-08-14,1803.5505658753314
2000-08-15,1785.985643863443
2000-08-16,1807.6836993912957
2000-08-17,1806.9715178692493
2000-08-18,1802.2629283555677
2000-08-21,1801.6048211171774
2000-08-22,1824.9468313410728
2000-08-23,1804.9989418962148
2000-08-24,1772.5723649340848
2000-08-25,1778.391545203628
2000-08-28,1782.9806467224093
2000-08-29,1787.7520934669235
2000-08-30,1767.7485989738643
2000-08-31,1749.0986917979274
2000-09-01,1725.9179217261844
2000-09-04,1730.9561661697412
2000-09-05,1758.1767292827888
2000-09-06,1754.34715295223
2000-09-07,1730.034722097752
2000-09-08,1728.0215040285166
2000-09-11,1720.9313520649623
2000-09-12,1714.9505633346455
2000-09-13,1708.7952592368608
2000-09-14,1697.2193988431036
2000-09-15,1669.3354381576862
2000-09-18,1571.708010407001
2000-09-19,1545.322935309249
2000-09-20,1606.6372112386057
2000-09-21,1583.5906749217256
2000-09-22,1462.5374454180853
2000-09-25,1541.881235796338
2000-09-26,1539.8212580286402
2000-09-27,1554.399661619603
2000-09-28,1545.8303843550857
2000-09-29,1550.1911178192183
2000-10-02,1502.512162897437
2000-10-03,1520.520524519584
2000-10-04,1534.6099137494948
2000-10-05,1552.917093038752
2000-10-06,1566.9856379246205
2000-10-09,1527.932364110296
2000-10-10,1524.0496621838663
2000-10-11,1472.3283989474896
2000-10-12,1462.564818746064
2000-10-13,1447.5462452486533
2000-10-16,1493.8666993901268
2000-10-17,1441.7295735311825
2000-10-18,1431.5981373268419
2000-10-19,1422.1027521370047
2000-10-20,1482.8761061180332
2000-10-23,1470.0207828432385
2000-10-24,1498.298159865334
2000-10-25,1512.6343559311551
2000-10-26,1492.6068253177814
2000-10-27,1453.2985921498273
2000-10-30,1428.6135723114928
2000-10-31,1431.7236122995475
2000-11-01,1458.9836291899205
2000-11-02,1475.9660243293265
2000-11-03,1481.7472039294437
2000-11-06,1491.750517730821
2000-11-07,1494.3435128572062
2000-11-08,1513.625640808171
2000-11-09,1514.8291136379635
2000-11-10,1511.604970204798
2000-11-13,1454.7138913170274
2000-11-14,1483.6044971439114
2000-11-15,1483.7878314137843
2000-11-16,1469.4167630446755
2000-11-17,1459.128505176728
2000-11-20,1417.6677778609294
2000-11-21,1411.0608809709322
2000-11-22,1388.9209909851659
2000-11-23,1362.4079051311353
2000-11-24,1401.9414469049261
2000-11-27,1415.8305115876872
2000-11-28,1385.7192248364406
2000-11-29,1342.4311920598557
2000-11-30,1304.3251317533766
2000-12-01,1313.4962877917737
2000-12-04,1266.2383513348184
2000-12-05,1303.3833204094853
2000-12-06,1312.0542496141225
2000-12-07,1311.3665722292542
2000-12-08,1337.290183140119
2000-12-11,1377.837007276436
2000-12-12,1363.0011919040749
2000-12-13,1378.8487474348162
2000-12-14,1340.1630667124984
2000-12-15,1299.398034065146
2000-12-18,1293.3561885106747
2000-12-19,1289.1948344924392
2000-12-20,1237.5909162088235
2000-12-21,1208.0856576095039
2000-12-22,1183.6181684594885
2000-12-25,1183.477660537759
2000-12-26,1169.3105187234191
2000-12-27,1158.384687668916
2000-12-28,1179.6043544138265
2000-12-29,1157.6736980768678
2001-01-01,1159.4947126852971
2001-01-02,1168.0094525929262
2001-01-03,1167.0480787683643
2001-01-04,1232.927630781253
2001-01-05,1274.8756827705888
2001-01-08,1285.5076803868878
2001-01-09,1317.8522343066393
2001-01-10,1276.8555910301002
2001-01-11,1258.0376155353852
2001-01-12,1286.1143025865547
2001-01-15,1312.703020420644
2001-01-16,1336.0804737591889
2001-01-17,1348.5228122610129
2001-01-18,1351.3453413805953
2001-01-19,1400.640677546844
2001-01-22,1429.4805303574242
2001-01-23,1423.7164884951194
2001-01-24,1449.7742377914208
2001-01-25,1456.4756568457803
2001-01-26,1414.311759703186
2001-01-29,1427.9595467000634
2001-01-30,1416.3927728065314
2001-01-31,1460.9239162906215
2001-02-01,1432.0336524042923
2001-02-02,1454.2075219914288
2001-02-05,1382.2988034024272
2001-02-06,1399.8667435710195
2001-02-07,1377.199195277842
2001-02-08,1414.937903986125
2001-02-09,1425.998194929349
2001-02-12,1423.6109643167174
2001-02-13,1455.3207629053184
2001-02-14,1463.1964813936606
2001-02-15,1497.032762400622
2001-02-16,1476.6201766568524
2001-02-19,1451.7999675441918
2001-02-20,1505.7865796092085
2001-02-21,1477.3824825119066
2001-02-22,1459.9534566207396
2001-02-23,1458.0713843924996
2001-02-26,1459.6058236568072
2001-02-27,1433.3636477441182
2001-02-28,1423.2398666388303
2001-03-01,1384.7837386009344
2001-03-02,1346.517472650534
2001-03-05,1361.6638923012185
2001-03-06,1369.495380163641
2001-03-07,1371.6318851273109
2001-03-08,1372.9374970787674
2001-03-09,1354.924300972434
2001-03-12,1313.1201555367197
2001-03-13,1303.2532346086423
2001-03-14,1326.7268567148742
2001-03-15,1329.3031531030238
2001-03-16,1340.1745430224119
2001-03-19,1322.0183732138403
2001-03-20,1304.1031745229868
2001-03-21,1311.7737819948882
2001-03-22,1318.4423085641395
2001-03-23,1328.4411651621065
2001-03-26,1343.9566491208768
2001-03-27,1319.4696100824926
2001-03-28,1328.7271779017217
2001-03-29,1320.823262780962
2001-03-30,1310.5630302069221
2001-04-02,1285.9449847534697
2001-04-03,1253.9139950312995
2001-04-04,1194.793322406224
2001-04-05,1203.5769549252836
2001-04-06,1227.1053932518437
2001-04-09,1201.8572291534488
2001-04-10,1214.183641684764
2001-04-11,1253.1007810170302
2001-04-12,1253.1202005937923
2001-04-13,1258.8634860409775
2001-04-16,1252.9456263854497
2001-04-17,1258.6355411227014
2001-04-18,1318.6024131332902
2001-04-19,1332.1501606038646
2001-04-20,1293.9919867476838
2001-04-23,1308.3397713864697
2001-04-24,1311.6992505320404
2001-04-25,1317.538053860327
2001-04-26,1301.0227702854177
2001-04-27,1303.5704714376182
2001-04-30,1339.7774907535581
2001-05-01,1333.6745828984247
2001-05-02,1355.9143233068983
2001-05-03,1363.5723784952509
2001-05-04,1349.8976296078354
2001-05-07,1370.3926765362226
2001-05-08,1364.7514538184437
2001-05-09,1362.949793316198
2001-05-10,1357.681070573663
2001-05-11,1385.5717080875315
2001-05-14,1383.4928326429672
2001-05-15,1370.8901225502582
2001-05-16,1349.16449700941
2001-05-17,1396.8369339271007
2001-05-18,1409.2714427840053
2001-05-21,1429.1392383278564
2001-05-22,1449.9741352972176
2001-05-23,1495.5278646150814
2001-05-24,1505.332869520625
2001-05-25,1498.548220464284
2001-05-28,1476.0754344586405
2001-05-29,1503.2609575659474
2001-05-30,1492.491363660334
2001-05-31,1494.1190601374494
2001-06-01,1483.3679212231339
2001-06-04,1486.6616410912563
2001-06-05,1478.494940438767
2001-06-06,1488.2831761067227
2001-06-07,1482.1068676675166
2001-06-08,1517.24585847899
2001-06-11,1521.51811943656
2001-06-12,1507.1316552897065
2001-06-13,1503.739823546405
2001-06-14,1480.2765263278136
2001-06-15,1478.5937181320492
2001-06-18,1456.086761788984
2001-06-19,1455.7227123457828
2001-06-20,1453.3908566872537
2001-06-21,1450.3047000193492
2001-06-22,1446.5487235521641
2001-06-25,1435.478653068684
2001-06-26,1422.7791484851239
2001-06-27,1431.3019635636588
2001-06-28,1434.916370991611
2001-06-29,1470.6858320497156
2001-07-02,1464.6586833904373
2001-07-03,1463.5447726784134
2001-07-04,1460.7058405100786
2001-07-05,1477.437931730119
2001-07-06,1450.7816174082386
2001-07-09,1419.038917413681
2001-07-10,1398.566779480142
2001-07-11,1363.2443250706744
2001-07-12,1392.2064913179752
2001-07-13,1369.7367328594023
2001-07-16,1351.0088996803713
2001-07-17,1353.6220839491446
2001-07-18,1305.2952471536128
2001-07-19,1312.8563715240543
2001-07-20,1302.8095969007888
2001-07-23,1291.2506455724929
2001-07-24,1274.649617494031
2001-07-25,1278.1267956670356
2001-07-26,1301.9125621245007
2001-07-27,1321.6610130511306
2001-07-30,1312.6082727919013
2001-07-31,1322.1021974938956
2001-08-01,1338.7990914428663
2001-08-02,1352.3891165826888
2001-08-03,1354.5016593785333
2001-08-06,1353.4129618590864
2001-08-07,1351.3997858924586
2001-08-08,1364.3294400143218
2001-08-09,1317.2628727264266
2001-08-10,1320.4919459981886
2001-08-13,1331.9300801770853
2001-08-14,1358.9598055312324
2001-08-15,1340.358100126071
2001-08-16,1353.6054780115428
2001-08-17,1340.200435510318
2001-08-20,1323.2708427085702
2001-08-21,1326.81244565954
2001-08-22,1318.5905523810397
2001-08-23,1325.2382352918771
2001-08-24,1320.7420444582008
2001-08-27,1349.4389739526605
2001-08-28,1338.6395513260468
2001-08-29,1339.2837975382472
2001-08-30,1338.2008724727873
2001-08-31,1322.4434463075852
2001-09-03,1315.8748739856253
2001-09-04,1359.0243182748673
2001-09-05,1351.2962370909813
2001-09-06,1343.1514072469708
2001-09-07,1322.2442850299076
2001-09-10,1318.1897916682053
2001-09-11,1285.8372081465568
2001-09-12,1216.523367102867
2001-09-13,1208.783330301293
2001-09-14,1152.6103540099348
2001-09-17,1116.9375704328024
2001-09-18,1126.7909753366387
2001-09-19,1132.5985674860513
2001-09-20,1120.0267724103778
2001-09-21,1104.7317354056088
2001-09-24,1107.91402954038
2001-09-25,1081.9170439455363
2001-09-26,1092.7042338870192
2001-09-27,1093.4520011385105
2001-09-28,1121.9102774125695
2001-10-01,1111.2082306261334
2001-10-02,1097.8167932612876
2001-10-03,1092.016331536765
2001-10-04,1131.0978996178378
2001-10-05,1129.1496036694568
2001-10-08,1109.6056016349737
2001-10-09,1137.165166698983
2001-10-10,1138.1020528147524
2001-10-11,1177.5035152168202
2001-10-12,1170.5213751631486
2001-10-15,1162.280234451541
2001-10-16,1174.0257028809895
2001-10-17,1186.4308202982193
2001-10-18,1185.963774755217
2001-10-19,1184.663381914582
2001-10-22,1195.746383214577
2001-10-23,1206.0643103519835
2001-10-24,1226.2868844405818
2001-10-25,1223.5674543449281
2001-10-26,1231.2339253871876
2001-10-29,1214.9256838988433
2001-10-30,1180.0849721524971
2001-10-31,1192.2237057026389
2001-11-01,1188.3890128853336
2001-11-02,1201.1602719612472
2001-11-05,1225.4253920614988
2001-11-06,1230.5735836806539
2001-11-07,1225.6560778878804
2001-11-08,1252.6857112647863
2001-11-09,1267.9173190026759
2001-11-12,1278.1133091974266
2001-11-13,1299.5536179031023
2001-11-14,1331.00065631072
2001-11-15,1356.3332269671394
2001-11-16,1358.8409001991713
2001-11-19,1394.4063810991734
2001-11-20,1374.494146356743
2001-11-21,1394.4623834787915
2001-11-22,1401.5187864374986
2001-11-23,1442.7716098144074
2001-11-26,1485.8895550913624
2001-11-27,1467.8672401930469
2001-11-28,1401.4464987904892
2001-11-29,1400.260771721585
2001-11-30,1401.088515564533
2001-12-03,1434.8166963306285
2001-12-04,1441.11957770992
2001-12-05,1510.0559041968922
2001-12-06,1534.4562746482545
2001-12-07,1573.147659369516
2001-12-10,1534.784454685799
2001-12-11,1523.765550019089
2001-12-12,1548.858900273619
2001-12-13,1525.9004102710676
2001-12-14,1500.4767025946403
2001-12-17,1468.6833949809095
2001-12-18,1459.9307774269475
2001-12-19,1456.69193655896
2001-12-20,1480.9164361667972
2001-12-21,1454.878062171622
2001-12-24,1477.5011077294425
2001-12-25,1491.8218013606152
2001-12-26,1497.4559491614482
2001-12-27,1495.290950508058
2001-12-28,1536.640717192748
2001-12-31,1541.9996072807883
2002-01-01,1541.9996072807883
2002-01-02,1555.3689444039517
2002-01-03,1569.3698532282344
2002-01-04,1619.8910289732576
2002-01-07,1651.889304360251
2002-01-08,1624.366318904243
2002-01-09,1650.669813462554
2002-01-10,1619.3458962748011
2002-01-11,1607.3874851739563
2002-01-14,1616.4973213774354
2002-01-15,1586.1367171601214
2002-01-16,1584.4332516665324
2002-01-17,1591.9280427781803
2002-01-18,1584.8867798446338
2002-01-21,1615.5655742036101
2002-01-22,1612.218790376121
2002-01-23,1633.864806739528
2002-01-24,1667.8781019024696
2002-01-25,1736.8978523852936
2002-01-28,1763.1061774580696
2002-01-29,1755.8606013033111
2002-01-30,1721.0541806555032
2002-01-31,1736.383638593573
2002-02-01,1724.520240969736
2002-02-04,1704.0922645451853
2002-02-05,1713.4541532502035
2002-02-06,1718.7263880459445
2002-02-07,1695.1799225722204
2002-02-08,1704.7891453820241
2002-02-11,1695.6797369593614
2002-02-12,1698.8331805551159
2002-02-13,1707.429941361494
2002-02-14,1793.1349448305787
2002-02-15,1786.1835175483875
2002-02-18,1810.1943050529812
2002-02-19,1784.426853258365
2002-02-20,1768.1446554419933
2002-02-21,1775.270504697784
2002-02-22,1758.6512604182558
2002-02-25,1753.9942305389513
2002-02-26,1771.2169504971848
2002-02-27,1828.7578044868253
2002-02-28,1825.64000311216
2002-03-01,1827.2714837727692
2002-03-04,1857.147679993865
2002-03-05,1874.4958433763236
2002-03-06,1883.1733057437502
2002-03-07,1863.2290309272034
2002-03-08,1867.8624906572986
2002-03-11,1889.9575617988594
2002-03-12,1916.994794852559
2002-03-13,1909.0768625252256
2002-03-14,1896.4358934567542
2002-03-15,1892.8351308069462
2002-03-18,1910.1511361512805
2002-03-19,1922.6989826536958
2002-03-20,1921.938505295437
2002-03-21,1918.8646647399444
2002-03-22,1944.6460816152412
2002-03-25,1936.5325240743427
2002-03-26,1943.1674846137728
2002-03-27,1983.8704552551442
2002-03-28,1979.8296224727442
2002-03-29,1976.9356438508346
2002-04-01,1939.7036876212737
2002-04-02,1978.0787568207713
2002-04-03,2002.9031566516417
2002-04-04,1993.2233102588345
2002-04-05,2005.247643102721
2002-04-08,1993.6282340502453
2002-04-09,1963.2984978265558
2002-04-10,1918.968785461637
2002-04-11,1921.577148275555
2002-04-12,1953.9469496157142
2002-04-15,1986.5382613408458
2002-04-16,1996.3783101310776
2002-04-17,2046.7676256148213
2002-04-18,2051.249151076611
2002-04-19,2053.382052914317
2002-04-22,2095.2488971140165
2002-04-23,2096.426219551555
2002-04-24,2077.8231244179005
2002-04-25,1998.8182881275109
2002-04-26,1999.104927914749
2002-04-29,1945.7398369205052
2002-04-30,1940.4217777563704
2002-05-01,1929.5596602977091
2002-05-02,1955.7852446785923
2002-05-03,1945.4270593397111
2002-05-06,1879.9135476767333
2002-05-07,1888.3733911305176
2002-05-08,1923.5850415227414
2002-05-09,1926.642984610071
2002-05-10,1887.6647797875496
2002-05-13,1893.3928681185223
2002-05-14,1933.7645638514903
2002-05-15,1972.7667017644008
2002-05-16,1959.3343361899144
2002-05-17,1969.0203507108047
2002-05-20,1943.2825883135563
2002-05-21,1900.7116158487083
2002-05-22,1924.2593502460832
2002-05-23,1913.7017276191434
