Date,EM VALUE WEIGHTED
1998-12-31,166.04540995529067
1999-01-01,166.04540995529067
1999-01-04,168.9460871135054
1999-01-05,171.65571375879412
1999-01-06,177.17508704814423
1999-01-07,178.9832287666981
1999-01-08,179.56944643319628
1999-01-11,178.16788333561644
1999-01-12,172.93892283656055
1999-01-13,161.48103873674546
1999-01-14,156.53769632913128
1999-01-15,164.7594326031924
1999-01-18,165.70167594522295
1999-01-19,166.0164907210184
1999-01-20,168.7999189179379
1999-01-21,162.4909277913969
1999-01-22,158.06911018876278
1999-01-25,155.5494552109929
1999-01-26,156.77142919134232
1999-01-27,160.63690851712596
1999-01-28,162.41208002288056
1999-01-29,162.90156847380354
1999-02-01,168.09722298852228
1999-02-02,167.87103167334536
1999-02-03,166.43119586393883
1999-02-04,166.23105344521701
1999-02-05,165.10234196371775
1999-02-08,165.34868863623439
1999-02-09,161.91503756929208
1999-02-10,162.97762940136028
1999-02-11,165.13870941451648
1999-02-12,167.66244872798814
1999-02-15,168.20544639267123
1999-02-16,169.8466666754249
1999-02-17,168.28373484247308
1999-02-18,166.91333046747465
1999-02-19,167.4962811404849
1999-02-22,167.7279085435098
1999-02-23,166.7567877469833
1999-02-24,167.1538903894646
1999-02-25,164.7549942087594
1999-02-26,167.8371567667502
1999-03-01,168.46511157177483
1999-03-02,168.873454734523
1999-03-03,169.94078590883905
1999-03-04,172.46664263770893
1999-03-05,174.91881266531502
1999-03-08,179.33976768747993
1999-03-09,181.03985903997705
1999-03-10,181.93823188836149
1999-03-11,184.76969938729638
1999-03-12,183.92541739987212
1999-03-15,186.98004152135874
1999-03-16,189.53628797000044
1999-03-17,188.36806458200854
1999-03-18,188.6141928973968
1999-03-19,192.8181298375818
1999-03-22,192.70871277541383
1999-03-23,191.83644332435534
1999-03-24,190.63489961571744
1999-03-25,194.58730966293405
1999-03-26,196.6305264656233
1999-03-29,197.09804584550255
1999-03-30,200.01782105417212
1999-03-31,200.22571873573546
1999-04-01,201.66666450446286
1999-04-02,204.185076789131
1999-04-05,206.62020792396473
1999-04-06,209.16839904388326
1999-04-07,210.36276732361523
1999-04-08,211.13447016672055
1999-04-09,212.56750741077812
1999-04-12,211.53608022409423
1999-04-13,213.26611098204438
1999-04-14,214.6564544635788
1999-04-15,221.81069990563972
1999-04-16,227.32043052835
1999-04-19,234.46588365554035
1999-04-20,231.95846762154557
1999-04-21,229.60634254345985
1999-04-22,231.0217255675695
1999-04-23,232.62285083379524
1999-04-26,235.6897620604339
1999-04-27,237.63478472866
1999-04-28,240.2871329752187
1999-04-29,239.08641276850634
1999-04-30,242.09112959187584
1999-05-03,244.26904870288624
1999-05-04,246.73459420573136
1999-05-05,247.0060041309875
1999-05-06,252.85317193120562
1999-05-07,255.42878323625794
1999-05-10,257.73410957646024
1999-05-11,255.9360893063584
1999-05-12,252.38773096339062
1999-05-13,253.90587289988247
1999-05-14,251.06708765518695
1999-05-17,247.7309550049181
1999-05-18,252.53028820692484
1999-05-19,251.34118852683562
1999-05-20,248.70385570578827
1999-05-21,247.6911741477666
1999-05-24,243.13661402844508
1999-05-25,238.98043273707526
1999-05-26,245.63457087285266
1999-05-27,243.57036495635134
1999-05-28,242.7177568483001
1999-05-31,245.0971108335092
1999-06-01,245.50331834163885
1999-06-02,248.9077182871314
1999-06-03,251.28182869091088
1999-06-04,255.40428015529628
1999-06-07,260.16112526575705
1999-06-08,259.3600380085839
1999-06-09,256.38880426573513
1999-06-10,258.80016036412604
1999-06-11,259.25173289059376
1999-06-14,258.43526667362346
1999-06-15,258.2815334972638
1999-06-16,268.426273558701
1999-06-17,271.8204115735679
1999-06-18,272.19032254275197
1999-06-21,279.1424496896443
1999-06-22,280.804992669707
1999-06-23,277.3548021645573
1999-06-24,273.7160219841002
1999-06-25,268.7450348796819
1999-06-28,274.0430791967222
1999-06-29,276.60983996708586
1999-06-30,278.37012417704244
1999-07-01,283.60263587844634
1999-07-02,288.2281228523412
1999-07-05,292.96752380716975
1999-07-06,292.93974089100004
1999-07-07,294.54562122136645
1999-07-08,294.3469634943024
1999-07-09,296.1125112560479
1999-07-12,296.1406258620111
1999-07-13,293.5288635882411
1999-07-14,289.24118348704326
1999-07-15,290.06357677815737
1999-07-16,292.6336085500832
1999-07-19,294.5977582789709
1999-07-20,283.4025817081173
1999-07-21,278.7176334929531
1999-07-22,278.30164828656535
1999-07-23,270.88859278458494
1999-07-26,260.1429512695881
1999-07-27,263.2137782181708
1999-07-28,266.4499634595798
1999-07-29,264.01975157986476
1999-07-30,263.15867367967763
1999-08-02,259.9722162047224
1999-08-03,260.4391724691003
1999-08-04,257.7279020163988
1999-08-05,251.08958334705122
1999-08-06,249.56222853397026
1999-08-09,252.02663762992995
1999-08-10,251.20307236982248
1999-08-11,251.69107895731514
1999-08-12,253.3898288280729
1999-08-13,255.29482903477484
1999-08-16,256.82271900603183
1999-08-17,255.6925445350481
1999-08-18,253.22484657535
1999-08-19,251.01256268431834
1999-08-20,253.2217813157549
1999-08-23,260.5838652721065
1999-08-24,262.1263753358911
1999-08-25,268.2678660192483
1999-08-26,267.7255455871056
1999-08-27,266.5951153987996
1999-08-30,265.2344651626466
1999-08-31,261.4249675879291
1999-09-01,259.51167447451394
1999-09-02,254.80907131462723
1999-09-03,258.2961569701971
1999-09-06,262.5825195862404
1999-09-07,261.0126656324147
1999-09-08,259.0297350486815
1999-09-09,261.9948516158817
1999-09-10,266.8694138703624
1999-09-13,270.6788347480988
1999-09-14,269.432583828907
1999-09-15,266.7917673834111
1999-09-16,261.1272326680286
1999-09-17,261.72715590361423
1999-09-20,263.21669545631823
1999-09-21,260.53644010078284
1999-09-22,258.77296364886223
1999-09-23,259.5530085385132
1999-09-24,258.10575253007073
1999-09-27,256.56595471603316
1999-09-28,254.79398432918242
1999-09-29,250.50063946191557
1999-09-30,246.64279007969859
1999-10-01,245.09100805425996
1999-10-04,245.57568474720784
1999-10-05,244.38867259565606
1999-10-06,247.98761746604868
1999-10-07,251.54738590689934
1999-10-08,254.23524976302053
1999-10-11,254.8783277177264
1999-10-12,254.1690288057834
1999-10-13,249.9090805551013
1999-10-14,249.22833639018228
1999-10-15,241.6089156302141
1999-10-18,238.45405138027198
1999-10-19,240.57998316042242
1999-10-20,244.78176106961914
1999-10-21,242.494685886391
1999-10-22,247.40322366842034
1999-10-25,246.1933976057931
1999-10-26,248.07482132391274
1999-10-27,248.35666919945868
1999-10-28,251.64529871315804
1999-10-29,254.13019131225917
1999-11-01,257.5435034239219
1999-11-02,260.3161384956398
1999-11-03,262.50043311960314
1999-11-04,267.4115608304132
1999-11-05,270.84597455393083
1999-11-08,272.15590295012294
1999-11-09,274.5167521896146
1999-11-10,273.90426138310414
1999-11-11,276.25465889993274
1999-11-12,278.934392182164
1999-11-15,279.6414622449183
1999-11-16,281.2226929325492
1999-11-17,275.3688641583037
1999-11-18,279.12401388359024
1999-11-19,283.69552556237556
1999-11-22,282.48959026200623
1999-11-23,283.4800290922229
1999-11-24,285.47692031601537
1999-11-25,286.8432523902648
1999-11-26,288.21843287626655
1999-11-29,291.2715250459785
1999-11-30,291.5920231416477
1999-12-01,292.6677417368905
1999-12-02,297.07504779864473
1999-12-03,299.90609687569287
1999-12-06,295.0766655990124
1999-12-07,293.01869738073833
1999-12-08,293.4876502362027
1999-12-09,295.78637075345125
1999-12-10,301.12187755411526
1999-12-13,304.1019436086398
1999-12-14,303.456325163758
1999-12-15,302.69409165049075
1999-12-16,299.5352375825598
1999-12-17,304.01991602469167
1999-12-20,307.3062197316179
1999-12-21,307.1031457961889
1999-12-22,308.66113385376985
1999-12-23,306.0232428041509
1999-12-24,307.053537708159
1999-12-27,308.8215885724273
1999-12-28,312.6436053180781
1999-12-29,316.4479410226697
1999-12-30,320.37944105709096
1999-12-31,321.67179354806217
2000-01-03,320.99354488382176
2000-01-04,316.11026905802277
2000-01-05,311.8387029519203
2000-01-06,308.53621484996137
2000-01-07,316.44192419890175
2000-01-10,326.710418479054
2000-01-11,321.0177467749563
2000-01-12,322.4767563344123
2000-01-13,328.01466058453
2000-01-14,337.03937982540623
2000-01-17,343.091648623872
2000-01-18,340.46331687453636
2000-01-19,333.681333227275
2000-01-20,333.8118196386758
2000-01-21,332.1400218123542
2000-01-24,333.2825178695252
2000-01-25,326.0833267011029
2000-01-26,328.31434305643234
2000-01-27,333.4990960965245
2000-01-28,332.72407292468625
2000-01-31,328.43558146775183
2000-02-01,333.24358995975746
2000-02-02,336.1015455336625
2000-02-03,338.51686126576243
2000-02-04,343.5734063295739
2000-02-07,347.74834708592317
2000-02-08,347.57500731617506
2000-02-09,345.5936615448806
2000-02-10,346.94861834615386
2000-02-11,343.7217855174295
2000-02-14,339.07932052198873
2000-02-15,335.8167712689121
2000-02-16,336.10506750731975
2000-02-17,337.5273494498479
2000-02-18,332.44735926375495
2000-02-21,328.81378608664716
2000-02-22,317.44816966993545
2000-02-23,322.6215053776837
2000-02-24,325.07925560320774
2000-02-25,327.51858095849303
2000-02-28,326.6747240471352
2000-02-29,328.2954991222021
2000-03-01,332.70258665073345
2000-03-02,337.901322872193
2000-03-03,339.25405685362625
2000-03-06,340.7706344244214
2000-03-07,342.13861042438253
2000-03-08,342.9608325555034
2000-03-09,340.3864469111972
2000-03-10,340.1845739268755
2000-03-13,329.0372561044479
2000-03-14,330.12049857379526
2000-03-15,326.246701897131
2000-03-16,327.2172096096126
2000-03-17,330.6077847085141
2000-03-20,328.5463135701135
2000-03-21,331.03156010002584
2000-03-22,335.1289266678888
2000-03-23,334.8376981463905
2000-03-24,336.9360002450981
2000-03-27,340.22087313239916
2000-03-28,338.0076308623275
2000-03-29,340.5407163405801
2000-03-30,333.88917194948203
2000-03-31,333.85236665171396
2000-04-03,331.5283613669943
2000-04-04,327.4434702281988
2000-04-05,321.216892182183
2000-04-06,326.7120500012774
2000-04-07,331.95633251953376
2000-04-10,332.69257174611863
2000-04-11,326.15039283870806
2000-04-12,324.5891440141202
2000-04-13,319.13450401917845
2000-04-14,310.16355313976055
2000-04-17,295.2149248404807
2000-04-18,305.43300389101347
2000-04-19,306.363861783212
2000-04-20,308.71151889978717
2000-04-21,309.7204283559607
2000-04-24,305.0901126388816
2000-04-25,313.6029854549548
2000-04-26,313.7074732466299
2000-04-27,315.63343613344676
2000-04-28,319.3919191498217
2000-05-01,320.29022415816274
2000-05-02,321.2169992421798
2000-05-03,322.32942864745974
2000-05-04,321.61586126461367
2000-05-05,322.3664118374405
2000-05-08,319.3396692532587
2000-05-09,314.9897564933784
2000-05-10,308.69198570886147
2000-05-11,309.9317690873679
2000-05-12,308.27567536439835
2000-05-15,306.8168421096197
2000-05-16,314.0138403497681
2000-05-17,313.4636244956227
2000-05-18,308.6095899128574
2000-05-19,303.56282636323164
2000-05-22,292.2270649189945
2000-05-23,287.3166198234389
2000-05-24,289.90371173490195
2000-05-25,293.2127896395491
2000-05-26,286.8460873295442
2000-05-29,289.358699486445
2000-05-30,295.1569013550939
2000-05-31,299.11551718317344
2000-06-01,299.7771335972827
2000-06-02,304.32745173086903
2000-06-05,308.1329270850451
2000-06-06,300.95876119850874
2000-06-07,303.5016211195277
2000-06-08,303.76780015066333
2000-06-09,309.119056722935
2000-06-12,309.29076645748813
2000-06-13,303.7838169066257
2000-06-14,306.02883714062267
2000-06-15,303.64464197076427
