Date,RUSSIA IMI VALUE WEIGHTED
2000-04-10,6636.36029128787
2000-04-11,6397.892295035202
2000-04-12,6524.25189101766
2000-04-13,6442.890785696739
2000-04-14,6390.573973077174
2000-04-17,5882.2449111733995
2000-04-18,5913.159273979505
2000-04-19,5933.842653119933
2000-04-20,6092.397585368082
2000-04-21,6269.041520865543
2000-04-24,6054.770597238665
2000-04-25,6349.5779491467565
2000-04-26,6697.905750908669
2000-04-27,6660.561811300786
2000-04-28,6954.2458996122095
2000-05-01,6976.52996194794
2000-05-02,6982.114623778453
2000-05-03,7087.5251064981585
2000-05-04,7000.393538684076
2000-05-05,6999.67157995526
2000-05-08,7101.8711276873355
2000-05-09,7037.32586636043
2000-05-10,6900.172339978089
2000-05-11,6806.461421002598
2000-05-12,6670.022155870127
2000-05-15,6430.300657464042
2000-05-16,6763.0167504189885
2000-05-17,6470.872190744741
2000-05-18,6323.377434557159
2000-05-19,5835.296179734365
2000-05-22,5518.3398237621905
2000-05-23,5186.65357799233
2000-05-24,5054.805290164308
2000-05-25,5361.187101414702
2000-05-26,5432.731503683329
2000-05-29,5406.181645129428
2000-05-30,5516.290856096979
2000-05-31,5583.783646698321
2000-06-01,5817.036803186063
2000-06-02,5942.979930511696
2000-06-05,5876.966793997258
2000-06-06,5538.6516071445685
2000-06-07,5542.824633973898
2000-06-08,5726.871904811762
2000-06-09,5806.259957197256
2000-06-12,5787.0773543071155
2000-06-13,5599.918336664065
2000-06-14,5538.542770290456
2000-06-15,5593.394553728061
2000-06-16,5592.726531799647
2000-06-19,5598.3285714876865
2000-06-20,5342.393118663296
2000-06-21,5218.205339543782
2000-06-22,5307.932342078961
2000-06-23,5320.9881397353365
2000-06-26,5271.437675495733
2000-06-27,4953.634904468883
2000-06-28,4885.936824627024
2000-06-29,4628.297473950526
2000-06-30,4879.772418204138
2000-07-03,5102.794624068866
2000-07-04,5233.124411371057
2000-07-05,5090.043297179935
2000-07-06,5350.099791665351
2000-07-07,5585.841222066355
2000-07-10,5730.24038300357
2000-07-11,5582.326394219517
2000-07-12,5780.724088510381
2000-07-13,5893.614380769523
2000-07-14,5887.298977787605
2000-07-17,5940.150312313778
2000-07-18,5913.1215364063555
2000-07-19,5826.970988961914
2000-07-20,5839.028180381452
2000-07-21,5826.107460925262
2000-07-24,5822.728409870899
2000-07-25,5748.901829294863
2000-07-26,5693.72243787983
2000-07-27,5754.477503895213
2000-07-28,5964.333665632524
2000-07-31,6065.010060571154
2000-08-01,6261.663472454716
2000-08-02,6400.472218498625
2000-08-03,6464.983949715004
2000-08-04,6713.280874602201
2000-08-07,6739.747860665954
2000-08-08,6868.280812350826
2000-08-09,6986.556756284231
2000-08-10,6874.459623516716
2000-08-11,7023.88974066669
2000-08-14,7240.727681157372
2000-08-15,7160.706048589739
2000-08-16,7051.758487913346
2000-08-17,6911.400707104746
2000-08-18,6912.405069115505
2000-08-21,6912.556297201756
2000-08-22,7126.622476932087
2000-08-23,7167.066429737856
2000-08-24,7380.985327542228
2000-08-25,7421.467574802435
2000-08-28,7432.333635627547
2000-08-29,7661.134497492028
2000-08-30,7536.237193322444
2000-08-31,7536.061967706868
2000-09-01,7366.251303233626
2000-09-04,7399.2550200812075
2000-09-05,7565.522804743226
2000-09-06,7628.1744362789805
2000-09-07,7570.7126317594275
2000-09-08,7450.700020936848
2000-09-11,7334.172462035658
2000-09-12,7326.998973554624
2000-09-13,7089.90262444222
2000-09-14,7210.555346759137
2000-09-15,7053.791949055941
2000-09-18,6781.428200195237
2000-09-19,6866.918003733454
2000-09-20,6686.062785869927
2000-09-21,6605.732912068049
2000-09-22,5946.501823739146
2000-09-25,6403.546690550458
2000-09-26,6302.589892513101
2000-09-27,6472.525805461781
2000-09-28,6433.310499414386
2000-09-29,6516.263844205707
2000-10-02,6627.69664672358
2000-10-03,6914.486108903336
2000-10-04,6663.584477757494
2000-10-05,6622.447461184692
2000-10-06,6513.934802221776
2000-10-09,6428.560042823133
2000-10-10,6440.040463752754
2000-10-11,6207.243591745841
2000-10-12,6210.617199157156
2000-10-13,6214.706318878243
2000-10-16,6563.468003718026
2000-10-17,6665.767437515289
2000-10-18,6140.400504676538
2000-10-19,6475.272512538839
2000-10-20,6819.766565554537
2000-10-23,6819.023827755555
2000-10-24,6817.887081346317
2000-10-25,6751.55460464108
2000-10-26,6718.854708612509
2000-10-27,6643.7405374624195
2000-10-30,6559.36284957358
2000-10-31,6624.243981993637
2000-11-01,6715.5821844459415
2000-11-02,6631.661362207858
2000-11-03,6597.380266636451
2000-11-06,6610.084306810137
2000-11-07,6615.127489488563
2000-11-08,6505.580588911321
2000-11-09,6305.785392912609
2000-11-10,6235.528665115763
2000-11-13,6097.671520820181
2000-11-14,6309.730478945406
2000-11-15,6296.232194662981
2000-11-16,6332.652642540083
2000-11-17,6458.395461055079
2000-11-20,6357.902963163324
2000-11-21,6293.824189773858
2000-11-22,6075.715937759825
2000-11-23,6045.500491796997
2000-11-24,6107.191076788266
2000-11-27,6150.069377884138
2000-11-28,5977.922589231406
2000-11-29,5749.760464280035
2000-11-30,5089.93616859801
2000-12-01,5075.277863258047
2000-12-04,4997.355551594134
2000-12-05,5505.570615902668
2000-12-06,5650.648786595389
2000-12-07,5271.656410141819
2000-12-08,5650.001018916497
2000-12-11,5721.970613244579
2000-12-12,5721.535169473864
2000-12-13,5697.196870048186
2000-12-14,5313.1425736803885
2000-12-15,4781.210603785416
2000-12-18,5043.016831532513
2000-12-19,4978.501825819115
2000-12-20,4658.476495897606
2000-12-21,4528.403132035565
2000-12-22,4706.1062417692665
2000-12-25,4775.315449297213
2000-12-26,4676.569157142237
2000-12-27,4620.689268669787
2000-12-28,4664.79786501542
2000-12-29,4714.272842424578
2001-01-01,4714.272842424578
2001-01-02,4668.76566858396
2001-01-03,4316.183098586045
2001-01-04,4612.057604801443
2001-01-05,4669.538833424372
2001-01-08,4679.0051249039825
2001-01-09,4739.981572659441
2001-01-10,4970.973786164384
2001-01-11,5120.302640728715
2001-01-12,5171.550443720266
2001-01-15,5351.547934112211
2001-01-16,5316.474065802096
2001-01-17,5636.209249826239
2001-01-18,5467.967633839073
2001-01-19,5572.9212499446585
2001-01-22,5416.1942381569925
2001-01-23,5474.9864576779155
2001-01-24,5736.534140806845
2001-01-25,5815.314684682092
2001-01-26,5832.269467293717
2001-01-29,5680.8304677160095
2001-01-30,5677.536153293404
2001-01-31,5650.741652796287
2001-02-01,5484.425581242196
2001-02-02,5591.952980034174
2001-02-05,5396.499653653475
2001-02-06,5559.673729438045
2001-02-07,5455.315070328993
2001-02-08,5671.3919116367515
2001-02-09,5574.285227584488
2001-02-12,5582.372751556748
2001-02-13,5879.43300608769
2001-02-14,5894.375414487572
2001-02-15,6328.707854719146
2001-02-16,5967.8229751602685
2001-02-19,5834.145012452401
2001-02-20,5868.495054558487
2001-02-21,5439.279381628825
2001-02-22,5591.416540569607
2001-02-23,5400.10241692705
2001-02-26,5558.749862535922
2001-02-27,5405.710661947806
2001-02-28,5442.915469318888
2001-03-01,5302.813493067045
2001-03-02,5301.8801951677315
2001-03-05,5590.573934325522
2001-03-06,5865.67275395848
2001-03-07,5997.842860182989
2001-03-08,5966.744422483329
2001-03-09,5965.084416281642
2001-03-12,5756.492588082551
2001-03-13,5857.23943941575
2001-03-14,5686.4378554823725
2001-03-15,5869.364522070293
2001-03-16,5981.280072953033
2001-03-19,6187.369165968029
2001-03-20,6149.1703540426615
2001-03-21,6026.19683625179
2001-03-22,6069.594593339958
2001-03-23,6062.845331941718
2001-03-26,6118.427685987702
2001-03-27,6094.645842435074
2001-03-28,6104.84828699849
2001-03-29,6077.704075375529
2001-03-30,6151.183437780656
2001-04-02,6079.088062942777
2001-04-03,5790.122223946986
2001-04-04,5676.559862231762
2001-04-05,5961.456512109559
2001-04-06,5837.928100219094
2001-04-09,5901.963957026192
2001-04-10,6086.180001815234
2001-04-11,6210.962724540571
2001-04-12,6087.271736221703
2001-04-13,6134.075069076091
2001-04-16,6157.902076705329
2001-04-17,6069.994321628644
2001-04-18,6347.2325082076195
2001-04-19,6282.338560476611
2001-04-20,6041.815790472105
2001-04-23,5952.358429604045
2001-04-24,6040.476535017047
2001-04-25,6033.195062775163
2001-04-26,6232.167193119361
2001-04-27,6489.993091541707
2001-04-30,6560.896976918062
2001-05-01,6523.828079953825
2001-05-02,6528.675799405067
2001-05-03,6521.214524748254
2001-05-04,6542.307519863505
2001-05-07,6689.046178623297
2001-05-08,6847.303632640664
2001-05-09,6857.464204466394
2001-05-10,6919.355946615878
2001-05-11,6852.919303118533
2001-05-14,6826.321323494882
2001-05-15,6840.008239885522
2001-05-16,6769.052191569135
2001-05-17,7057.311625763457
2001-05-18,7188.58284556177
2001-05-21,7332.731824064143
2001-05-22,7375.859303955057
2001-05-23,7519.837225575797
2001-05-24,7419.093055986931
2001-05-25,7296.106431692883
2001-05-28,7276.834524691946
2001-05-29,7343.869604771168
2001-05-30,7454.171419184907
2001-05-31,7673.93912077817
2001-06-01,7817.002714554046
2001-06-04,7959.770258027431
2001-06-05,7840.908308667579
2001-06-06,7831.432159327456
2001-06-07,7750.388527768926
2001-06-08,7835.646403476578
2001-06-11,7897.541006826275
2001-06-12,7824.887553726883
2001-06-13,7787.708237583592
2001-06-14,7641.939819382707
2001-06-15,7714.059878237545
2001-06-18,7870.092711317482
2001-06-19,8110.311113130541
2001-06-20,8192.393253016588
2001-06-21,8276.91231721614
2001-06-22,8451.999866546317
2001-06-25,8313.346360675208
2001-06-26,8260.076237349831
2001-06-27,8247.68525866597
2001-06-28,8312.55764232177
2001-06-29,8274.288822363553
2001-07-02,8197.328712846725
2001-07-03,8107.226628478472
2001-07-04,8211.863444971585
2001-07-05,8342.658638150631
2001-07-06,8104.182419719151
2001-07-09,7936.853043821686
2001-07-10,7770.190893527822
2001-07-11,7319.397624682264
2001-07-12,7591.0982181793925
2001-07-13,7602.323600069289
2001-07-16,7622.224820786617
2001-07-17,7615.385042686757
2001-07-18,7327.197883159263
2001-07-19,7371.262799564704
2001-07-20,7366.959666302511
2001-07-23,7420.659809344046
2001-07-24,7306.294045798769
2001-07-25,7338.22781120381
2001-07-26,7529.392368440186
2001-07-27,7446.053012505401
2001-07-30,7370.016279352524
2001-07-31,7239.11093236889
2001-08-01,7163.3225575621345
2001-08-02,7147.893331935087
2001-08-03,7081.07447083255
2001-08-06,7052.334480020998
2001-08-07,6939.39019183092
2001-08-08,6956.54500144054
2001-08-09,6896.587181390647
2001-08-10,6907.954706994719
2001-08-13,6863.700767126137
2001-08-14,7071.097410148727
2001-08-15,6889.596438507588
2001-08-16,6823.395011340518
2001-08-17,6786.026773835121
2001-08-20,6837.701625457272
2001-08-21,6865.617472845189
2001-08-22,6976.1744282322825
2001-08-23,7125.797324679777
2001-08-24,7271.235452760313
2001-08-27,7415.231287397463
2001-08-28,7578.6841589315845
2001-08-29,7420.7226513404785
2001-08-30,7314.964532254953
2001-08-31,7419.659947569929
2001-09-03,7588.73295156202
2001-09-04,7794.198161506151
2001-09-05,7789.190016225208
2001-09-06,7752.4551246374385
2001-09-07,7572.43031370146
2001-09-10,7561.829967455021
2001-09-11,7462.184326400011
2001-09-12,7167.475219111452
2001-09-13,7248.639008121035
2001-09-14,6933.282989773544
2001-09-17,6855.32601332322
2001-09-18,6987.55424475427
2001-09-19,7066.208210927609
2001-09-20,6791.302166535789
2001-09-21,6556.196649548816
2001-09-24,6580.985523631749
2001-09-25,6309.197042691878
2001-09-26,6286.8190975060115
2001-09-27,6282.093642672361
2001-09-28,6493.458181079819
2001-10-01,6460.928944647784
2001-10-02,6429.264245266909
2001-10-03,6375.552066005099
2001-10-04,6506.495471742878
2001-10-05,6508.699530481174
2001-10-08,6476.034011160374
2001-10-09,6563.638337279062
2001-10-10,6812.046663275228
2001-10-11,7139.661883593781
2001-10-12,7061.59050680902
2001-10-15,6950.713665430075
2001-10-16,7067.187556577055
2001-10-17,7263.618496974712
2001-10-18,7160.450890965997
2001-10-19,7142.936205765393
2001-10-22,7395.755692267418
2001-10-23,7454.277996242891
2001-10-24,7433.413158473773
2001-10-25,7319.323739721943
2001-10-26,7491.882875566365
2001-10-29,7461.007394187838
2001-10-30,7564.20358230502
2001-10-31,7590.927977007623
2001-11-01,7542.646645266668
2001-11-02,7559.065954383594
2001-11-05,7913.811351543096
2001-11-06,7830.698830475186
2001-11-07,7804.22425363988
2001-11-08,8339.478681541308
2001-11-09,8497.018781383977
2001-11-12,8410.946050366168
2001-11-13,9045.87383543694
2001-11-14,8681.095915550231
2001-11-15,8300.791518622194
2001-11-16,8247.549069298764
2001-11-19,8518.372921725797
2001-11-20,8635.201756297047
2001-11-21,8654.291194997526
2001-11-22,9022.360018592339
2001-11-23,8919.890828968812
2001-11-26,8956.94680272238
2001-11-27,8941.812309931578
2001-11-28,8797.788980249334
2001-11-29,8795.464920076998
2001-11-30,8822.340745893467
2001-12-03,8883.811253816426
2001-12-04,9162.659362905832
2001-12-05,9209.078419054722
2001-12-06,9412.557996000494
2001-12-07,9366.403562545986
2001-12-10,9502.910397071742
2001-12-11,9548.626813562294
2001-12-12,9475.780602267118
2001-12-13,9019.122813376393
2001-12-14,8939.00331534542
2001-12-17,9147.539633018261
2001-12-18,9247.004539320731
2001-12-19,9562.401533754948
2001-12-20,9693.388537152423
2001-12-21,9851.577061066662
2001-12-24,10109.77490278773
2001-12-25,10050.812557986977
2001-12-26,10100.66029080131
2001-12-27,10111.273210632551
2001-12-28,10267.737105815411
2001-12-31,10177.435149476063
2002-01-01,10177.435149476063
2002-01-02,10029.552508870976
2002-01-03,10469.202453124739
2002-01-04,10864.366504069827
2002-01-07,10902.415873771897
2002-01-08,11363.343304375358
2002-01-09,11477.734691262445
2002-01-10,11222.841485181316
2002-01-11,11432.856995249687
2002-01-14,11052.985466249645
2002-01-15,11195.764374228096
2002-01-16,11281.550687971794
2002-01-17,11635.593379027658
2002-01-18,11673.459154606857
2002-01-21,11764.408274673751
2002-01-22,12074.988016295358
2002-01-23,11821.53621651513
2002-01-24,11397.13277269297
2002-01-25,11373.60181093305
2002-01-28,11634.812336278505
2002-01-29,12026.81211971232
2002-01-30,11611.787431590998
2002-01-31,11818.473564669783
2002-02-01,11835.228424709418
2002-02-04,11779.920354595637
2002-02-05,11668.095276929691
2002-02-06,11947.186355564578
2002-02-07,12007.658387805863
2002-02-08,11989.861187444101
2002-02-11,11901.217419687253
2002-02-12,12141.108780058068
2002-02-13,12084.256338028505
2002-02-14,12095.724035635765
2002-02-15,12011.865397748777
2002-02-18,11967.2672173519
2002-02-19,11834.391101535304
2002-02-20,11627.333098967518
2002-02-21,11889.096976796727
2002-02-22,12156.877314559346
2002-02-25,12243.863046578666
2002-02-26,12285.091480611945
2002-02-27,12279.003404530105
2002-02-28,12232.346404281217
2002-03-01,12860.610860079918
2002-03-04,13341.984932403742
2002-03-05,13341.96989371881
2002-03-06,13161.096277259783
2002-03-07,13522.541839417125
2002-03-08,13595.723807012617
2002-03-11,13225.186251376583
2002-03-12,13183.12435276316
2002-03-13,13359.051157139043
2002-03-14,13664.725452953931
2002-03-15,13975.440964775538
2002-03-18,14321.227843058841
2002-03-19,14344.166830477314
2002-03-20,13933.51019338606
2002-03-21,14188.986397611827
2002-03-22,14417.222154187546
2002-03-25,14042.162747468199
2002-03-26,13973.473202174102
2002-03-27,14412.677237394912
2002-03-28,14906.023282957756
2002-03-29,14971.416078952398
2002-04-01,14777.530108066807
2002-04-02,14632.026673483682
2002-04-03,14395.54733134891
2002-04-04,14415.03230085242
2002-04-05,14610.787097711514
2002-04-08,14846.999782883058
2002-04-09,15288.841004170177
2002-04-10,15699.0227178536
2002-04-11,15569.260322836768
2002-04-12,15309.038500378869
2002-04-15,15805.094110407574
2002-04-16,15794.563945038148
2002-04-17,15983.884363457471
2002-04-18,16386.67154244892
2002-04-19,16502.728449964623
2002-04-22,16178.172351738001
2002-04-23,16222.270573477601
2002-04-24,16376.77034369894
2002-04-25,16190.335062017983
2002-04-26,16509.1277264116
2002-04-29,16481.90881887327
2002-04-30,16298.761986949383
2002-05-01,16205.9683071253
2002-05-02,16263.846498434701
2002-05-03,16091.014745382254
2002-05-06,16014.112428764143
2002-05-07,15510.485972473496
2002-05-08,15967.297552304884
2002-05-09,15958.82558540536
2002-05-10,15875.659021919446
2002-05-13,16077.973754240082
2002-05-14,16960.44043563256
2002-05-15,16841.117718564477
2002-05-16,17007.4731728873
2002-05-17,17264.878543354338
2002-05-20,17418.085428118473
2002-05-21,17338.68966461971
2002-05-22,16935.179982654678
2002-05-23,17070.770410598256
2002-05-24,16582.63014695596
2002-05-27,16732.73885586466
2002-05-28,16023.958465784528
2002-05-29,15505.999242777136
2002-05-30,15338.71381789728
2002-05-31,15922.438094841473
2002-06-03,15907.148613095584
2002-06-04,15546.985665187722
2002-06-05,15763.801803290164
2002-06-06,15933.952186599252
2002-06-07,15755.212922302464
2002-06-10,15986.007519097602
2002-06-11,15961.863542993902
2002-06-12,15903.612159766004
2002-06-13,15796.93882418184
2002-06-14,15301.960968458112
2002-06-17,15356.604010726274
2002-06-18,14970.68984075171
2002-06-19,14367.975374684916
2002-06-20,13803.38298651208
2002-06-21,13748.868998229047
2002-06-24,13240.728671262681
2002-06-25,13481.90507954907
2002-06-26,12762.219251685832
2002-06-27,13399.179557786476
2002-06-28,13410.597197272875
2002-07-01,13593.794622171776
2002-07-02,13442.511021266111
2002-07-03,13502.27812938173
2002-07-04,13669.166470899998
