Date,INDIA HIGH DIVIDEND YIELD
1998-12-31,1000.0
1999-01-01,1000.0
1999-01-04,1002.3219654550157
1999-01-05,1005.2446699591384
1999-01-06,1013.0743963729003
1999-01-07,1018.7536495050251
1999-01-08,1038.3450192187438
1999-01-11,1073.0431326915798
1999-01-12,1068.9114447311792
1999-01-13,1039.780310000303
1999-01-14,1015.7073431573496
1999-01-15,995.272065297139
1999-01-18,1016.6119749294999
1999-01-19,1000.6582822842669
1999-01-20,1000.6582822842669
1999-01-21,1005.751833826509
1999-01-22,1028.5266682984447
1999-01-25,1005.2686655631567
1999-01-26,1005.2686655631567
1999-01-27,1015.2596354268317
1999-01-28,996.6035219132722
1999-01-29,985.1323126908554
1999-02-01,977.825621581824
1999-02-02,963.4268890673846
1999-02-03,979.6814051738215
1999-02-04,975.1068607278778
1999-02-05,971.02286552422
1999-02-08,976.4987231400406
1999-02-09,994.7836090052914
1999-02-10,1019.5818909566918
1999-02-11,1052.9276347583695
1999-02-12,1030.8508914262732
1999-02-15,1029.957384861487
1999-02-16,1042.0427191566516
1999-02-17,1033.222273543216
1999-02-18,1032.0829412726653
1999-02-19,1010.745626794589
1999-02-22,991.9887667453783
1999-02-23,1007.0432579157464
1999-02-24,998.4655194213336
1999-02-25,989.3582874020091
1999-02-26,980.1203616037562
1999-03-01,1048.0409308626945
1999-03-02,1048.0409308626947
1999-03-03,1032.4510897145692
1999-03-04,1005.4750251538495
1999-03-05,1019.3188471765509
1999-03-08,1050.3136411609637
1999-03-09,1045.7731609417979
1999-03-10,1018.4384525807188
1999-03-11,1002.6156908465393
1999-03-12,1002.2570645823537
1999-03-15,1014.7358204892815
1999-03-16,1045.6761043945862
1999-03-17,1019.3614545661262
1999-03-18,1019.3614545661262
1999-03-19,1020.709735748444
1999-03-22,1025.0013077213996
1999-03-23,1035.5428061715215
1999-03-24,1017.0722157279121
1999-03-25,1017.0722157279121
1999-03-26,1027.3199420994358
1999-03-29,1027.3199420994358
1999-03-30,1053.2241471637135
1999-03-31,1054.37830837625
1999-04-01,1037.6597013742216
1999-04-02,1037.6597013742216
1999-04-05,999.2415195813448
1999-04-06,1000.0799517314181
1999-04-07,997.5674048504801
1999-04-08,991.0517591507203
1999-04-09,959.6209802166079
1999-04-12,968.9107651529979
1999-04-13,961.8311564672456
1999-04-14,961.8311564672456
1999-04-15,926.3645532969772
1999-04-16,976.885153222285
1999-04-19,935.7729253142928
1999-04-20,933.5140811841148
1999-04-21,933.2605657840109
1999-04-22,915.329097461709
1999-04-23,896.3504997169407
1999-04-26,848.5236645495482
1999-04-27,848.9200320210184
1999-04-28,870.0905397548902
1999-04-29,883.6456819158511
1999-04-30,884.1104324498181
1999-05-03,890.0878686269469
1999-05-04,917.8104450875787
1999-05-05,921.208672853558
1999-05-06,945.5913580592077
1999-05-07,957.0451312292827
1999-05-10,986.6571336084622
1999-05-11,999.4381186293515
1999-05-12,968.4981555158644
1999-05-13,1009.2026526283611
1999-05-14,1054.0000774640419
1999-05-17,1073.633462884354
1999-05-18,1092.0411049522693
1999-05-19,1103.2128296645492
1999-05-20,1075.4541039085198
1999-05-21,1038.5368154397227
1999-05-24,1014.4988684695626
1999-05-25,1030.3896997447323
1999-05-26,999.7117437961402
1999-05-27,965.9508730476484
1999-05-28,937.0750683746039
1999-05-31,979.067283804989
1999-06-01,966.9721011577087
1999-06-02,972.7992062756546
1999-06-03,991.707223654283
1999-06-04,1020.2361777130964
1999-06-07,1069.2340899792282
1999-06-08,1078.6814105318751
1999-06-09,1065.0503337675552
1999-06-10,1068.1918349025473
1999-06-11,1036.6354298814401
1999-06-14,1018.8737273967923
1999-06-15,999.2049729752365
1999-06-16,1025.8418037482047
1999-06-17,1041.3004876719822
1999-06-18,1038.4366325870662
1999-06-21,1081.5184533177242
1999-06-22,1097.8028883926918
1999-06-23,1083.2110324512932
1999-06-24,1069.400445559128
1999-06-25,1065.7930365418947
1999-06-28,1083.8668824512476
1999-06-29,1083.6619377565669
1999-06-30,1074.534043128981
1999-07-01,1060.8701894022415
1999-07-02,1069.329258503099
1999-07-05,1132.3340156069505
1999-07-06,1157.5458339747859
1999-07-07,1153.3597091320735
1999-07-08,1140.3610258693013
1999-07-09,1170.3860278541222
1999-07-12,1252.2055559319647
1999-07-13,1261.8899618722523
1999-07-14,1269.0193778012513
1999-07-15,1250.844581659269
1999-07-16,1251.5166179022488
1999-07-19,1265.2247190997439
1999-07-20,1233.4691959277818
1999-07-21,1247.5988994030806
1999-07-22,1264.6765720273195
1999-07-23,1227.2982750779975
1999-07-26,1218.6703153803332
1999-07-27,1193.8760219281041
1999-07-28,1184.9664576242283
1999-07-29,1183.7372321752275
1999-07-30,1152.9897186713351
1999-08-02,1129.3184915421452
1999-08-03,1139.9058125805584
1999-08-04,1164.2146762294235
1999-08-05,1150.8254688507416
