Date,CHINA A ONSHORE HIGH DIVIDEND YIELD
2008-05-30,1000.0
2008-06-02,1009.3521946186938
2008-06-03,1007.7811188853622
2008-06-04,981.676433829563
2008-06-05,970.2505531865418
2008-06-06,969.9642784039985
2008-06-09,969.9642784039985
2008-06-10,888.2372242013145
2008-06-11,870.8895367870504
2008-06-12,859.2578792859746
2008-06-13,833.694235621583
2008-06-16,828.4314685883443
2008-06-17,797.4264175740176
2008-06-18,843.1485182850005
2008-06-19,777.3453221385412
2008-06-20,786.6368034166163
2008-06-23,767.9478986864892
2008-06-24,777.8098307821579
2008-06-25,816.6302538069011
2008-06-26,819.1003842707188
2008-06-27,770.1030933521023
2008-06-30,766.6249307105525
2008-07-01,744.8970110719401
2008-07-02,752.8600617373716
2008-07-03,774.2521194587705
2008-07-04,762.1873315834507
2008-07-07,802.0227267208935
2008-07-08,813.8306457920498
2008-07-09,844.2207217694161
2008-07-10,831.8405877359304
2008-07-11,823.890101875061
2008-07-14,830.281834175697
2008-07-15,804.1672223001489
2008-07-16,776.2805781727051
2008-07-17,763.6542193884811
2008-07-18,791.6946262732512
2008-07-21,818.9654053017748
2008-07-22,819.4954382983119
2008-07-23,810.4508644105507
2008-07-24,831.25504802479
2008-07-25,821.0654391409445
2008-07-28,827.81997853387
2008-07-29,813.0508457033357
2008-07-30,807.5805688947889
2008-07-31,782.112422353396
2008-08-01,781.5250618623694
2008-08-04,757.8834126388673
2008-08-05,735.5194728851137
2008-08-06,739.7870299053658
2008-08-07,742.7725542097085
2008-08-08,705.0332164571367
2008-08-11,668.6435113415814
2008-08-12,674.0173860813416
2008-08-13,681.2848646657873
2008-08-14,682.1446962491756
2008-08-15,680.5948634439444
2008-08-18,642.5951468374908
2008-08-19,652.0788187284277
2008-08-20,699.3758836013404
2008-08-21,668.5171364587771
2008-08-22,660.3520072694835
2008-08-25,654.6103851821526
2008-08-26,632.1856346754162
2008-08-27,628.4169616647536
2008-08-28,631.174249326635
2008-08-29,646.5637462990323
2008-09-01,634.93772569988
2008-09-02,632.1202562036676
2008-09-03,625.1207675745998
2008-09-04,626.2626554447456
2008-09-05,610.327498405288
2008-09-08,589.7778793668804
2008-09-09,596.9842176793888
2008-09-10,602.4599269566515
2008-09-11,592.7798903564412
2008-09-12,598.5984474505689
2008-09-15,598.5984474505689
2008-09-16,594.9866751674299
2008-09-17,587.5431357967336
2008-09-18,571.5792889671303
2008-09-19,619.7233933879872
2008-09-22,645.9100492453018
2008-09-23,621.3777962384403
2008-09-24,625.5380115290192
2008-09-25,650.3565133755584
2008-09-26,652.791866022951
2008-09-29,652.791866022951
2008-09-30,652.791866022951
2008-10-01,652.791866022951
2008-10-02,652.791866022951
2008-10-03,652.791866022951
2008-10-06,620.2375572826367
2008-10-07,615.2866553093043
2008-10-08,600.7264001670167
2008-10-09,593.5835885937909
2008-10-10,565.1057696067197
2008-10-13,577.7552109013241
2008-10-14,565.8646879172624
2008-10-15,556.4656813245336
2008-10-16,531.1504816288472
2008-10-17,533.0311445164849
2008-10-20,546.8488279844909
2008-10-21,544.9612341126247
2008-10-22,533.2205171172637
2008-10-23,536.4295034271049
2008-10-24,528.6589627733965
2008-10-27,491.08745453266414
2008-10-28,503.233828280963
2008-10-29,488.5374931034317
2008-10-30,497.06404790422516
2008-10-31,481.6324418805183
2008-11-03,475.1626827172869
2008-11-04,470.5552472576048
2008-11-05,484.962518545146
2008-11-06,479.3655454658835
2008-11-07,484.00975844691385
2008-11-10,516.6214757032405
2008-11-11,513.7335709162869
2008-11-12,516.2268412704599
2008-11-13,539.200104271865
2008-11-14,556.5802201174995
2008-11-17,570.6142804361211
2008-11-18,532.2658157555013
2008-11-19,560.6098998035955
2008-11-20,552.6876837213728
2008-11-21,548.4917439663046
2008-11-24,530.0006911634998
2008-11-25,527.7494553258448
2008-11-26,533.46281931544
2008-11-27,541.3065321552286
2008-11-28,532.4862477905514
2008-12-01,537.3717590951104
2008-12-02,540.5558919236587
2008-12-03,565.5234907138694
2008-12-04,575.4952324676699
2008-12-05,582.7092042878764
2008-12-08,602.5100488879795
2008-12-09,589.139376891252
2008-12-10,598.5865269046479
2008-12-11,583.6707660514923
2008-12-12,559.0739303046247
2008-12-15,563.4417432536806
2008-12-16,569.6689698409052
2008-12-17,574.0196821382331
2008-12-18,584.530522679354
2008-12-19,588.1513950038233
2008-12-22,578.7788588775052
2008-12-23,550.1447419177172
2008-12-24,540.7029592883329
2008-12-25,536.611215900477
2008-12-26,534.5948768672089
2008-12-29,533.4150763998617
2008-12-30,526.8648529850426
2008-12-31,522.4073652974562
2009-01-01,522.4073652974562
2009-01-02,522.4073652974562
2009-01-05,542.5376426020136
2009-01-06,561.750086342467
2009-01-07,559.7152363614473
2009-01-08,546.6424122781727
2009-01-09,557.433426157041
2009-01-12,560.2812421576546
2009-01-13,550.6868031953197
2009-01-14,570.517476052926
2009-01-15,568.8376873222386
2009-01-16,575.8468011403006
2009-01-19,580.4671479677918
2009-01-20,584.2995654219101
2009-01-21,579.4647960866596
2009-01-22,585.96331673285
2009-01-23,585.2315808265511
2009-01-26,585.2315808265511
2009-01-27,585.2315808265511
2009-01-28,585.2315808265511
2009-01-29,585.2315808265511
2009-01-30,585.2315808265511
2009-02-02,594.936101044371
2009-02-03,610.6290876687924
2009-02-04,627.6313691078784
2009-02-05,622.9469845922663
2009-02-06,647.4178033444028
2009-02-09,666.4808246267318
2009-02-10,675.8544128380681
2009-02-11,675.9221519959931
2009-02-12,673.7602911899627
2009-02-13,697.8718949744624
2009-02-16,720.7000847038034
2009-02-17,692.7115494564675
2009-02-18,656.0550104591267
2009-02-19,670.3539491568188
2009-02-20,686.913977983245
2009-02-23,701.2479313655117
2009-02-24,671.1969188325021
2009-02-25,670.4325389697727
2009-02-26,635.3796619698464
2009-02-27,613.0406734264991
2009-03-02,619.8226722561626
2009-03-03,620.2184762919717
2009-03-04,656.3466076179052
2009-03-05,660.7354460126796
2009-03-06,655.5935961397968
2009-03-09,631.0411544850978
2009-03-10,641.0248854333719
2009-03-11,636.8751359019398
2009-03-12,636.9257620103168
2009-03-13,632.1321511454415
2009-03-16,639.3639404164356
2009-03-17,660.6754210401663
2009-03-18,667.8588680049313
2009-03-19,684.4816720660847
2009-03-20,683.7215991105649
2009-03-23,698.2129867776586
2009-03-24,704.8306971166987
2009-03-25,685.0359836621359
2009-03-26,703.4492092040499
2009-03-27,713.7608250214688
2009-03-30,708.5408109910694
2009-03-31,712.9646137742728
2009-04-01,728.4173735039252
2009-04-02,737.2096351984237
2009-04-03,733.1596850311188
2009-04-06,733.1596850311188
2009-04-07,733.3867071903534
2009-04-08,705.5215695921587
2009-04-09,717.100523931753
2009-04-10,735.3593022025761
2009-04-13,755.4418127939265
2009-04-14,762.1561500441954
2009-04-15,768.3615162671199
2009-04-16,772.1836774867191
2009-04-17,759.3539895863862
2009-04-20,776.5380450997152
2009-04-21,771.0253358370045
2009-04-22,744.3370080557956
2009-04-23,752.8465085269521
2009-04-24,748.4017947599652
2009-04-27,724.3365832832627
2009-04-28,725.7090125389296
2009-04-29,746.4123697939328
2009-04-30,754.6028918360669
2009-05-01,754.6028918360669
2009-05-04,782.4191610016834
2009-05-05,787.8912454933807
2009-05-06,800.3168164280694
2009-05-07,797.3310789429129
2009-05-08,793.7275041994291
2009-05-11,772.9760704709222
2009-05-12,795.9057351992916
2009-05-13,799.7843453550515
2009-05-14,796.629297184334
2009-05-15,797.8964117979667
2009-05-18,808.1405033670006
2009-05-19,814.1674129348401
2009-05-20,808.8271501763857
2009-05-21,787.4943848663848
2009-05-22,788.1705059407894
2009-05-25,786.2591245312202
2009-05-26,780.5679918245409
2009-05-27,788.1387123021824
2009-05-28,788.1387123021824
2009-05-29,788.1387123021824
2009-06-01,809.0186938769605
2009-06-02,813.7452010594675
2009-06-03,829.8923190766263
2009-06-04,831.8975505518132
2009-06-05,826.7890059251678
2009-06-08,831.2570825354134
2009-06-09,838.6882392983392
2009-06-10,851.5554245622939
2009-06-11,844.563997992334
2009-06-12,825.6370386164301
2009-06-15,844.8200320375267
2009-06-16,844.1249186059307
2009-06-17,855.3068993105264
2009-06-18,868.1289212716118
2009-06-19,878.3581920036761
2009-06-22,878.111613671902
2009-06-23,885.8565531915225
2009-06-24,899.5703619181566
2009-06-25,898.0057276775752
2009-06-26,897.33857100055
2009-06-29,908.0551387107868
2009-06-30,896.1351422610844
2009-07-01,908.5167507339205
2009-07-02,916.5542912844613
2009-07-03,925.8523738515426
2009-07-06,942.4654664435593
2009-07-07,938.2081917504361
2009-07-08,936.5023285439712
2009-07-09,953.9337666527757
2009-07-10,957.5800131837783
2009-07-13,952.8275451131542
2009-07-14,976.6699170307729
2009-07-15,988.950522873328
2009-07-16,984.8078441215238
2009-07-17,986.8879001961737
2009-07-20,1011.0663880836287
2009-07-21,996.4374529810683
2009-07-22,1010.0562090646098
2009-07-23,1022.3071982698083
2009-07-24,1023.7538377598241
2009-07-27,1040.733865108549
2009-07-28,1050.093694702229
2009-07-29,1001.2353226733951
2009-07-30,1015.1849628725068
2009-07-31,1045.1035742172567
2009-08-03,1068.5580171173317
2009-08-04,1075.9894143548006
2009-08-05,1072.1689869347504
2009-08-06,1047.5338547587455
2009-08-07,1012.4708795106317
2009-08-10,1013.1781141603186
2009-08-11,1018.7343544346628
2009-08-12,972.9268691032165
2009-08-13,980.5003295620378
2009-08-14,948.6765627254613
2009-08-17,889.4556094123107
2009-08-18,906.2352622753165
2009-08-19,864.4267936942551
2009-08-20,898.0821774747442
2009-08-21,917.8392976298363
2009-08-24,927.4902248536299
2009-08-25,903.6903871378034
2009-08-26,926.8501241242622
2009-08-27,926.7137335208621
2009-08-28,900.0080518729009
2009-08-31,841.3445496079345
2009-09-01,842.2576028049493
2009-09-02,853.3547449354637
2009-09-03,898.2261632855909
2009-09-04,905.2819225992167
2009-09-07,910.3413495941511
2009-09-08,927.8769168057055
2009-09-09,937.1320455333228
2009-09-10,929.5701087671575
2009-09-11,943.0126699776048
2009-09-14,958.9541023503172
2009-09-15,961.7861030497738
2009-09-16,947.573342457246
2009-09-17,965.8051558208077
2009-09-18,934.0756070309626
2009-09-21,943.4823019947104
2009-09-22,928.7096653370962
2009-09-23,908.2924662646134
2009-09-24,905.7605549372998
2009-09-25,900.284896612621
2009-09-28,875.0641568543264
2009-09-29,871.5160523571757
2009-09-30,880.7614229775037
2009-10-01,880.7614229775037
2009-10-02,880.7614229775037
2009-10-05,880.7614229775037
2009-10-06,880.7614229775037
2009-10-07,880.7614229775037
2009-10-08,880.7614229775037
2009-10-09,920.0231483387805
2009-10-12,919.314341797972
2009-10-13,930.4645182346226
2009-10-14,934.4551086866473
2009-10-15,936.9491915876829
2009-10-16,935.1293474107109
2009-10-19,954.0700640486523
2009-10-20,970.4467002290256
2009-10-21,966.4718700294537
2009-10-22,960.6859972851721
2009-10-23,978.0311076227508
2009-10-26,984.8048025765108
2009-10-27,962.6595742616997
2009-10-28,968.4792858115303
2009-10-29,948.9931784886355
2009-10-30,959.964991212029
2009-11-02,987.7847083574665
2009-11-03,1000.0255084500515
2009-11-04,1006.057683641441
2009-11-05,1013.8905659586003
2009-11-06,1018.6820434620035
2009-11-09,1024.7108014242474
2009-11-10,1030.9583144340247
2009-11-11,1028.445583557647
2009-11-12,1030.971406824512
2009-11-13,1035.5550244911271
2009-11-16,1062.6267895951742
2009-11-17,1063.3917272569663
2009-11-18,1064.4097318681893
2009-11-19,1070.762754784748
2009-11-20,1069.490575004375
2009-11-23,1084.4064322513725
2009-11-24,1048.3936718139555
2009-11-25,1075.713284348489
2009-11-26,1033.6885919118004
2009-11-27,1010.5482207298328
2009-11-30,1050.7789029869416
2009-12-01,1065.669413218155
2009-12-02,1073.89097266512
2009-12-03,1074.3178037679857
2009-12-04,1087.2560245498478
2009-12-07,1091.3360040785917
2009-12-08,1077.133110683222
2009-12-09,1060.639832349862
2009-12-10,1067.8517018617024
2009-12-11,1067.6499246779852
2009-12-14,1085.263439747365
2009-12-15,1080.321354988997
2009-12-16,1073.0308047484912
2009-12-17,1043.8683573045187
2009-12-18,1020.625364384049
2009-12-21,1023.5117710718918
2009-12-22,1000.1144942569773
2009-12-23,1008.8988862586504
2009-12-24,1037.8190149415973
2009-12-25,1034.416965989632
2009-12-28,1051.2635973432775
2009-12-29,1056.393363564086
2009-12-30,1071.247367282151
2009-12-31,1075.0511092318336
2010-01-01,1075.0511092318336
2010-01-04,1063.9626700989945
2010-01-05,1072.8775839751365
2010-01-06,1067.5148486736828
2010-01-07,1048.24063720163
2010-01-08,1048.877434094445
2010-01-11,1048.9997179904897
2010-01-12,1070.0523624965697
2010-01-13,1040.2538851088914
2010-01-14,1058.273798639875
2010-01-15,1060.5640086802052
2010-01-18,1072.252684657567
2010-01-19,1069.7128695648819
2010-01-20,1035.5631710735752
2010-01-21,1037.22618340546
2010-01-22,1023.1870009287826
2010-01-25,1011.1200597601063
2010-01-26,987.7584969405935
2010-01-27,976.42446082681
2010-01-28,979.2419688905077
2010-01-29,979.2916467325432
2010-02-01,960.8471348418911
2010-02-02,957.4730680183476
2010-02-03,982.5695416368014
2010-02-04,977.0664086441525
2010-02-05,959.3870076265327
2010-02-08,959.3861265849193
2010-02-09,965.8980211883141
2010-02-10,975.1128860240013
2010-02-11,974.2703152304767
2010-02-12,984.1068489036419
2010-02-15,984.1068489036419
2010-02-16,984.1068489036419
2010-02-17,984.1068489036419
2010-02-18,984.1068489036419
2010-02-19,984.1068489036419
2010-02-22,979.2223579967385
2010-02-23,974.0489485129136
2010-02-24,988.7635339153046
2010-02-25,999.9124460997356
2010-02-26,996.2703349679324
2010-03-01,1007.7588295970799
2010-03-02,1002.2748973419099
2010-03-03,1008.9494635774365
2010-03-04,983.7038609904135
2010-03-05,984.515804394946
2010-03-08,990.5934380348268
2010-03-09,994.91069348035
2010-03-10,987.0633635496008
2010-03-11,986.3972042037074
2010-03-12,974.2448204066952
2010-03-15,960.6953691635762
2010-03-16,963.1261470210337
2010-03-17,982.1296631994517
2010-03-18,980.7023097215317
2010-03-19,986.9583889164603
2010-03-22,988.6753901738914
2010-03-23,982.0369336298816
2010-03-24,982.8828312507053
2010-03-25,972.5027769846262
2010-03-26,985.4870018353437
2010-03-29,1005.3755170817556
2010-03-30,1005.0354978402509
2010-03-31,997.3095029048178
2010-04-01,1009.9706833839841
2010-04-02,1014.7228591104249
2010-04-05,1014.7228591104249
2010-04-06,1014.6631094742805
2010-04-07,1009.7570090783884
2010-04-08,1000.2627426334695
2010-04-09,1007.685165499472
2010-04-12,1001.6619382670999
2010-04-13,1012.8480728961671
2010-04-14,1015.4043543122474
2010-04-15,1013.3586925045574
2010-04-16,1002.8522448560138
2010-04-19,954.1319843283958
2010-04-20,952.4364271091856
2010-04-21,971.1748462136145
2010-04-22,960.9964431089036
2010-04-23,956.1113567338973
2010-04-26,954.0248183352735
2010-04-27,934.6834145437782
2010-04-28,932.0050392441542
2010-04-29,925.50219887493
2010-04-30,926.4452314524957
2010-05-03,926.4452314524957
2010-05-04,913.2812974859214
2010-05-05,919.289223362743
2010-05-06,882.7486857418058
2010-05-07,861.707243513672
2010-05-10,867.2361475966947
2010-05-11,853.9264647607996
2010-05-12,859.3707920680813
2010-05-13,877.1745424863071
2010-05-14,873.9345325593243
2010-05-17,831.3361944360541
2010-05-18,842.732559722967
2010-05-19,841.5833765790625
2010-05-20,833.3659476130546
2010-05-21,842.5366194764383
2010-05-24,870.387921614681
2010-05-25,852.9680028999106
2010-05-26,853.3011113800846
2010-05-27,864.7695106386178
2010-05-28,864.0623469683932
2010-05-31,843.0694073462391
2010-06-01,830.7310687140172
2010-06-02,833.640930097771
