Date,CHINA HIGH DIVIDEND YIELD
1999-08-09,1589.9715393961822
1999-08-10,1508.866122214908
1999-08-11,1467.0990569786366
1999-08-12,1517.9026368487075
1999-08-13,1501.8259492880163
1999-08-16,1501.7514754505462
1999-08-17,1514.2417246764805
1999-08-18,1528.7364553876987
1999-08-19,1623.0619785412039
1999-08-20,1662.1166845738965
1999-08-23,1658.7150369951246
1999-08-24,1650.9795601261694
1999-08-25,1649.6800261676551
1999-08-26,1686.2410212072255
1999-08-27,1655.5446884212397
1999-08-30,1626.355324378034
1999-08-31,1631.2920708149861
1999-09-01,1641.9516928601115
1999-09-02,1633.3936710953658
1999-09-03,1626.722951115801
1999-09-06,1662.7380791579449
1999-09-07,1661.148402431552
1999-09-08,1639.8099822755385
1999-09-09,1711.7574039273827
1999-09-10,1715.4096699986699
1999-09-13,1707.9386400282503
1999-09-14,1694.8396222565889
1999-09-15,1654.3460644999675
1999-09-16,1654.0487086223757
1999-09-17,1661.226627986292
1999-09-20,1654.3754879549529
1999-09-21,1641.1104969016449
1999-09-22,1623.9864965754357
1999-09-23,1623.371306622268
1999-09-24,1631.5344711389994
1999-09-27,1618.1394801821227
1999-09-28,1603.91424692153
1999-09-29,1605.8871471895704
1999-09-30,1590.8600695341102
1999-10-01,1590.8170045269794
1999-10-04,1575.1505772876503
1999-10-05,1557.4489893979642
1999-10-06,1553.1754925469788
1999-10-07,1566.67501659936
1999-10-08,1543.6748543092265
1999-10-11,1499.5036912945127
1999-10-12,1459.3265927311045
1999-10-13,1392.9848862162817
1999-10-14,1419.6687587343995
1999-10-15,1413.6092104828278
1999-10-18,1412.1832676632964
1999-10-19,1355.4223933775452
1999-10-20,1376.6739337025676
1999-10-21,1367.9514851557205
1999-10-22,1400.4052601923456
1999-10-25,1401.9647616161446
1999-10-26,1397.773764918422
1999-10-27,1427.5888025984043
1999-10-28,1422.3227504370548
1999-10-29,1435.443068809441
1999-11-01,1400.0992875326256
1999-11-02,1378.0649853772145
1999-11-03,1372.88652290847
1999-11-04,1420.0995451958067
1999-11-05,1423.9287451299406
1999-11-08,1440.9991421753234
1999-11-09,1426.5769820170415
1999-11-10,1482.848953767814
1999-11-11,1456.68154211426
1999-11-12,1421.7186639694307
1999-11-15,1535.1579558789035
1999-11-16,1525.5424985563259
1999-11-17,1477.2473792964024
1999-11-18,1473.3533121798332
1999-11-19,1454.5926767108742
1999-11-22,1419.804283949596
1999-11-23,1395.4242336565535
1999-11-24,1342.3815180272688
1999-11-25,1311.9397139853163
1999-11-26,1304.400149778876
1999-11-29,1317.0144178019639
1999-11-30,1346.1379478795322
1999-12-01,1349.7096651375903
1999-12-02,1359.8574757697577
1999-12-03,1335.537589551601
1999-12-06,1344.4756756094941
1999-12-07,1323.8366007124955
1999-12-08,1316.8682898826612
1999-12-09,1307.2680288204199
1999-12-10,1304.2596812957227
1999-12-13,1308.183674846621
1999-12-14,1292.4903528016055
1999-12-15,1288.1449775413485
1999-12-16,1296.0142800300187
1999-12-17,1294.0960667303616
1999-12-20,1285.3899702403626
1999-12-21,1270.8343090091016
1999-12-22,1264.05996090314
1999-12-23,1256.1773159684005
1999-12-24,1250.949258909411
1999-12-27,1252.152767328909
1999-12-28,1271.485519892798
1999-12-29,1268.6284828925527
1999-12-30,1290.4599598138375
1999-12-31,1290.4599598138377
2000-01-03,1281.2203662212507
2000-01-04,1322.5289644921427
2000-01-05,1270.572629956796
2000-01-06,1247.3015810965662
2000-01-07,1311.3206451418157
2000-01-10,1319.6622811002435
2000-01-11,1285.6307557162381
2000-01-12,1285.6111537477125
2000-01-13,1263.1607814049737
2000-01-14,1241.2604785962164
2000-01-17,1235.756307343909
2000-01-18,1253.2021396312584
2000-01-19,1253.0395944706413
2000-01-20,1253.6966794227149
2000-01-21,1251.7191809706196
2000-01-24,1251.0608417897556
2000-01-25,1246.8515726320093
2000-01-26,1267.2217667674931
2000-01-27,1254.6085731420612
2000-01-28,1274.2619134572249
2000-01-31,1278.0407672265208
2000-02-01,1236.9412726164437
2000-02-02,1230.0136054915806
2000-02-03,1249.8896243128956
2000-02-04,1249.9164743188992
2000-02-07,1249.8627756871954
2000-02-08,1234.4398290108809
2000-02-09,1218.783851850551
2000-02-10,1193.5255011939546
2000-02-11,1190.9546955088983
2000-02-14,1213.9098862057656
2000-02-15,1204.971600817889
2000-02-16,1210.9245090410143
2000-02-17,1200.9857912451523
2000-02-18,1258.0711067932154
2000-02-21,1234.0520997456517
2000-02-22,1184.1044382564685
2000-02-23,1174.8272120512554
2000-02-24,1165.6331017687648
2000-02-25,1152.5066892023037
2000-02-28,1135.01747601476
2000-02-29,1140.9828533912164
2000-03-01,1127.7509846969876
2000-03-02,1102.3909292694561
2000-03-03,1101.1741048731253
2000-03-06,1100.1727686484903
2000-03-07,1114.1345780753334
2000-03-08,1128.6547025836342
2000-03-09,1135.8340864956872
2000-03-10,1116.5888145366048
2000-03-13,1130.8456396019374
2000-03-14,1126.9375650268425
2000-03-15,1104.875068073244
2000-03-16,1065.9418135982662
2000-03-17,1108.3022155069348
2000-03-20,1081.3133413061396
2000-03-21,1071.0270413915148
2000-03-22,1066.015559476336
2000-03-23,1109.704700589054
2000-03-24,1119.9392254888362
2000-03-27,1174.0991238841502
2000-03-28,1170.6682711452845
2000-03-29,1143.335602456519
2000-03-30,1153.2647440489386
2000-03-31,1158.0361247619444
2000-04-03,1148.4655389830211
2000-04-04,1149.224773232101
2000-04-05,1130.4041137834272
2000-04-06,1162.4701746680455
2000-04-07,1183.1947812006608
2000-04-10,1179.7205769947072
2000-04-11,1171.8258296019305
2000-04-12,1177.230500642578
2000-04-13,1179.3721440195366
2000-04-14,1228.8924477285623
2000-04-17,1161.7878510602761
2000-04-18,1252.7700216637004
2000-04-19,1241.852025860919
2000-04-20,1232.953512827966
2000-04-21,1239.0568605917952
2000-04-24,1239.4745101847057
2000-04-25,1268.3852625032057
2000-04-26,1269.572838126176
2000-04-27,1234.826945923445
2000-04-28,1225.0278076808656
2000-05-01,1225.053824004867
2000-05-02,1240.1855728124494
2000-05-03,1238.5153821971498
2000-05-04,1249.3183550774872
2000-05-05,1249.9802267518717
2000-05-08,1193.8672388121179
2000-05-09,1158.6704130765654
2000-05-10,1159.6338173197569
2000-05-11,1160.7439001292005
2000-05-12,1188.3509860315162
2000-05-15,1247.4666135310974
2000-05-16,1297.9613067964103
2000-05-17,1266.5850147290175
2000-05-18,1273.8931600750434
2000-05-19,1258.2525636823364
2000-05-22,1278.4495831591018
2000-05-23,1236.3071854988812
2000-05-24,1246.3617084001633
2000-05-25,1216.7333583805755
2000-05-26,1207.829262015778
2000-05-29,1262.90454870433
2000-05-30,1221.639669378511
2000-05-31,1275.4013183423774
2000-06-01,1281.9743915421288
2000-06-02,1331.8372797110092
2000-06-05,1349.748986285607
2000-06-06,1349.689632396035
2000-06-07,1378.7581914596105
2000-06-08,1352.6447657250546
2000-06-09,1362.696707492108
2000-06-12,1364.2716259197875
2000-06-13,1354.9576730622368
2000-06-14,1352.2964607410977
2000-06-15,1384.5744483582766
2000-06-16,1422.957555271712
2000-06-19,1469.1515426396331
2000-06-20,1470.8862428673058
2000-06-21,1471.1925394493169
2000-06-22,1448.8551845234588
2000-06-23,1467.6035985658548
2000-06-26,1471.89355550903
2000-06-27,1426.7860060578998
2000-06-28,1427.0110916186657
2000-06-29,1405.6177010389836
2000-06-30,1420.3774342308436
2000-07-03,1409.747703964075
2000-07-04,1445.9286326896981
2000-07-05,1480.01583142949
2000-07-06,1437.0839780647452
2000-07-07,1461.0710014045947
2000-07-10,1493.3647363392436
2000-07-11,1555.0602827494351
2000-07-12,1594.235788198075
2000-07-13,1576.0416516607343
2000-07-14,1566.1807554475758
2000-07-17,1527.534687914621
2000-07-18,1518.8268051871958
2000-07-19,1527.2764670379806
2000-07-20,1609.0689349499607
2000-07-21,1677.4178923207921
2000-07-24,1717.595841273213
2000-07-25,1681.2958505038134
2000-07-26,1664.620660478956
2000-07-27,1653.8671591484624
2000-07-28,1589.5309017747218
2000-07-31,1596.2704578982798
2000-08-01,1668.2208893824582
2000-08-02,1679.8260144087285
2000-08-03,1706.4093335342416
2000-08-04,1701.7033459382858
2000-08-07,1734.0227177417134
2000-08-08,1724.700216602291
2000-08-09,1702.4948019697922
2000-08-10,1689.7867907704574
2000-08-11,1680.1316524349882
2000-08-14,1696.8454151937794
2000-08-15,1693.316032578446
2000-08-16,1706.1786616042723
2000-08-17,1717.5146321119776
2000-08-18,1712.0367332689236
2000-08-21,1716.7513816244734
2000-08-22,1711.0355190227492
2000-08-23,1660.3730254739637
2000-08-24,1628.292812167504
2000-08-25,1623.9554492064947
2000-08-28,1597.7752794912624
2000-08-29,1600.8932932488076
2000-08-30,1610.1687679893637
2000-08-31,1607.743952248139
2000-09-01,1639.726944466321
2000-09-04,1661.0074610010959
2000-09-05,1643.614366654311
2000-09-06,1634.2758225238626
2000-09-07,1623.1512394399779
2000-09-08,1592.2761711147734
2000-09-11,1552.4731852711839
2000-09-12,1501.590257923542
2000-09-13,1501.363459044051
2000-09-14,1467.0890077376648
2000-09-15,1473.1400950675315
2000-09-18,1411.6503608042592
2000-09-19,1392.041977056873
2000-09-20,1415.937528698776
2000-09-21,1361.7689292056393
2000-09-22,1307.7837028334661
2000-09-25,1346.5937473789274
2000-09-26,1356.582643654357
2000-09-27,1392.6526784724151
2000-09-28,1395.4804405366556
2000-09-29,1445.8896474408211
2000-10-02,1445.9532375838687
2000-10-03,1501.0106581099308
2000-10-04,1458.2274348939604
2000-10-05,1447.3308290116238
2000-10-06,1447.349017169525
2000-10-09,1409.4523962189596
2000-10-10,1403.2703637775655
2000-10-11,1372.7932361426465
2000-10-12,1372.6679051634146
2000-10-13,1316.8593873096556
2000-10-16,1324.1543721836197
2000-10-17,1320.7711522037932
2000-10-18,1287.1145356664995
2000-10-19,1267.6910948367313
2000-10-20,1324.5738551489358
2000-10-23,1318.6623383961569
2000-10-24,1294.9382847165618
2000-10-25,1304.3386865700677
2000-10-26,1324.6545823617946
2000-10-27,1342.2268277170108
2000-10-30,1367.5697377122767
2000-10-31,1404.5822182289917
2000-11-01,1467.3309597495336
2000-11-02,1441.0308635863144
2000-11-03,1451.799881722105
2000-11-06,1463.27404009639
2000-11-07,1447.8898599030447
2000-11-08,1422.1315851788902
2000-11-09,1431.8098627806892
2000-11-10,1426.9778498469236
2000-11-13,1368.5566545213833
2000-11-14,1411.563069142812
2000-11-15,1414.1882115128262
2000-11-16,1452.8910712515237
2000-11-17,1451.825868535358
2000-11-20,1468.6206333642115
2000-11-21,1503.6939699097388
2000-11-22,1474.5454124734085
2000-11-23,1479.286222703477
2000-11-24,1449.5593462587096
2000-11-27,1437.5670517590768
2000-11-28,1411.037529395834
2000-11-29,1379.8573843985482
2000-11-30,1384.6809243909765
2000-12-01,1413.6582609259644
2000-12-04,1414.135909913949
2000-12-05,1419.2864628873126
2000-12-06,1456.2061672699606
2000-12-07,1472.1896368378552
2000-12-08,1463.3284211721452
2000-12-11,1456.4175715127155
2000-12-12,1452.9582396758794
2000-12-13,1464.6160540297367
2000-12-14,1459.1183623459976
2000-12-15,1430.5137932165799
2000-12-18,1426.887254973983
2000-12-19,1425.5162629692118
2000-12-20,1422.5002945420715
2000-12-21,1434.5805948846314
2000-12-22,1439.1266451527954
2000-12-25,1439.615634017549
2000-12-26,1439.930267689443
2000-12-27,1434.0873489768435
2000-12-28,1458.6167657228943
2000-12-29,1475.4188371441915
2001-01-01,1475.4188371441915
2001-01-02,1488.9741325615946
2001-01-03,1465.3314163671394
2001-01-04,1491.7385420048945
2001-01-05,1496.0400432915728
2001-01-08,1556.7662038371175
2001-01-09,1549.7487085623823
2001-01-10,1570.421362304077
2001-01-11,1495.0519414002113
2001-01-12,1520.3520977589524
2001-01-15,1512.3221214119787
2001-01-16,1477.8202235478875
2001-01-17,1420.523458353851
2001-01-18,1466.339029877545
2001-01-19,1466.7688541857467
2001-01-22,1473.9655866711923
2001-01-23,1507.9210796302032
2001-01-24,1507.9305151211527
2001-01-25,1507.9399507330768
2001-01-26,1507.921079630203
2001-01-29,1473.8851740052169
2001-01-30,1460.8619409590863
2001-01-31,1474.7083441185198
2001-02-01,1485.8174086149909
2001-02-02,1488.9888255945737
2001-02-05,1477.737709591675
2001-02-06,1474.5693941107509
2001-02-07,1483.9453864104755
2001-02-08,1470.4141729587423
2001-02-09,1510.414092846783
2001-02-12,1561.7936868223692
2001-02-13,1537.0220403395356
2001-02-14,1505.2530843005973
2001-02-15,1507.0957573910134
2001-02-16,1510.0756462702814
2001-02-19,1568.4472281435412
2001-02-20,1635.9272281739188
2001-02-21,1579.7458146377296
2001-02-22,1568.978839072458
2001-02-23,1597.9629939234856
2001-02-26,1591.2680650223515
2001-02-27,1625.2451831807105
2001-02-28,1569.5562330166592
2001-03-01,1508.7997654506582
2001-03-02,1509.13799919448
2001-03-05,1549.4127542221347
2001-03-06,1578.7275463458527
2001-03-07,1545.6752370681709
2001-03-08,1532.5439696614374
2001-03-09,1522.9480904421168
2001-03-12,1471.742391284075
2001-03-13,1448.1109101252582
2001-03-14,1450.118254352062
2001-03-15,1462.4216595240496
2001-03-16,1484.6936793075072
2001-03-19,1478.8851511272176
2001-03-20,1455.0150236024929
2001-03-21,1465.6824405919658
2001-03-22,1439.9107693185977
2001-03-23,1425.8203954407138
2001-03-26,1460.524521464678
2001-03-27,1441.6292042465634
2001-03-28,1450.145312525451
2001-03-29,1447.576421851916
2001-03-30,1501.7860770881277
2001-04-02,1533.5746370210268
2001-04-03,1484.9519396898902
2001-04-04,1444.7014672707392
2001-04-05,1449.1343061266775
2001-04-06,1443.6910146296195
2001-04-09,1435.3096817485475
2001-04-10,1448.6100573352473
2001-04-11,1456.8803510897942
2001-04-12,1498.598430444882
2001-04-13,1498.7757336115665
2001-04-16,1502.6866353479204
2001-04-17,1502.739974776428
2001-04-18,1545.8719548240795
2001-04-19,1539.748022513511
2001-04-20,1527.9241110909497
2001-04-23,1535.1904557062721
2001-04-24,1543.4429802544125
2001-04-25,1512.521343593988
2001-04-26,1522.7222194247772
2001-04-27,1547.9045189160452
2001-04-30,1550.4921320235271
2001-05-01,1550.5112508912587
2001-05-02,1623.8970306229603
2001-05-03,1617.328719141067
2001-05-04,1608.4933108581013
2001-05-07,1623.9549314788962
2001-05-08,1618.4824424107433
2001-05-09,1661.6806652302985
2001-05-10,1654.1216613439417
2001-05-11,1647.5299665499656
2001-05-14,1623.6683379256085
2001-05-15,1647.1854918929673
2001-05-16,1671.045218383489
2001-05-17,1685.6715577050054
2001-05-18,1691.1136362001885
2001-05-21,1716.762081594032
2001-05-22,1735.9512789118903
2001-05-23,1729.3496110513977
2001-05-24,1750.105286523455
2001-05-25,1773.7779652385252
2001-05-28,1835.955355473572
2001-05-29,1767.5139709219452
2001-05-30,1727.4766601320343
2001-05-31,1712.3481978603093
2001-06-01,1722.482300631902
2001-06-04,1803.7642186654168
2001-06-05,1815.4547495553427
2001-06-06,1765.9346053068898
2001-06-07,1771.6416079921514
2001-06-08,1771.8326622188044
2001-06-11,1778.6108361975441
2001-06-12,1748.1229017592946
2001-06-13,1710.2400590846821
2001-06-14,1635.0017610922691
2001-06-15,1645.5832840049814
2001-06-18,1627.4090021751874
2001-06-19,1633.8549654315752
2001-06-20,1657.436427315668
2001-06-21,1695.9801139400327
2001-06-22,1685.0356960069148
2001-06-25,1687.198978702893
2001-06-26,1686.5670215990322
2001-06-27,1692.860314085928
2001-06-28,1650.8846310642787
2001-06-29,1644.7401151574493
2001-07-02,1644.7717457888507
2001-07-03,1654.1648115139742
2001-07-04,1652.7968473678534
2001-07-05,1616.980109762773
2001-07-06,1615.8255780798283
2001-07-09,1582.8121375443227
2001-07-10,1588.8591147119844
2001-07-11,1565.1146103328185
2001-07-12,1588.0403854873143
2001-07-13,1559.3904409764912
2001-07-16,1531.9399412512712
2001-07-17,1489.3732389242316
2001-07-18,1493.6890342905656
2001-07-19,1463.8642812078747
2001-07-20,1486.484742469919
2001-07-23,1494.3629531672198
2001-07-24,1515.261455243642
2001-07-25,1512.334786508411
2001-07-26,1523.7276057793958
2001-07-27,1532.7310367584778
2001-07-30,1511.7975426209714
2001-07-31,1501.1177092755574
2001-08-01,1512.926029192472
2001-08-02,1501.4510107008093
2001-08-03,1464.9013542929993
2001-08-06,1414.7127353387834
2001-08-07,1433.249253677434
2001-08-08,1429.1833475880992
2001-08-09,1428.8904892617354
2001-08-10,1445.246276418909
2001-08-13,1431.2255677763674
2001-08-14,1468.0897558511303
2001-08-15,1486.931040072213
2001-08-16,1457.537906684468
2001-08-17,1463.8264374724806
2001-08-20,1461.2085389572078
2001-08-21,1491.568228615164
2001-08-22,1479.6254772170669
2001-08-23,1454.8395273203503
2001-08-24,1435.445724124131
2001-08-27,1432.760381559833
2001-08-28,1411.3090548356495
2001-08-29,1402.1204066327703
2001-08-30,1395.6101760174615
2001-08-31,1427.5874997701876
2001-09-03,1422.1631148362171
2001-09-04,1434.1545716925607
2001-09-05,1450.9790048650916
2001-09-06,1467.2402113079095
2001-09-07,1429.377472568401
2001-09-10,1422.3617735541627
2001-09-11,1428.7075210116711
2001-09-12,1343.999749696451
2001-09-13,1349.3714379560483
2001-09-14,1318.4359576206243
2001-09-17,1263.803134952894
2001-09-18,1261.9956083002767
2001-09-19,1314.0440261117026
2001-09-20,1316.272420871956
2001-09-21,1295.1362943519748
2001-09-24,1343.948279722053
2001-09-25,1320.4454475975301
2001-09-26,1306.9266903141367
2001-09-27,1316.2449201484374
2001-09-28,1347.348761045191
2001-10-01,1347.495612929413
2001-10-02,1347.4524178758502
2001-10-03,1357.2789999186039
2001-10-04,1380.9220880530386
2001-10-05,1380.2989926785008
2001-10-08,1370.172642873948
2001-10-09,1405.2568628260485
2001-10-10,1408.8383941086504
2001-10-11,1413.0276370707752
2001-10-12,1361.5304912156378
2001-10-15,1356.8135070720757
2001-10-16,1367.3647939011144
2001-10-17,1381.8314526720806
2001-10-18,1355.5543574620306
2001-10-19,1348.5203853061098
2001-10-22,1345.5059691556246
2001-10-23,1414.691956959176
2001-10-24,1414.450897644789
2001-10-25,1412.534933382781
2001-10-26,1418.97271839474
2001-10-29,1422.2149898990988
2001-10-30,1462.2644655250638
2001-10-31,1462.2630971837796
2001-11-01,1470.7573524885252
2001-11-02,1467.0247449701346
2001-11-05,1484.1303817094517
2001-11-06,1473.363671347574
2001-11-07,1438.0048526182193
2001-11-08,1462.5136613927775
2001-11-09,1469.3061001985304
2001-11-12,1470.5941064918745
2001-11-13,1462.4804626617197
2001-11-14,1473.6335957246868
2001-11-15,1474.633698092236
2001-11-16,1442.0837400028443
2001-11-19,1451.0712294784482
2001-11-20,1445.4808774116166
2001-11-21,1463.5102020040933
2001-11-22,1467.2347169786326
2001-11-23,1483.7622477504212
2001-11-26,1464.6427113496475
2001-11-27,1468.5498090315893
2001-11-28,1445.2338114621962
2001-11-29,1450.5046226053128
2001-11-30,1456.8147657813897
2001-12-03,1466.5621635770062
2001-12-04,1480.1068598974668
2001-12-05,1475.5905750429208
2001-12-06,1506.8666142994155
2001-12-07,1503.262268184374
2001-12-10,1495.2154029685782
2001-12-11,1498.7934245597412
2001-12-12,1471.229905928722
2001-12-13,1457.9457666822545
2001-12-14,1456.129926429503
2001-12-17,1458.9244440982723
2001-12-18,1453.1959501049923
2001-12-19,1452.694504756793
2001-12-20,1466.8863496089741
2001-12-21,1460.612496030237
2001-12-24,1465.214310767459
2001-12-25,1467.5434768698103
2001-12-26,1471.7628808076954
2001-12-27,1474.23263431759
2001-12-28,1469.525309080593
2001-12-31,1472.4907526423167
2002-01-01,1472.490752642317
2002-01-02,1484.3143509171935
2002-01-03,1514.7981773262702
2002-01-04,1515.4275740877702
2002-01-07,1563.8221990836635
2002-01-08,1544.2186287679558
2002-01-09,1518.518496507755
2002-01-10,1517.93064006531
2002-01-11,1523.6312072199064
2002-01-14,1518.2095100001252
2002-01-15,1495.6843901433847
2002-01-16,1493.6906979439125
2002-01-17,1492.6252570495824
2002-01-18,1520.3699069907539
2002-01-21,1518.7418995697362
2002-01-22,1497.8016956255824
2002-01-23,1499.341804870794
2002-01-24,1514.4903696556898
2002-01-25,1541.6123518053637
2002-01-28,1567.2865182291591
2002-01-29,1563.2948304306594
2002-01-30,1535.4617216404736
2002-01-31,1546.174729210031
2002-02-01,1532.8662102580809
2002-02-04,1536.1225840091836
2002-02-05,1538.8942181020375
2002-02-06,1545.3536545503814
2002-02-07,1539.0174803262591
2002-02-08,1553.3667586622034
2002-02-11,1569.9594225935123
2002-02-12,1569.9402254892652
2002-02-13,1569.9594225935123
2002-02-14,1569.9594225935123
2002-02-15,1590.9251900758316
2002-02-18,1621.5498208815382
2002-02-19,1611.8291472979697
2002-02-20,1602.406979904897
2002-02-21,1587.324183245138
2002-02-22,1583.970723712506
2002-02-25,1561.794783621226
2002-02-26,1559.7751435030289
2002-02-27,1586.0011152972525
2002-02-28,1578.8995488561675
2002-03-01,1562.5727948230428
2002-03-04,1589.4409851699697
2002-03-05,1609.8114741375075
2002-03-06,1615.6373181522288
2002-03-07,1641.9443011354365
2002-03-08,1652.690639606965
2002-03-11,1685.6140262466065
2002-03-12,1706.0311231418127
2002-03-13,1698.5808242423152
2002-03-14,1700.1637650583637
2002-03-15,1686.061523814164
2002-03-18,1678.8931927829292
2002-03-19,1670.128583017966
2002-03-20,1678.4711493707416
2002-03-21,1666.5556906650606
2002-03-22,1667.125185867795
2002-03-25,1655.1936636107853
2002-03-26,1646.7186621907115
2002-03-27,1669.6497658556173
2002-03-28,1683.2695938988995
2002-03-29,1681.6776080326526
2002-04-01,1682.9387246038955
2002-04-02,1690.7777229710946
2002-04-03,1697.745514250852
2002-04-04,1720.2448658590802
2002-04-05,1719.4591923297087
2002-04-08,1716.248679030443
2002-04-09,1721.8012029815434
2002-04-10,1711.6878694421598
2002-04-11,1709.9576542699856
2002-04-12,1700.2912610871797
2002-04-15,1707.7386901492202
2002-04-16,1708.4361989187646
2002-04-17,1721.3967680217388
2002-04-18,1718.0890099208846
2002-04-19,1716.0339567906901
2002-04-22,1706.5412471183997
2002-04-23,1711.8264214448566
2002-04-24,1733.1364888944524
2002-04-25,1722.7379699834883
2002-04-26,1728.991713811794
2002-04-29,1743.7742863979315
2002-04-30,1743.1834576673182
2002-05-01,1743.2263601146528
2002-05-02,1760.4229008797854
2002-05-03,1780.756464909386
2002-05-06,1797.6726935273905
2002-05-07,1786.800027558675
2002-05-08,1777.2295953836147
2002-05-09,1773.3772725444408
2002-05-10,1775.0509775012163
2002-05-13,1781.8020855515272
2002-05-14,1787.3806705198247
2002-05-15,1795.8180789523647
2002-05-16,1816.4479001115667
2002-05-17,1817.9221336019718
2002-05-20,1817.3494894151463
2002-05-21,1849.298245989549
2002-05-22,1833.845661348894
2002-05-23,1818.616082709541
2002-05-24,1835.4953860705587
2002-05-27,1835.904194812888
