Date,CHINA A INTERNATIONAL HDY
2009-11-30,1000.0
2009-12-01,1007.6145764231314
2009-12-02,1015.0913992748431
2009-12-03,1013.8357410086265
2009-12-04,1032.4402310992798
2009-12-07,1032.471204881277
2009-12-08,1013.2631953182064
2009-12-09,1000.4538007643316
2009-12-10,1006.0142440340487
2009-12-11,1007.4000346104797
2009-12-14,1024.5072039721824
2009-12-15,1019.9351172392154
2009-12-16,1012.8969648131609
2009-12-17,988.9451329990897
2009-12-18,971.9082042046319
2009-12-21,973.9236187675625
2009-12-22,953.9404875803964
2009-12-23,960.4962877588413
2009-12-24,984.6324647560655
2009-12-25,979.5902541718792
2009-12-28,994.4680976127084
2009-12-29,999.3442695018747
2009-12-30,1014.5787159234635
2009-12-31,1016.3174115453564
2010-01-01,1016.3174115453567
2010-01-04,1001.294087152843
2010-01-05,1007.8319476442949
2010-01-06,1001.1654619335139
2010-01-07,982.7953038467855
2010-01-08,983.3919264208112
2010-01-11,983.6949081536716
2010-01-12,1001.1212139171628
2010-01-13,968.5962061531947
2010-01-14,983.0096957395845
2010-01-15,983.2429676528138
2010-01-18,988.2279495910934
2010-01-19,985.5355342018091
2010-01-20,955.7812915798435
2010-01-21,962.9251322841637
2010-01-22,956.5263114966847
2010-01-25,945.7153018300804
2010-01-26,930.8221484577849
2010-01-27,921.5179088256318
2010-01-28,922.9034910395205
2010-01-29,920.6284333270415
2010-02-01,903.6143774282073
2010-02-02,902.5268889064724
2010-02-03,925.7298788605675
2010-02-04,918.941445795455
2010-02-05,903.9101748124951
2010-02-08,903.791629665175
2010-02-09,908.7028345740935
2010-02-10,915.3274420106302
2010-02-11,913.6198226948633
2010-02-12,921.9367035673604
2010-02-15,921.9367035673604
2010-02-16,921.9367035673604
2010-02-17,921.9367035673604
2010-02-18,921.9367035673604
2010-02-19,921.9367035673604
2010-02-22,917.5515387441166
2010-02-23,912.6914232078975
2010-02-24,925.0490897050571
2010-02-25,932.1865645428941
2010-02-26,927.8599058789041
2010-03-01,937.0741730177348
2010-03-02,932.1996180042498
2010-03-03,935.8528154687149
2010-03-04,918.1082050409673
2010-03-05,916.7269542332359
2010-03-08,920.5695341032625
2010-03-09,925.2006176170988
2010-03-10,920.3206968602747
2010-03-11,919.6919105465939
2010-03-12,910.3039565074127
2010-03-15,896.3673768239507
2010-03-16,898.2829814178151
2010-03-17,913.3884259368834
2010-03-18,908.9717556573413
2010-03-19,911.8073005002107
2010-03-22,913.984812020687
2010-03-23,909.184091347149
2010-03-24,912.4018404779677
2010-03-25,900.9449924854486
2010-03-26,911.3424358662866
2010-03-29,932.860659885238
2010-03-30,931.5982778049014
2010-03-31,923.2767097151824
2010-04-01,934.494474173092
2010-04-02,936.8043645673587
2010-04-05,936.8043645673587
2010-04-06,939.3898203721783
2010-04-07,934.0179796279526
2010-04-08,922.1624341691938
2010-04-09,928.3815984143747
2010-04-12,923.0183957285618
2010-04-13,936.7493174884934
2010-04-14,935.043476450699
2010-04-15,939.793166076629
2010-04-16,928.1483216940036
2010-04-19,886.4420074645619
2010-04-20,885.6711765726808
2010-04-21,902.5061191401979
2010-04-22,893.830690684297
2010-04-23,888.0809767758187
2010-04-26,888.1772177481445
2010-04-27,871.8148541506381
2010-04-28,872.515248483782
2010-04-29,870.4846538702986
2010-04-30,878.4671447144347
2010-05-03,878.4671447144347
2010-05-04,867.7290317066518
2010-05-05,871.1902219152629
2010-05-06,836.0630407431026
2010-05-07,815.2650709444987
2010-05-10,823.6187644630938
2010-05-11,810.9904246088712
2010-05-12,820.8718903107721
2010-05-13,837.0800096839168
2010-05-14,834.4412399903136
2010-05-17,799.6744961304859
2010-05-18,806.4465330981374
2010-05-19,807.3435810227788
2010-05-20,801.1288577378357
2010-05-21,810.6169365913605
2010-05-24,833.7110307521123
2010-05-25,813.1071253226252
2010-05-26,812.01265472943
2010-05-27,824.4023564465008
2010-05-28,825.0366734989848
2010-05-31,808.6903850057014
2010-06-01,795.575641768102
2010-06-02,798.2841279158655
2010-06-03,791.8791340458287
2010-06-04,795.1702717838775
2010-06-07,785.3889253226342
2010-06-08,789.7300168278895
2010-06-09,812.2530522178655
2010-06-10,802.6763404725102
2010-06-11,803.0070770306907
2010-06-14,803.0070770306907
2010-06-15,803.0070770306907
2010-06-16,803.0070770306907
2010-06-17,796.6518189540782
2010-06-18,784.6408513776705
2010-06-21,810.01676601594
2010-06-22,809.6752797234756
2010-06-23,804.0154356937744
2010-06-24,806.1654701352008
2010-06-25,797.7950121106148
2010-06-28,789.9858748341665
2010-06-29,759.2097579992247
2010-06-30,755.0633093352097
2010-07-01,747.7686270984119
2010-07-02,748.3191028427879
2010-07-05,741.8009919851913
2010-07-06,757.527630159877
2010-07-07,760.758200958914
2010-07-08,760.5445946222956
2010-07-09,782.3551821987014
2010-07-12,790.1856235962
2010-07-13,781.5435097664018
2010-07-14,785.6330953846965
2010-07-15,770.0448388415259
2010-07-16,775.788393416275
2010-07-19,796.3854292520434
2010-07-20,813.6086221628311
2010-07-21,814.5410004672972
2010-07-22,821.4901665846647
2010-07-23,823.5788548318875
2010-07-26,829.2725787144974
2010-07-27,827.3677510967086
2010-07-28,845.5446474218426
2010-07-29,850.7637839271204
2010-07-30,845.455381554016
2010-08-02,858.8180455572472
2010-08-03,843.1695696144959
2010-08-04,844.4525906315129
2010-08-05,839.360622057918
2010-08-06,854.6777663954673
2010-08-09,856.8960377211484
2010-08-10,830.1674254503009
2010-08-11,830.3936648406135
2010-08-12,818.958913084787
2010-08-13,826.6147811201151
2010-08-16,848.3703182342771
2010-08-17,851.1596678467395
2010-08-18,850.3352846281997
2010-08-19,856.1973413834487
2010-08-20,837.4160940419893
2010-08-23,833.9519396715904
2010-08-24,837.1855560804819
2010-08-25,817.5605393664265
2010-08-26,821.9024197474888
2010-08-27,823.8350425638225
2010-08-30,839.0259423686621
2010-08-31,832.2978684618788
2010-09-01,827.6728433947733
2010-09-02,841.3294665192761
2010-09-03,842.391925356857
2010-09-06,858.8798423038577
2010-09-07,857.5447277450414
2010-09-08,859.8509863448787
2010-09-09,847.6985507396992
2010-09-10,854.8373395600456
2010-09-13,862.1333136902356
2010-09-14,859.4439902107882
2010-09-15,846.2233172670066
2010-09-16,832.5479546645332
2010-09-17,834.3730845939042
2010-09-20,834.9127353765145
2010-09-21,837.4371216719442
2010-09-22,837.4371216719444
2010-09-23,837.4371216719446
2010-09-24,837.4371216719449
2010-09-27,854.632052847138
2010-09-28,845.2310401217278
2010-09-29,843.4869898297593
2010-09-30,860.7848041605415
2010-10-01,860.7848041605415
2010-10-04,860.7848041605415
2010-10-05,860.7848041605415
2010-10-06,860.7848041605415
2010-10-07,860.7848041605415
2010-10-08,893.8534058538417
2010-10-11,917.5274342358514
2010-10-12,926.5742558380683
2010-10-13,932.0388134364488
2010-10-14,937.8446011930878
2010-10-15,967.4140097292008
2010-10-18,965.1241197439168
2010-10-19,981.8665411954288
2010-10-20,994.2282349228014
2010-10-21,986.458440965284
2010-10-22,985.4397012270379
2010-10-25,1011.9313003579979
2010-10-26,1004.3106006205386
2010-10-27,985.3259755786569
2010-10-28,978.6150905228642
2010-10-29,975.4070267014453
2010-11-01,1003.616911202447
2010-11-02,1001.3649255315096
2010-11-03,993.1652523064112
2010-11-04,1010.2884966912897
2010-11-05,1015.7549130088594
2010-11-08,1023.9029619710307
2010-11-09,1026.285339774245
2010-11-10,1024.7636060071184
2010-11-11,1036.350131645757
2010-11-12,981.1679589610598
2010-11-15,985.4626206708995
2010-11-16,945.4489959442667
2010-11-17,921.5869780169937
2010-11-18,931.4695094453999
2010-11-19,938.0512613536571
2010-11-22,931.377634734772
2010-11-23,914.7932686279473
2010-11-24,924.369065442414
2010-11-25,933.182505504583
2010-11-26,929.5650490304453
2010-11-29,925.471916886977
2010-11-30,907.7136068542377
2010-12-01,910.7027542246195
2010-12-02,916.9585907605326
2010-12-03,919.064717699474
2010-12-06,927.8790308460681
2010-12-07,931.3969317180688
2010-12-08,917.7613282117186
2010-12-09,907.664110078465
2010-12-10,914.4430940433127
2010-12-13,937.9786953431801
2010-12-14,937.386041447808
2010-12-15,932.4563902203239
2010-12-16,928.547023673866
2010-12-17,925.7246420559989
2010-12-20,909.4204880524794
2010-12-21,930.9201899339278
2010-12-22,923.320838484627
2010-12-23,920.4098106682329
2010-12-24,918.0760516110306
2010-12-27,907.1644480518282
2010-12-28,894.8934142371934
2010-12-29,897.2225534662324
2010-12-30,900.8349233474695
2010-12-31,915.5492020377474
2011-01-03,915.5492020377474
2011-01-04,926.577048336222
2011-01-05,918.1759361181274
2011-01-06,912.6116098402748
2011-01-07,918.2969594402617
2011-01-10,909.3194622982014
2011-01-11,921.9481493664863
2011-01-12,927.1990153460044
2011-01-13,934.5190124436501
2011-01-14,928.4091021345033
2011-01-17,906.7934613200473
2011-01-18,909.9085562360807
2011-01-19,922.9479794996472
2011-01-20,897.7735973344345
2011-01-21,910.5842643064956
2011-01-24,908.9636901119809
2011-01-25,908.6579157876828
2011-01-26,914.207014894058
2011-01-27,926.2312363333109
2011-01-28,924.6545973333521
2011-01-31,931.485937156503
2011-02-01,933.3281839923458
2011-02-02,933.3281839923458
2011-02-03,933.3281839923458
2011-02-04,933.3281839923458
2011-02-07,933.3281839923458
2011-02-08,933.3281839923458
2011-02-09,922.8942868154704
2011-02-10,937.6481653816378
2011-02-11,935.8444313745598
2011-02-14,964.254323817432
2011-02-15,964.2539236603769
2011-02-16,970.2158342245376
2011-02-17,965.607503603045
2011-02-18,956.5679305615739
2011-02-21,969.1248012599594
2011-02-22,945.7624353016605
2011-02-23,947.3437590877243
2011-02-24,951.9857380182261
2011-02-25,951.3180491751469
2011-02-28,956.7074385217782
2011-03-01,961.6625851837163
2011-03-02,960.4155401123305
2011-03-03,958.2542790107462
2011-03-04,971.1391453779515
2011-03-07,1000.2260400334151
2011-03-08,1001.8141889675879
2011-03-09,999.0237001126787
2011-03-10,981.5004554118711
2011-03-11,971.4017307022773
2011-03-14,974.9810862697897
2011-03-15,956.1245879939931
2011-03-16,969.5452602377173
2011-03-17,968.0856398395641
2011-03-18,971.8829665264377
2011-03-21,972.5559343575878
2011-03-22,976.6604441094429
2011-03-23,987.2443391849542
2011-03-24,987.1414038413059
2011-03-25,1000.0938891320804
2011-03-28,1000.1285254332321
2011-03-29,990.4661566177772
2011-03-30,994.404911629098
2011-03-31,989.3515126799775
2011-04-01,1000.2277555993597
2011-04-04,1000.2277555993597
