Date,INDONESIA HIGH DIVIDEND YIELD
1999-07-20,1822.35418495537
1999-07-21,1818.790995397226
1999-07-22,1837.9839999106548
1999-07-23,1737.5066317644182
1999-07-26,1634.6576830959634
1999-07-27,1562.614971633611
1999-07-28,1647.8465398624473
1999-07-29,1669.8045216999967
1999-07-30,1603.6013847012734
1999-08-02,1606.9800176225283
1999-08-03,1662.5034477426902
1999-08-04,1683.6094827813406
1999-08-05,1640.0598788171094
1999-08-06,1640.3390008067051
1999-08-09,1591.2754755429469
1999-08-10,1498.0853961365792
1999-08-11,1375.0422686736424
1999-08-12,1379.27194095748
1999-08-13,1374.2547780809957
1999-08-16,1441.0986220516324
1999-08-17,1421.331756563008
1999-08-18,1450.810807403038
1999-08-19,1463.6054833469846
1999-08-20,1431.9214107882517
1999-08-23,1454.0246005260449
1999-08-24,1423.77366137298
1999-08-25,1471.6948083155255
1999-08-26,1455.7646789366136
1999-08-27,1412.0031048861604
1999-08-30,1338.2180169303147
1999-08-31,1343.4926665350956
1999-09-01,1329.489730715208
1999-09-02,1303.2339268554288
1999-09-03,1268.0622996212333
1999-09-06,1174.9775380124322
1999-09-07,1165.340388580378
1999-09-08,1054.9409352277225
1999-09-09,1099.7786402637414
1999-09-10,1253.6014364465502
1999-09-13,1301.4845234470122
1999-09-14,1259.361002769562
1999-09-15,1237.1903667984475
1999-09-16,1230.5903490289181
1999-09-17,1181.8104112445412
1999-09-20,1177.0765846085021
1999-09-21,1181.908091626792
1999-09-22,1130.1080452745807
1999-09-23,1048.8232987487143
1999-09-24,1065.1853106154836
1999-09-27,1080.7020797176467
1999-09-28,1082.8339087440074
1999-09-29,1092.0537150728417
1999-09-30,1128.4277719811294
1999-10-01,1209.0576433143958
1999-10-04,1280.9448571766495
1999-10-05,1316.4615998070133
1999-10-06,1373.0101471391763
1999-10-07,1380.467952145504
1999-10-08,1393.1020831578323
1999-10-11,1400.1450585441414
1999-10-12,1356.1490222648938
1999-10-13,1297.94047868285
1999-10-14,1269.850419328993
1999-10-15,1307.9451270132986
1999-10-18,1303.2547755984451
1999-10-19,1372.507680157074
1999-10-20,1426.01597736763
1999-10-21,1588.048005099689
1999-10-22,1547.7599129627317
1999-10-25,1491.9897335525004
1999-10-26,1511.570446199732
1999-10-27,1472.0184404226995
1999-10-28,1444.983964164452
1999-10-29,1550.8686195514642
1999-11-01,1564.9877193912987
1999-11-02,1569.2076240259746
1999-11-03,1575.3480434265207
1999-11-04,1584.1948813922766
1999-11-05,1593.5057939641424
1999-11-08,1583.1939251726717
1999-11-09,1577.473011135698
1999-11-10,1559.7553206445084
1999-11-11,1478.6494342786755
1999-11-12,1485.327155902064
1999-11-15,1516.183162808226
1999-11-16,1479.136049579672
1999-11-17,1488.2782190936714
1999-11-18,1451.3671598244389
1999-11-19,1421.7570804476186
1999-11-22,1412.8673543237005
1999-11-23,1377.6644431961697
1999-11-24,1335.2961224087137
1999-11-25,1298.1485069201158
1999-11-26,1312.9701624811528
1999-11-29,1258.5431826176252
1999-11-30,1261.535521515868
1999-12-01,1284.8639615997226
1999-12-02,1293.2906942016057
1999-12-03,1311.1957915712817
1999-12-06,1353.5801158674703
1999-12-07,1329.791040237713
1999-12-08,1332.592019397963
1999-12-09,1343.42515205551
1999-12-10,1347.7410413451437
1999-12-13,1349.058226595995
1999-12-14,1402.6974012197775
1999-12-15,1425.543516555332
1999-12-16,1404.807690042481
1999-12-17,1377.28725733419
1999-12-20,1396.3813429484703
1999-12-21,1419.6727875393847
1999-12-22,1410.9670476030096
1999-12-23,1433.7558614092252
1999-12-24,1433.7558614092252
1999-12-27,1439.858317171789
1999-12-28,1412.8721580320123
1999-12-29,1414.185942750363
1999-12-30,1430.1487935950952
1999-12-31,1430.1487935950952
2000-01-03,1430.1487935950952
2000-01-04,1476.419873959098
2000-01-05,1417.301670143715
2000-01-06,1414.1638614965848
2000-01-07,1428.9977481556398
2000-01-10,1427.0019412448075
2000-01-11,1397.065789066058
2000-01-12,1398.0409339675912
2000-01-13,1384.583919644184
2000-01-14,1414.6085482113272
2000-01-17,1429.828476068295
2000-01-18,1394.6963524419166
2000-01-19,1313.5448338017993
2000-01-20,1332.3574875436198
2000-01-21,1331.6124443485712
2000-01-24,1325.9537848138932
2000-01-25,1293.8266421457643
2000-01-26,1250.7912064476907
2000-01-27,1263.5304667261232
2000-01-28,1222.083116400172
2000-01-31,1222.0920206643214
2000-02-01,1174.280575328528
2000-02-02,1069.20325123548
2000-02-03,1097.6139057339292
2000-02-04,1168.3286824164143
2000-02-07,1190.8433726090998
2000-02-08,1189.9045520844884
2000-02-09,1217.1078945043014
2000-02-10,1210.1892809712085
2000-02-11,1177.3755637672718
2000-02-14,1205.0404557622664
2000-02-15,1209.8034469370311
2000-02-16,1163.361414634397
2000-02-17,1093.8990527113722
2000-02-18,1098.6783271588472
2000-02-21,1087.0038786830614
2000-02-22,1051.0614476955927
2000-02-23,1054.9152771546335
2000-02-24,1032.7896757539877
2000-02-25,1042.0216474644646
2000-02-28,1049.4523786203033
2000-02-29,1055.1059941280223
2000-03-01,1025.7153436847277
2000-03-02,971.3504583953168
2000-03-03,991.9305405388404
2000-03-06,1056.673587495873
2000-03-07,1061.4725637467297
2000-03-08,1070.192888925254
2000-03-09,1117.192978211564
2000-03-10,1150.9909100382083
2000-03-13,1116.0081824453316
2000-03-14,1107.1646359109632
2000-03-15,1093.963302212778
2000-03-16,1099.092400079817
2000-03-17,1105.3238451250077
2000-03-20,1103.4245798786637
2000-03-21,1085.6678089686293
2000-03-22,1109.2191955444216
2000-03-23,1101.1250957496413
2000-03-24,1085.529255631623
2000-03-27,1088.26655366329
2000-03-28,1084.5183738685719
2000-03-29,1091.192189517315
2000-03-30,1063.0505352436346
2000-03-31,1070.7741520782977
2000-04-03,1007.1603335555736
2000-04-04,1012.4025473932082
2000-04-05,992.8542503456702
2000-04-06,992.8542503456702
2000-04-07,1026.7684970244516
2000-04-10,1033.3847244893504
2000-04-11,1027.8903237786897
2000-04-12,1008.0919657292461
2000-04-13,1015.409332028776
2000-04-14,1000.8287084837895
2000-04-17,934.3147786474083
2000-04-18,931.4328308107898
2000-04-19,909.2758866670057
2000-04-20,896.4786454033259
2000-04-21,896.4786454033259
2000-04-24,925.6119879991948
2000-04-25,903.3888457141153
2000-04-26,917.1181246593161
2000-04-27,939.6061095856603
2000-04-28,934.1861829393998
2000-05-01,925.9225458335169
2000-05-02,923.6751501062379
2000-05-03,931.8021216480497
2000-05-04,935.2301859972343
2000-05-05,958.6303606845275
2000-05-08,955.7144767284012
2000-05-09,946.2364794582713
2000-05-10,937.3978198084047
2000-05-11,866.7613464427728
2000-05-12,866.2434240017753
2000-05-15,820.8338179437926
2000-05-16,797.5221353544036
2000-05-17,836.8014887899824
2000-05-18,820.2504413095521
2000-05-19,828.5074164581832
2000-05-22,806.718285027413
2000-05-23,808.6665056768645
2000-05-24,801.8337820882304
2000-05-25,805.6574194873937
2000-05-26,789.5133381100869
2000-05-29,752.8833018658687
2000-05-30,755.2684849633154
2000-05-31,741.1350016465334
2000-06-01,746.7858843570348
2000-06-02,757.5523519668504
2000-06-05,766.7868132215747
2000-06-06,744.575307789421
2000-06-07,753.1116422385592
2000-06-08,790.4839351691976
2000-06-09,795.7156227556457
2000-06-12,783.1556171680129
2000-06-13,771.0482722450902
2000-06-14,797.8584259052957
2000-06-15,796.456214260471
2000-06-16,808.3146711870951
2000-06-19,814.0393453581601
2000-06-20,813.0486979413388
2000-06-21,830.7975564670063
2000-06-22,829.5896070360445
2000-06-23,829.3418644055419
2000-06-26,841.1272732834406
2000-06-27,826.4809321102917
2000-06-28,827.2982361225181
2000-06-29,827.4879312782994
2000-06-30,830.1684893005395
2000-07-03,795.353216799915
2000-07-04,808.4223794575614
2000-07-05,785.5455534047732
2000-07-06,794.9609963928804
2000-07-07,785.8622339856182
2000-07-10,793.5805970267046
2000-07-11,804.1721061327969
2000-07-12,792.3644092689673
2000-07-13,778.4695338654432
2000-07-14,771.6495207460863
2000-07-17,779.1027000403453
2000-07-18,799.8241317984974
2000-07-19,834.6369406386539
2000-07-20,845.2183564083211
2000-07-21,838.9410356497365
2000-07-24,834.4341030960464
2000-07-25,811.5224297950991
2000-07-26,807.1813041841399
2000-07-27,821.3858416801759
2000-07-28,826.0620639350708
2000-07-31,813.2897885407828
2000-08-01,812.3343828004507
2000-08-02,820.1038963806935
2000-08-03,838.16024986883
2000-08-04,841.2861662850692
2000-08-07,835.5025433222501
2000-08-08,825.9897693198508
2000-08-09,824.1542416556973
2000-08-10,838.1181701515234
2000-08-11,906.1420233263199
2000-08-14,911.7200932691991
2000-08-15,891.4739093716216
2000-08-16,881.5229230342751
2000-08-17,879.9364990576089
2000-08-18,875.8946330820118
2000-08-21,888.7080961221263
2000-08-22,899.3409194150283
2000-08-23,874.617268290552
2000-08-24,840.0981731357172
2000-08-25,853.7609664377487
2000-08-28,850.7754670042026
2000-08-29,809.650239671149
2000-08-30,816.2054509181312
2000-08-31,804.0371925448263
2000-09-01,818.4864588449985
2000-09-04,823.9353245092053
2000-09-05,829.6148870787082
2000-09-06,824.4760558333162
2000-09-07,814.0582358536701
2000-09-08,807.6618216619287
2000-09-11,782.3114449427497
2000-09-12,741.1004704074421
2000-09-13,711.307190345444
2000-09-14,729.0898701040801
2000-09-15,717.0009014173916
2000-09-18,665.9561912159577
2000-09-19,693.6121853169408
2000-09-20,668.8429942023124
2000-09-21,662.5775227479152
2000-09-22,647.8696094143259
2000-09-25,652.5623353169592
2000-09-26,661.9324114182091
2000-09-27,653.1869588577777
2000-09-28,656.248677890002
2000-09-29,665.5012120910962
2000-10-02,693.2258459216092
2000-10-03,678.0833255130092
2000-10-04,655.5019532554401
2000-10-05,663.2302743379097
2000-10-06,655.9698197355042
2000-10-09,639.1110780468032
2000-10-10,639.9997319362002
2000-10-11,636.2443649641133
2000-10-12,620.7117454132264
2000-10-13,618.0594401594483
2000-10-16,630.0744773039144
2000-10-17,646.3229332542322
2000-10-18,649.6882481129753
2000-10-19,662.4430636630999
2000-10-20,656.1561035594973
2000-10-23,652.1524542907619
2000-10-24,655.2443427830763
2000-10-25,654.3286855125579
2000-10-26,637.6562703145779
2000-10-27,621.9753211185035
2000-10-30,587.0153305454214
2000-10-31,596.053121985757
2000-11-01,617.5344895798961
2000-11-02,609.389629439565
2000-11-03,606.9257167988545
2000-11-06,627.3631668748959
2000-11-07,635.3756136426249
2000-11-08,651.0371014123125
2000-11-09,635.4222069934693
2000-11-10,653.1016866945216
2000-11-13,642.7178169196634
2000-11-14,642.9875019375442
2000-11-15,624.9376618468808
2000-11-16,619.8686750570358
2000-11-17,620.8394460365507
2000-11-20,631.742347144758
2000-11-21,625.7876859715218
2000-11-22,641.6230302287111
2000-11-23,645.1484961396292
2000-11-24,648.6588133877715
2000-11-27,643.8963798852506
2000-11-28,645.534221710671
2000-11-29,638.6358360445221
2000-11-30,646.7969999880663
2000-12-01,641.8698902716415
2000-12-04,648.654482229413
2000-12-05,644.7370331145269
2000-12-06,646.9520442896586
2000-12-07,650.1589049708753
2000-12-08,640.1906880110506
2000-12-11,633.1443354330293
2000-12-12,610.4239988755538
2000-12-13,622.6698434256887
2000-12-14,612.9265429741222
2000-12-15,628.9963375909515
2000-12-18,617.2059228450788
2000-12-19,631.6350630255498
2000-12-20,621.3783933048014
2000-12-21,613.6148484386914
2000-12-22,604.787851128012
2000-12-25,604.787851128012
2000-12-26,594.3880600371864
2000-12-27,594.3880600371864
2000-12-28,586.6284247886592
2000-12-29,580.5650818967868
2001-01-01,580.5650818967868
2001-01-02,586.2169476315402
2001-01-03,570.1466249075535
2001-01-04,585.1598682338612
2001-01-05,614.8400559634695
2001-01-08,628.019564951163
2001-01-09,616.3742607728584
2001-01-10,620.8507406370551
2001-01-11,609.0929484568109
2001-01-12,604.2765336590645
2001-01-15,620.2635098553336
2001-01-16,624.7797816604174
2001-01-17,630.9669673958808
2001-01-18,633.835154747135
2001-01-19,624.8736790905309
2001-01-22,641.4062942738392
2001-01-23,633.9777185097848
2001-01-24,639.8417651876291
2001-01-25,634.7151191151488
2001-01-26,634.4672116474361
2001-01-29,622.1589992096531
2001-01-30,628.4940408044
2001-01-31,655.0665968963938
2001-02-01,662.3125977193181
2001-02-02,714.934734491874
2001-02-05,712.4081086040125
2001-02-06,697.1115951079585
2001-02-07,701.8115259158941
2001-02-08,700.6108030356118
2001-02-09,668.9665732184931
2001-02-12,660.4036564286287
2001-02-13,665.5207222242428
2001-02-14,658.4325365646306
2001-02-15,699.6923636035742
2001-02-16,679.461120614561
2001-02-19,685.9897889215603
2001-02-20,687.3643317347728
2001-02-21,704.0130105944164
2001-02-22,698.5068049656963
2001-02-23,699.3409765187621
2001-02-26,673.2029364440281
2001-02-27,677.0239526397106
2001-02-28,662.3700868321338
2001-03-01,660.5655958951322
2001-03-02,654.2343999896115
2001-03-05,655.229685587973
2001-03-06,657.5463745274106
2001-03-07,654.9307492856816
2001-03-08,645.4417788717652
2001-03-09,608.578552585675
2001-03-12,567.7235425725221
2001-03-13,557.6231101897152
2001-03-14,573.1497278611857
2001-03-15,573.2783277535417
2001-03-16,540.49414431691
2001-03-19,515.3411788335778
2001-03-20,504.46190450739164
2001-03-21,525.4395512962052
2001-03-22,508.661830529101
2001-03-23,527.6102652256153
2001-03-26,526.84928888154
2001-03-27,528.9450910853055
2001-03-28,539.2022748089769
2001-03-29,550.8046876099332
2001-03-30,551.6532918619722
2001-04-02,538.5168968342906
2001-04-03,533.5523227092152
2001-04-04,518.7103441386304
2001-04-05,509.70902583326017
2001-04-06,507.409297662778
2001-04-09,512.3863075530381
2001-04-10,533.0390669580369
2001-04-11,526.7749316927311
2001-04-12,525.7738457237418
2001-04-13,525.7738457237417
2001-04-16,511.021378260167
2001-04-17,501.1531160293352
2001-04-18,494.3778279681025
2001-04-19,472.8532811727516
2001-04-20,435.6240022747419
2001-04-23,435.85705798391893
2001-04-24,439.8114504483362
2001-04-25,442.8848442832656
2001-04-26,439.20772614030994
2001-04-27,442.03340914886394
2001-04-30,454.87622538914803
2001-05-01,477.1912322793523
2001-05-02,476.5343432015749
2001-05-03,506.14578247528954
2001-05-04,518.1444192241331
2001-05-07,518.1444192241331
2001-05-08,514.1753601455097
2001-05-09,505.28421256979357
2001-05-10,492.1053634510931
2001-05-11,496.37282070325057
2001-05-14,485.61634681499555
2001-05-15,505.20730575402007
2001-05-16,517.7449101254728
2001-05-17,516.3713900501682
2001-05-18,509.22579273287045
2001-05-21,515.4640029531373
2001-05-22,514.3625330444434
2001-05-23,521.5884331322223
2001-05-24,521.4058201140577
2001-05-25,535.5644737757307
2001-05-28,532.2434229579374
2001-05-29,567.3151088140072
2001-05-30,552.8116744363488
2001-05-31,564.4627697139993
2001-06-01,534.7001780961377
2001-06-04,534.7001780961377
2001-06-05,550.2549383302439
2001-06-06,541.9299168064264
2001-06-07,545.4565477926521
2001-06-08,545.117032788062
2001-06-11,547.3216125638046
2001-06-12,568.3629645196211
2001-06-13,570.8521774771565
2001-06-14,581.0674952040214
2001-06-15,587.3530803962083
2001-06-18,593.7699444556689
2001-06-19,588.4288160144735
2001-06-20,599.0930720777745
2001-06-21,594.7309528259382
2001-06-22,600.969541961623
2001-06-25,593.9048590839493
2001-06-26,597.2750086969592
2001-06-27,596.6221350530179
2001-06-28,581.2057137101152
2001-06-29,603.8249839229494
2001-07-02,595.126620717676
2001-07-03,593.8964892913363
2001-07-04,595.6371107846385
2001-07-05,603.2053526059138
2001-07-06,607.5328865357864
2001-07-09,614.1659650750506
2001-07-10,613.4664400258334
2001-07-11,625.3970715162226
2001-07-12,635.7581451521901
2001-07-13,658.6425324576265
2001-07-16,663.8811009434094
2001-07-17,660.3128923274302
2001-07-18,674.3214475827568
2001-07-19,681.6660185456757
2001-07-20,686.4943443579664
2001-07-23,761.1426709176757
2001-07-24,758.2773032201779
2001-07-25,744.8438146878328
2001-07-26,742.7619909479889
2001-07-27,757.6961278817818
2001-07-30,781.892802800881
2001-07-31,787.4631548926172
2001-08-01,778.3345658814457
2001-08-02,764.3682636011405
2001-08-03,766.6929551628419
2001-08-06,768.901942093511
2001-08-07,777.5393651642831
2001-08-08,795.8275881426722
2001-08-09,783.6494430214368
2001-08-10,799.7406841428162
2001-08-13,861.208005878043
2001-08-14,867.6912110347439
2001-08-15,823.5538875073801
2001-08-16,818.7398732726778
2001-08-17,818.7398732726778
2001-08-20,848.28405790948
2001-08-21,851.8552590367841
2001-08-22,848.6506032084176
2001-08-23,819.0132301637486
2001-08-24,843.3677404379066
2001-08-27,823.5323561091918
2001-08-28,831.0219451089922
2001-08-29,857.3578995306299
2001-08-30,855.30643839218
2001-08-31,875.7092083165962
2001-09-03,831.9206197560566
2001-09-04,833.9853748571578
2001-09-05,836.1329876507015
2001-09-06,852.9956250876093
2001-09-07,822.5943731318782
2001-09-10,832.1673328010426
2001-09-11,822.2127935006577
2001-09-12,797.3835957494764
2001-09-13,781.143691097993
2001-09-14,762.0954621378431
2001-09-17,711.2775769603912
2001-09-18,717.065507956264
2001-09-19,741.1470787783634
2001-09-20,757.9868773887127
2001-09-21,737.839208203927
2001-09-24,725.2804418579849
2001-09-25,715.4645779504372
2001-09-26,701.2151404278989
2001-09-27,682.1399298918002
2001-09-28,672.401954181129
2001-10-01,638.574176444964
2001-10-02,617.343978506045
2001-10-03,591.0440378899718
2001-10-04,621.6073958370412
2001-10-05,625.9659478431312
2001-10-08,568.7187926648935
2001-10-09,592.4858129994109
2001-10-10,588.7688954119016
2001-10-11,593.3161023188383
2001-10-12,596.5831959279537
2001-10-15,596.8825352134169
2001-10-16,593.6521393759562
2001-10-17,589.3811640340493
2001-10-18,599.3241611723154
2001-10-19,610.3368053106575
2001-10-22,617.5151900296531
2001-10-23,619.6450510316732
2001-10-24,604.6487657108835
2001-10-25,618.860515850075
2001-10-26,626.0929216822163
2001-10-29,631.4751558851151
2001-10-30,605.0442691185071
2001-10-31,594.4590501490865
2001-11-01,585.8594853668191
2001-11-02,550.544593711241
2001-11-05,552.3282848946665
2001-11-06,534.2024841385222
2001-11-07,551.2974035793849
2001-11-08,559.7946503570503
2001-11-09,552.1073039820282
2001-11-12,516.0862511702778
2001-11-13,515.7265277408729
2001-11-14,511.6524716436918
2001-11-15,524.9835813614434
2001-11-16,521.3876858331374
2001-11-19,533.9344258944365
2001-11-20,525.4848840281902
2001-11-21,530.2307787475418
2001-11-22,516.4234076387334
2001-11-23,520.082205945776
2001-11-26,527.2763648935651
2001-11-27,519.062263958123
2001-11-28,533.2951783739655
2001-11-29,531.6161294333932
2001-11-30,527.8946338911425
2001-12-03,527.5413419995806
2001-12-04,520.68872948005
2001-12-05,521.8640205896942
2001-12-06,523.0101634363606
2001-12-07,526.3237043404587
2001-12-10,538.4707532427623
2001-12-11,536.6793109187265
2001-12-12,537.4341411178688
2001-12-13,537.45457680769
2001-12-14,532.9735921064979
2001-12-17,532.9735921064979
2001-12-18,535.072946482102
2001-12-19,545.9765497618886
2001-12-20,550.8435640658399
2001-12-21,555.8062546204703
2001-12-24,554.1699260985258
2001-12-25,554.1699260985258
2001-12-26,553.9787840089516
2001-12-27,543.5099010671744
2001-12-28,550.339485526612
2001-12-31,554.3082798933904
2002-01-01,554.3082798933904
2002-01-02,538.9734362019051
2002-01-03,539.8653532650475
2002-01-04,542.5179291211489
2002-01-07,566.2196000636014
2002-01-08,560.2825076027556
2002-01-09,559.3704264722411
2002-01-10,581.2289634466908
2002-01-11,592.6890898337539
2002-01-14,589.9430196652042
2002-01-15,598.0833136081096
2002-01-16,607.7546415105601
2002-01-17,609.5760606246757
2002-01-18,619.1230193379346
2002-01-21,617.7387529633394
2002-01-22,620.7045698867921
2002-01-23,626.7110618923796
2002-01-24,625.6537680417877
2002-01-25,642.403183217072
2002-01-28,631.5981056049342
2002-01-29,645.1627709839995
2002-01-30,636.7440965131287
2002-01-31,646.6208442044605
2002-02-01,662.988446592424
2002-02-04,657.1585851909305
2002-02-05,662.5405849222595
2002-02-06,660.1363886661808
2002-02-07,652.3855286670605
2002-02-08,651.7217973561618
2002-02-11,662.7116070838862
2002-02-12,664.9912047495311
2002-02-13,656.9279725956942
2002-02-14,668.2071524426566
2002-02-15,687.1272197450895
2002-02-18,699.9948327198456
2002-02-19,692.4787830796233
2002-02-20,712.06162074797
2002-02-21,691.9003995333647
2002-02-22,691.2230618930972
2002-02-25,677.2711896568215
2002-02-26,699.5983738046051
2002-02-27,692.2602300319137
2002-02-28,689.5878904086818
2002-03-01,697.9148309207884
2002-03-04,698.2173540764029
2002-03-05,705.9126969774678
2002-03-06,720.481595626283
2002-03-07,727.5352538164015
2002-03-08,729.7208262144089
2002-03-11,722.8816197811532
2002-03-12,716.1320478487133
2002-03-13,720.7477916494752
2002-03-14,680.0753843158194
2002-03-15,678.7145531315957
2002-03-18,688.6534848919373
2002-03-19,687.7296156259101
2002-03-20,695.333373284279
2002-03-21,732.960718037433
2002-03-22,751.6715922942783
2002-03-25,747.4676191179309
2002-03-26,743.9345266619064
2002-03-27,747.1280900399169
2002-03-28,742.1364529540342
2002-03-29,742.1364529540342
2002-04-01,734.3681011837616
2002-04-02,758.9914693360304
2002-04-03,756.4750477340492
2002-04-04,798.2515489444163
2002-04-05,842.7762784665446
2002-04-08,868.8194634665323
2002-04-09,885.7295739870171
2002-04-10,905.8943799017143
2002-04-11,923.830014040634
2002-04-12,955.4227172382622
2002-04-15,993.3250607632624
2002-04-16,977.5453096183137
2002-04-17,939.5433765452731
2002-04-18,921.6890936722436
2002-04-19,920.2202211314197
2002-04-22,940.1440020527577
2002-04-23,946.2690538276535
2002-04-24,981.6776890224467
2002-04-25,984.9194562841618
2002-04-26,979.803400085442
2002-04-29,948.1599587723102
2002-04-30,959.0603486053191
2002-05-01,965.9850946437397
2002-05-02,969.941594165467
2002-05-03,975.7651552060192
2002-05-06,965.9542391409714
2002-05-07,971.1712246680502
2002-05-08,962.2872609239781
2002-05-09,962.8054554640557
2002-05-10,979.6799463483841
2002-05-13,964.4525807209428
2002-05-14,951.8062552658255
2002-05-15,964.2586091384401
2002-05-16,957.5359889707187
2002-05-17,941.137477542977
2002-05-20,912.6513279001424
2002-05-21,914.4795474370769
2002-05-22,890.0793437279343
2002-05-23,867.0333354657884
2002-05-24,868.6276629867768
2002-05-27,894.118788765625
2002-05-28,911.3425902351142
2002-05-29,917.3793742168222
2002-05-30,921.5322625730154
2002-05-31,934.0604417902384
2002-06-03,933.3073566773797
2002-06-04,912.0316719613246
2002-06-05,900.5732735254057
2002-06-06,874.8044510118486
2002-06-07,886.8361032254702
2002-06-10,906.4081426478547
2002-06-11,907.4281257938577
2002-06-12,920.3156201850422
2002-06-13,944.9671813853231
2002-06-14,956.6486141433469
2002-06-17,943.4314339044238
2002-06-18,945.282702090159
2002-06-19,958.6240972475686
2002-06-20,941.0529760068243
2002-06-21,933.1093632604694
2002-06-24,917.7229707484387
2002-06-25,905.8449924409961
2002-06-26,874.653891995412
2002-06-27,891.7715773988937
2002-06-28,878.3224588443144
2002-07-01,857.2880307871183
2002-07-02,830.4843092874518
2002-07-03,798.3532176926227
2002-07-04,829.6729700614259
2002-07-05,837.5855168176373
2002-07-08,829.403298450272
2002-07-09,818.3896229507443
2002-07-10,818.4016114784342
2002-07-11,767.5508667050709
