Date,BRAZIL HIGH DIVIDEND YIELD
1999-08-09,1087.477230363792
1999-08-10,1070.4362582923998
1999-08-11,1101.5743830216593
1999-08-12,1110.339960822706
1999-08-13,1118.8513150449528
1999-08-16,1103.7007151464827
1999-08-17,1099.8148734807817
1999-08-18,1054.6710132940111
1999-08-19,1052.2781957755012
1999-08-20,1083.8576401731443
1999-08-23,1106.0547389622034
1999-08-24,1096.707889487621
1999-08-25,1134.6117377381784
1999-08-26,1132.151623956822
1999-08-27,1113.6376125980212
1999-08-30,1115.6502224559022
1999-08-31,1113.5763983150969
1999-09-01,1135.6500245125849
1999-09-02,1143.774224384434
1999-09-03,1144.6631689124629
1999-09-06,1144.427937974386
1999-09-07,1144.427937974386
1999-09-08,1154.8596477072192
1999-09-09,1173.7953131051563
1999-09-10,1174.3542197722752
1999-09-13,1178.1345618135908
1999-09-14,1202.0967001634133
1999-09-15,1185.5709753098818
1999-09-16,1179.8797503340263
1999-09-17,1187.5128841415644
1999-09-20,1212.3933090272762
1999-09-21,1196.5633082677743
1999-09-22,1212.0299250064613
1999-09-23,1182.9131997082595
1999-09-24,1186.9835868583823
1999-09-27,1179.2094858629016
1999-09-28,1161.3669983434502
1999-09-29,1174.08516683402
1999-09-30,1151.0024195053227
1999-10-01,1138.7257942945303
1999-10-04,1140.024898898168
1999-10-05,1123.5748037382768
1999-10-06,1141.3846726422262
1999-10-07,1160.7401773097001
1999-10-08,1161.7104471845878
1999-10-11,1177.2214868115896
1999-10-12,1177.2214868115896
1999-10-13,1145.0086484128155
1999-10-14,1144.3770933402607
1999-10-15,1129.384148367078
1999-10-18,1112.7806381106923
1999-10-19,1120.2308218864187
1999-10-20,1133.4176762754723
1999-10-21,1125.538101148653
1999-10-22,1138.2889397647496
1999-10-25,1115.3061434840808
1999-10-26,1121.6434367755608
1999-10-27,1129.6735166942683
1999-10-28,1140.4455795033148
1999-10-29,1164.1898547219992
1999-11-01,1175.2768389719472
1999-11-02,1175.2768389719472
1999-11-03,1195.5702100467897
1999-11-04,1230.6290883699785
1999-11-05,1252.6964502378935
1999-11-08,1262.4331445206867
1999-11-09,1261.5608258959085
1999-11-10,1281.8771346285182
1999-11-11,1265.8333363992188
1999-11-12,1281.0954516267539
1999-11-15,1281.0954516267539
1999-11-16,1285.530861301704
1999-11-17,1262.0298503797642
1999-11-18,1286.0400009917794
1999-11-19,1330.7509874071675
1999-11-22,1318.4222565930415
1999-11-23,1340.6848911823624
1999-11-24,1322.669320689598
1999-11-25,1340.2363990230344
1999-11-26,1367.0288931189848
1999-11-29,1392.3559721779282
1999-11-30,1409.9632241979061
1999-12-01,1407.4450651466739
1999-12-02,1461.5584871059802
1999-12-03,1461.262907930345
1999-12-06,1453.8326759271717
1999-12-07,1453.7480966184637
1999-12-08,1451.1798762831215
1999-12-09,1455.515918880824
1999-12-10,1482.8221932081988
1999-12-13,1482.8457866256226
1999-12-14,1455.4607321164056
1999-12-15,1443.935549961324
1999-12-16,1461.861725324463
1999-12-17,1493.8916246734548
1999-12-20,1530.495879904817
1999-12-21,1551.6541827387111
1999-12-22,1559.8672023959243
1999-12-23,1552.9797290124475
1999-12-24,1552.9797290124475
1999-12-27,1544.9989317339648
1999-12-28,1580.6560730498798
1999-12-29,1623.8915745712432
1999-12-30,1685.7916301979624
1999-12-31,1685.7916301979624
2000-01-03,1702.0281485777646
2000-01-04,1633.5977659621221
2000-01-05,1647.6743181713919
2000-01-06,1659.492530282748
2000-01-07,1693.6484763182523
2000-01-10,1749.1857760968458
2000-01-11,1710.0347486389842
2000-01-12,1740.2516210833103
2000-01-13,1774.3828401692037
2000-01-14,1770.7101860396701
2000-01-17,1853.881101656723
2000-01-18,1867.978009845104
2000-01-19,1845.0904550726739
2000-01-20,1849.2992577629652
2000-01-21,1851.9445531490164
2000-01-24,1868.9555679701523
2000-01-25,1864.221371485004
2000-01-26,1867.5931557434437
2000-01-27,1867.8703707148763
2000-01-28,1800.6600649591119
2000-01-31,1762.6912204477856
2000-02-01,1768.918487530517
2000-02-02,1779.392310250889
2000-02-03,1850.9008361269262
2000-02-04,1904.8168358961334
2000-02-07,1900.3227050782884
2000-02-08,1931.6872096922632
2000-02-09,1921.4747014396999
2000-02-10,1916.060763120893
2000-02-11,1873.302422534677
2000-02-14,1867.334958985018
2000-02-15,1856.9952391283273
2000-02-16,1860.868109967724
2000-02-17,1875.3719873838727
2000-02-18,1841.0161713478312
2000-02-21,1864.1063350946831
2000-02-22,1846.0688507906912
2000-02-23,1860.919682370575
2000-02-24,1861.9480471484073
2000-02-25,1859.4524919755988
2000-02-28,1829.7118295092607
2000-02-29,1860.010506324294
2000-03-01,1847.2685641760795
2000-03-02,1863.3144771653942
2000-03-03,1926.7909213915282
2000-03-06,1926.238990448706
2000-03-07,1926.790921391528
2000-03-08,1877.0854072421855
2000-03-09,1881.1575850196896
2000-03-10,1831.2022610952758
2000-03-13,1777.5816938668868
2000-03-14,1783.3786128314787
2000-03-15,1780.791580559722
2000-03-16,1791.8482319840953
2000-03-17,1764.9029022516193
2000-03-20,1760.875821358854
2000-03-21,1806.046009179707
2000-03-22,1822.5138972744803
2000-03-23,1829.4397547595092
2000-03-24,1843.3047826446966
2000-03-27,1843.681677098542
2000-03-28,1812.382610405931
2000-03-29,1783.99502336949
2000-03-30,1760.9004272987902
2000-03-31,1792.1324614069947
2000-04-03,1743.237298517432
2000-04-04,1710.8572518437925
2000-04-05,1703.7742574701035
2000-04-06,1731.2606257933141
2000-04-07,1776.8358123697333
2000-04-10,1746.077375620716
2000-04-11,1712.5361480891802
2000-04-12,1711.231602285772
2000-04-13,1646.049361785857
2000-04-14,1573.425989211324
2000-04-17,1580.6240314464915
2000-04-18,1604.7680276808123
2000-04-19,1572.0686049997123
2000-04-20,1592.2620404090026
2000-04-21,1592.2620404090026
2000-04-24,1551.2237599514924
2000-04-25,1589.8953247492332
2000-04-26,1587.4322033595067
2000-04-27,1558.353948606476
2000-04-28,1594.12583138333
2000-05-01,1594.12583138333
2000-05-02,1620.1907922671562
2000-05-03,1591.8392430204326
2000-05-04,1577.1564978882698
2000-05-05,1603.9610358989703
2000-05-08,1562.9670853947284
2000-05-09,1539.2100866037676
2000-05-10,1514.8370822746392
2000-05-11,1525.502205452342
2000-05-12,1522.0738730642229
2000-05-15,1582.552127195653
2000-05-16,1601.2666508820923
2000-05-17,1552.7398547135783
2000-05-18,1522.2008599417284
2000-05-19,1495.3947408455233
2000-05-22,1437.935388456081
2000-05-23,1419.0842441751686
2000-05-24,1480.9896969603042
2000-05-25,1459.1651154694491
2000-05-26,1497.3018210450198
2000-05-29,1532.3553237889362
2000-05-30,1601.4115692197822
2000-05-31,1572.1807736802161
2000-06-01,1645.3234978859225
2000-06-02,1707.902628915716
2000-06-05,1688.4063849995998
2000-06-06,1699.2462913297552
2000-06-07,1758.2212234714357
2000-06-08,1737.9254257999025
2000-06-09,1747.7786112870929
2000-06-12,1733.9427121132944
2000-06-13,1736.8102812712214
2000-06-14,1745.988795272145
2000-06-15,1770.5471429270858
2000-06-16,1784.4740119827768
2000-06-19,1823.6417325355092
2000-06-20,1824.526115010931
2000-06-21,1848.8132204539406
2000-06-22,1848.8132204539406
2000-06-23,1818.7145496733065
2000-06-26,1801.1293387947383
2000-06-27,1768.9916800289245
2000-06-28,1782.3305186705104
2000-06-29,1769.3114350444894
2000-06-30,1798.9120223188786
2000-07-03,1802.3074832180994
2000-07-04,1835.4217467605192
2000-07-05,1854.6338660392848
2000-07-06,1854.1510513872902
2000-07-07,1888.923473191702
2000-07-10,1915.315478188174
2000-07-11,1842.1622057260395
2000-07-12,1865.676311022391
2000-07-13,1818.3324876286938
2000-07-14,1840.4373574089639
2000-07-17,1902.191151012591
2000-07-18,1881.5568221084784
2000-07-19,1843.0265272440422
2000-07-20,1877.8322008823704
2000-07-21,1885.5248159536904
2000-07-24,1881.2317232847488
2000-07-25,1855.1442752736687
2000-07-26,1845.8587196638061
2000-07-27,1872.3508256079056
2000-07-28,1849.3825733663577
2000-07-31,1864.4586684020635
2000-08-01,1818.2476778390264
2000-08-02,1818.7322911376793
2000-08-03,1848.6401287293845
2000-08-04,1866.3761445858277
2000-08-07,1880.5239089867564
2000-08-08,1864.0760864555596
2000-08-09,1847.3922445922797
2000-08-10,1842.8000267215507
2000-08-11,1923.1969868428246
2000-08-14,1943.3403681023622
2000-08-15,1922.680813189744
2000-08-16,1895.8551995277594
2000-08-17,1917.136797280352
2000-08-18,1865.0334374780366
2000-08-21,1851.9996370101587
2000-08-22,1859.5956123229385
2000-08-23,1853.7038457086082
2000-08-24,1843.7725015064955
2000-08-25,1847.2993989649221
2000-08-28,1835.9723405340026
2000-08-29,1836.1478532200329
2000-08-30,1860.7227693547982
2000-08-31,1858.7048934817012
2000-09-01,1879.2196533247502
2000-09-04,1890.0763466782885
2000-09-05,1899.2931638478801
2000-09-06,1924.9538501618977
2000-09-07,1926.0112266244969
2000-09-08,1911.9762592342863
2000-09-11,1904.5223677952997
2000-09-12,1882.36110434976
2000-09-13,1891.3597694153416
2000-09-14,1864.770030022185
2000-09-15,1844.7885909568627
2000-09-18,1782.644342677185
2000-09-19,1793.2161558446014
2000-09-20,1783.1132543977205
2000-09-21,1792.0982489665776
2000-09-22,1795.1012695682084
2000-09-25,1811.0781292787658
2000-09-26,1793.739305630653
2000-09-27,1766.669949492462
2000-09-28,1796.0876515337861
2000-09-29,1792.7812090223276
2000-10-02,1756.9408824064105
2000-10-03,1784.2033813090316
2000-10-04,1786.7486086788392
2000-10-05,1806.7304715697937
2000-10-06,1778.684297548074
2000-10-09,1769.3759762729746
2000-10-10,1768.1585844981917
2000-10-11,1757.1767777895632
2000-10-12,1755.760080575543
2000-10-13,1720.580440232816
2000-10-16,1733.5347632734558
2000-10-17,1719.8064702294869
2000-10-18,1657.6813256505225
2000-10-19,1681.6404809664516
2000-10-20,1658.7753375867283
2000-10-23,1617.529873884884
2000-10-24,1618.2326967723352
2000-10-25,1599.9612722489708
2000-10-26,1598.630515944325
2000-10-27,1657.2232731022968
2000-10-30,1681.200344690887
2000-10-31,1690.967685966552
2000-11-01,1683.1681261497683
2000-11-02,1676.149442277369
2000-11-03,1644.4400933856696
2000-11-06,1635.1693426936245
2000-11-07,1631.775451473069
2000-11-08,1624.2594726950322
2000-11-09,1607.2569412271653
2000-11-10,1610.7888907242984
2000-11-13,1581.084907663394
2000-11-14,1592.5282905814915
2000-11-15,1585.1856908810646
2000-11-16,1589.935150450577
2000-11-17,1554.8499428802152
2000-11-20,1587.6210356553506
2000-11-21,1615.7996146189664
2000-11-22,1602.8055068535891
2000-11-23,1565.0572507712836
2000-11-24,1562.7987542511385
2000-11-27,1535.2327249624948
2000-11-28,1495.0091059310585
2000-11-29,1497.0107366250045
2000-11-30,1469.1177397263757
2000-12-01,1493.988102843069
2000-12-04,1513.1359314839176
2000-12-05,1580.067104784406
2000-12-06,1585.6453074440706
2000-12-07,1601.133722464095
2000-12-08,1635.1375968470632
2000-12-11,1642.3488418479405
2000-12-12,1625.7137261653293
2000-12-13,1652.0646931309348
2000-12-14,1621.889090826192
2000-12-15,1605.6337384366407
2000-12-18,1634.4566825861448
2000-12-19,1656.2511495029025
2000-12-20,1614.109650795689
2000-12-21,1605.8456971919643
2000-12-22,1613.2179992625158
2000-12-25,1613.2179992625158
2000-12-26,1625.2550587280205
2000-12-27,1665.407838235232
2000-12-28,1676.0609814616137
2000-12-29,1680.788332947787
2001-01-01,1680.788332947787
2001-01-02,1702.8003854675037
2001-01-03,1816.1616306904364
2001-01-04,1856.6450238302696
2001-01-05,1829.5768558441796
2001-01-08,1847.952993355815
2001-01-09,1892.8830830921786
2001-01-10,1888.834394034533
2001-01-11,1881.710436375825
2001-01-12,1896.3399214302626
2001-01-15,1885.7244527345376
2001-01-16,1878.9442417378982
2001-01-17,1902.8325180062775
2001-01-18,1938.5737565107406
2001-01-19,1934.5982740119894
2001-01-22,1916.2184416547243
2001-01-23,1945.7686693799449
2001-01-24,1957.980340621225
2001-01-25,1944.606834626595
2001-01-26,1983.6176304785965
2001-01-29,2000.8564672606694
2001-01-30,2005.5315962820703
2001-01-31,2006.832513688756
2001-02-01,1944.956050739904
2001-02-02,1939.064588599578
2001-02-05,1919.930097841146
2001-02-06,1943.9650933812125
2001-02-07,1910.261978890352
2001-02-08,1938.0634399927662
2001-02-09,1927.04350395421
2001-02-12,1928.4229104620965
2001-02-13,1954.0697662058851
2001-02-14,1941.1311251799932
2001-02-15,1937.0447287363147
2001-02-16,1862.4460758338582
2001-02-19,1846.216666287204
2001-02-20,1868.500431159146
2001-02-21,1854.054766246939
2001-02-22,1866.6570641272053
2001-02-23,1874.5648518926905
2001-02-26,1889.3506727604663
2001-02-27,1885.6323934536813
2001-02-28,1854.7116287827978
2001-03-01,1896.139892718133
2001-03-02,1919.9433263888875
2001-03-05,1925.5366298864665
2001-03-06,1904.8282716379883
2001-03-07,1900.2551449148461
2001-03-08,1916.5830086669876
2001-03-09,1910.3527431539455
2001-03-12,1813.716621147891
2001-03-13,1829.3151210796193
2001-03-14,1789.7398625368955
2001-03-15,1747.4531639896802
2001-03-16,1723.7319017169827
2001-03-19,1664.8012546854368
2001-03-20,1788.4501954814532
2001-03-21,1790.5852367840148
2001-03-22,1691.044327827392
2001-03-23,1701.8311230688503
2001-03-26,1742.0217161969726
2001-03-27,1769.036347203323
2001-03-28,1760.2203420906658
2001-03-29,1706.8239135382375
2001-03-30,1732.8031378161008
2001-04-02,1724.177655835754
2001-04-03,1695.2562785234886
2001-04-04,1688.2205857473589
2001-04-05,1726.1521554270264
2001-04-06,1731.7728365413946
2001-04-09,1720.4858433471152
2001-04-10,1745.4027875312852
2001-04-11,1711.83300080495
2001-04-12,1709.0469330485753
2001-04-13,1709.0469330485753
2001-04-16,1662.9826771809505
2001-04-17,1699.7889646619115
2001-04-18,1742.255354586835
2001-04-19,1699.1487796447361
2001-04-20,1656.067405073835
2001-04-23,1661.455870217499
2001-04-24,1638.7509722362913
2001-04-25,1623.0658747750724
2001-04-26,1674.5819305331308
2001-04-27,1712.8520875178615
2001-04-30,1714.052313305474
2001-05-01,1699.6485123533269
2001-05-02,1704.7662335501573
2001-05-03,1682.0615135773467
2001-05-04,1705.7669375386122
2001-05-07,1706.8441791481755
2001-05-08,1691.477272898262
2001-05-09,1739.750298539132
2001-05-10,1758.6220377762377
2001-05-11,1727.6805075024834
2001-05-14,1673.0497040802195
2001-05-15,1684.9245758125421
2001-05-16,1701.9900851553903
2001-05-17,1708.2735726578937
2001-05-18,1722.6289610316264
2001-05-21,1708.7021214741826
2001-05-22,1734.4572994282348
2001-05-23,1682.029706679196
2001-05-24,1699.3716060934285
2001-05-25,1668.144988516102
2001-05-28,1691.6499701655887
2001-05-29,1708.7494476684583
2001-05-30,1685.7716531245221
2001-05-31,1723.0783433860804
2001-06-01,1711.4580239537775
2001-06-04,1748.1101685733215
2001-06-05,1791.113370621804
2001-06-06,1797.9342080538408
2001-06-07,1828.7279304102315
2001-06-08,1841.5732459051949
2001-06-11,1803.238632875959
2001-06-12,1767.4261674344189
2001-06-13,1759.7113424647
2001-06-14,1749.182844645126
2001-06-15,1735.9365979959227
2001-06-18,1672.0306088830969
2001-06-19,1670.1151194559977
2001-06-20,1680.1851779257331
2001-06-21,1747.594530996006
2001-06-22,1812.4464317278073
2001-06-25,1812.556956073478
2001-06-26,1795.3898981077223
2001-06-27,1776.704352407277
2001-06-28,1825.347274995799
2001-06-29,1824.6661945525325
2001-07-02,1817.9806861419875
2001-07-03,1757.805292679891
2001-07-04,1681.094619406917
2001-07-05,1694.8967367488838
2001-07-06,1674.2114594566394
2001-07-09,1710.1240648178136
2001-07-10,1647.6729342595088
2001-07-11,1649.1836943473104
2001-07-12,1658.030315120551
2001-07-13,1642.0866310120614
2001-07-16,1603.8943742066701
2001-07-17,1650.5458542752692
2001-07-18,1701.8927481345283
2001-07-19,1667.3176082072898
2001-07-20,1687.495389142054
2001-07-23,1731.2092865921156
2001-07-24,1705.530621423991
2001-07-25,1705.2426026459534
2001-07-26,1712.8057011892206
2001-07-27,1713.584554635355
2001-07-30,1714.366860493524
2001-07-31,1743.6421190912358
2001-08-01,1690.8726727664286
2001-08-02,1705.6572055329714
2001-08-03,1698.7693255532647
2001-08-06,1734.0208499833095
2001-08-07,1757.5258018549928
2001-08-08,1738.0259356434026
2001-08-09,1732.5229955559441
2001-08-10,1748.7981206473494
2001-08-13,1741.9618067068213
2001-08-14,1745.9872900519892
2001-08-15,1753.684285427762
2001-08-16,1755.0165777401464
2001-08-17,1686.9131721279075
2001-08-20,1691.158538080456
2001-08-21,1659.1059773262468
2001-08-22,1682.085673191909
2001-08-23,1659.7080865004755
2001-08-24,1652.256463310974
2001-08-27,1650.6504712633161
2001-08-28,1669.1776561677584
2001-08-29,1699.3314378623577
2001-08-30,1690.1792923665002
2001-08-31,1694.2141813829148
2001-09-03,1651.0618452007338
2001-09-04,1670.8742376515313
2001-09-05,1727.8718473768176
2001-09-06,1700.308201741619
2001-09-07,1707.2213619035888
2001-09-10,1675.427432114188
2001-09-11,1484.393586571425
2001-09-12,1557.4972380601725
2001-09-13,1439.1982476151334
2001-09-14,1436.9367703040953
2001-09-17,1505.8634904997077
2001-09-18,1523.9116812369352
2001-09-19,1522.7994708078868
2001-09-20,1480.7604707814214
2001-09-21,1445.5205382581148
2001-09-24,1493.7668601195257
2001-09-25,1495.4700309989607
2001-09-26,1479.225841538035
2001-09-27,1538.2725451203337
2001-09-28,1541.719186238924
2001-10-01,1506.5426622991424
2001-10-02,1479.6943171667945
2001-10-03,1433.563538479777
2001-10-04,1437.5340848614585
2001-10-05,1453.0886184987514
2001-10-08,1447.4958705610188
2001-10-09,1489.141260506733
2001-10-10,1505.906478926895
2001-10-11,1516.5995191439965
2001-10-12,1515.5088326865036
2001-10-15,1590.7553498749696
2001-10-16,1594.7615834986925
2001-10-17,1634.1508657482127
2001-10-18,1607.1852771800188
2001-10-19,1623.744717626183
2001-10-22,1689.6820575885781
2001-10-23,1677.3361697721389
2001-10-24,1626.4451629418459
2001-10-25,1644.6233211012604
2001-10-26,1660.1376640845008
2001-10-29,1631.8917842753851
2001-10-30,1609.5084390806303
2001-10-31,1663.4834050980699
2001-11-01,1657.4241454437438
2001-11-02,1671.9955885480942
2001-11-05,1772.749269337154
2001-11-06,1762.44505245128
2001-11-07,1746.3355611794816
2001-11-08,1768.3380261470927
2001-11-09,1800.0546692847859
2001-11-12,1750.7538702056395
2001-11-13,1816.8890891898322
2001-11-14,1808.4785063339584
2001-11-15,1801.7264741821905
2001-11-16,1838.893351420772
2001-11-19,1879.4346559922178
2001-11-20,1810.6220983352052
2001-11-21,1827.377708108052
2001-11-22,1843.6698097321216
2001-11-23,1875.9819253557678
2001-11-26,1931.092954550418
2001-11-27,1937.1044988027118
2001-11-28,1870.7074371531673
2001-11-29,1855.5763836737526
2001-11-30,1828.7582591908983
2001-12-03,1951.6896668901522
2001-12-04,1935.8589731694876
2001-12-05,1951.9968908631993
2001-12-06,2001.5866243237235
2001-12-07,2005.309944432871
2001-12-10,2065.304861307345
2001-12-11,2076.6407964690734
2001-12-12,2095.10696254873
2001-12-13,2022.3150161518859
2001-12-14,1980.3878851725956
2001-12-17,1989.1791222940617
2001-12-18,2032.7403040987597
2001-12-19,2067.3866243117036
2001-12-20,2039.6260185034741
2001-12-21,2057.705073435976
2001-12-24,2066.5118574010344
2001-12-25,2066.5118574010344
2001-12-26,2106.6872244155834
2001-12-27,2145.0435221904168
2001-12-28,2151.4624681282644
2001-12-31,2162.6364779172877
2002-01-01,2162.6364779172877
2002-01-02,2225.493850089392
2002-01-03,2286.5688350972378
2002-01-04,2265.8825703879256
2002-01-07,2251.8060993087515
2002-01-08,2249.6794570805896
2002-01-09,2232.970527406329
2002-01-10,2180.57282759544
2002-01-11,2148.7654180483137
2002-01-14,2101.477485555768
2002-01-15,2156.8201240276976
2002-01-16,2181.3178198344685
2002-01-17,2273.184213653104
2002-01-18,2294.630885365561
2002-01-21,2286.5356123500164
2002-01-22,2291.509297693387
2002-01-23,2310.1506326684575
2002-01-24,2316.100215417042
2002-01-25,2303.609320249889
2002-01-28,2240.1275054217012
2002-01-29,2212.8494075845865
2002-01-30,2251.0839519649185
2002-01-31,2329.4132273413607
2002-02-01,2314.7840294411744
2002-02-04,2246.7474657352664
2002-02-05,2292.511688957372
2002-02-06,2317.361342190357
2002-02-07,2250.15930053164
2002-02-08,2201.8795031078357
2002-02-11,2202.77585136882
2002-02-12,2202.77585136882
2002-02-13,2252.7460561088046
2002-02-14,2269.3784029389435
2002-02-15,2246.53321038057
2002-02-18,2238.913548710004
2002-02-19,2207.8345702408124
2002-02-20,2259.5438397874245
2002-02-21,2321.4202324605008
2002-02-22,2338.705979324604
2002-02-25,2425.370189373764
2002-02-26,2380.8095970880026
2002-02-27,2419.7846921087203
2002-02-28,2471.958257964463
2002-03-01,2531.893619710606
2002-03-04,2586.4569998765332
2002-03-05,2519.308406322227
2002-03-06,2514.821958255864
2002-03-07,2482.67142879769
2002-03-08,2540.4058612731646
2002-03-11,2502.3689513982504
2002-03-12,2586.19201678299
2002-03-13,2616.0104190663415
2002-03-14,2607.1940555537103
2002-03-15,2647.0943382749583
2002-03-18,2630.8980142937303
2002-03-19,2603.0634951123748
2002-03-20,2645.6811841842714
2002-03-21,2576.8473283298567
2002-03-22,2435.18163513464
2002-03-25,2464.454880372682
2002-03-26,2547.183785567502
2002-03-27,2544.5032113583225
2002-03-28,2482.1095734299192
2002-03-29,2482.1095734299192
2002-04-01,2507.0682105558535
2002-04-02,2501.573279809056
2002-04-03,2531.077907207995
2002-04-04,2557.1193947018182
2002-04-05,2613.002318440429
2002-04-08,2597.508245378272
2002-04-09,2577.9512554896005
2002-04-10,2623.57983024352
2002-04-11,2630.507912725425
2002-04-12,2651.300638263591
2002-04-15,2574.205042928855
2002-04-16,2604.8628175134418
2002-04-17,2652.479097546731
2002-04-18,2575.5766492275766
2002-04-19,2556.8571638074295
2002-04-22,2540.5201246395836
2002-04-23,2504.966475638095
2002-04-24,2538.5459961144857
2002-04-25,2565.598148435131
2002-04-26,2545.7105940071087
2002-04-29,2505.6433876140563
2002-04-30,2492.244425417156
2002-05-01,2494.8833966427146
2002-05-02,2402.930333824398
2002-05-03,2388.550412776351
2002-05-06,2359.2516427925884
2002-05-07,2370.7554884189212
2002-05-08,2343.037088681558
2002-05-09,2213.284818409466
2002-05-10,2218.920145692359
2002-05-13,2211.148189955015
2002-05-14,2220.787695902941
2002-05-15,2245.6926256536944
2002-05-16,2282.293781029758
2002-05-17,2280.1108454102327
2002-05-20,2242.396961512212
2002-05-21,2243.405516815423
2002-05-22,2142.0460868630216
2002-05-23,2158.403168438438
2002-05-24,2152.7696177910498
2002-05-27,2140.4349931587603
2002-05-28,2097.954080569865
2002-05-29,2105.5368155764913
