Date,TAIWAN HIGH DIVIDEND YIELD
1998-12-31,1000.0
1999-01-01,1000.0
1999-01-04,1002.099533437014
1999-01-05,966.3316845223057
1999-01-06,970.3286170747066
1999-01-07,989.7732198028227
1999-01-08,987.2228005693618
1999-01-11,966.221453333216
1999-01-12,947.5068848506235
1999-01-13,934.6855002972939
1999-01-14,913.6587411470392
1999-01-15,950.3150954701216
1999-01-18,928.1382905436777
1999-01-19,931.2028852928843
1999-01-20,924.7596648994198
1999-01-21,928.0400172885684
1999-01-22,915.9636081292666
1999-01-25,891.4308222724904
1999-01-26,892.648952627111
1999-01-27,897.8023402622229
1999-01-28,876.1749962525109
1999-01-29,863.5400651403274
1999-02-01,858.0878228074313
1999-02-02,856.292409430929
1999-02-03,854.7264788914975
1999-02-04,820.6865248811187
1999-02-05,795.5277875321624
1999-02-08,853.1041193971778
1999-02-09,835.83850162828
1999-02-10,856.279201603883
1999-02-11,856.0141817333772
1999-02-12,856.2792016038829
1999-02-15,856.2792016038829
1999-02-16,856.2792016038829
1999-02-17,854.9557407049589
1999-02-18,854.9557407049589
1999-02-19,851.6649179924685
1999-02-22,915.7780392242845
1999-02-23,901.7357271306885
1999-02-24,899.0990246118432
1999-02-25,903.5142186898727
1999-02-26,909.5805727553698
1999-03-01,906.3392161468489
1999-03-02,909.6772268674699
1999-03-03,929.7283640748004
1999-03-04,938.4180396504148
1999-03-05,934.4316925515075
1999-03-08,932.4484163367234
1999-03-09,938.1288788662984
1999-03-10,931.2774148830225
1999-03-11,921.8093994652347
1999-03-12,919.5754052783057
1999-03-15,920.0517205229008
1999-03-16,928.6288729515543
1999-03-17,932.2247195310717
1999-03-18,944.4502389208757
1999-03-19,962.3269451102997
1999-03-22,965.5335502462276
1999-03-23,961.1750511171072
1999-03-24,950.2919796916703
1999-03-25,966.2850484079584
1999-03-26,981.1263749576997
1999-03-29,966.8183392797221
1999-03-30,963.9185492840991
1999-03-31,960.7439372574783
1999-04-01,986.8553019779528
1999-04-02,1031.7968789502656
1999-04-05,1025.8496428694007
1999-04-06,1021.3758759325522
1999-04-07,1013.2723459242347
1999-04-08,1021.2828126966393
1999-04-09,1021.8393349878452
1999-04-12,1005.2564791652885
1999-04-13,1010.4934160988383
1999-04-14,1027.2781736772658
1999-04-15,1042.3118944331536
1999-04-16,1075.2389609290872
1999-04-19,1119.2042384351353
1999-04-20,1137.1550569325277
1999-04-21,1121.6551134960619
1999-04-22,1114.9094249044263
1999-04-23,1136.1699192140834
1999-04-26,1131.4925581576401
1999-04-27,1105.4499922977288
1999-04-28,1096.5508210506343
1999-04-29,1069.068461626454
1999-04-30,1091.7953470605785
1999-05-03,1112.0843863618857
1999-05-04,1134.9737950962851
1999-05-05,1130.0082973433755
1999-05-06,1112.3110479004738
1999-05-07,1092.0138232655295
1999-05-10,1110.9263030715529
1999-05-11,1107.397679803182
1999-05-12,1097.5603987965421
1999-05-13,1086.8242839411105
1999-05-14,1110.4706332262067
1999-05-17,1106.1982150108367
1999-05-18,1097.614178809207
1999-05-19,1088.0239441551116
1999-05-20,1090.6787222143907
1999-05-21,1085.064421455981
1999-05-24,1064.9416691553781
1999-05-25,1033.9863872223743
1999-05-26,1038.7257368035819
1999-05-27,1049.8930813896343
1999-05-28,1029.0079433227982
1999-05-31,1001.1675581477
1999-06-01,1013.289410232983
1999-06-02,1019.6490381536664
1999-06-03,1035.3923401891363
1999-06-04,1036.3185511253698
1999-06-07,1059.6729534885603
1999-06-08,1066.9536586200707
1999-06-09,1068.3909932597244
1999-06-10,1080.8767084501665
1999-06-11,1101.0998865147465
1999-06-14,1098.5607893457768
1999-06-15,1078.3792955196864
1999-06-16,1076.7452223173432
1999-06-17,1093.4859745702875
1999-06-18,1093.655009347621
1999-06-21,1108.139395684795
1999-06-22,1131.3590234805802
1999-06-23,1118.7171455232801
1999-06-24,1119.1534932917898
1999-06-25,1088.7812416205184
1999-06-28,1087.5789279817614
1999-06-29,1108.5416365536687
1999-06-30,1093.4783159679494
1999-07-01,1093.1398825677734
1999-07-02,1105.6874533766095
1999-07-05,1125.1125380025815
1999-07-06,1113.374933875993
1999-07-07,1107.623417258761
1999-07-08,1118.4788737582712
1999-07-09,1111.929911715026
1999-07-12,1105.1477945623133
1999-07-13,1066.0002657534567
1999-07-14,1030.929856263849
1999-07-15,1044.9169781583748
1999-07-16,973.0277808027186
1999-07-19,958.2632946712555
1999-07-20,1017.3359648473993
1999-07-21,999.7389170943657
1999-07-22,982.0624779794684
1999-07-23,991.8488893820727
1999-07-26,978.8527006510778
1999-07-27,959.2738019521195
1999-07-28,976.2980209117884
1999-07-29,964.5201237087505
1999-07-30,964.37933348111
1999-08-02,952.334444077869
1999-08-03,956.1188942716193
1999-08-04,942.4749547465212
1999-08-05,912.6279797998556
1999-08-06,884.985813423006
