Date,UNITED KINGDOM SMALL GROWTH
1998-12-31,460.40873732630365
1999-01-01,460.3621407040874
1999-01-04,459.3410540274079
1999-01-05,459.9462716690075
1999-01-06,468.16247233895024
1999-01-07,470.7365583124817
1999-01-08,476.64515560375605
1999-01-11,477.88552947305715
1999-01-12,474.9958241333022
1999-01-13,468.49096605981356
1999-01-14,471.3094503739181
1999-01-15,471.60834359070907
1999-01-18,474.3411239046135
1999-01-19,476.4169888700498
1999-01-20,477.631448337425
1999-01-21,477.9558338124108
1999-01-22,476.4008638747452
1999-01-25,477.573109689844
1999-01-26,480.20423133244884
1999-01-27,484.3730354525061
1999-01-28,489.7533939094567
1999-01-29,495.5723626907579
1999-02-01,502.5609037174276
1999-02-02,506.14472686958095
1999-02-03,505.0240265262307
1999-02-04,512.4030706551681
1999-02-05,512.4492441900035
1999-02-08,513.1482180764314
1999-02-09,511.4800347229611
1999-02-10,506.07836642335565
1999-02-11,507.3451356585265
1999-02-12,510.756054161034
1999-02-15,511.2138821333129
1999-02-16,516.0191559292091
1999-02-17,514.4205037379631
1999-02-18,514.6309680466205
1999-02-19,520.6665000892639
1999-02-22,523.5514455406867
1999-02-23,523.1857323240524
1999-02-24,524.2162298828584
1999-02-25,521.5956561675716
1999-02-26,525.7696718754364
1999-03-01,531.4137228159996
1999-03-02,535.3048600106398
1999-03-03,539.0201807559121
1999-03-04,542.53708991141
1999-03-05,545.533552695051
1999-03-08,544.3210811667706
1999-03-09,546.6543117752501
1999-03-10,549.2154936069729
1999-03-11,559.3045859144398
1999-03-12,561.1150062609697
1999-03-15,558.9046816653254
1999-03-16,563.4498484767851
1999-03-17,559.1302976013355
1999-03-18,560.1568788720639
1999-03-19,566.0690576627064
1999-03-22,568.2956935777061
1999-03-23,569.1121599554476
1999-03-24,566.246252811224
1999-03-25,566.5037622433302
1999-03-26,569.2608322179594
1999-03-29,570.4056879946895
1999-03-30,566.1143094905892
1999-03-31,564.8519761368651
1999-04-01,560.5439295253765
1999-04-02,561.3734068425127
1999-04-05,563.8847482965173
1999-04-06,558.4253732338077
1999-04-07,560.2968191068005
1999-04-08,564.1879306389405
1999-04-09,564.853103455672
1999-04-12,564.448794272745
1999-04-13,568.2039260849326
1999-04-14,571.3735318464586
1999-04-15,574.4941576556381
1999-04-16,580.9215436791735
1999-04-19,589.5804874587243
1999-04-20,579.2957687753658
1999-04-21,580.0447440721747
1999-04-22,586.5932464248673
1999-04-23,588.157713071305
1999-04-26,590.6968623819793
1999-04-27,589.9392559110892
1999-04-28,591.1976924574932
1999-04-29,591.8030901543143
1999-04-30,593.9111431491505
1999-05-03,594.5855631839543
1999-05-04,599.4390942655918
1999-05-05,592.0834825098584
1999-05-06,593.3943883064351
1999-05-07,592.6600733183286
1999-05-10,589.1597472259784
1999-05-11,590.5572442145093
1999-05-12,590.2898546435713
1999-05-13,591.9774982454328
1999-05-14,585.8351736484838
1999-05-17,583.0291635862169
1999-05-18,582.3052663506995
1999-05-19,581.1000805271501
1999-05-20,582.2615513018582
1999-05-21,583.863885432863
1999-05-24,582.9856098960577
1999-05-25,578.4015974597069
1999-05-26,582.4166717938413
1999-05-27,583.9506803381656
1999-05-28,584.311610708572
1999-05-31,586.16676191888
1999-06-01,587.0779272377767
1999-06-02,594.6989714415197
1999-06-03,591.9030979969727
1999-06-04,598.0216603452951
1999-06-07,599.9351361505329
1999-06-08,595.14398423095
1999-06-09,595.5326281721284
1999-06-10,593.1881948781316
1999-06-11,596.3159230475592
1999-06-14,598.4677086037486
1999-06-15,592.7104194993451
1999-06-16,598.7541975823539
1999-06-17,601.3386417467575
1999-06-18,599.2228495440868
1999-06-21,603.4425167706358
1999-06-22,603.1958610547788
1999-06-23,599.7460739282677
1999-06-24,600.2796141638407
1999-06-25,596.4805356366045
1999-06-28,600.600653656212
1999-06-29,601.9054786958948
1999-06-30,601.4367249397395
1999-07-01,608.9602164749231
1999-07-02,613.7451276359999
1999-07-05,615.7791065020233
1999-07-06,614.5528248477956
1999-07-07,615.2517322143449
1999-07-08,620.6318708879735
1999-07-09,621.5007793895124
1999-07-12,629.7238458510019
1999-07-13,627.0839329570954
1999-07-14,629.5011486715196
1999-07-15,630.6785127101377
1999-07-16,631.3018489175788
1999-07-19,633.4154178322233
1999-07-20,622.3638360658506
1999-07-21,614.7684433382359
1999-07-22,618.8416934672747
1999-07-23,616.5466808010206
1999-07-26,609.2969921463447
1999-07-27,609.2215526385
1999-07-28,610.8568081149235
1999-07-29,611.8336112734586
1999-07-30,616.3999577074175
1999-08-02,617.4115982325145
1999-08-03,619.9626486169706
1999-08-04,620.3377439602014
1999-08-05,614.5578709315769
1999-08-06,614.631157844521
1999-08-09,613.5766999182857
1999-08-10,608.5384232615196
1999-08-11,609.3596600414834
1999-08-12,613.4110421214523
1999-08-13,618.3572157126523
1999-08-16,620.8944312042995
1999-08-17,626.4706911677104
1999-08-18,630.058528164298
1999-08-19,630.2054127176149
1999-08-20,628.8978148860385
1999-08-23,631.2626956020448
1999-08-24,631.4350741895929
1999-08-25,634.8481976212869
1999-08-26,637.9663450066489
1999-08-27,639.6983846704966
1999-08-30,639.9858896079784
1999-08-31,640.1278867326589
1999-09-01,640.529358396763
1999-09-02,636.2818310774937
1999-09-03,642.1307366100699
1999-09-06,648.9863091231385
1999-09-07,652.2531282111183
1999-09-08,659.3479795943114
1999-09-09,666.6203995358128
1999-09-10,672.0389568661152
1999-09-13,670.950029870669
1999-09-14,662.3918799719244
1999-09-15,660.40978725104
1999-09-16,656.414431647011
1999-09-17,656.7495014752633
1999-09-20,657.0455662758264
1999-09-21,651.2934065206795
1999-09-22,643.6268070549556
1999-09-23,650.6345478298022
1999-09-24,641.6386633947623
1999-09-27,645.9502351940384
1999-09-28,644.6442700225414
1999-09-29,636.3972414951097
1999-09-30,635.4986160100628
1999-10-01,634.6361668066157
1999-10-04,634.1829809833014
1999-10-05,639.256761372482
1999-10-06,641.7504181754554
1999-10-07,644.0055013575518
1999-10-08,652.5680256099375
1999-10-11,655.1446896318479
1999-10-12,650.5076628544782
1999-10-13,645.3075296052748
1999-10-14,647.4427151373492
1999-10-15,639.162696430197
1999-10-18,631.8965791790415
1999-10-19,641.850177529377
1999-10-20,647.9191985774427
1999-10-21,648.1572929409247
1999-10-22,654.478829280048
1999-10-25,658.7262767884305
1999-10-26,661.4754371298375
1999-10-27,665.0227471623572
1999-10-28,664.8216220907871
1999-10-29,669.3446062762221
1999-11-01,672.4571785782039
1999-11-02,679.7358850920073
1999-11-03,687.9554629497065
1999-11-04,702.4570274175204
1999-11-05,704.2663093279002
1999-11-08,708.5226174530501
1999-11-09,712.5278422177072
1999-11-10,715.8154117550279
1999-11-11,728.8898213596934
1999-11-12,742.1088518733974
1999-11-15,753.5974892931055
1999-11-16,759.9548603132716
1999-11-17,770.2360152560592
1999-11-18,776.5256267452036
1999-11-19,777.5831228178644
1999-11-22,777.3984345084277
1999-11-23,783.4726152616605
1999-11-24,784.4178936555137
1999-11-25,787.6629431825131
1999-11-26,796.5873757744205
1999-11-29,804.6894422395146
1999-11-30,802.6243890758631
1999-12-01,805.452163393805
1999-12-02,821.6481711985839
1999-12-03,845.6510020103397
1999-12-06,848.8897293043032
1999-12-07,858.2074166102922
1999-12-08,869.0412914105646
1999-12-09,872.5846045041387
1999-12-10,882.3093414259471
1999-12-13,889.2802968082262
1999-12-14,884.84103093779
1999-12-15,865.031533944032
1999-12-16,865.7645176017644
1999-12-17,884.6207712520657
1999-12-20,886.3016816797168
1999-12-21,893.6888716900593
1999-12-22,899.2488481500212
1999-12-23,901.7768849922181
1999-12-24,904.0425792910635
1999-12-27,908.1699675195144
1999-12-28,910.872996347518
1999-12-29,919.7987981512509
1999-12-30,926.6843335246554
1999-12-31,927.1768765471169
2000-01-03,922.2115842672129
2000-01-04,917.2609782950051
2000-01-05,892.920618562876
2000-01-06,900.0303624040085
2000-01-07,913.1389044058645
2000-01-10,937.8436208053636
2000-01-11,954.5307336490487
2000-01-12,953.9364665314185
2000-01-13,965.0457746807567
2000-01-14,987.6540271404998
2000-01-17,1026.2405423645646
2000-01-18,1024.8247778322918
2000-01-19,1020.2015676541578
2000-01-20,1033.908780618765
2000-01-21,1032.864877226086
2000-01-24,1048.9884086586576
2000-01-25,1023.4689823875666
2000-01-26,1032.2618683873825
2000-01-27,1044.8861804721848
2000-01-28,1042.8319580058228
2000-01-31,1030.5789263704419
2000-02-01,1040.6062777011362
2000-02-02,1041.4144434227965
2000-02-03,1037.049135804741
2000-02-04,1050.3782608988624
2000-02-07,1054.3600908111116
2000-02-08,1058.465753556468
2000-02-09,1076.7549015575976
2000-02-10,1081.6405509884185
2000-02-11,1100.7845499240739
2000-02-14,1104.4216210999095
2000-02-15,1109.2739878453215
