Date,IRELAND SMALL GROWTH
1998-12-31,115.0839650810646
1999-01-01,115.08318848392979
1999-01-04,118.15934907510523
1999-01-05,119.04048077921716
1999-01-06,120.54503628672575
1999-01-07,120.56195896387648
1999-01-08,120.11031923807863
1999-01-11,119.75242776560933
1999-01-12,119.17456842799528
1999-01-13,117.16330048057995
1999-01-14,116.94870399682264
1999-01-15,114.73861775568011
1999-01-18,113.89632980832485
1999-01-19,113.89784558412119
1999-01-20,115.68238849123908
1999-01-21,116.73758829272086
1999-01-22,116.08486039980271
1999-01-25,115.68375479641989
1999-01-26,116.3634267036084
1999-01-27,116.51591972864237
1999-01-28,115.15363310875537
1999-01-29,115.29785153479929
1999-02-01,114.24705684707386
1999-02-02,113.38715017836584
1999-02-03,114.95732264318995
1999-02-04,114.44594063309366
1999-02-05,115.12035052832478
1999-02-08,113.67660232592604
1999-02-09,114.17366660904239
1999-02-10,112.05671771293896
1999-02-11,112.98707306493276
1999-02-12,113.4861079055936
1999-02-15,113.42141674018346
1999-02-16,114.31007659470265
1999-02-17,114.38675383803664
1999-02-18,114.66634136598087
1999-02-19,115.39077686141745
1999-02-22,115.12737744232328
1999-02-23,115.74027179933626
1999-02-24,118.03471256774952
1999-02-25,118.30586441921427
1999-02-26,120.0722765234445
1999-03-01,120.72847124756032
1999-03-02,121.23299242364827
1999-03-03,120.33757622072325
1999-03-04,120.62787423331035
1999-03-05,121.54912437244597
1999-03-08,123.08330955152522
1999-03-09,122.11454032587771
1999-03-10,122.58548533774356
1999-03-11,122.45407089366047
1999-03-12,121.9839556100664
1999-03-15,121.86529078694132
1999-03-16,121.0645704745697
1999-03-17,121.06457047456972
1999-03-18,120.4999796802359
1999-03-19,121.86815911250551
1999-03-22,119.9834494306129
1999-03-23,120.38902465300339
1999-03-24,118.34104989599676
1999-03-25,119.03441688384198
1999-03-26,118.53671044921329
1999-03-29,118.16122995616138
1999-03-30,118.76946139070061
1999-03-31,117.16035393388668
1999-04-01,117.83471742931494
1999-04-02,117.83471742931494
1999-04-05,117.83471742931494
1999-04-06,115.79842720759068
1999-04-07,113.41060479418837
1999-04-08,112.640092974293
1999-04-09,112.5334778743775
1999-04-12,112.6620007439809
1999-04-13,115.47134903292425
1999-04-14,117.81596872303494
1999-04-15,118.37606337845887
1999-04-16,118.60218808846066
1999-04-19,120.07953948778459
1999-04-20,120.22544388393104
1999-04-21,119.83214101425015
1999-04-22,120.24691820281602
1999-04-23,120.67894972984352
1999-04-26,121.20407730084922
1999-04-27,120.91217255412047
1999-04-28,120.69418729942467
1999-04-29,120.54201245348527
1999-04-30,120.29033254190358
1999-05-03,120.2903325419036
1999-05-04,120.66785536048059
1999-05-05,120.8606518824218
1999-05-06,121.0414090300199
1999-05-07,121.11904571116621
1999-05-10,121.36116656635313
1999-05-11,121.20084457908442
1999-05-12,121.35636265980654
1999-05-13,121.52983534577906
1999-05-14,121.26967841042493
