Date,ISRAEL SMALL GROWTH
2002-05-31,499.20635633983767
2002-06-03,492.37047301841693
2002-06-04,490.02748039848666
2002-06-05,490.464609371451
2002-06-06,479.02525301039475
2002-06-07,480.6726062881414
2002-06-10,479.70233326601266
2002-06-11,469.243973008991
2002-06-12,466.6476472543264
2002-06-13,461.73944668323713
2002-06-14,457.28073664376745
2002-06-17,464.975743811299
2002-06-18,461.4348279217015
2002-06-19,448.59570345186114
2002-06-20,429.81832214013684
2002-06-21,422.1898258354947
2002-06-24,409.4591728531241
2002-06-25,425.05733267326144
2002-06-26,415.0771269204379
2002-06-27,429.79315510281333
2002-06-28,436.23831591592153
2002-07-01,431.5929619639435
2002-07-02,424.4955312934698
2002-07-03,429.3995838098719
2002-07-04,429.71764650086993
2002-07-05,438.1538800214349
2002-07-08,430.88996348213675
2002-07-09,427.29098162295236
2002-07-10,433.77063711807034
2002-07-11,429.7460516565474
2002-07-12,435.9838012456421
2002-07-15,437.61000577283517
2002-07-16,436.0120308084269
2002-07-17,448.34078402562494
2002-07-18,446.560231749139
2002-07-19,443.2311685305468
2002-07-22,443.7425646988591
2002-07-23,439.83297108539455
2002-07-24,434.8178913748163
2002-07-25,433.3154627897557
2002-07-26,439.53459116337547
2002-07-29,461.4869775383029
2002-07-30,467.3139035256626
2002-07-31,476.980905872131
2002-08-01,469.1876399926122
2002-08-02,461.7235558690179
2002-08-05,446.0068407209598
2002-08-06,460.4435709016874
2002-08-07,461.1592516563117
2002-08-08,464.9088179219488
2002-08-09,465.8230114714835
2002-08-12,465.4474294295498
2002-08-13,453.83075607126193
2002-08-14,457.03334416348304
2002-08-15,463.31807824682454
2002-08-16,464.21253211779396
2002-08-19,487.8650891894337
2002-08-20,487.0495695711952
2002-08-21,489.2390309562369
2002-08-22,494.57796905798585
2002-08-23,488.99726705245564
2002-08-26,488.6467929201257
2002-08-27,482.5671715721938
2002-08-28,476.2461649304
2002-08-29,472.30434784797825
2002-08-30,473.3324845147702
2002-09-02,463.68197902091015
2002-09-03,451.7418333712135
2002-09-04,458.65567774592284
2002-09-05,454.38607310746625
2002-09-06,460.36477619215435
2002-09-09,463.0110460519762
2002-09-10,470.52180353560306
2002-09-11,473.6536301008715
2002-09-12,464.6588623086621
2002-09-13,463.5561491569232
2002-09-16,470.41345102067237
2002-09-17,473.24260633880476
2002-09-18,458.06826154753077
2002-09-19,449.7865049345983
2002-09-20,444.7986855960888
2002-09-23,431.493115794206
2002-09-24,427.09493632135565
2002-09-25,432.15828839974387
2002-09-26,431.71247571453017
2002-09-27,431.15329390856755
2002-09-30,416.8555752726773
2002-10-01,424.7945538363028
2002-10-02,420.3422174565079
2002-10-03,412.259939009127
2002-10-04,413.81743079490656
2002-10-07,401.5898716095451
2002-10-08,404.54769962864674
2002-10-09,402.80545597836004
2002-10-10,406.63893215871474
2002-10-11,414.5545084883314
2002-10-14,411.61884039107787
2002-10-15,428.21709177305695
2002-10-16,419.86332080540274
2002-10-17,437.31130842714464
2002-10-18,439.26182696770917
2002-10-21,440.9104710899832
2002-10-22,426.66975489711325
2002-10-23,434.3471689612899
2002-10-24,435.98155156024313
2002-10-25,434.33162656659135
2002-10-28,420.04079412884795
2002-10-29,415.6152234140026
2002-10-30,423.69611527853533
2002-10-31,418.92789977773515
2002-11-01,418.4679808322454
2002-11-04,427.475833018824
2002-11-05,427.3663967552023
2002-11-06,441.4941000297864
2002-11-07,435.1889226996522
2002-11-08,431.99592009877915
2002-11-11,431.6062933067359
2002-11-12,429.7067543633077
2002-11-13,430.53210430123227
2002-11-14,437.5339320746035
2002-11-15,436.34491426273115
2002-11-18,437.7850964845257
2002-11-19,434.53973589471144
2002-11-20,441.046229667411
2002-11-21,453.7800460287587
2002-11-22,458.940297985662
2002-11-25,472.94487901008955
2002-11-26,479.1674124645657
2002-11-27,492.062578631947
2002-11-28,489.2820334546731
2002-11-29,490.50220986772626
2002-12-02,507.4762457717691
2002-12-03,503.4907374873973
2002-12-04,489.8663880766043
2002-12-05,481.9537114095522
2002-12-06,478.71308548489543
2002-12-09,467.925648748752
2002-12-10,473.7369553330499
2002-12-11,480.17189891263973
2002-12-12,474.4573899420707
2002-12-13,468.2867810707521
2002-12-16,466.89272213914063
2002-12-17,460.1507322900732
2002-12-18,449.7587608432601
2002-12-19,459.16096456052065
2002-12-20,460.0236004247573
2002-12-23,455.5337681799861
2002-12-24,450.7519375896197
2002-12-25,449.94156582112754
2002-12-26,455.3353628285782
2002-12-27,450.00499313605064
2002-12-30,441.1206577395483
2002-12-31,440.60745359954325
2003-01-01,436.2411582988142
2003-01-02,442.5339899959835
2003-01-03,441.44875055926957
2003-01-06,443.36210293981196
2003-01-07,447.3229230364633
2003-01-08,445.90608398611494
2003-01-09,447.292443107595
2003-01-10,445.7170416604455
2003-01-13,440.91676734119557
2003-01-14,435.08617910670665
2003-01-15,434.8330524967791
2003-01-16,435.55521419816074
2003-01-17,426.93356865417394
2003-01-20,414.54954447861184
2003-01-21,412.50257817805385
2003-01-22,409.73725564589637
2003-01-23,410.31692402397454
2003-01-24,403.5700669372986
2003-01-27,405.8063849377661
2003-01-28,406.1333112439973
2003-01-29,406.6255527097106
2003-01-30,410.5395284693759
2003-01-31,411.5274786104353
2003-02-03,406.18960778294644
2003-02-04,393.3630905790443
2003-02-05,396.9166049431679
2003-02-06,399.8274329941211
2003-02-07,400.2391247278542
2003-02-10,398.42361561335684
2003-02-11,402.9563082537973
2003-02-12,401.97196049383354
2003-02-13,391.04342768116965
2003-02-14,397.5647366270839
2003-02-17,411.3214486618938
2003-02-18,424.7217309689699
2003-02-19,416.56381098925175
2003-02-20,411.6172529705771
2003-02-21,412.01221260524756
2003-02-24,418.0429704059813
2003-02-25,415.7272640857077
2003-02-26,413.53010790773556
2003-02-27,424.4477976198063
2003-02-28,423.01395001594574
2003-03-03,424.2805268325347
2003-03-04,420.9295760232841
2003-03-05,412.4997924649653
2003-03-06,417.1873869959631
2003-03-07,412.7690700596508
2003-03-10,409.48635994771035
2003-03-11,411.3802763417432
2003-03-12,413.93614777576545
2003-03-13,428.95733091424114
2003-03-14,431.70329127695715
2003-03-17,443.6050080200315
2003-03-18,446.97656347234596
2003-03-19,459.6221908988726
2003-03-20,456.9005782091553
2003-03-21,463.7702827656956
2003-03-24,453.2044208265189
2003-03-25,457.2085199933697
2003-03-26,465.00747742536794
2003-03-27,457.39307234315936
2003-03-28,455.84738689184104
2003-03-31,447.4567514366772
2003-04-01,459.01685505654865
2003-04-02,472.4064520670876
2003-04-03,481.5944032906553
2003-04-04,484.8290363965036
2003-04-07,496.91114278033683
2003-04-08,496.6484643996585
2003-04-09,496.1596679208517
2003-04-10,495.07412222818596
2003-04-11,498.6182974763477
2003-04-14,508.33535816023544
2003-04-15,517.9949212509964
2003-04-16,516.1345051431111
2003-04-17,516.2951217161319
2003-04-18,516.5054630151969
2003-04-21,518.5453690394604
2003-04-22,515.1793606321763
2003-04-23,516.0124051177687
2003-04-24,519.6925536184
2003-04-25,513.3593002282155
2003-04-28,506.4717544883766
2003-04-29,518.1173572492198
2003-04-30,514.9875676713866
2003-05-01,513.055351157044
2003-05-02,520.7542561351432
2003-05-05,536.9794490822394
2003-05-06,537.4251484302639
2003-05-07,533.9052882444547
2003-05-08,523.0223054847422
2003-05-09,524.5982965303959
2003-05-12,533.2588413470708
2003-05-13,529.2759176333029
2003-05-14,538.6479260427301
2003-05-15,541.0776345395674
2003-05-16,538.1605001091535
2003-05-19,507.6814127467354
2003-05-20,501.445124456679
2003-05-21,491.4761285226725
2003-05-22,501.60181436718784
2003-05-23,502.7506163876414
2003-05-26,519.4722496734922
2003-05-27,532.9832226553107
2003-05-28,552.3661237883161
2003-05-29,551.0238609634532
2003-05-30,558.9132107331353
2003-06-02,557.606809542874
2003-06-03,562.043597292492
2003-06-04,558.8060971029317
2003-06-05,551.237265764662
2003-06-06,557.1118175696868
2003-06-09,542.0766159876445
2003-06-10,542.1373987068395
2003-06-11,546.303379393687
2003-06-12,547.7885816727102
2003-06-13,544.60601547874
2003-06-16,566.5148883435837
2003-06-17,574.3001714325118
2003-06-18,581.8433314889184
2003-06-19,581.8713352112876
2003-06-20,583.5205128081576
2003-06-23,573.8203596244674
2003-06-24,572.5160079448018
2003-06-25,575.4870987870552
2003-06-26,592.3047260528314
2003-06-27,592.2370618588039
2003-06-30,591.8986926663913
2003-07-01,589.784133532849
2003-07-02,620.4603574238237
2003-07-03,618.0551683737021
2003-07-04,616.8937807529485
2003-07-07,627.0027845061201
2003-07-08,613.7050248708243
2003-07-09,622.1255543564059
2003-07-10,603.6960656463402
2003-07-11,609.5005262895207
2003-07-14,615.1444996739689
2003-07-15,609.977379606156
2003-07-16,598.1986939705603
2003-07-17,587.3447061545049
2003-07-18,588.9841557020674
2003-07-21,584.8382628281313
2003-07-22,579.9020867812593
2003-07-23,592.1616954729764
2003-07-24,586.1847184426992
2003-07-25,587.1674553479329
2003-07-28,596.9732170145288
2003-07-29,594.7169521502932
2003-07-30,592.06153605298
2003-07-31,598.4489130709734
2003-08-01,595.8588961853309
2003-08-04,578.7434022228292
2003-08-05,580.5794191895386
2003-08-06,574.9032837816868
2003-08-07,576.01344281857
2003-08-08,578.4048299534365
2003-08-11,574.4794068103765
2003-08-12,581.0462626252124
2003-08-13,589.0160841875107
2003-08-14,587.9684398811763
2003-08-15,589.2297318203427
2003-08-18,604.4062129513663
2003-08-19,605.6450283503185
2003-08-20,600.5887999363003
2003-08-21,606.5245048126462
2003-08-22,609.7363090359341
2003-08-25,603.5354439081392
2003-08-26,611.3573409272708
2003-08-27,615.00062248532
2003-08-28,623.8011582687502
2003-08-29,619.6476183280913
2003-09-01,617.9739514929095
2003-09-02,639.876461008828
2003-09-03,658.2839718322192
2003-09-04,656.3433085300063
2003-09-05,638.9714160769769
2003-09-08,633.6171412315858
2003-09-09,626.5709206297798
2003-09-10,604.3461814945986
2003-09-11,601.4821048109305
2003-09-12,597.4886097699926
2003-09-15,601.5498023400128
2003-09-16,621.7391290684191
2003-09-17,625.6852896512256
2003-09-18,626.9581480530225
2003-09-19,632.8558087976194
2003-09-22,623.7024465333693
2003-09-23,630.2226641395685
2003-09-24,628.0128437274631
2003-09-25,615.6007621851434
2003-09-26,614.5907723606593
2003-09-29,615.7418439891101
2003-09-30,601.444852826509
2003-10-01,607.5427237859694
2003-10-02,626.5316865666297
2003-10-03,645.1130390203175
2003-10-06,657.331739800652
2003-10-07,643.4070951344185
2003-10-08,640.6485361784455
2003-10-09,649.7623878215494
2003-10-10,657.5801717994703
2003-10-13,682.5038917323876
2003-10-14,679.0005779206602
2003-10-15,691.5298534494303
2003-10-16,684.2948609487996
2003-10-17,680.978194606334
2003-10-20,674.150127224858
2003-10-21,683.0377360694911
2003-10-22,662.0861185750039
2003-10-23,652.0327771776128
2003-10-24,648.6309922490378
2003-10-27,655.9375310757142
2003-10-28,673.9654985123344
2003-10-29,691.0078628292368
2003-10-30,682.4372528926004
2003-10-31,683.353250122213
2003-11-03,711.6153882313472
2003-11-04,713.3748515271607
2003-11-05,730.553061241879
2003-11-06,733.6406877067423
2003-11-07,729.8565522174079
2003-11-10,715.2139874555488
2003-11-11,697.6144273758778
2003-11-12,706.2052083462227
2003-11-13,716.502804461945
2003-11-14,711.4493525763426
2003-11-17,695.5307721825484
2003-11-18,695.077003509486
2003-11-19,691.6205052271612
2003-11-20,682.2998242383994
2003-11-21,686.2714472030933
2003-11-24,707.0916724262228
2003-11-25,724.8488502141715
2003-11-26,721.8082770139152
2003-11-27,723.3517593246527
2003-11-28,726.5787149075118
2003-12-01,727.3870919327882
2003-12-02,708.6167163771743
2003-12-03,683.3163773704962
2003-12-04,675.0018098463474
2003-12-05,662.5564164482416
2003-12-08,646.8599305954724
2003-12-09,664.4548199532709
2003-12-10,652.4393976549131
2003-12-11,686.4117363205934
2003-12-12,682.5833158246356
2003-12-15,690.7863938666223
2003-12-16,685.2106111683332
2003-12-17,682.1278659007606
2003-12-18,689.1274553650626
2003-12-19,692.4096461537121
2003-12-22,690.7363696632283
2003-12-23,695.1014034519723
2003-12-24,695.853216918608
2003-12-25,699.3598054740178
2003-12-26,698.1186625467541
2003-12-29,706.3683131311531
2003-12-30,701.7004392979529
2003-12-31,696.5222873747011
2004-01-01,701.8517223778242
2004-01-02,706.6918993066105
2004-01-05,731.7328338243656
2004-01-06,737.6509280188178
2004-01-07,741.9303995439988
2004-01-08,758.1298852403665
2004-01-09,752.4946734661848
2004-01-12,759.5689900076814
2004-01-13,769.0446247046974
2004-01-14,775.7555125516586
2004-01-15,790.9910757152852
2004-01-16,815.0136186023205
2004-01-19,827.3911612141025
2004-01-20,818.682770754622
2004-01-21,771.9367128440831
2004-01-22,749.7128353614185
2004-01-23,758.9124155093533
2004-01-26,762.5207652552988
