Date,AUSTRIA SMALL GROWTH
1998-12-31,832.5425465409531
1999-01-01,832.5320969688009
1999-01-04,832.0384655940499
1999-01-05,835.1572263011391
1999-01-06,836.2373832510635
1999-01-07,825.9007006071167
1999-01-08,823.7242527837302
1999-01-11,816.0623233455284
1999-01-12,826.3583764732516
1999-01-13,812.2499951321196
1999-01-14,807.1238598976231
1999-01-15,790.4827707316468
1999-01-18,792.9742003805223
1999-01-19,792.071803780712
1999-01-20,781.2561251873788
1999-01-21,776.5176030355325
1999-01-22,760.0391110772059
1999-01-25,767.6914333867911
1999-01-26,795.6337133587699
1999-01-27,791.3643854552455
1999-01-28,804.8021294124344
1999-01-29,812.2636581543605
1999-02-01,816.5996743930353
1999-02-02,817.6753251176771
1999-02-03,810.4732072516958
1999-02-04,814.8231960336714
1999-02-05,816.3809892131651
1999-02-08,819.059734581406
1999-02-09,820.2982391023099
1999-02-10,806.2985317327312
1999-02-11,796.5193438090377
1999-02-12,805.2451539403722
1999-02-15,810.1475757837874
1999-02-16,818.998777986129
1999-02-17,821.4119799041118
1999-02-18,825.6754125175921
1999-02-19,817.480055942026
1999-02-22,827.8272278591237
1999-02-23,832.0557023482008
1999-02-24,837.6642753637873
1999-02-25,842.1857399565013
1999-02-26,839.8534048505469
1999-03-01,842.6786678410656
1999-03-02,841.7245233101957
1999-03-03,837.9453548551295
1999-03-04,832.2732650457943
1999-03-05,834.4671885706764
1999-03-08,836.2392078831409
1999-03-09,832.8943979307287
1999-03-10,826.512719344246
1999-03-11,826.5272266109115
1999-03-12,829.2498500302427
1999-03-15,829.4368200056418
1999-03-16,823.600887154642
1999-03-17,829.0235072636934
1999-03-18,824.4632948442871
1999-03-19,829.1524150517319
1999-03-22,823.9465401757989
1999-03-23,827.9636167260256
1999-03-24,814.6955162411434
1999-03-25,815.0543561040612
1999-03-26,821.5531355296717
1999-03-29,817.0572331732044
1999-03-30,822.8179043158036
1999-03-31,817.8601607005231
1999-04-01,811.9762844395251
1999-04-02,811.9764226943452
1999-04-05,811.976208425283
1999-04-06,816.6430901625123
1999-04-07,815.8568096307732
1999-04-08,811.0374729063411
1999-04-09,812.3387462098937
1999-04-12,809.0442695747914
1999-04-13,814.8053284177947
1999-04-14,824.7791406645906
1999-04-15,833.1335352156342
1999-04-16,826.9243800146845
1999-04-19,833.7782606797515
1999-04-20,832.1867654488699
1999-04-21,832.6089394571804
1999-04-22,832.3404453224427
1999-04-23,833.9692702294602
1999-04-26,833.4568808289384
1999-04-27,837.9502120524884
1999-04-28,835.856495860922
1999-04-29,837.1482854663476
1999-04-30,833.4841461656523
1999-05-03,842.0771495571258
1999-05-04,836.7907223309977
1999-05-05,833.2378259268677
1999-05-06,825.6368586027279
1999-05-07,815.7016031481104
1999-05-10,814.6287699140155
1999-05-11,814.2720894645095
1999-05-12,806.1891627304939
1999-05-13,806.1886912157861
1999-05-14,802.0737492354455
1999-05-17,803.9398069523644
1999-05-18,806.9948689397216
1999-05-19,804.4901122633006
1999-05-20,806.2179371957891
1999-05-21,808.6767925670713
1999-05-24,808.6770477848444
1999-05-25,797.8773935998253
1999-05-26,787.9773582395314
1999-05-27,783.9096903761963
1999-05-28,776.4491134944186
1999-05-31,782.8402788668485
1999-06-01,790.0800561746931
1999-06-02,787.0221687040759
1999-06-03,788.9234676774296
1999-06-04,791.047645240256
1999-06-07,795.1733023722812
1999-06-08,796.445578644549
1999-06-09,804.4935857475324
1999-06-10,803.6940357905478
1999-06-11,801.9507579860391
1999-06-14,799.743941940349
1999-06-15,797.202166737207
1999-06-16,790.9038924242443
1999-06-17,787.1661071204986
1999-06-18,794.9011727588377
1999-06-21,806.7496283792221
1999-06-22,811.2410712686749
1999-06-23,810.0466609595139
1999-06-24,798.1345799971411
1999-06-25,798.2833581379202
1999-06-28,800.0716123484494
1999-06-29,799.9925053860826
1999-06-30,804.0806359610484
1999-07-01,810.8310680384329
1999-07-02,812.069224643075
1999-07-05,814.8501561957061
1999-07-06,813.6820928408041
1999-07-07,812.5658125684215
1999-07-08,811.0671081676489
1999-07-09,826.7504897799001
1999-07-12,826.5688426936513
1999-07-13,823.7970796908791
1999-07-14,821.0468000107184
1999-07-15,820.3779925263758
1999-07-16,826.748456008233
1999-07-19,825.500805392711
1999-07-20,826.3308310817187
1999-07-21,807.7892132728274
1999-07-22,810.6389863474234
1999-07-23,811.361891387195
1999-07-26,808.925708386664
1999-07-27,808.6326305240171
1999-07-28,801.6558552604678
1999-07-29,787.0202749160951
1999-07-30,776.852590890176
1999-08-02,766.724436094616
1999-08-03,762.3084630099879
1999-08-04,755.9345990771402
1999-08-05,751.8691523313552
1999-08-06,753.1654683311685
1999-08-09,750.6754469278133
1999-08-10,752.679550969082
1999-08-11,748.6971628565096
1999-08-12,757.0495216614147
1999-08-13,757.6583228323971
1999-08-16,762.9753251146805
1999-08-17,763.7445703826231
1999-08-18,757.7449640899692
1999-08-19,754.1458773625218
1999-08-20,752.3867857069981
1999-08-23,755.23625596554
1999-08-24,755.6284437803779
1999-08-25,761.313958359841
1999-08-26,763.7415376385078
1999-08-27,761.6466473434851
1999-08-30,762.4758441290682
1999-08-31,759.3949638990636
1999-09-01,759.4063625991565
1999-09-02,757.6300107618592
1999-09-03,755.566234947843
1999-09-06,761.3994257871498
1999-09-07,768.969285479866
1999-09-08,764.2614556401182
1999-09-09,761.5377556499036
1999-09-10,763.8856899944174
1999-09-13,766.2305757522889
1999-09-14,765.1744101993038
1999-09-15,755.9454201407374
1999-09-16,757.0775101272785
1999-09-17,754.6848080537725
1999-09-20,755.6622575673475
1999-09-21,753.3349264225789
1999-09-22,747.3270498249482
1999-09-23,747.3944380444859
1999-09-24,741.9384018739862
1999-09-27,736.9945467685245
1999-09-28,730.9977415851753
1999-09-29,733.0246435859227
1999-09-30,741.3174893267294
1999-10-01,736.9746487624795
1999-10-04,743.6647022204403
1999-10-05,746.3813246719311
1999-10-06,746.7626436661677
1999-10-07,747.7130559106339
1999-10-08,744.0461955700338
1999-10-11,744.5679687453188
1999-10-12,742.4949951295226
1999-10-13,739.510500382903
1999-10-14,739.8746994735852
1999-10-15,732.9991815254904
1999-10-18,762.6038995400361
1999-10-19,764.0768029013403
1999-10-20,765.7330917291462
1999-10-21,763.9034970951623
1999-10-22,763.0226395659106
1999-10-25,766.3003833416765
1999-10-26,767.0626338552426
1999-10-27,762.0623430407169
1999-10-28,760.4911125378086
1999-10-29,761.4589948971307
1999-11-01,761.4590595424039
1999-11-02,765.1721232481051
1999-11-03,766.8581735876548
1999-11-04,768.3684334400634
1999-11-05,769.6413124697134
1999-11-08,770.3579399239522
1999-11-09,761.8694974754427
1999-11-10,768.6941015168283
1999-11-11,761.3386241969982
1999-11-12,760.2296189388727
1999-11-15,751.5234224011791
1999-11-16,750.57860403751
1999-11-17,747.8405867807278
1999-11-18,743.2923791500339
1999-11-19,732.2655057463334
1999-11-22,724.2857976053102
1999-11-23,721.209220297222
1999-11-24,723.3954818495616
1999-11-25,730.2693677191679
1999-11-26,732.4784722608613
1999-11-29,728.5220486160986
1999-11-30,727.4092279020788
1999-12-01,728.1422975371955
1999-12-02,730.4409877637723
1999-12-03,729.9452053650214
1999-12-06,730.1884797660513
1999-12-07,719.6735045233029
1999-12-08,715.0093579698362
1999-12-09,716.1011055375875
1999-12-10,710.4386810168551
1999-12-13,713.0019064028677
1999-12-14,724.6067160624825
1999-12-15,723.2648958972123
1999-12-16,708.1495044692506
1999-12-17,711.9327000887879
1999-12-20,711.7597159286668
1999-12-21,716.1428070886262
1999-12-22,717.6528049639643
1999-12-23,717.9379376918473
1999-12-24,718.0857039537062
1999-12-27,720.7398824425173
1999-12-28,714.567224222501
1999-12-29,712.3181362714287
1999-12-30,714.8031996619304
1999-12-31,714.8033023524014
2000-01-03,714.9098433717786
2000-01-04,724.4193083143015
2000-01-05,723.3951844782774
2000-01-06,724.271005323046
2000-01-07,731.0588288334349
2000-01-10,721.262771213908
