Date,SWITZERLAND SMALL GROWTH
1998-12-31,305.2935421782351
1999-01-01,305.2935421782351
1999-01-04,307.65874655702817
1999-01-05,309.7119415713056
1999-01-06,309.79442921043545
1999-01-07,308.12369840387413
1999-01-08,311.12513258010836
1999-01-11,308.19389464805755
1999-01-12,308.1555578740613
1999-01-13,304.5612009250364
1999-01-14,305.17564560231546
1999-01-15,303.59466751856735
1999-01-18,304.01839264984966
1999-01-19,304.9376669334975
1999-01-20,304.4150741521059
1999-01-21,303.6322325266569
1999-01-22,301.53132149343475
1999-01-25,302.4086115326439
1999-01-26,302.54873846827417
1999-01-27,301.87014579120967
1999-01-28,301.10475327675215
1999-01-29,302.4261622037656
1999-02-01,303.636342845382
1999-02-02,305.03849002960965
1999-02-03,306.8691624051234
1999-02-04,307.3856265683337
1999-02-05,310.6463759983159
1999-02-08,310.2214214367455
1999-02-09,307.9833950289302
1999-02-10,306.28825069078243
1999-02-11,306.5995259930288
1999-02-12,307.3083977209558
1999-02-15,307.56687234295265
1999-02-16,310.66767817877536
1999-02-17,309.5933089054698
1999-02-18,308.9050500276584
1999-02-19,308.51615742983165
1999-02-22,311.74636787673694
1999-02-23,313.6729819398345
1999-02-24,316.6296875896288
1999-02-25,313.9419019943838
1999-02-26,318.39171700666304
1999-03-01,317.47069810537204
1999-03-02,318.5788884765981
1999-03-03,318.9480305412828
1999-03-04,320.1301411171829
1999-03-05,321.3889962956164
1999-03-08,321.6868917813612
1999-03-09,320.82245587365605
1999-03-10,319.1788102109559
1999-03-11,322.83204765129466
1999-03-12,323.49719355688944
1999-03-15,322.2412068222438
1999-03-16,322.7508169805366
1999-03-17,325.19951888561593
1999-03-18,325.6106518682159
1999-03-19,328.93202967671874
1999-03-22,329.16891822393274
1999-03-23,328.08686467740887
1999-03-24,324.24818801133443
1999-03-25,327.1521213992655
1999-03-26,328.06908549408126
1999-03-29,330.6293483620776
1999-03-30,331.23983875135434
1999-03-31,332.5311692253385
1999-04-01,333.5814276828358
1999-04-02,333.41379374623443
1999-04-05,333.1549940298703
1999-04-06,335.6960313503676
1999-04-07,338.58630634630197
1999-04-08,339.4092636176769
1999-04-09,340.15742219458394
1999-04-12,338.23892116761334
1999-04-13,340.4169607391022
1999-04-14,340.33571822122394
1999-04-15,339.8293587087859
1999-04-16,341.0718945352331
1999-04-19,343.86407483774707
1999-04-20,338.05973728973686
1999-04-21,340.369525172811
1999-04-22,342.6952927543108
1999-04-23,341.9471593633188
1999-04-26,344.14394929300136
1999-04-27,344.78515278099536
1999-04-28,343.54219470821533
1999-04-29,344.4902677237272
1999-04-30,346.4778938377802
1999-05-03,351.30577281043264
1999-05-04,355.32306778984645
1999-05-05,353.81111205995535
1999-05-06,357.97728817395995
1999-05-07,355.1967139903686
1999-05-10,354.21065040263414
1999-05-11,355.5158872271324
1999-05-12,357.51337946255836
1999-05-13,357.9392823281267
1999-05-14,355.6577787109307
1999-05-17,353.2064993779365
1999-05-18,354.7930819926743
1999-05-19,356.288496087319
1999-05-20,358.43237860091295
1999-05-21,357.5532036412902
1999-05-24,357.99183909238735
1999-05-25,355.5978547852125
1999-05-26,357.06404155849486
1999-05-27,355.371841194077
1999-05-28,354.77913178579445
1999-05-31,358.1220205814943
1999-06-01,358.1535599559162
1999-06-02,357.3977755465833
1999-06-03,360.18581620625946
1999-06-04,363.09032226865753
1999-06-07,363.96095426453485
1999-06-08,364.3736715880958
1999-06-09,364.4641383690109
1999-06-10,363.07059381239117
1999-06-11,363.124367054392
1999-06-14,361.4265669416556
1999-06-15,360.74541615777935
1999-06-16,360.43731915722384
1999-06-17,363.2885676157058
1999-06-18,364.1612503024442
1999-06-21,367.5120800975025
1999-06-22,367.4456585605878
1999-06-23,366.6831023569109
1999-06-24,365.3638798390421
1999-06-25,364.65097916241365
1999-06-28,363.30054811785715
1999-06-29,362.51849119977584
1999-06-30,362.67440706211147
1999-07-01,364.5061957971234
1999-07-02,364.43455641571205
1999-07-05,366.0908019306096
1999-07-06,364.9877748301674
1999-07-07,367.1604328899733
1999-07-08,367.09194368527994
1999-07-09,367.6379029555623
1999-07-12,368.16396137283925
1999-07-13,366.9824941941823
1999-07-14,370.4436973359602
1999-07-15,371.3797401816296
1999-07-16,369.8494445497893
1999-07-19,370.67727777895954
1999-07-20,368.3723605810038
1999-07-21,366.18837201968995
1999-07-22,365.3893515174091
1999-07-23,364.5379706551492
1999-07-26,362.45715325122353
1999-07-27,364.22058028574577
1999-07-28,364.6970072768212
1999-07-29,365.5464094792997
1999-07-30,366.75266017094003
1999-08-02,364.5157042182784
1999-08-03,363.0614773917918
1999-08-04,362.4340621932285
1999-08-05,356.71946963024556
1999-08-06,358.8730600131175
1999-08-09,358.61604644744136
1999-08-10,356.9110168774626
1999-08-11,359.02360134550383
1999-08-12,360.96327670446226
1999-08-13,360.01303503707925
1999-08-16,363.66789817247786
1999-08-17,366.2483664785341
1999-08-18,367.62852450792656
1999-08-19,367.3842034716331
1999-08-20,368.08306196182747
1999-08-23,370.0988594245573
1999-08-24,370.71308295140165
1999-08-25,372.48668105973815
1999-08-26,374.0579288379484
1999-08-27,373.79172195782564
1999-08-30,376.3949408389266
1999-08-31,377.1750168301225
1999-09-01,380.23819860121074
1999-09-02,380.2637166478014
1999-09-03,383.15448328088013
1999-09-06,386.1905580173723
1999-09-07,383.25028785711476
1999-09-08,384.8596356609756
1999-09-09,385.4043733421059
1999-09-10,384.87947547431816
1999-09-13,386.755476158476
1999-09-14,386.18240601226614
1999-09-15,388.87550345223343
1999-09-16,387.46505905272284
1999-09-17,388.6140482499191
1999-09-20,389.8867279777875
1999-09-21,390.2529788036199
1999-09-22,388.3870803866401
1999-09-23,388.7614046026644
1999-09-24,383.7244512937529
1999-09-27,384.57014005562917
1999-09-28,384.55954983310284
1999-09-29,383.72886304978516
