Date,ITALY SMALL GROWTH
1998-12-31,678.8584309182601
1999-01-01,678.8405470829282
1999-01-04,698.3110883212544
1999-01-05,689.6998800610925
1999-01-06,689.6998799527179
1999-01-07,682.6909007520566
1999-01-08,675.9975788689269
1999-01-11,671.7301774911538
1999-01-12,664.6159961282119
1999-01-13,641.251443060826
1999-01-14,652.7495538306259
1999-01-15,653.8173322952132
1999-01-18,663.9699813868856
1999-01-19,657.9598888321793
1999-01-20,655.9754220225607
1999-01-21,645.0452091097459
1999-01-22,638.3032904538909
1999-01-25,642.1621442861184
1999-01-26,659.8519071992374
1999-01-27,660.9401674319869
1999-01-28,663.9262769788087
1999-01-29,668.0120377042227
1999-02-01,669.5935962843703
1999-02-02,664.8859049893347
1999-02-03,669.258116887772
1999-02-04,673.9403661620998
1999-02-05,670.0071583267302
1999-02-08,661.6091535542528
1999-02-09,653.7021518996044
1999-02-10,650.2392487404132
1999-02-11,659.9908298232707
1999-02-12,663.6098439409055
1999-02-15,662.7979212251854
1999-02-16,662.1796862964734
1999-02-17,655.219464501467
1999-02-18,657.5561636308731
1999-02-19,664.4127798568569
1999-02-22,666.454165156362
1999-02-23,667.1657298889384
1999-02-24,674.2984872027288
1999-02-25,671.6508763797999
1999-02-26,675.1735104641721
1999-03-01,669.4513531918926
1999-03-02,666.872244632942
1999-03-03,663.7685413961937
1999-03-04,666.5778066854506
1999-03-05,681.9070297721855
1999-03-08,681.9755402475594
1999-03-09,682.2897824831845
1999-03-10,683.4873532125846
1999-03-11,682.6202111612357
1999-03-12,682.9185550243427
1999-03-15,691.1458099871825
1999-03-16,688.4782450202863
1999-03-17,690.3281442390042
1999-03-18,688.1881772183067
1999-03-19,690.3536391022128
1999-03-22,692.2940039354717
1999-03-23,689.3934163965728
1999-03-24,673.4724761181297
1999-03-25,677.7922952421843
1999-03-26,677.2908695773787
1999-03-29,679.1612567385816
1999-03-30,680.7094055959607
1999-03-31,687.0099332488807
1999-04-01,689.9836529668675
1999-04-02,689.9836527745655
1999-04-05,689.9836530809868
1999-04-06,696.9419177652481
1999-04-07,700.9856227311683
1999-04-08,707.701266287341
1999-04-09,704.8186093650376
1999-04-12,702.8400183028433
1999-04-13,707.8843798378851
1999-04-14,715.4658509329012
1999-04-15,717.7130831802186
1999-04-16,716.6773481802596
1999-04-19,721.9622426383949
1999-04-20,713.7901499115527
1999-04-21,715.5107579831459
1999-04-22,713.9380933070296
1999-04-23,710.9559724493374
1999-04-26,709.7364142264856
1999-04-27,713.7524589999676
1999-04-28,717.0464953162862
1999-04-29,718.1207696743797
1999-04-30,722.9818500221362
1999-05-03,722.1249979767631
1999-05-04,721.0474291972426
1999-05-05,716.4927678813442
1999-05-06,718.7948055621391
1999-05-07,723.2497711790419
1999-05-10,717.9948150580921
1999-05-11,716.9633489122516
1999-05-12,706.8755079568107
1999-05-13,712.4125360833449
1999-05-14,705.6941004466433
1999-05-17,694.0198553552472
1999-05-18,700.84372163384
1999-05-19,704.250283912398
1999-05-20,702.4699178622993
1999-05-21,702.9541771112183
1999-05-24,708.0683315983853
