Date,FINLAND SMALL GROWTH
1998-12-31,528.1636791656128
1999-01-01,528.3552782146264
1999-01-04,541.2482580383027
1999-01-05,542.1421812770744
1999-01-06,542.1422991946497
1999-01-07,544.7538700465942
1999-01-08,548.9559542799808
1999-01-11,546.9280500540713
1999-01-12,540.6310751223068
1999-01-13,516.3328340502491
1999-01-14,518.4578063018225
1999-01-15,513.6711332120616
1999-01-18,520.3092891441672
1999-01-19,520.5088847404834
1999-01-20,519.1440948864957
1999-01-21,516.8979041356514
1999-01-22,508.0050839822516
1999-01-25,507.23567377259576
1999-01-26,504.187806839911
1999-01-27,503.2723242923126
1999-01-28,493.83297963540946
1999-01-29,486.92756259490324
1999-02-01,490.38881829682856
1999-02-02,489.73700960274164
1999-02-03,489.4583806210391
1999-02-04,490.6040769476678
1999-02-05,487.7140844650377
1999-02-08,488.1867123714757
1999-02-09,486.81937694482383
1999-02-10,481.3112463527321
1999-02-11,488.61372812753393
1999-02-12,488.5238834561549
1999-02-15,484.73102766391906
1999-02-16,493.83263961550807
1999-02-17,482.15222711742837
1999-02-18,478.59907629782043
1999-02-19,481.1289220996883
1999-02-22,478.117318073772
1999-02-23,482.4020181107533
1999-02-24,477.8390223011603
1999-02-25,474.265494140632
1999-02-26,471.42175321457046
1999-03-01,468.9270525995621
1999-03-02,466.7613212110204
1999-03-03,472.69201263242957
1999-03-04,467.4838309626323
1999-03-05,474.48084871780435
1999-03-08,474.58466690046714
1999-03-09,474.6415208396473
1999-03-10,469.3602995046978
1999-03-11,470.9923742916065
1999-03-12,474.76030030704874
1999-03-15,472.0199999712433
1999-03-16,470.13678282513916
1999-03-17,466.6740807361939
1999-03-18,458.7770000269591
1999-03-19,463.8640672545338
1999-03-22,461.9511916356082
1999-03-23,454.7747856426919
1999-03-24,454.04093036637806
1999-03-25,455.33078149169074
1999-03-26,453.64684996159116
1999-03-29,455.75198247602873
1999-03-30,457.4980889255263
1999-03-31,464.4147194124367
1999-04-01,464.4147194124367
1999-04-02,464.4147194124366
1999-04-05,464.4147194124366
1999-04-06,467.8980766813305
1999-04-07,468.02623065060186
1999-04-08,474.5031392999301
1999-04-09,473.59812395929225
1999-04-12,469.648326115443
1999-04-13,468.81602366864234
1999-04-14,470.0707466138334
1999-04-15,473.6889582223771
1999-04-16,479.3925156910418
1999-04-19,485.38516728024877
1999-04-20,473.7131384289263
1999-04-21,471.33889670581783
1999-04-22,469.89676305030565
1999-04-23,473.79039996436256
1999-04-26,480.9538411744465
1999-04-27,485.211575564963
1999-04-28,488.5889788339206
1999-04-29,481.04757104882526
1999-04-30,486.24366182220507
1999-05-03,492.35478336617973
1999-05-04,501.19551912635654
1999-05-05,500.2764003016097
1999-05-06,512.0138236446429
1999-05-07,519.7054455003477
1999-05-10,523.5421275709175
1999-05-11,518.6966722943785
1999-05-12,517.0721460325655
1999-05-13,517.0721700021061
1999-05-14,515.4658746811704
1999-05-17,513.2499463833417
1999-05-18,512.55261971119
1999-05-19,513.9854355451654
1999-05-20,529.2791189916672
1999-05-21,528.8444819205656
1999-05-24,527.1721348993714
1999-05-25,520.2305174610653
1999-05-26,522.2519752576578
1999-05-27,518.1023045532465
1999-05-28,517.3216946309503
1999-05-31,518.8312905795265
1999-06-01,520.3512284958113
1999-06-02,516.5189267878752
1999-06-03,515.6616748894762
1999-06-04,513.7615724546631
1999-06-07,514.3149160621228
1999-06-08,514.898890744399
1999-06-09,516.6192092599174
1999-06-10,516.9379529771796
1999-06-11,513.0980749741952
1999-06-14,512.4919941617429
1999-06-15,517.040429031354
1999-06-16,516.4937873911672
1999-06-17,520.1471092849886
1999-06-18,519.4397184458343
1999-06-21,525.572503270218
1999-06-22,525.3571291137102
1999-06-23,526.0847300996137
1999-06-24,530.1106944745411
1999-06-25,529.5627691950411
1999-06-28,531.4290066179824
1999-06-29,529.490261219841
1999-06-30,526.3083401480959
1999-07-01,528.5306993817582
1999-07-02,528.5496107334221
1999-07-05,531.8263329665823
1999-07-06,534.9220560637089
1999-07-07,534.8543277758579
1999-07-08,528.6017411203551
1999-07-09,534.6229581013641
1999-07-12,535.599424833735
1999-07-13,533.0640511165544
1999-07-14,536.1851180434214
1999-07-15,541.9747202335618
1999-07-16,538.6435118075522
1999-07-19,536.8618049503854
1999-07-20,533.3812053188173
1999-07-21,530.1046568897714
1999-07-22,521.6970035334873
1999-07-23,517.9153793684651
1999-07-26,520.5054847874501
1999-07-27,515.0174800273327
1999-07-28,515.7013004200365
1999-07-29,507.83689911487915
1999-07-30,512.0219518397879
1999-08-02,497.9196094577562
1999-08-03,502.2034213616487
1999-08-04,505.4336610931558
1999-08-05,499.42340898511264
1999-08-06,500.3650337286453
1999-08-09,500.8096706363534
1999-08-10,496.75906383975035
