Date,BELGIUM SMALL GROWTH
1998-12-31,848.3085947663814
1999-01-01,849.2247197422022
1999-01-04,866.3132525350403
1999-01-05,873.7487464441951
1999-01-06,883.2002451538877
1999-01-07,873.567155067916
1999-01-08,878.760639098488
1999-01-11,877.2428072792484
1999-01-12,870.6956125193338
1999-01-13,848.7907495742987
1999-01-14,851.3835895242954
1999-01-15,853.2462240615873
1999-01-18,868.8535582644847
1999-01-19,875.73134463862
1999-01-20,878.7241088906219
1999-01-21,877.4388554786016
1999-01-22,869.5200611001276
1999-01-25,860.6060723876445
1999-01-26,860.7549343381636
1999-01-27,867.8236775957238
1999-01-28,886.7860464325538
1999-01-29,890.7146159085953
1999-02-01,907.9342330193077
1999-02-02,925.9490957587518
1999-02-03,922.7674198156375
1999-02-04,925.9250947125079
1999-02-05,930.5528202537275
1999-02-08,944.8776875449034
1999-02-09,934.9225289445361
1999-02-10,907.5659872150388
1999-02-11,925.0709829484766
1999-02-12,933.1210965949646
1999-02-15,929.5003959849876
1999-02-16,949.6621005320023
1999-02-17,949.9796189527109
1999-02-18,955.0920820711544
1999-02-19,960.8828377942473
1999-02-22,969.9032226470729
1999-02-23,978.8905144600162
1999-02-24,975.3476389306819
1999-02-25,981.2266101992915
1999-02-26,980.1463738314446
1999-03-01,972.2771011210382
1999-03-02,961.1897221451943
1999-03-03,953.0997153027686
1999-03-04,945.8461422047218
1999-03-05,953.7142802317826
1999-03-08,940.5881076125839
1999-03-09,937.8384094026078
1999-03-10,910.6313520906153
1999-03-11,919.6871978837218
1999-03-12,928.3020151086358
1999-03-15,926.6354327531766
1999-03-16,943.2772806545433
1999-03-17,939.9020203708122
1999-03-18,923.9663096379717
1999-03-19,925.3583556802967
1999-03-22,907.8388029157883
1999-03-23,890.2048623049943
1999-03-24,872.6412221149654
1999-03-25,889.9999404501193
1999-03-26,888.8472067043033
1999-03-29,895.3179746789298
1999-03-30,909.744786144939
1999-03-31,905.9461099019553
1999-04-01,901.6942197357778
1999-04-02,901.6942254512503
1999-04-05,901.6942225133917
1999-04-06,903.1666479580292
1999-04-07,906.5766368787847
1999-04-08,908.3547010093451
1999-04-09,910.2784319341954
1999-04-12,914.2754499601683
1999-04-13,919.8239764913361
1999-04-14,918.6701695766039
1999-04-15,917.9957538303655
1999-04-16,918.7053749483724
1999-04-19,939.9571665434979
1999-04-20,931.680320710635
1999-04-21,928.6712698126561
1999-04-22,921.1713517971174
1999-04-23,920.2095512029159
1999-04-26,911.0021247154187
1999-04-27,917.3001679294247
1999-04-28,905.357844296902
1999-04-29,901.1457111448776
1999-04-30,903.7808850463094
1999-05-03,906.5029308982888
1999-05-04,916.4895327422922
1999-05-05,907.7551429751624
1999-05-06,906.6708528377563
1999-05-07,900.6174848238104
1999-05-10,899.6722998795624
1999-05-11,904.1782762241522
1999-05-12,902.007916016805
1999-05-13,901.397310342641
1999-05-14,901.7255465873388
1999-05-17,884.7255414152378
1999-05-18,885.091034961109
1999-05-19,888.352848722291
1999-05-20,890.5583352205601
1999-05-21,895.8642070999972
1999-05-24,895.8641941871102
1999-05-25,892.3663659112184
1999-05-26,883.9689624595654
1999-05-27,877.8754009662447
1999-05-28,872.9738370437343
1999-05-31,876.325414661893
1999-06-01,874.6573450038915
1999-06-02,872.6544821015951
1999-06-03,863.7944787442773
1999-06-04,855.964802738457
1999-06-07,854.6796453599271
1999-06-08,858.1945595800788
1999-06-09,854.6508142192207
1999-06-10,850.093696871336
1999-06-11,851.970980534335
1999-06-14,851.5226250624917
1999-06-15,853.9143585279875
1999-06-16,857.8828917232182
1999-06-17,862.8778639461166
1999-06-18,868.3851730453634
1999-06-21,870.4850786732455
1999-06-22,870.3391742622658
1999-06-23,863.3526118668232
1999-06-24,854.9553113657275
1999-06-25,844.5730318029885
1999-06-28,841.0871340489153
1999-06-29,839.8624588532189
1999-06-30,842.4763697979095
1999-07-01,846.2695261390644
1999-07-02,848.3514037924448
1999-07-05,851.8428744715404
1999-07-06,856.851457045235
1999-07-07,853.308867375246
1999-07-08,853.1361072221953
1999-07-09,849.3198078954595
1999-07-12,840.0552464291509
1999-07-13,839.0635077855223
1999-07-14,839.0393979677451
1999-07-15,848.524960101405
1999-07-16,840.495020783696
1999-07-19,842.9391303159508
1999-07-20,840.4493880724929
1999-07-21,839.9478895053766
1999-07-22,840.0053995472647
1999-07-23,827.5507300798407
1999-07-26,811.2891132345256
1999-07-27,817.0990486053305
1999-07-28,828.1847673214166
1999-07-29,816.5526659194654
1999-07-30,806.1280050455196
1999-08-02,804.4895738855179
1999-08-03,799.5516365270184
1999-08-04,796.5299312542874
1999-08-05,781.5639974683771
1999-08-06,781.0907717284236
1999-08-09,777.4528596310414
1999-08-10,772.0365590688637
1999-08-11,771.3298422001637
1999-08-12,776.0659605126331
1999-08-13,797.2193637816881
1999-08-16,798.2863301405542
1999-08-17,809.7078467936082
1999-08-18,816.600392651412
1999-08-19,817.6463071308547
1999-08-20,818.5569260493817
1999-08-23,819.3647864625528
1999-08-24,818.2865973288876
1999-08-25,821.639659592524
1999-08-26,834.7292076872449
1999-08-27,839.5555055065576
1999-08-30,839.0469089537017
1999-08-31,833.1117684517731
1999-09-01,833.9948893463771
1999-09-02,827.0631448763032
1999-09-03,824.641840684965
1999-09-06,827.9651595417727
1999-09-07,825.7618505568906
1999-09-08,828.2068121203737
1999-09-09,832.0682075528958
1999-09-10,828.3301524519188
1999-09-13,825.7068375584719
1999-09-14,823.4193423009355
1999-09-15,819.638233517359
1999-09-16,813.2681429114338
1999-09-17,812.2275224569977
1999-09-20,808.591413472021
1999-09-21,802.2964603139615
1999-09-22,795.6231292130325
1999-09-23,797.7410128129841
1999-09-24,784.7594627791933
1999-09-27,785.201840750701
1999-09-28,787.4834265509842
1999-09-29,777.7870730644358
1999-09-30,779.5386333771701
1999-10-01,780.6263731949563
1999-10-04,778.3364596529788
1999-10-05,777.8270825988805
1999-10-06,779.1204252215747
