Date,NORWAY SMALL GROWTH
1998-12-31,344.193665066256
1999-01-01,344.193665066256
1999-01-04,366.3200365625659
1999-01-05,371.41868557722705
1999-01-06,385.29019230858825
1999-01-07,386.1293826251718
1999-01-08,400.4996624467538
1999-01-11,399.3779611044488
1999-01-12,391.6002995606618
1999-01-13,369.48738627930555
1999-01-14,378.26443961461433
1999-01-15,384.4997762511987
1999-01-18,391.0278410715695
1999-01-19,396.06327522534485
1999-01-20,401.9598622970012
1999-01-21,396.16542049458275
1999-01-22,391.1713839955654
1999-01-25,394.688722358001
1999-01-26,392.5617542503233
1999-01-27,398.71784273604675
1999-01-28,407.92567254385256
1999-01-29,410.67547504505904
1999-02-01,414.2435007088163
1999-02-02,402.072183293073
1999-02-03,398.07616049968925
1999-02-04,400.6459704356948
1999-02-05,397.18001412908154
1999-02-08,396.9886735955561
1999-02-09,391.25380306657013
1999-02-10,388.6968528960768
1999-02-11,393.5878815219503
1999-02-12,399.1590252202352
1999-02-15,397.4752524032203
1999-02-16,396.08645196155436
1999-02-17,385.5548997532482
1999-02-18,385.789072337758
1999-02-19,388.4511513368559
1999-02-22,392.83485802927345
1999-02-23,394.04565975559984
1999-02-24,394.102141330428
1999-02-25,390.7070862317074
1999-02-26,391.1152318998195
1999-03-01,392.2287626882455
1999-03-02,387.87543591917284
1999-03-03,391.00320091048246
1999-03-04,391.6667283506207
1999-03-05,403.36884765125836
1999-03-08,400.35139363551826
1999-03-09,397.146738337925
1999-03-10,395.58097983383584
1999-03-11,400.5204991188697
1999-03-12,404.6408305288323
1999-03-15,401.9016933340408
1999-03-16,401.4298472032542
1999-03-17,402.1831677823158
1999-03-18,402.82701597366736
1999-03-19,407.07491840799025
1999-03-22,402.16072858568344
1999-03-23,401.9507662091703
1999-03-24,398.9581901451594
1999-03-25,406.7131162595369
1999-03-26,407.4956552836238
1999-03-29,411.4365402364335
1999-03-30,411.50100325368345
1999-03-31,410.1068969869179
1999-04-01,410.16905801373576
1999-04-02,410.2044709769819
1999-04-05,410.11112031205886
1999-04-06,412.4305641240207
1999-04-07,415.6451491040181
1999-04-08,415.6359491883797
1999-04-09,422.033861261124
1999-04-12,422.86749301081574
1999-04-13,424.8343279169476
1999-04-14,427.65008387679046
1999-04-15,428.20959745011135
1999-04-16,432.4212862960392
1999-04-19,441.2207692432689
1999-04-20,433.6332731657538
1999-04-21,433.7797310222075
1999-04-22,442.52302534835627
1999-04-23,442.1806910455694
1999-04-26,441.7054069080592
1999-04-27,443.6471830336854
1999-04-28,440.50264971008494
1999-04-29,443.4453452943552
1999-04-30,444.9511731751129
1999-05-03,446.42459488596137
1999-05-04,448.44493503530674
1999-05-05,448.2901319993992
1999-05-06,444.1930423286044
1999-05-07,443.50494347851236
1999-05-10,446.3469874908559
1999-05-11,445.3621860549777
1999-05-12,441.8732148423468
1999-05-13,441.9898102479486
1999-05-14,438.3437534126163
1999-05-17,439.0206019565515
1999-05-18,439.1503244217387
1999-05-19,440.55299163447654
1999-05-20,449.6767330277332
1999-05-21,450.82724464786065
1999-05-24,449.3025663017169
1999-05-25,448.73282030781354
1999-05-26,450.19177731593805
1999-05-27,449.4782989132853
1999-05-28,452.7622437665308
1999-05-31,457.53591059831166
1999-06-01,458.5084001423649
