Date,SPAIN SMALL GROWTH
1998-12-31,304.82635556209505
1999-01-01,304.71408712982765
1999-01-04,314.50700179612875
1999-01-05,312.39454201204285
1999-01-06,312.3945412160875
1999-01-07,311.6547527044787
1999-01-08,314.2376718875366
1999-01-11,315.50362089588526
1999-01-12,313.6618278932126
1999-01-13,299.30018610127127
1999-01-14,303.1607262767319
1999-01-15,302.53636626033034
1999-01-18,307.621693251809
1999-01-19,306.58961486703885
1999-01-20,308.4114275800759
1999-01-21,308.4829836284422
1999-01-22,305.5062976822092
1999-01-25,302.67495666524906
1999-01-26,301.21216045191926
1999-01-27,303.5430804815034
1999-01-28,305.61680241869016
1999-01-29,306.51982256509746
1999-02-01,307.9093766045289
1999-02-02,307.4324647776432
1999-02-03,307.91951671839496
1999-02-04,308.3134384656543
1999-02-05,307.7105950588284
1999-02-08,306.9769810788375
1999-02-09,305.2491498003234
1999-02-10,304.70122732678914
1999-02-11,306.56277229074345
1999-02-12,305.6843553785083
1999-02-15,306.65014265902136
1999-02-16,305.9157905094146
1999-02-17,305.8366297084627
1999-02-18,305.8448130458734
1999-02-19,309.52104893826856
1999-02-22,309.19885942487264
1999-02-23,311.6784127841961
1999-02-24,313.10178398379
1999-02-25,311.8452471523576
1999-02-26,312.34188021872507
1999-03-01,311.04210248498504
1999-03-02,311.05223006997056
1999-03-03,310.09205969699946
1999-03-04,309.65799821698386
1999-03-05,311.371767492438
1999-03-08,311.52205651051406
1999-03-09,310.938159500831
1999-03-10,309.3115154207663
1999-03-11,309.0386224398211
1999-03-12,309.5458333671974
1999-03-15,310.3219545000654
1999-03-16,311.22090981252035
1999-03-17,309.5129306343503
1999-03-18,308.4021838680525
1999-03-19,307.89618587639995
1999-03-22,306.28275531958025
1999-03-23,299.3203990886098
1999-03-24,297.01331941988616
1999-03-25,299.6608407539509
1999-03-26,296.78798208990526
1999-03-29,295.558829572606
1999-03-30,294.85435319651907
1999-03-31,296.3813758992135
1999-04-01,296.38137565974415
1999-04-02,296.3813748464985
1999-04-05,296.3813793836103
1999-04-06,298.28055213381117
1999-04-07,299.1338450274091
1999-04-08,299.56033779534243
1999-04-09,299.887865788607
1999-04-12,299.53486686072165
1999-04-13,300.85053099828656
1999-04-14,300.97499694762547
1999-04-15,300.35503060759476
1999-04-16,298.00266541449474
1999-04-19,299.534377219552
1999-04-20,298.53864976955697
1999-04-21,299.68253443579187
1999-04-22,299.7718991397187
1999-04-23,300.43168186673745
1999-04-26,299.7654441106852
1999-04-27,300.7952825744939
1999-04-28,300.051828178099
1999-04-29,300.2073059842521
1999-04-30,300.40237654060576
1999-05-03,300.14243855637926
1999-05-04,299.63506454092214
1999-05-05,298.57880372144285
1999-05-06,300.3925285133393
1999-05-07,300.9155308517738
1999-05-10,301.5106799722972
1999-05-11,302.78811601791364
1999-05-12,302.54133903881785
1999-05-13,303.5855195635233
1999-05-14,303.6183151636604
1999-05-17,299.8098572451573
1999-05-18,300.2517499377908
1999-05-19,301.09372708759486
1999-05-20,302.7497253967344
1999-05-21,303.4167640329683
1999-05-24,302.9762005588597
1999-05-25,301.8457921550628
1999-05-26,299.5755116673649
1999-05-27,298.32210137913216
1999-05-28,297.8139318284265
1999-05-31,298.2616382045565
1999-06-01,297.4086923781006
1999-06-02,296.09306072481587
1999-06-03,296.9965198461528
1999-06-04,297.9004596834619
1999-06-07,297.2256173690031
1999-06-08,296.04629587014654
1999-06-09,296.58225508301706
1999-06-10,295.5938766380648
1999-06-11,295.5387263895445
1999-06-14,295.1696575453347
1999-06-15,295.02733013087396
1999-06-16,292.67322619834385
1999-06-17,292.51512746353256
1999-06-18,294.1465440979867
1999-06-21,293.6523831036463
1999-06-22,292.97416871328244
1999-06-23,291.44671662594317
1999-06-24,291.31915097322394
1999-06-25,292.8151564450484
1999-06-28,292.63312475840064
1999-06-29,293.3740763498041
1999-06-30,292.9098790859197
1999-07-01,293.8530569937109
1999-07-02,294.90145588213727
1999-07-05,296.6861263308706
1999-07-06,296.3220499087449
1999-07-07,297.3911209203889
1999-07-08,295.4548864378169
1999-07-09,296.8015137548037
1999-07-12,298.2172103712095
1999-07-13,295.6494444406027
1999-07-14,295.9899277672168
1999-07-15,297.6268067943496
1999-07-16,297.28236977261196
1999-07-19,297.2078544245484
1999-07-20,294.8909513815097
1999-07-21,293.8381937122668
1999-07-22,291.67470028897475
1999-07-23,290.2896944847597
1999-07-26,286.7890685419481
1999-07-27,286.89186038804127
1999-07-28,286.7239501079432
1999-07-29,280.97551748162226
1999-07-30,283.28973452659943
1999-08-02,283.0532242859781
1999-08-03,283.5163643068892
1999-08-04,283.570513892354
1999-08-05,280.4837372506178
1999-08-06,280.16253600262934
1999-08-09,281.5869475253629
1999-08-10,280.58808291054896
1999-08-11,282.1431110833014
1999-08-12,283.9606039860544
1999-08-13,285.2416826154966
1999-08-16,286.1720882385027
1999-08-17,288.127819763109
1999-08-18,287.41428040390184
1999-08-19,287.5680084912619
1999-08-20,289.5059408937057
1999-08-23,290.162377822979
