Date,USA SMALL GROWTH
1998-12-31,468.7179107031737
1999-01-01,468.7179107031737
1999-01-04,463.22028574345757
1999-01-05,465.34686969267034
1999-01-06,476.6366182378049
1999-01-07,481.4468430450113
1999-01-08,491.26799455072046
1999-01-11,498.7385578188631
1999-01-12,493.57467250544744
1999-01-13,482.2762386775027
1999-01-14,477.84404245943796
1999-01-15,490.50313920618
1999-01-18,490.207069362734
1999-01-19,495.8796713821771
1999-01-20,498.36274176493043
1999-01-21,487.8691968827215
1999-01-22,486.1371707867428
1999-01-25,486.316068575792
1999-01-26,490.8044026794075
1999-01-27,490.6175826400166
1999-01-28,500.09735907124036
1999-01-29,506.82708171607476
1999-02-01,510.1475682102056
1999-02-02,501.38896588462063
1999-02-03,506.17342386939447
1999-02-04,501.1277140971028
1999-02-05,492.9114811323276
1999-02-08,490.7784886027334
1999-02-09,475.1888784077314
1999-02-10,468.3685748186395
1999-02-11,482.5039551907916
1999-02-12,473.5277204117292
1999-02-15,475.276610225914
1999-02-16,475.36838625361435
1999-02-17,462.7528423706195
1999-02-18,463.5520818378552
1999-02-19,471.6258629933501
1999-02-22,482.28178309406803
1999-02-23,487.25809333655
1999-02-24,484.3803964922347
1999-02-25,476.1533635069521
1999-02-26,477.38031016957615
1999-03-01,482.40902360773117
1999-03-02,482.8544473808054
1999-03-03,478.51319447182067
1999-03-04,484.88569579287275
1999-03-05,489.6525011488971
1999-03-08,492.63132188723836
1999-03-09,491.5734601423831
1999-03-10,492.07029193928776
1999-03-11,498.70198917043933
1999-03-12,489.0211128383311
1999-03-15,490.8587834186422
1999-03-16,490.8603860197299
1999-03-17,486.16648311188504
1999-03-18,489.4326854524439
1999-03-19,487.2148369784689
1999-03-22,484.26750901967864
1999-03-23,470.30436021993967
1999-03-24,470.4990373521947
1999-03-25,484.5708376117438
1999-03-26,491.9941327202481
1999-03-29,502.441906646222
1999-03-30,501.79471236420784
1999-03-31,502.3682994827869
1999-04-01,501.90737709759856
1999-04-02,503.0240192343627
1999-04-05,508.5846725274211
1999-04-06,504.265411035738
1999-04-07,499.04408324266336
1999-04-08,500.881855035187
1999-04-09,511.7089454314431
1999-04-12,516.1090509202356
1999-04-13,528.0172056343731
1999-04-14,521.7754618430558
1999-04-15,523.9846660081274
1999-04-16,528.7839182329309
1999-04-19,513.8439082978391
1999-04-20,518.5454043457707
1999-04-21,538.3645886317332
1999-04-22,544.4096101352143
1999-04-23,544.5006558702892
1999-04-26,554.1288875248661
1999-04-27,551.3879914237806
1999-04-28,547.9191660843042
1999-04-29,547.7450348532208
1999-04-30,549.2138578207523
1999-05-03,550.9912015118554
1999-05-04,544.6466218343354
1999-05-05,543.2970327350012
1999-05-06,534.6256944268727
1999-05-07,538.0376850336165
1999-05-10,544.2417065710357
1999-05-11,556.1973318100906
1999-05-12,564.8501630620211
1999-05-13,569.0661566662973
1999-05-14,555.0978302663058
1999-05-17,554.9327693150536
1999-05-18,556.8234351352356
1999-05-19,561.7391014950599
1999-05-20,565.8822248314048
1999-05-21,570.9461485410177
1999-05-24,556.5435892709379
1999-05-25,543.8240047410319
1999-05-26,550.9459113196583
1999-05-27,549.4743600961122
1999-05-28,557.8355072130632
1999-05-31,559.3332676006517
1999-06-01,555.196946863793
1999-06-02,559.4058154638071
1999-06-03,559.6994174520931
1999-06-04,571.5689268355411
1999-06-07,578.7141967251072
1999-06-08,566.850692050573
1999-06-09,570.5040999318063
1999-06-10,564.4177615247232
1999-06-11,560.9721820490068
1999-06-14,554.9403164200604
1999-06-15,555.6055759586123
1999-06-16,570.382605544698
1999-06-17,574.2483593187983
1999-06-18,573.5865114052291
1999-06-21,583.7133890133988
1999-06-22,582.088863741688
1999-06-23,584.1270849200164
1999-06-24,576.7609485096707
1999-06-25,571.1228535829541
1999-06-28,584.3246769446993
1999-06-29,594.8060317611981
1999-06-30,612.2511344671727
1999-07-01,615.9088780150571
1999-07-02,622.9474363105469
1999-07-05,622.2776330947298
1999-07-06,623.5878107060831
1999-07-07,618.6973002827453
1999-07-08,626.4327434829086
1999-07-09,629.9379503721784
1999-07-12,635.4816722520342
1999-07-13,631.0991395208341
1999-07-14,637.4697386349214
1999-07-15,643.1702722495312
1999-07-16,645.3192532090179
1999-07-19,641.7743622928965
1999-07-20,612.5701089703342
1999-07-21,609.6956831222591
1999-07-22,602.4495636360962
1999-07-23,600.6370441141327
1999-07-26,578.8837123554853
1999-07-27,587.3947422116819
1999-07-28,590.0502064115792
1999-07-29,576.8520168513681
1999-07-30,580.821365914405
1999-08-02,578.2198272994657
1999-08-03,567.3802288130469
1999-08-04,550.0226749916799
1999-08-05,548.6499766018694
1999-08-06,546.7493205703704
1999-08-09,546.7671368919481
1999-08-10,540.8683465981479
1999-08-11,554.6983413042918
1999-08-12,558.2292883998039
1999-08-13,572.0180249339879
1999-08-16,573.2115954277879
1999-08-17,581.1286913975712
1999-08-18,576.4098225373929
1999-08-19,569.4283261067918
1999-08-20,570.8861602474773
1999-08-23,582.246539423524
1999-08-24,585.5346805582159
1999-08-25,593.047963420972
1999-08-26,592.686575647468
1999-08-27,585.1224978777266
1999-08-30,579.168891749984
1999-08-31,573.5034018534576
1999-09-01,577.9709238517815
1999-09-02,566.3557716734828
1999-09-03,586.0276023212604
1999-09-06,587.412617452479
1999-09-07,591.0768920793724
1999-09-08,588.3687526685427
1999-09-09,595.0929133566846
1999-09-10,606.9530636400099
1999-09-13,609.005841921772
1999-09-14,606.6636958416407
1999-09-15,604.3768069526743
1999-09-16,595.7804885096159
1999-09-17,605.0784243796164
1999-09-20,603.7895993407586
1999-09-21,589.4959330698324
1999-09-22,592.3594259050019
1999-09-23,584.511453539087
1999-09-24,577.2689988784292
1999-09-27,586.0056613918296
1999-09-28,577.0961449382218
1999-09-29,577.2529041827644
1999-09-30,580.6357176254216
1999-10-01,571.8762592544854
1999-10-04,578.1134851543627
1999-10-05,579.1717890584554
1999-10-06,585.7290445908411
1999-10-07,582.2004857370241
1999-10-08,588.5154025853114
1999-10-11,594.8448847744027
1999-10-12,581.972272498475
1999-10-13,570.2835132061368
1999-10-14,570.262327421463
1999-10-15,555.3513252156557
1999-10-18,545.9352128738564
1999-10-19,554.6383758747519
1999-10-20,563.9212888680911
1999-10-21,564.8346750950641
1999-10-22,579.2847758906952
1999-10-25,580.2958652371882
1999-10-26,581.7355085684446
1999-10-27,585.3253950849924
1999-10-28,597.6918290432723
1999-10-29,612.0739450637527
1999-11-01,618.0995909171838
1999-11-02,617.2721827393736
1999-11-03,629.9620142527076
1999-11-04,637.3530264798025
1999-11-05,645.8385840084937
1999-11-08,654.9524841103392
1999-11-09,654.9480986463884
1999-11-10,660.9721761104129
1999-11-11,662.1720019800484
1999-11-12,672.5240490090468
1999-11-15,679.808756018187
1999-11-16,686.5526816476927
1999-11-17,681.9895901296504
1999-11-18,698.6801685786097
1999-11-19,701.1398958091588
1999-11-22,702.3740921550087
1999-11-23,693.9779104803931
