Date,FRANCE SMALL GROWTH
1998-12-31,445.3068393482339
1999-01-01,444.31214241084905
1999-01-04,450.68564411808154
1999-01-05,448.97015477529413
1999-01-06,450.22460975137835
1999-01-07,446.63562387171635
1999-01-08,445.64558516796006
1999-01-11,446.7926835379877
1999-01-12,445.26058093786077
1999-01-13,434.1723639665805
1999-01-14,433.1663991306959
1999-01-15,432.1420653056307
1999-01-18,435.50744634456356
1999-01-19,435.3644676191745
1999-01-20,432.7412431305139
1999-01-21,430.3467452073498
1999-01-22,426.4016160719506
1999-01-25,428.7680805887655
1999-01-26,430.3885297337323
1999-01-27,431.0708204501737
1999-01-28,428.95622961683284
1999-01-29,429.1762433606776
1999-02-01,433.25136560890843
1999-02-02,431.8887200289107
1999-02-03,430.39578765214475
1999-02-04,429.2008814329976
1999-02-05,430.8928108435158
1999-02-08,434.718072822424
1999-02-09,433.6919789249145
1999-02-10,430.6465187252595
1999-02-11,430.5633033383528
1999-02-12,434.7768819363059
1999-02-15,434.94579087283444
1999-02-16,437.7657136689363
1999-02-17,434.5435717871447
1999-02-18,435.6644307013462
1999-02-19,435.38232672835113
1999-02-22,439.10542352486203
1999-02-23,441.5859574384348
1999-02-24,440.71523200372894
1999-02-25,439.65562549051685
1999-02-26,439.79191356268285
1999-03-01,438.44155837030235
1999-03-02,438.31335487960536
1999-03-03,438.3185456648436
1999-03-04,439.63060066709744
1999-03-05,440.2001624711378
1999-03-08,441.6638999029434
1999-03-09,441.5014659232793
1999-03-10,444.8493258916654
1999-03-11,446.71793844702694
1999-03-12,448.4652846826565
1999-03-15,445.99203205425664
1999-03-16,445.39855990278204
1999-03-17,444.8163903808822
1999-03-18,443.5687374899153
1999-03-19,443.77980448041944
1999-03-22,443.8844579291712
1999-03-23,438.67228799188166
1999-03-24,436.5303161613737
1999-03-25,437.61392175452306
1999-03-26,437.12258219393755
1999-03-29,437.3167285130519
1999-03-30,436.6951843964161
1999-03-31,439.23963535613035
1999-04-01,441.59801671891626
1999-04-02,441.59801283493033
1999-04-05,441.59800516150443
1999-04-06,440.001347106219
1999-04-07,438.93843545927973
1999-04-08,441.2953629849222
1999-04-09,446.1038625324053
1999-04-12,445.41426552363
1999-04-13,446.0165513929323
1999-04-14,449.0413561516483
1999-04-15,450.2193001261709
1999-04-16,450.92301871563564
1999-04-19,454.7496152672434
1999-04-20,452.27438940477833
1999-04-21,450.44611091058516
1999-04-22,451.325361732012
1999-04-23,454.376518000463
1999-04-26,457.4839269491619
1999-04-27,460.815146155953
1999-04-28,462.885840602218
1999-04-29,463.94587443016883
1999-04-30,470.11377468130314
1999-05-03,473.93046157554807
1999-05-04,476.905387606449
1999-05-05,475.0763195072338
1999-05-06,474.8857751586852
1999-05-07,474.86648699540746
1999-05-10,474.75587777552226
1999-05-11,476.2061841029604
1999-05-12,480.6569095526293
1999-05-13,482.1449762387557
1999-05-14,479.9011722640373
1999-05-17,474.59136493061953
1999-05-18,476.6294866108169
1999-05-19,479.2637180809566
1999-05-20,481.3040632805257
1999-05-21,482.015602424339
1999-05-24,482.01551150153415
1999-05-25,483.1572422203902
1999-05-26,482.4335869949021
1999-05-27,483.35753738682115
1999-05-28,480.56681625473067
1999-05-31,480.50397867545576
1999-06-01,481.5596838839888
1999-06-02,478.7075683434922
1999-06-03,482.06906983028057
1999-06-04,482.12344942944014
1999-06-07,481.89280627530553
1999-06-08,483.55420724567875
1999-06-09,484.78785146195463
1999-06-10,485.5575186111665
1999-06-11,485.12067844432437
