Date,JAPAN SMALL GROWTH
1998-12-31,705.6140232563885
1999-01-01,705.6140232563885
1999-01-04,692.8291252919632
1999-01-05,693.7816257334761
1999-01-06,699.7017295529367
1999-01-07,716.0758061712212
1999-01-08,719.1305373914832
1999-01-11,737.8790965147073
1999-01-12,719.4858405379166
1999-01-13,696.7358899220293
1999-01-14,703.906432529476
1999-01-15,707.2797015076488
1999-01-18,708.1218309801782
1999-01-19,716.9778143934943
1999-01-20,729.4390902600527
1999-01-21,734.9343779995289
1999-01-22,723.4472739746407
1999-01-25,728.7276009680146
1999-01-26,734.7328223514368
1999-01-27,733.2572445476377
1999-01-28,731.1668343380081
1999-01-29,740.2650688889379
1999-02-01,752.2800628788916
1999-02-02,765.7880886080535
1999-02-03,760.4019243362176
1999-02-04,762.9820046870217
1999-02-05,752.9810122737066
1999-02-08,750.5244453221479
1999-02-09,742.0070010441208
1999-02-10,740.4279117306493
1999-02-11,743.282010537765
1999-02-12,746.0053580093197
1999-02-15,745.4813666255442
1999-02-16,737.114338681363
1999-02-17,726.4120606575756
1999-02-18,722.215510877154
1999-02-19,725.9505780344854
1999-02-22,741.4510072896433
1999-02-23,749.5539415298969
1999-02-24,751.8848993124241
1999-02-25,758.3946695499274
1999-02-26,775.3874797412029
1999-03-01,771.2538707185533
1999-03-02,759.9983127818721
1999-03-03,756.1984876559357
1999-03-04,750.4849237819705
1999-03-05,777.7132806867296
1999-03-08,777.2197227540898
1999-03-09,784.1094816053662
1999-03-10,797.8144905799501
1999-03-11,806.7040877181901
1999-03-12,807.7961255390233
1999-03-15,824.1719298770042
1999-03-16,849.7593025029904
1999-03-17,851.2011134558634
1999-03-18,847.4138944690234
1999-03-19,878.913210965029
1999-03-22,874.4785177277918
1999-03-23,871.3801894335826
1999-03-24,862.612069970005
1999-03-25,879.3888058599736
1999-03-26,882.5309539580724
1999-03-29,892.1651782842105
1999-03-30,889.246335550089
1999-03-31,910.2711391699454
1999-04-01,919.1391263613918
1999-04-02,929.1810507680352
1999-04-05,937.82938162686
1999-04-06,942.7542218585315
1999-04-07,946.7454760124056
1999-04-08,962.6860761249609
1999-04-09,985.3540324058952
1999-04-12,972.3154979891812
1999-04-13,980.2012021817608
1999-04-14,991.2242443457216
1999-04-15,996.4859593961803
1999-04-16,1009.7527357789442
1999-04-19,1005.5045721670325
1999-04-20,985.0574951367643
1999-04-21,969.6403968382202
1999-04-22,984.8083084625756
1999-04-23,1000.3934844745969
1999-04-26,1015.3376918384073
1999-04-27,1003.7113243487347
1999-04-28,1013.9490187859082
1999-04-29,1018.1641985246264
1999-04-30,1019.365526758424
1999-05-03,1014.2807451770196
1999-05-04,1003.6350149398602
1999-05-05,996.0675514006318
1999-05-06,1003.895761324364
1999-05-07,995.9574457465823
1999-05-10,1002.8900265516704
1999-05-11,997.6090143584094
1999-05-12,1006.7636207779519
1999-05-13,1002.4500516993897
1999-05-14,992.6065484529469
1999-05-17,969.191700038652
1999-05-18,966.564761775449
1999-05-19,946.4425903697861
1999-05-20,949.8621084984168
1999-05-21,956.9334526675026
1999-05-24,953.8740408373134
1999-05-25,950.0596915816456
1999-05-26,964.8238554247818
1999-05-27,967.0156745734558
1999-05-28,963.5766959929474
1999-05-31,955.9761496686316
1999-06-01,976.3891222136263
1999-06-02,996.3502166363113
1999-06-03,998.0677772113587
1999-06-04,1010.977245290089
1999-06-07,1025.880076448561
1999-06-08,1025.07853530152
1999-06-09,1038.6889258863414
1999-06-10,1052.3299085929486
1999-06-11,1061.1906318692556
1999-06-14,1050.7989204139947
1999-06-15,1045.8708932903724
1999-06-16,1067.0421175563454
1999-06-17,1089.7654691892444
1999-06-18,1081.30345449976
1999-06-21,1096.4446924382219
1999-06-22,1112.0383278058655
1999-06-23,1115.564334713372
1999-06-24,1103.5886586469446
1999-06-25,1092.8245550987237
1999-06-28,1116.7479218965527
1999-06-29,1135.3488909035707
1999-06-30,1143.6777704155722
1999-07-01,1178.3223359967255
1999-07-02,1192.2187451145724
1999-07-05,1192.689178284437
1999-07-06,1190.579433731135
1999-07-07,1189.1697334670937
1999-07-08,1172.9092834664548
1999-07-09,1173.0760622589924
1999-07-12,1198.837697739846
