Date,HONG KONG SMALL GROWTH
1998-12-31,361.20851388659815
1999-01-01,361.3088507444297
1999-01-04,355.62935653670445
1999-01-05,357.46549005451504
1999-01-06,364.9521899466408
1999-01-07,375.64788075340925
1999-01-08,375.2842268541004
1999-01-11,374.12491811194946
1999-01-12,373.65338569876724
1999-01-13,360.81358831393135
1999-01-14,352.8467009137368
1999-01-15,358.04507996278136
1999-01-18,361.14880725760094
1999-01-19,358.6903888598158
1999-01-20,355.863019760616
1999-01-21,347.9111785215507
1999-01-22,339.3958227009618
1999-01-25,335.4861164906469
1999-01-26,338.26928638172376
1999-01-27,347.268191844114
1999-01-28,344.5314032981034
1999-01-29,348.12481207335225
1999-02-01,351.04855744175546
1999-02-02,348.7041996351968
1999-02-03,349.3124816360573
1999-02-04,347.60811126369316
1999-02-05,343.6129511634504
1999-02-08,343.62813931721564
1999-02-09,341.4239899742325
1999-02-10,337.07354628359803
1999-02-11,340.96285804868086
1999-02-12,348.2628357645429
1999-02-15,351.551747791007
1999-02-16,353.35117314184697
1999-02-17,351.72029082471244
1999-02-18,352.04687762881866
1999-02-19,352.2219510184521
1999-02-22,350.461381651855
1999-02-23,353.4955167427325
1999-02-24,355.56261240742435
1999-02-25,354.3468576255735
1999-02-26,363.8147060490031
1999-03-01,371.0491781622881
1999-03-02,366.8126721268657
1999-03-03,367.41253273054247
1999-03-04,368.81914575328324
1999-03-05,367.80607288769437
1999-03-08,367.08660083074045
1999-03-09,371.8577432391093
1999-03-10,370.00617829351347
1999-03-11,375.05149357231016
1999-03-12,375.43652507048455
1999-03-15,373.9206330616387
1999-03-16,377.18179368440167
1999-03-17,375.0076479740492
1999-03-18,370.7739689421021
1999-03-19,378.20530201005323
1999-03-22,381.73072290896226
1999-03-23,387.3978132509987
1999-03-24,380.99268168722034
1999-03-25,383.5380699656523
1999-03-26,387.3846099034324
1999-03-29,385.5392879859343
1999-03-30,385.8029316565126
1999-03-31,385.0055842665916
1999-04-01,385.82128807898073
1999-04-02,386.6522213104423
1999-04-05,389.01174488721176
1999-04-06,387.596383002491
1999-04-07,397.1221341897885
1999-04-08,399.1865390950048
1999-04-09,407.0751671379881
1999-04-12,408.2698614764047
1999-04-13,413.4615010412178
1999-04-14,409.354547380096
1999-04-15,415.691226880178
1999-04-16,431.0070127460241
1999-04-19,437.82274826237773
1999-04-20,425.0003127916319
1999-04-21,436.036148929748
1999-04-22,451.2185354784776
1999-04-23,442.8729678591223
1999-04-26,444.3220725965006
1999-04-27,447.4392391243667
1999-04-28,447.61611241143817
1999-04-29,451.4065886660804
1999-04-30,462.85880070230013
1999-05-03,468.77148001454293
1999-05-04,479.63482162700654
1999-05-05,478.3286635508766
1999-05-06,476.28616028588795
1999-05-07,463.50471594443
1999-05-10,456.2989978555818
1999-05-11,461.29137324678715
1999-05-12,465.64608685665615
1999-05-13,471.06868672327187
1999-05-14,468.0787349074129
1999-05-17,460.4111337245886
1999-05-18,466.1440151195567
1999-05-19,463.84255992183387
1999-05-20,462.20519881050103
1999-05-21,462.33545312859013
1999-05-24,468.22756256357314
1999-05-25,464.4289895861426
1999-05-26,470.65578037410097
1999-05-27,466.18356401128244
1999-05-28,460.386958235219
1999-05-31,461.97131752599864
1999-06-01,462.84824150195095
1999-06-02,470.64343902221776
1999-06-03,469.5125932555529
1999-06-04,472.79651338825136
1999-06-07,479.4847868199112
1999-06-08,476.76509780626594
1999-06-09,480.5385947435988
1999-06-10,480.6402086470769
1999-06-11,487.16852842220493
1999-06-14,492.3186867757884
1999-06-15,489.2395258764914
1999-06-16,496.64453273682744
1999-06-17,498.87559257800876
1999-06-18,495.5787533521414
1999-06-21,511.05845358394754
1999-06-22,526.7451263253147
1999-06-23,528.5562472228165
1999-06-24,524.4798061570824
1999-06-25,516.6815668185378
1999-06-28,522.2353736881932
1999-06-29,528.4273864221641
1999-06-30,528.6881894407168
1999-07-01,531.9721070271304
1999-07-02,546.5855599507664
1999-07-05,564.4454364589528
1999-07-06,574.541150193893
1999-07-07,566.8125661984993
1999-07-08,572.3447009749544
1999-07-09,578.8829112355182
1999-07-12,583.2111140710806
1999-07-13,575.9520949343155
1999-07-14,560.1794629115722
1999-07-15,565.6897791584789
1999-07-16,559.3455579776984
1999-07-19,553.3918044231795
1999-07-20,547.3476366856831
1999-07-21,539.7931278530472
1999-07-22,542.2816340104168
1999-07-23,535.213779934601
1999-07-26,510.92857148324634
1999-07-27,515.9135120114512
1999-07-28,529.5561920477597
1999-07-29,527.8050416710262
1999-07-30,532.2335223992474
1999-08-02,539.1898590945445
1999-08-03,542.4961965124576
1999-08-04,535.4685617006372
1999-08-05,525.7629139262837
1999-08-06,516.5777710305399
1999-08-09,507.95322744364597
1999-08-10,491.4362369523027
1999-08-11,491.4599438958038
1999-08-12,504.91780162118346
1999-08-13,499.82303353936777
1999-08-16,509.9218827713838
1999-08-17,510.47477647481435
1999-08-18,515.349043404509
1999-08-19,521.1039537068226
1999-08-20,519.7178577753308
1999-08-23,523.2297284782182
1999-08-24,530.070619749624
1999-08-25,531.9504944178586
1999-08-26,533.1100669204333
1999-08-27,529.0030974327271
1999-08-30,536.1809311615517
1999-08-31,522.1214188742996
1999-09-01,520.1073276312316
1999-09-02,513.1695457968875
1999-09-03,517.9160029283415
1999-09-06,529.525165596008
1999-09-07,524.6672612634648
1999-09-08,521.756579852762
1999-09-09,529.8286452618748
