Date,AUSTRALIA SMALL GROWTH
1998-12-31,194.1659864547084
1999-01-01,194.1659864547084
1999-01-04,195.18551019745922
1999-01-05,195.52622199661369
1999-01-06,200.66637340406544
1999-01-07,206.09350876658084
1999-01-08,207.90199758350636
1999-01-11,212.3864670482077
1999-01-12,212.95768242629788
1999-01-13,205.66207673742258
1999-01-14,204.969420307174
1999-01-15,207.8334539089892
1999-01-18,209.19376871303191
1999-01-19,211.91279793880312
1999-01-20,214.3613622777878
1999-01-21,214.4598369486936
1999-01-22,212.1895954313888
1999-01-25,211.00636527649198
1999-01-26,210.32955945343986
1999-01-27,213.25484763543525
1999-01-28,214.870664405988
1999-01-29,218.5966780977467
1999-02-01,222.5704853977753
1999-02-02,224.06312742817286
1999-02-03,225.24843400256805
1999-02-04,230.50362452447487
1999-02-05,232.33336255188314
1999-02-08,233.18047105257182
1999-02-09,230.99472386016157
1999-02-10,228.22309588795892
1999-02-11,231.56195209597837
1999-02-12,231.4699979466092
1999-02-15,233.57584342783824
1999-02-16,232.43220601633936
1999-02-17,231.35691525328824
1999-02-18,234.12231736205973
1999-02-19,240.2716395879058
1999-02-22,242.8903907760563
1999-02-23,244.06922689562649
1999-02-24,242.62379576199933
1999-02-25,235.29495289022108
1999-02-26,235.2629245187933
1999-03-01,235.85847904009586
1999-03-02,237.45704365259775
1999-03-03,239.6167906104769
1999-03-04,239.4458766777853
1999-03-05,242.25262671759583
1999-03-08,242.69606651221787
1999-03-09,244.2118316440522
1999-03-10,243.07294669863916
1999-03-11,246.7521714281248
1999-03-12,246.61204301014493
1999-03-15,246.66758895253682
1999-03-16,244.37757434210707
1999-03-17,242.49688719283077
1999-03-18,245.26345837950288
1999-03-19,247.0874891757913
1999-03-22,249.91572092968062
1999-03-23,252.97669188700704
1999-03-24,251.4497622871804
1999-03-25,250.98044374738234
1999-03-26,254.1966000823155
1999-03-29,255.88666183627
1999-03-30,253.49518434578002
1999-03-31,254.3956727179645
1999-04-01,255.32028980505905
1999-04-02,254.6037658794552
1999-04-05,255.5129201663156
1999-04-06,253.71894277279588
1999-04-07,253.0315067793236
1999-04-08,251.82305206869955
1999-04-09,256.2214605808731
1999-04-12,254.98057622921831
1999-04-13,258.7720157304558
1999-04-14,259.321191211431
1999-04-15,261.103950853467
1999-04-16,267.05671120056445
1999-04-19,274.4506602590957
1999-04-20,271.23461278678275
1999-04-21,270.3051825945878
1999-04-22,274.7292974922768
1999-04-23,274.6105121025921
1999-04-26,274.39950919792096
1999-04-27,273.8259644267949
1999-04-28,275.6084992406214
1999-04-29,279.0322641902935
1999-04-30,281.07741875751066
1999-05-03,281.3050477529579
1999-05-04,279.5879338605222
1999-05-05,275.119921125316
1999-05-06,277.2510596124036
1999-05-07,274.8106792561224
1999-05-10,272.3921661842205
1999-05-11,275.5679968431615
1999-05-12,276.98397324605475
1999-05-13,278.5149263996897
1999-05-14,278.2861492260117
1999-05-17,275.9637402899219
1999-05-18,279.67240557919894
1999-05-19,275.9745988141215
1999-05-20,274.7336811302985
1999-05-21,277.1978851259577
1999-05-24,276.61733258216157
1999-05-25,272.2203026548188
1999-05-26,270.2491718669532
1999-05-27,269.7680411167563
1999-05-28,271.05172003243797
1999-05-31,273.0286508666526
1999-06-01,269.0783986733533
1999-06-02,269.2144651917974
1999-06-03,271.84860828973916
1999-06-04,275.7594529080978
1999-06-07,277.4030861372888
1999-06-08,275.712992352826
1999-06-09,276.76999597963317
1999-06-10,274.9857119321243
1999-06-11,275.9670816504578
1999-06-14,276.85258941762737
1999-06-15,273.87258001278923
1999-06-16,275.4910066239854
1999-06-17,276.90543314193314
1999-06-18,273.674205210366
1999-06-21,272.9692455994125
1999-06-22,274.5456928399932
1999-06-23,276.43348821574205
1999-06-24,274.56112480301135
1999-06-25,272.7329966428829
1999-06-28,274.60399695496875
1999-06-29,275.18197495926086
1999-06-30,279.2331427709204
1999-07-01,285.7457783879365
1999-07-02,289.34567351560975
1999-07-05,290.0164824720905
1999-07-06,289.7379046081713
1999-07-07,287.7135705684806
1999-07-08,290.3933817597527
1999-07-09,289.8704863443994
1999-07-12,291.0452280886853
