Date,MSCI USA Consumer Discretionary 20-35 Custom
2013-05-31,1000.0
2013-06-03,999.779478511023
2013-06-04,992.3543475432914
2013-06-05,975.156815388898
2013-06-06,977.0554634020918
2013-06-07,992.5469149234082
2013-06-10,991.2052656924519
2013-06-11,974.8025116723499
2013-06-12,959.9070578251269
2013-06-13,978.8591899810824
2013-06-14,974.0132449685458
2013-06-17,978.345053497758
2013-06-18,985.1957014268376
2013-06-19,973.6452203873337
2013-06-20,963.8077672454701
2013-06-21,968.3614300380968
2013-06-24,961.9768149999055
2013-06-25,972.4765282973426
2013-06-26,990.6114693829592
2013-06-27,1000.6016391452727
2013-06-28,1004.0449202718167
2013-07-01,1007.832533069513
2013-07-02,1009.350507271876
2013-07-03,1019.3317119060689
2013-07-04,1023.9494301967342
2013-07-05,1040.1850010859016
2013-07-08,1046.6546698068214
2013-07-09,1057.936106711997
2013-07-10,1052.9841644967698
2013-07-11,1053.0724528101412
2013-07-12,1057.652594293631
2013-07-15,1055.3564226434055
2013-07-16,1042.6885685151585
2013-07-17,1047.7265940286218
2013-07-18,1053.851609783872
2013-07-19,1049.1864443209247
2013-07-22,1044.5394152995646
2013-07-23,1040.7834793768545
2013-07-24,1035.7640374860969
2013-07-25,1037.2701537482635
2013-07-26,1038.722771563792
2013-07-29,1034.0925609002807
2013-07-30,1032.3156337893502
2013-07-31,1035.3526378348984
2013-08-01,1055.9812827744704
2013-08-02,1059.2355275813509
2013-08-05,1060.5886175604576
2013-08-06,1049.532917099105
2013-08-07,1040.1514846430794
2013-08-08,1042.1239600299582
2013-08-09,1042.0058730327
2013-08-12,1045.6478852602381
2013-08-13,1050.0994488895428
2013-08-14,1036.5852354882536
2013-08-15,1019.9161930785436
2013-08-16,1009.8332467294192
2013-08-19,1004.4630996675211
2013-08-20,1007.7625062579874
2013-08-21,1003.6716642066101
2013-08-22,1016.9453333486174
2013-08-23,1012.9194074584462
2013-08-26,1013.2355182965396
2013-08-27,994.8274114320279
2013-08-28,1003.226238541461
2013-08-29,1017.6502474823038
2013-08-30,1014.0560536958344
2013-09-02,1013.8638301575824
2013-09-03,1024.3225585763041
2013-09-04,1031.5072231288439
2013-09-05,1039.0686994004614
2013-09-06,1033.9953408066208
2013-09-09,1036.5902825432238
2013-09-10,1045.5847991562061
2013-09-11,1049.7975424193532
2013-09-12,1046.1631706898638
2013-09-13,1054.1973625472908
2013-09-16,1050.9477469001656
2013-09-17,1057.7259928739888
2013-09-18,1070.4170381679912
2013-09-19,1056.1915439918005
2013-09-20,1051.91723273733
2013-09-23,1045.3153579642587
2013-09-24,1046.5056391176731
2013-09-25,1040.4011126250687
2013-09-26,1052.3395163350742
2013-09-27,1048.0226090777358
2013-09-30,1044.5741705227256
2013-10-01,1055.315987146277
2013-10-02,1049.2165822785298
2013-10-03,1036.046457549227
2013-10-04,1047.5099748365526
2013-10-07,1035.412798413884
2013-10-08,1015.509257827089
2013-10-09,1017.6656301139744
2013-10-10,1040.3906722172846
2013-10-11,1045.4009967507966
2013-10-14,1047.5850188561649
2013-10-15,1046.0767465219176
2013-10-16,1059.9443868785381
2013-10-17,1054.3058829805316
2013-10-18,1058.8663399556822
2013-10-21,1062.6697114617807
2013-10-22,1062.1153677168713
2013-10-23,1054.8292650598141
2013-10-24,1063.4334136396603
2013-10-25,1070.1202132038627
2013-10-28,1067.9036689772404
2013-10-29,1075.4652388371096
2013-10-30,1070.0534115004718
2013-10-31,1085.3320075262152
2013-11-01,1096.535158422589
2013-11-04,1098.6290067887912
2013-11-05,1101.528464354938
2013-11-06,1094.8550168206984
2013-11-07,1083.4012716280993
2013-11-08,1102.646761109944
2013-11-11,1100.3690449956007
2013-11-12,1095.9732359201294
2013-11-13,1115.9864334087072
2013-11-14,1118.4728426085853
2013-11-15,1120.6869278169281
2013-11-18,1107.737330299862
2013-11-19,1102.5105078291717
2013-11-20,1101.398709116523
2013-11-21,1112.0862717429275
2013-11-22,1114.3026630125296
2013-11-25,1116.642238250546
2013-11-26,1119.008110874955
2013-11-27,1121.9214660776515
2013-11-28,1119.8590346167937
2013-11-29,1120.054664525538
2013-12-02,1119.72173232697
2013-12-03,1108.9471840877466
2013-12-04,1108.6806432915712
2013-12-05,1100.3397307958048
2013-12-06,1106.737736230033
2013-12-09,1103.5769155197509
2013-12-10,1100.5091236072628
2013-12-11,1087.9469369179722
2013-12-12,1087.3638959773532
2013-12-13,1092.2796231228901
2013-12-16,1097.751467928353
2013-12-17,1096.2958662353424
2013-12-18,1110.553079610916
2013-12-19,1115.5815496841296
2013-12-20,1120.100067582527
2013-12-23,1122.8449523681854
2013-12-24,1130.0948214784526
2013-12-25,1130.0948214784526
2013-12-26,1135.0695363243779
2013-12-27,1124.1304396570142
2013-12-30,1125.4766362765401
2013-12-31,1133.1520887854952
2014-01-01,1133.1520887854952
2014-01-02,1137.5912725199858
2014-01-03,1138.5915931921058
2014-01-06,1129.6723638856731
2014-01-07,1139.43048043416
2014-01-08,1138.3492969251627
2014-01-09,1137.6038051707078
2014-01-10,1134.536352765525
2014-01-13,1113.5907732112616
2014-01-14,1120.166670775901
2014-01-15,1130.5771492159631
2014-01-16,1124.8756288056416
2014-01-17,1123.6154978326806
2014-01-20,1123.118451127406
2014-01-21,1122.3288598672134
2014-01-22,1124.039128098489
2014-01-23,1106.233651446197
2014-01-24,1083.6251342322062
2014-01-27,1080.0356334770433
2014-01-28,1089.5691902453666
2014-01-29,1073.1429638143827
2014-01-30,1098.281289895392
2014-01-31,1091.3111874929862
2014-02-03,1060.1600723388328
2014-02-04,1072.805805048936
2014-02-05,1071.9787233985803
2014-02-06,1089.0449204209337
2014-02-07,1101.2561123374321
2014-02-10,1098.7612907735522
2014-02-11,1105.1704587617755
2014-02-12,1113.1474304136277
2014-02-13,1111.745622365027
2014-02-14,1116.4610132752464
2014-02-17,1115.11661577705
2014-02-18,1113.5782672031855
2014-02-19,1103.2691899893773
2014-02-20,1114.003419317863
2014-02-21,1113.3719810112577
2014-02-24,1121.43658841936
2014-02-25,1126.8052379165954
2014-02-26,1138.8067204469849
2014-02-27,1142.423403804368
2014-02-28,1135.1172949688341
2014-03-03,1128.8325572669255
2014-03-04,1145.7319111395893
2014-03-05,1149.0769357322747
2014-03-06,1144.5508722247287
2014-03-07,1141.0441449376094
2014-03-10,1134.9589290603171
2014-03-11,1130.0718189033557
2014-03-12,1126.5153887237982
2014-03-13,1108.3671102805845
2014-03-14,1109.309754389052
2014-03-17,1117.0148797508798
2014-03-18,1123.0920204583233
2014-03-19,1116.276321494123
2014-03-20,1128.616565537599
2014-03-21,1121.9478981649363
2014-03-24,1109.4814014073934
2014-03-25,1102.4800601237853
2014-03-26,1093.3268349740736
2014-03-27,1092.1549638450326
2014-03-28,1100.4948330439202
2014-03-31,1105.7192435237844
2014-04-01,1120.5535395412235
2014-04-02,1130.7255920526536
2014-04-03,1128.8253330572893
2014-04-04,1110.2083703730589
2014-04-07,1083.6347763270433
2014-04-08,1090.216336705707
2014-04-09,1100.342759403711
2014-04-10,1068.5836603857665
2014-04-11,1053.6761540868831
2014-04-14,1066.8193861958284
2014-04-15,1067.0193964488546
2014-04-16,1083.2792700313416
2014-04-17,1082.3201948956955
2014-04-18,1082.3201948956955
2014-04-21,1087.847095243798
2014-04-22,1099.3112405781153
2014-04-23,1090.911311233792
2014-04-24,1097.0070024996787
2014-04-25,1076.7373018885266
2014-04-28,1072.9209387103504
2014-04-29,1081.0914837112266
2014-04-30,1082.676183138853
2014-05-01,1087.1074721561881
2014-05-02,1091.1794193928495
2014-05-05,1091.400318078344
2014-05-06,1072.4264469713053
2014-05-07,1070.8894127857227
2014-05-08,1076.0019234278188
2014-05-09,1090.4985082574412
2014-05-12,1104.0373119431542
2014-05-13,1104.9016028511205
2014-05-14,1092.8486517059418
2014-05-15,1084.6361825875572
2014-05-16,1092.4677247259244
2014-05-19,1096.4091921431711
2014-05-20,1088.2915400130855
2014-05-21,1103.9303221198425
2014-05-22,1110.2288986181134
