Date,MSCI USA Energy 20-35 Custom
2013-05-31,1000.0
2013-06-03,1004.5473872099057
2013-06-04,993.5174927510211
2013-06-05,981.5843360710101
2013-06-06,980.748840290465
2013-06-07,990.5299354175017
2013-06-10,989.5805973146905
2013-06-11,969.4099623049567
2013-06-12,957.8087802398325
2013-06-13,977.2661473082086
2013-06-14,965.0901672884354
2013-06-17,977.160765386918
2013-06-18,979.3122239099603
2013-06-19,968.7461416785934
2013-06-20,958.4988804964257
2013-06-21,963.9556375200746
2013-06-24,952.3059349350934
2013-06-25,964.9509888441144
2013-06-26,977.2607656223444
2013-06-27,979.0634261920737
2013-06-28,977.4663820674066
2013-07-01,980.408452736288
2013-07-02,982.9209565414047
2013-07-03,987.9980825983133
2013-07-04,992.4738550714618
2013-07-05,1009.6030715946137
2013-07-08,1014.2095440848615
2013-07-09,1031.507222907244
2013-07-10,1019.6354893216505
2013-07-11,1014.5586538024346
2013-07-12,1017.3606869530951
2013-07-15,1016.972883950156
2013-07-16,1004.3739273102863
2013-07-17,1011.9699489046033
2013-07-18,1021.989336579115
2013-07-19,1032.0336271747335
2013-07-22,1025.4144483621571
2013-07-23,1025.1745798293728
2013-07-24,1013.4131687061985
2013-07-25,1019.2819554809681
2013-07-26,1014.3167187840386
2013-07-29,1006.9896415020064
2013-07-30,1004.6147985104061
2013-07-31,1005.9094365426336
2013-08-01,1022.491834945621
2013-08-02,1012.7961173269804
2013-08-05,1013.3754105334598
2013-08-06,1002.9916568852684
2013-08-07,998.5388085590778
2013-08-08,999.4829006838622
2013-08-09,998.5879520681068
2013-08-12,997.6320247741044
2013-08-13,1003.5115308560812
2013-08-14,997.3471748504497
2013-08-15,992.6973880035407
2013-08-16,982.7022079040239
2013-08-19,966.066525005078
2013-08-20,965.1980645534829
2013-08-21,963.5069880592381
2013-08-22,979.0459974703718
2013-08-23,982.0644804652572
2013-08-26,981.947070283125
2013-08-27,974.4955802592281
2013-08-28,995.6181032455022
2013-08-29,993.5610337422607
2013-08-30,995.9653541324701
2013-09-02,995.7765598506845
2013-09-03,1004.00705329448
2013-09-04,1006.1606586215627
2013-09-05,1015.3269261661482
2013-09-06,1012.8664793383383
2013-09-09,1016.1661595313128
2013-09-10,1015.5843911531947
2013-09-11,1020.4628259762192
2013-09-12,1013.9681124611249
2013-09-13,1017.9839937882427
2013-09-16,1010.8288562448032
2013-09-17,1015.682897165387
2013-09-18,1028.064757568504
2013-09-19,1011.2213834284013
2013-09-20,1005.5617212384096
2013-09-23,1002.2440690562165
2013-09-24,1003.1096255045052
2013-09-25,1002.1526657779519
2013-09-26,1004.9029283151631
2013-09-27,997.2840492293026
2013-09-30,989.8483954030091
2013-10-01,996.9305540141244
2013-10-02,994.775558576458
2013-10-03,984.335964553832
2013-10-04,994.8503197071265
2013-10-07,989.0549218987682
2013-10-08,976.8451794378582
2013-10-09,979.0048866138316
2013-10-10,996.2361374168636
2013-10-11,1003.5389624314095
2013-10-14,1007.9233786842624
2013-10-15,1009.9059327402941
2013-10-16,1025.0226687672812
2013-10-17,1014.9555091181796
2013-10-18,1022.0360859656744
2013-10-21,1019.2763225991471
2013-10-22,1017.7591059138236
2013-10-23,1002.9639936982334
2013-10-24,1007.9512586827096
2013-10-25,1012.5161989389384
2013-10-28,1014.4369223531737
2013-10-29,1023.0647929828707
2013-10-30,1016.8360599646037
2013-10-31,1027.4902869619411
2013-11-01,1032.0486264879578
2013-11-04,1044.014811790466
2013-11-05,1039.1635370266854
2013-11-06,1039.6897796513501
2013-11-07,1035.5263807180172
2013-11-08,1053.5799618587253
2013-11-11,1050.8987677513264
2013-11-12,1038.9439699535908
2013-11-13,1048.5337266485442
2013-11-14,1051.3311736714686
2013-11-15,1057.4703881025393
2013-11-18,1045.854963587357
2013-11-19,1046.5876749715535
2013-11-20,1048.091702680091
2013-11-21,1057.8234767729198
2013-11-22,1058.779172395526
2013-11-25,1051.1575709115566
2013-11-26,1044.4310292183297
2013-11-27,1035.464766419383
2013-11-28,1033.561268558397
2013-11-29,1030.482994407926
2013-12-02,1035.5695986497233
2013-12-03,1036.5161526787067
2013-12-04,1034.5757463189775
2013-12-05,1022.9824935620534
2013-12-06,1025.870523434661
2013-12-09,1023.7978325076324
2013-12-10,1017.1429051602631
2013-12-11,1001.3117588826618
2013-12-12,1009.0523426847737
2013-12-13,1006.9225006355753
2013-12-16,1015.1567407312035
2013-12-17,1010.826437382609
2013-12-18,1024.9874413714838
2013-12-19,1034.4651680682966
2013-12-20,1036.3833330067596
2013-12-23,1034.070744548787
2013-12-24,1043.4796095152137
2013-12-25,1043.4796095152137
2013-12-26,1050.3057385802797
2013-12-27,1048.8517141168995
2013-12-30,1037.4973550090094
2013-12-31,1049.7175784152853
2014-01-01,1049.7175784152853
2014-01-02,1044.5656299817445
2014-01-03,1045.2680607766893
2014-01-06,1043.1670510500355
2014-01-07,1055.0565062777782
2014-01-08,1048.8105640329532
2014-01-09,1045.834164108513
2014-01-10,1040.9821807207582
2014-01-13,1022.560752803873
2014-01-14,1031.8799332879653
2014-01-15,1035.7756590700305
2014-01-16,1036.4287581072724
2014-01-17,1039.395400059089
2014-01-20,1038.9356092676005
2014-01-21,1045.7483580510557
2014-01-22,1047.7065166244763
2014-01-23,1027.0681047709677
2014-01-24,1005.4134789137876
2014-01-27,1002.1327582657499
2014-01-28,1011.1412082691156
2014-01-29,1006.6436293831352
2014-01-30,1014.1259909045375
2014-01-31,1005.6057030799019
2014-02-03,985.2460791703214
2014-02-04,993.342047024862
2014-02-05,983.4043450105077
2014-02-06,992.7065072182983
2014-02-07,1002.4273195509843
2014-02-10,994.091747596522
2014-02-11,1006.6758031248864
2014-02-12,1011.4262086764752
2014-02-13,1010.6048342159869
2014-02-14,1023.8305359372449
2014-02-17,1022.5976803384153
2014-02-18,1023.246954439543
2014-02-19,1023.2892266798985
2014-02-20,1034.466757681602
2014-02-21,1024.7729925830938
2014-02-24,1042.101288082019
2014-02-25,1041.6743930036287
2014-02-26,1040.3010650448696
2014-02-27,1039.8963379734685
2014-02-28,1035.157161668186
2014-03-03,1031.753080978668
2014-03-04,1045.1775530634504
2014-03-05,1034.2739753871529
2014-03-06,1033.0088535678433
2014-03-07,1035.2368853657415
2014-03-10,1035.784435719837
2014-03-11,1024.345447482021
2014-03-12,1022.2620049271424
2014-03-13,1011.0832318818675
2014-03-14,1013.4564897109999
2014-03-17,1019.708611699588
2014-03-18,1028.9014451616208
2014-03-19,1019.902871396803
2014-03-20,1034.3681385719658
2014-03-21,1037.5243250411745
2014-03-24,1035.7929021845719
2014-03-25,1044.5665070800455
2014-03-26,1040.0507703012854
2014-03-27,1052.7466771953113
2014-03-28,1064.9440200458866
2014-03-31,1062.3394106936466
2014-04-01,1067.5879906779153
2014-04-02,1073.1708310516767
2014-04-03,1082.5092254726953
2014-04-04,1079.8326802941779
2014-04-07,1060.0924460090976
2014-04-08,1066.196275551553
2014-04-09,1069.8128166424194
2014-04-10,1050.6804701421943
2014-04-11,1047.7487489348662
2014-04-14,1066.641455346373
2014-04-15,1079.3349263105688
2014-04-16,1094.6145042942337
2014-04-17,1101.4476100857526
2014-04-18,1101.4476100857526
2014-04-21,1111.3043129600237
2014-04-22,1109.5134946182436
2014-04-23,1112.0221822988221
2014-04-24,1111.026263987239
2014-04-25,1104.7932520000643
2014-04-28,1107.0924592795845
2014-04-29,1114.2914214506977
2014-04-30,1110.362637675843
2014-05-01,1106.7224801846876
2014-05-02,1110.1960302783928
2014-05-05,1114.3215740103813
2014-05-06,1111.0448012239706
2014-05-07,1120.9153127439372
2014-05-08,1110.979977790209
2014-05-09,1118.985344315351
2014-05-12,1125.1888287638992
2014-05-13,1133.0130348451785
2014-05-14,1133.272643345515
2014-05-15,1118.7002245738508
2014-05-16,1116.6523094278866
2014-05-19,1119.0108838056026
2014-05-20,1118.3606075115642
2014-05-21,1133.632255774166
2014-05-22,1132.2941771078931
2014-05-23,1132.7338919932938
2014-05-26,1131.074390997809
2014-05-27,1136.4560760435647
2014-05-28,1139.4635888233183
2014-05-29,1146.9878188836403
2014-05-30,1143.6645476369074
2014-06-02,1145.0906528598987
2014-06-03,1147.9416760067072
2014-06-04,1146.6580134439828
2014-06-05,1153.7879126763103
2014-06-06,1161.6843757294666
2014-06-09,1166.6518705749459
2014-06-10,1169.1111161809015
2014-06-11,1174.8699257006972
2014-06-12,1176.7132650018652
2014-06-13,1190.524365467069
2014-06-16,1192.6625730574274
2014-06-17,1193.014134753738
2014-06-18,1199.633926763615
2014-06-19,1201.732471488533
2014-06-20,1218.2748139498206
2014-06-23,1221.3078664977643
2014-06-24,1196.3917687912701
2014-06-25,1200.8690080477527
2014-06-26,1205.951926579965
2014-06-27,1201.2333993528466
2014-06-30,1197.6108176704838
2014-07-01,1199.9407470651386
2014-07-02,1200.4662983908916
2014-07-03,1209.0958844300528
2014-07-04,1210.9643820069923
2014-07-07,1203.1457145389375
2014-07-08,1199.5809128999986
2014-07-09,1205.1952505917723
2014-07-10,1197.0397846350754
2014-07-11,1188.2158862444924
2014-07-14,1196.524205687428
2014-07-15,1195.6888336587524
2014-07-16,1217.5364890852773
2014-07-17,1200.103374316716
2014-07-18,1205.3122367687808
2014-07-21,1206.0439947889413
2014-07-22,1220.1977454355278
2014-07-23,1227.7659776516796
2014-07-24,1228.5443326462696
2014-07-25,1222.4392779018476
2014-07-28,1220.0875102182283
2014-07-29,1218.0955709702046
2014-07-30,1214.8086405208314
2014-07-31,1185.6073839546957
2014-08-01,1172.3006954939815
2014-08-04,1192.7037648410449
2014-08-05,1171.2749579129068
2014-08-06,1176.9658109112258
2014-08-07,1168.8760409997035
2014-08-08,1183.0399775430033
2014-08-11,1186.190820673329
2014-08-12,1180.7495212531774
2014-08-13,1183.208521438277
2014-08-14,1176.592837347117
2014-08-15,1183.7828834559618
2014-08-18,1189.437361551755
2014-08-19,1202.1163359691138
2014-08-20,1207.8928429004927
2014-08-21,1208.4432867418736
2014-08-22,1205.9154499372971
2014-08-25,1219.3743420274254
2014-08-26,1224.7494535182634
2014-08-27,1224.099628586917
2014-08-28,1226.3414223254383
2014-08-29,1233.6347222111078
2014-09-01,1236.9214098321315
2014-09-02,1223.3130265172038
2014-09-03,1225.9191592067596
2014-09-04,1225.236662237658
2014-09-05,1234.8317913963415
2014-09-08,1216.3001314892379
2014-09-09,1213.3706799077145
2014-09-10,1210.4931251895525
2014-09-11,1209.4992647076558
2014-09-12,1191.7096457626612
2014-09-15,1200.0493075957927
2014-09-16,1214.0023435819073
2014-09-17,1206.7364915660648
2014-09-18,1204.0940753609568
2014-09-19,1211.3457609795119
2014-09-22,1195.564431989604
2014-09-23,1188.459685854099
2014-09-24,1195.3296972745375
2014-09-25,1181.5335264805838
2014-09-26,1201.7353871334983
2014-09-29,1198.5085621603503
2014-09-30,1188.693028349613
2014-10-01,1169.3823240057689
2014-10-02,1159.2456138122532
2014-10-03,1172.1253788223285
2014-10-06,1167.6945175294672
2014-10-07,1146.2698203158743
2014-10-08,1151.650444907928
2014-10-09,1106.2710380207343
2014-10-10,1100.6196120486516
2014-10-13,1062.95231120684
2014-10-14,1050.8127381175573
2014-10-15,1049.152188081644
2014-10-16,1065.7914417185711
2014-10-17,1076.561584638066
2014-10-20,1083.8509793009657
2014-10-21,1120.5932415007003
2014-10-22,1106.5626249058223
2014-10-23,1127.6883286951684
2014-10-24,1122.951294536837
2014-10-27,1096.1189367108839
2014-10-28,1118.3674665652266
2014-10-29,1118.7300960016714
2014-10-30,1127.747693387815
2014-10-31,1159.2374250157038
2014-11-03,1143.4608605940678
2014-11-04,1112.3319929364543
2014-11-05,1138.8863570568808
2014-11-06,1158.1971245870288
2014-11-07,1173.7906508736814
2014-11-10,1160.8637924744546
2014-11-11,1165.8516809782104
2014-11-12,1151.0832090858798
2014-11-13,1136.0797338717816
2014-11-14,1146.9198898969948
2014-11-17,1143.8904043242417
2014-11-18,1137.44981870106
2014-11-19,1142.9397391207697
2014-11-20,1155.9228894337466
2014-11-21,1182.2943054726657
2014-11-24,1171.2977776930634
2014-11-25,1147.7756763497778
2014-11-26,1131.082396827232
2014-11-27,1135.3415702159177
2014-11-28,1063.1749451382796
2014-12-01,1069.2960955687183
2014-12-02,1089.8068762758323
2014-12-03,1110.5237323790539
2014-12-04,1091.6771039404446
2014-12-05,1090.7634697965364
2014-12-08,1047.3544112218972
2014-12-09,1045.605887699862
2014-12-10,1013.3876251219755
2014-12-11,1016.3173754230731
2014-12-12,988.6770599937303
2014-12-15,983.8066847643804
2014-12-16,984.0455638221836
2014-12-17,1036.0436730692213
2014-12-18,1068.596574661656
2014-12-19,1103.0089101727735
2014-12-22,1092.5913820014205
2014-12-23,1114.041242155237
2014-12-24,1103.843633105012
2014-12-25,1103.843633105012
2014-12-26,1105.2373890467902
2014-12-29,1107.1434932665065
2014-12-30,1101.23220522249
2014-12-31,1098.8827489485332
2015-01-01,1098.8827489485332
2015-01-02,1110.5612246204207
