Date,MSCI USA Ex Mega Cap Specified Index
2000-12-01,1000.2514014378002
2000-12-04,988.2711103472302
2000-12-05,1029.153328226829
2000-12-06,1013.2315048388083
2000-12-07,1003.2771566755731
2000-12-08,1030.5245623186788
2000-12-11,1051.9021670795591
2000-12-12,1052.1306817361656
2000-12-13,1049.0280996150063
2000-12-14,1020.2334270779418
2000-12-15,993.7448455546808
2000-12-18,1003.9676121656906
2000-12-19,999.4453903381116
2000-12-20,952.3546906830342
2000-12-21,949.4927714213376
2000-12-22,957.5482213570267
2000-12-25,957.5482213570267
2000-12-26,961.6616525932694
2000-12-27,973.7501888353534
2000-12-28,987.7848620810486
2000-12-29,963.7214663477521
2001-01-01,963.7214663477521
2001-01-02,930.276887745067
2001-01-03,972.017923287005
2001-01-04,961.133704206302
2001-01-05,928.7642334692688
2001-01-08,931.7356326235532
2001-01-09,945.2370736890545
2001-01-10,957.4458217183998
2001-01-11,955.7303035327368
2001-01-12,957.285443537625
2001-01-15,964.1961511293822
2001-01-16,972.8365504704218
2001-01-17,987.3551774745131
2001-01-18,978.1246771646912
2001-01-19,980.4028580870345
2001-01-22,983.3040780639377
2001-01-23,989.6256187134776
2001-01-24,1013.6988021595629
2001-01-25,1012.6064065103895
2001-01-26,1006.7848949855663
2001-01-29,1020.1710501544289
2001-01-30,1020.5788336334332
2001-01-31,1006.8722208617628
2001-02-01,997.8476720345699
2001-02-02,989.772966517122
2001-02-05,985.4633147924145
2001-02-06,991.5689086916552
2001-02-07,985.2404419188047
2001-02-08,997.565860773877
2001-02-09,981.4341481846734
2001-02-12,983.1738846995676
2001-02-13,985.4231304278126
2001-02-14,984.9870049130316
2001-02-15,1009.8982408664053
2001-02-16,979.1108885289536
2001-02-19,973.899740585879
2001-02-20,971.4210602260458
2001-02-21,954.0384289716441
2001-02-22,955.0179285872268
2001-02-23,947.7863815455357
2001-02-26,964.700585672991
2001-02-27,950.1760826360003
2001-02-28,939.1401038051729
2001-03-01,928.0757090432361
2001-03-02,925.4695440017002
2001-03-05,936.7770602889507
2001-03-06,940.7109802867706
2001-03-07,950.8821179443422
2001-03-08,950.3354352618694
2001-03-09,933.4777362191509
2001-03-12,899.6750378245196
2001-03-13,919.2645567746074
2001-03-14,901.6083968534307
2001-03-15,912.0223242537727
2001-03-16,901.7318177549857
2001-03-19,920.8719193884342
2001-03-20,896.866720289329
2001-03-21,884.9021853139607
2001-03-22,888.4544910909178
2001-03-23,894.4024788500541
2001-03-26,905.9311820916939
2001-03-27,923.5879279500201
2001-03-28,915.5690347912326
2001-03-29,920.1760096391173
2001-03-30,927.7304693747244
2001-04-02,916.4314548597218
2001-04-03,881.5850115058994
2001-04-04,862.0378853206419
2001-04-05,902.780519795604
2001-04-06,878.1249959652973
2001-04-09,885.8906788898139
2001-04-10,920.3656095031633
2001-04-11,920.9208166687878
2001-04-12,923.3998550140255
2001-04-13,923.3998550140255
2001-04-16,931.0815753522259
2001-04-17,941.769961648677
2001-04-18,983.559174603428
2001-04-19,975.089290644806
2001-04-20,953.1478402452361
2001-04-23,945.1810192195605
2001-04-24,937.4062250465329
2001-04-25,947.7528181694739
2001-04-26,948.032307967022
2001-04-27,971.775246918509
2001-04-30,976.502283252736
2001-05-01,981.7908147937137
2001-05-02,981.6138022389473
2001-05-03,965.6692613141169
2001-05-04,975.6212298074581
2001-05-07,975.2036013490366
2001-05-08,977.1909403582965
2001-05-09,976.2037004871984
2001-05-10,979.8779637287946
2001-05-11,982.3414979639508
2001-05-14,987.221012863982
2001-05-15,983.1243643895878
2001-05-16,1004.8188156978061
2001-05-17,1015.2669734785688
2001-05-18,1018.4951874335607
2001-05-21,1033.694529815183
2001-05-22,1042.9625630345686
2001-05-23,1035.6497818320684
2001-05-24,1042.0445556192315
2001-05-25,1034.2826342928965
2001-05-28,1030.37423529115
2001-05-29,1031.210596606392
2001-05-30,1012.7200010438369
2001-05-31,1032.1011170803033
2001-06-01,1036.0572769209114
2001-06-04,1038.8411601255423
2001-06-05,1049.5961759762574
2001-06-06,1039.6562848000096
2001-06-07,1038.742555869937
2001-06-08,1031.7386558420942
2001-06-11,1031.5636551629539
2001-06-12,1021.3902406091623
2001-06-13,1009.6214674568868
2001-06-14,980.1069660248191
2001-06-15,971.7042462259343
2001-06-18,966.580581159197
2001-06-19,971.7799491572841
2001-06-20,986.2809170690746
2001-06-21,992.9742655513851
2001-06-22,983.6413813860921
2001-06-25,970.3804540057774
2001-06-26,966.9957125882455
2001-06-27,966.1473958842307
2001-06-28,990.7598801938908
2001-06-29,993.9553477156904
2001-07-02,1005.1679182715494
2001-07-03,1003.0100073999224
2001-07-04,1004.1366518066973
2001-07-05,1005.1410757979908
