Date,JAPAN SMALL CAP MINIMUM VOLATILITY (JPY)
2001-05-31,1000.0
2001-06-01,1004.9614181489683
2001-06-04,999.7167288828724
2001-06-05,989.6956643795843
2001-06-06,991.8086815518317
2001-06-07,998.3980830214565
2001-06-08,1004.2949110566293
2001-06-11,1008.7723321486064
2001-06-12,981.9674217360524
2001-06-13,982.6630655537986
2001-06-14,975.9427885282989
2001-06-15,954.2154551725835
2001-06-18,952.5963354849102
2001-06-19,957.4535163433526
2001-06-20,953.5686194486734
2001-06-21,955.5675215243941
2001-06-22,972.7670628253649
2001-06-25,976.8323808942835
2001-06-26,988.7881650493404
2001-06-27,985.1301196969148
2001-06-28,985.7518544020404
2001-06-29,998.8853800068298
2001-07-02,991.7676401079331
2001-07-03,991.8971297954731
2001-07-04,981.7931761102308
2001-07-05,986.8006258338195
2001-07-06,965.4038423214396
2001-07-09,944.6078502332679
2001-07-10,944.4934184763005
2001-07-11,936.2699529444756
2001-07-12,960.8043512507845
2001-07-13,956.9024089117613
2001-07-16,948.0493030731725
2001-07-17,947.1893094729402
2001-07-18,918.8380219431433
2001-07-19,921.8351995085758
2001-07-20,921.4557037532875
2001-07-23,894.2895408163802
2001-07-24,895.0100356164706
2001-07-25,896.3209568778847
2001-07-26,904.6487723977524
2001-07-27,912.564514738188
2001-07-30,886.5304842311962
2001-07-31,898.6848344406487
2001-08-01,903.9081522158011
2001-08-02,924.2826048974824
2001-08-03,914.6993705151277
2001-08-06,922.3234885856509
2001-08-07,932.0003958281568
2001-08-08,934.4661126575817
2001-08-09,907.4206810748752
2001-08-10,911.8432594393802
2001-08-13,896.4045564838402
2001-08-14,914.5517957847435
2001-08-15,914.8972081323096
2001-08-16,907.8061617327609
2001-08-17,905.3229833222871
2001-08-20,895.0711486279023
2001-08-21,904.3899346872787
2001-08-22,905.6022271090309
2001-08-23,909.9726113941236
2001-08-24,910.0510096858058
2001-08-27,920.2196878782493
2001-08-28,913.5662397139902
2001-08-29,910.7263715578675
2001-08-30,900.0411432699302
2001-08-31,894.1433150383883
2001-09-03,875.74489258289
2001-09-04,895.0700590696803
2001-09-05,872.701311793468
2001-09-06,868.2988160754049
2001-09-07,852.2276065953246
2001-09-10,830.133671266781
2001-09-11,832.2899408709322
2001-09-12,766.8859258049952
2001-09-13,778.3626338667783
2001-09-14,811.7794234535066
2001-09-17,776.6928574343239
2001-09-18,790.0864691478941
2001-09-19,797.959412395445
2001-09-20,800.9124998146809
2001-09-21,802.3476592542535
2001-09-24,797.1453575635528
2001-09-25,805.2758614520163
2001-09-26,801.1399189976796
2001-09-27,793.62615952134
2001-09-28,817.1588374192177
2001-10-01,823.3075733609497
2001-10-02,828.2368483475615
2001-10-03,825.9014313726958
2001-10-04,843.6210679198643
