Date,AUSTRALIA SMALL CAP MIN VOLATILITY (AUD)
2001-05-31,1000.0
2001-06-01,1009.1611954077327
2001-06-04,1008.5253755844917
2001-06-05,1001.2619785980494
2001-06-06,1008.835286100885
2001-06-07,1025.0284195892782
2001-06-08,1034.5358246002895
2001-06-11,1040.555951547822
2001-06-12,1029.0324358751634
2001-06-13,1040.6189078011914
2001-06-14,1035.1676830020397
2001-06-15,1033.353017460963
2001-06-18,1020.21138582509
2001-06-19,1019.2348536018447
2001-06-20,1026.4565698511992
2001-06-21,1032.1261674096752
2001-06-22,1034.6980885364019
2001-06-25,1030.821519715848
2001-06-26,1038.0145380024162
2001-06-27,1039.047284826374
2001-06-28,1040.5499046518457
2001-06-29,1055.2656399327514
2001-07-02,1044.396834109533
2001-07-03,1059.2274879970146
2001-07-04,1063.2174559732503
2001-07-05,1075.0810532794148
2001-07-06,1038.3101898175662
2001-07-09,1032.583249232514
2001-07-10,1036.0158761329076
2001-07-11,1018.8108134982632
2001-07-12,1035.0233510965452
2001-07-13,1047.37842547772
2001-07-16,1052.3921531977894
2001-07-17,1043.299892265555
2001-07-18,1034.22980077236
2001-07-19,1036.6362249860788
2001-07-20,1016.9625325663254
2001-07-23,1024.927276015473
2001-07-24,1013.7947802782472
2001-07-25,1001.1806212420113
2001-07-26,1002.1261747826721
2001-07-27,1004.406271544523
2001-07-30,1002.8412039813994
2001-07-31,1003.7496862464956
2001-08-01,1020.8988676537601
2001-08-02,1033.1738750286531
2001-08-03,1025.3806744182643
2001-08-06,1042.601106427125
2001-08-07,1040.1669298725562
2001-08-08,1044.7947023309928
2001-08-09,1026.3701350689064
2001-08-10,1020.4590263153127
2001-08-13,1026.3397313582334
2001-08-14,1020.5184053274445
2001-08-15,1013.3795849506774
2001-08-16,1005.581208160568
2001-08-17,1014.3402477495457
2001-08-20,1005.6465457748725
2001-08-21,1009.0061094790797
2001-08-22,1009.3244390252077
2001-08-23,1011.6137097666312
2001-08-24,1012.9438512567456
2001-08-27,1025.3544991726842
2001-08-28,1028.9506734028698
2001-08-29,1031.1987292069753
2001-08-30,1037.160771919688
2001-08-31,1022.0217556380632
2001-09-03,1030.2639524261194
2001-09-04,1047.55563798713
2001-09-05,1033.974513222257
2001-09-06,1032.35124626359
2001-09-07,1016.3242501543806
2001-09-10,1002.7768505300584
2001-09-11,1010.49290801853
2001-09-12,985.8786192810347
2001-09-13,977.2477376729123
2001-09-14,955.0212613691012
2001-09-17,910.6497079903081
2001-09-18,907.7153997018421
2001-09-19,905.0677043571861
2001-09-20,903.752793136936
2001-09-21,885.2138577038818
2001-09-24,883.8854097415189
2001-09-25,890.5527886012375
2001-09-26,886.3476717372683
2001-09-27,884.8271703767643
2001-09-28,920.2389066457845
2001-10-01,918.5214254648968
2001-10-02,929.6839308639181
2001-10-03,936.1442340661254
2001-10-04,943.9140514861574
2001-10-05,955.3873492992432
2001-10-08,957.2894084516248
2001-10-09,951.7978112061753
2001-10-10,964.1236182725174
2001-10-11,971.1066412185846
2001-10-12,967.9389979802345
2001-10-15,987.0982288718751
2001-10-16,989.8020871440335
2001-10-17,1002.8703844804196
2001-10-18,993.3692124906963
2001-10-19,987.134373639956
2001-10-22,999.6104631100173
2001-10-23,1006.034305857387
2001-10-24,1004.3944565839706
2001-10-25,1004.9450736035923
2001-10-26,996.8353354288613
2001-10-29,987.3134855744457
2001-10-30,982.942063352816
2001-10-31,983.6405392186927
2001-11-01,986.0603173960143
2001-11-02,988.145354361387
2001-11-05,988.090661860213
2001-11-06,1005.3148653330334
2001-11-07,1009.9950028062339
2001-11-08,1021.392221964888
2001-11-09,1016.8379124962414
2001-11-12,1029.8441034498662
2001-11-13,1047.0290917767425
2001-11-14,1047.5708878011446
2001-11-15,1052.8255558713274
2001-11-16,1043.7110642903756
2001-11-19,1061.899177962655
2001-11-20,1044.2384936199605
2001-11-21,1047.4854554107412
2001-11-22,1042.8129445129525
2001-11-23,1046.9983433433922
2001-11-26,1047.1054963876586
2001-11-27,1053.087746923912
2001-11-28,1048.9134878156128
2001-11-29,1040.6008635249264
2001-11-30,1032.0232531474765
2001-12-03,1026.2926589621948
2001-12-04,1013.6218240757468
2001-12-05,1022.3686602312395
2001-12-06,1016.4813338557294
2001-12-07,1021.4513431262948
2001-12-10,1020.898876742384
2001-12-11,1024.6058400095346
2001-12-12,1017.4173635670638
2001-12-13,1018.3655363060759
2001-12-14,1008.3908868045351
2001-12-17,999.7788207927254
2001-12-18,1010.7927529016613
2001-12-19,1011.4189278440758
2001-12-20,1001.4078957731075
2001-12-21,1018.4873237771752
2001-12-24,1034.6711812958497
2001-12-25,1034.6711812958492
2001-12-26,1033.0767200329763
2001-12-27,1034.0105569966959
2001-12-28,1047.7353123271234
2001-12-31,1041.4254718978345
2002-01-01,1041.4254718978345
2002-01-02,1035.9822205978433
2002-01-03,1033.1834055974803
2002-01-04,1048.1211368394129
2002-01-07,1053.3406254948052
2002-01-08,1063.3980207800769
2002-01-09,1068.9827319256206
2002-01-10,1074.9725047627537
2002-01-11,1075.9021170438361
2002-01-14,1060.7788360258778
2002-01-15,1065.0892091114815
2002-01-16,1073.597480183073
2002-01-17,1060.0626127323558
2002-01-18,1058.3367357377333
2002-01-21,1068.2233284018644
2002-01-22,1078.922964711859
2002-01-23,1082.9656089727357
2002-01-24,1086.6470197016865
2002-01-25,1099.1756604201175
2002-01-28,1100.2270882478924
2002-01-29,1103.006493008691
2002-01-30,1081.7237619873056
2002-01-31,1089.7911121781526
2002-02-01,1091.881806743571
2002-02-04,1092.3615177261815
2002-02-05,1089.9933210962974
2002-02-06,1093.9092631049264
2002-02-07,1090.0466990578116
2002-02-08,1095.1304451786123
2002-02-11,1101.8100840914653
2002-02-12,1099.791643103446
2002-02-13,1106.5200482145212
2002-02-14,1126.822717737012
2002-02-15,1123.1578803585244
2002-02-18,1119.4902746268572
2002-02-19,1109.6719754181447
2002-02-20,1112.0358472178377
2002-02-21,1110.6527332780058
2002-02-22,1103.8681449348046
2002-02-25,1109.3618820885738
2002-02-26,1118.2894825676321
2002-02-27,1114.4352169480956
2002-02-28,1112.0582031650088
2002-03-01,1113.970596737706
2002-03-04,1111.3095965832065
2002-03-05,1114.9107142440644
2002-03-06,1111.419022722516
2002-03-07,1120.3137300175285
2002-03-08,1116.404920781533
2002-03-11,1107.8567018236038
2002-03-12,1112.580541819469
2002-03-13,1109.744418414417
2002-03-14,1110.2802004584673
2002-03-15,1106.206266632047
2002-03-18,1117.0382844506044
2002-03-19,1117.0580276988492
2002-03-20,1138.6056426060206
2002-03-21,1147.3602489521486
2002-03-22,1149.6604087672008
2002-03-25,1148.4741366065932
2002-03-26,1133.1787297381761
2002-03-27,1145.2830547891183
2002-03-28,1164.0629905922478
2002-03-29,1164.062990592248
2002-04-01,1156.6553583722518
2002-04-02,1141.5425972898254
2002-04-03,1133.0977931857815
2002-04-04,1131.391410722284
2002-04-05,1134.670808095234
2002-04-08,1132.6794169577934
2002-04-09,1128.0071623870062
2002-04-10,1129.9374311599913
2002-04-11,1129.893669921032
2002-04-12,1132.0043839341172
2002-04-15,1124.8310140807844
2002-04-16,1126.2210048055347
2002-04-17,1134.6784896855063
2002-04-18,1134.6932845764034
2002-04-19,1145.7697008801172
2002-04-22,1144.7916666608203
2002-04-23,1142.0000126337452
2002-04-24,1138.7473412079762
2002-04-25,1135.1825609829943
2002-04-26,1140.7429009028674
2002-04-29,1126.4442206961887
2002-04-30,1122.0130219552598
2002-05-01,1122.5544167037629
2002-05-02,1126.0199276029778
2002-05-03,1115.8984065451975
2002-05-06,1113.966357018505
2002-05-07,1119.3219660462723
2002-05-08,1124.4238087759427
2002-05-09,1120.9083256016525
2002-05-10,1119.8794435685927
2002-05-13,1123.9363298595188
2002-05-14,1141.79034116416
2002-05-15,1143.0180054920406
2002-05-16,1148.4517399185338
2002-05-17,1148.0228978136636
2002-05-20,1149.7411632845788
2002-05-21,1159.8801420101213
2002-05-22,1160.2005775523364
2002-05-23,1166.5345165192086
2002-05-24,1167.7875505886423
2002-05-27,1175.102412653731
2002-05-28,1172.5193539681748
2002-05-29,1175.9573669668007
2002-05-30,1171.3540290990725
2002-05-31,1183.5840534240751
2002-06-03,1195.4757504570605
2002-06-04,1178.8459791700898
2002-06-05,1186.1981589205145
2002-06-06,1192.2432216433215
2002-06-07,1188.5838538982723
2002-06-10,1181.7704328157147
2002-06-11,1181.0429793433416
2002-06-12,1175.2156586760725
2002-06-13,1168.349541517381
2002-06-14,1145.5256498442513
2002-06-17,1147.1629341468588
2002-06-18,1153.1646170505674
2002-06-19,1147.6484661734705
2002-06-20,1146.2469976201348
2002-06-21,1147.6661073685143
2002-06-24,1138.1100669129314
2002-06-25,1122.798099223488
2002-06-26,1078.1572170257311
2002-06-27,1086.4124974013705
2002-06-28,1081.5927983984704
2002-07-01,1079.5813925960147
2002-07-02,1087.347359591325
2002-07-03,1081.1444035155403
2002-07-04,1080.4525337144428
2002-07-05,1094.614567142116
2002-07-08,1100.120566950276
2002-07-09,1104.407957874077
2002-07-10,1104.427268711907
2002-07-11,1076.2140061384987
2002-07-12,1082.961420310173
2002-07-15,1066.3497459782488
2002-07-16,1053.435979552883
2002-07-17,1031.8829392797672
2002-07-18,1037.2985048061964
2002-07-19,1030.1169832457358
2002-07-22,1030.0498233303795
2002-07-23,1024.3775535908237
2002-07-24,998.1113203744334
2002-07-25,1007.3824326925179
2002-07-26,1011.5306115463759
2002-07-29,1035.6777881012988
2002-07-30,1041.5009419293767
2002-07-31,1045.3622876696136
2002-08-01,1027.4740849630675
2002-08-02,1021.6638185430138
2002-08-05,999.4787235005941
2002-08-06,1012.1702542780544
2002-08-07,1028.9914902331852
2002-08-08,1035.5304870896064
2002-08-09,1039.9547968563543
2002-08-12,1048.7909180853326
2002-08-13,1048.3358468125505
2002-08-14,1039.4496424677682
2002-08-15,1060.676727394135
2002-08-16,1066.0620977708206
2002-08-19,1066.4375037571433
2002-08-20,1078.279825760698
2002-08-21,1065.5769035720245
2002-08-22,1080.7810193835896
2002-08-23,1081.4852286227708
2002-08-26,1087.1510491697961
2002-08-27,1099.6759007626551
2002-08-28,1102.123016853625
2002-08-29,1097.2689583621068
2002-08-30,1103.7426479388762
2002-09-02,1104.4378149526112
2002-09-03,1080.3355906000827
2002-09-04,1066.120407752512
2002-09-05,1068.0089167306403
2002-09-06,1078.4836494932852
2002-09-09,1091.392389202248
2002-09-10,1095.2992684671901
2002-09-11,1102.0014246346213
2002-09-12,1101.9646953258512
2002-09-13,1095.6006923530135
2002-09-16,1095.200239091037
2002-09-17,1107.0229494146936
2002-09-18,1091.5868335749565
2002-09-19,1087.7797893627007
2002-09-20,1078.7768562503336
2002-09-23,1064.7906822505636
2002-09-24,1065.7229507194836
2002-09-25,1057.7030866007726
2002-09-26,1060.8826245320295
2002-09-27,1068.7182698722347
2002-09-30,1055.7777499913507
2002-10-01,1052.0466379700397
2002-10-02,1059.2089633653816
2002-10-03,1057.887576190814
2002-10-04,1058.3335718721273
2002-10-07,1057.1872471748486
2002-10-08,1057.835498053138
2002-10-09,1047.29303617719
2002-10-10,1047.6630600753297
2002-10-11,1050.8070630791078
2002-10-14,1044.427924931146
2002-10-15,1058.4253742722935
2002-10-16,1063.9986278880917
2002-10-17,1078.085536676855
2002-10-18,1073.4782896928666
2002-10-21,1073.9924228924867
2002-10-22,1078.2766026941865
2002-10-23,1082.669471604332
2002-10-24,1087.6949626191058
2002-10-25,1081.4439913348015
2002-10-28,1089.0433856197053
2002-10-29,1079.535152109441
2002-10-30,1071.7348027708617
2002-10-31,1073.7185615290477
2002-11-01,1071.135534169019
2002-11-04,1084.455622466136
2002-11-05,1080.0536576493234
2002-11-06,1079.7276116701212
2002-11-07,1077.8470787872975
2002-11-08,1066.582268313828
2002-11-11,1050.255853708257
2002-11-12,1055.3115196607584
2002-11-13,1046.7458239162645
2002-11-14,1057.8692465707134
2002-11-15,1057.034624333646
2002-11-18,1057.2065505138808
2002-11-19,1043.377064766441
2002-11-20,1051.353802202876
2002-11-21,1079.3559182968893
2002-11-22,1082.698729508313
2002-11-25,1076.9673006862026
2002-11-26,1075.21693767353
2002-11-27,1068.1368637946555
2002-11-28,1075.8376801009742
2002-11-29,1083.7624952524457
2002-12-02,1086.3708972056359
2002-12-03,1078.8905361684565
2002-12-04,1067.3297725405946
2002-12-05,1071.7434232549892
2002-12-06,1063.0875210868512
2002-12-09,1072.234846446711
2002-12-10,1061.3145873888038
2002-12-11,1056.388860220376
2002-12-12,1057.255555307405
2002-12-13,1060.998941410858
2002-12-16,1060.676299537296
2002-12-17,1057.2791602193442
2002-12-18,1055.2434545053297
2002-12-19,1064.3456722435553
2002-12-20,1059.9259563077244
2002-12-23,1062.9800502355263
2002-12-24,1060.602445476067
2002-12-25,1060.6024454760673
2002-12-26,1057.9346504214186
2002-12-27,1048.0591217329313
2002-12-30,1047.4928503235144
2002-12-31,1048.4377232586055
2003-01-01,1048.4377232586055
2003-01-02,1066.5277890274301
2003-01-03,1072.832255577924
2003-01-06,1096.5783496139693
2003-01-07,1100.0991472284645
2003-01-08,1101.6461581402295
2003-01-09,1098.182643160583
2003-01-10,1098.2393001914568
2003-01-13,1099.2696440535062
2003-01-14,1101.5983368202938
2003-01-15,1099.3383381076826
2003-01-16,1101.9155364897751
2003-01-17,1100.9023733744066
2003-01-20,1104.770201893928
2003-01-21,1097.2129079676547
2003-01-22,1082.5467034845335
2003-01-23,1088.307629092865
2003-01-24,1088.3570162184237
2003-01-27,1083.101261133852
2003-01-28,1066.7288934736089
2003-01-29,1069.8661990313494
2003-01-30,1074.2346113427004
2003-01-31,1075.1007189890684
2003-02-03,1060.4050304167101
2003-02-04,1059.352516893419
2003-02-05,1054.1728829388678
2003-02-06,1051.511393445974
2003-02-07,1052.4633057410722
2003-02-10,1054.2944676147508
2003-02-11,1051.6209082944404
2003-02-12,1054.7684548096377
2003-02-13,1041.5258973724094
2003-02-14,1043.667116825569
2003-02-17,1051.9660078427455
2003-02-18,1058.241998629731
2003-02-19,1058.4947501808147
2003-02-20,1047.4410127959798
2003-02-21,1049.1302025533382
2003-02-24,1067.6632357454082
2003-02-25,1054.9829804323756
2003-02-26,1062.3780592597268
2003-02-27,1054.3903149426244
2003-02-28,1057.6771400891976
2003-03-03,1064.5641146758114
2003-03-04,1063.4438474815893
2003-03-05,1048.5752695065726
2003-03-06,1043.0035308809338
2003-03-07,1030.0479229999241
2003-03-10,1032.8615264642062
2003-03-11,1008.0223554975838
2003-03-12,983.8770268115844
2003-03-13,989.1269975298469
2003-03-14,1008.0226176907443
2003-03-17,1010.1113610995618
2003-03-18,1038.385248014459
2003-03-19,1044.0819280526866
2003-03-20,1049.5411446552494
2003-03-21,1053.3929413189255
2003-03-24,1048.1212989077928
2003-03-25,1054.0337968472306
2003-03-26,1060.9152559575423
2003-03-27,1064.036325549848
2003-03-28,1065.6585596916898
2003-03-31,1060.1487669345577
2003-04-01,1054.0066102363428
2003-04-02,1050.76683074481
2003-04-03,1058.4676030576038
2003-04-04,1078.719692104779
2003-04-07,1096.4080370084046
2003-04-08,1094.9655189976233
2003-04-09,1093.2083265607125
2003-04-10,1103.172830642281
2003-04-11,1109.459733154369
2003-04-14,1102.11244172279
2003-04-15,1103.3241395137302
2003-04-16,1108.5407053734175
2003-04-17,1104.5977278889372
2003-04-18,1104.5977278889372
2003-04-21,1106.7652084791378
2003-04-22,1118.6847057224543
2003-04-23,1116.2716195685887
2003-04-24,1106.6154527052313
2003-04-25,1102.015815470378
2003-04-28,1111.6045046894105
2003-04-29,1118.3207585833657
2003-04-30,1120.6415818255732
2003-05-01,1126.3298325261364
2003-05-02,1122.3813761004571
2003-05-05,1128.9095670049066
2003-05-06,1128.018733697469
2003-05-07,1128.567686724754
2003-05-08,1129.4677052152722
2003-05-09,1135.214232111325
2003-05-12,1143.745011745249
2003-05-13,1150.032080833055
2003-05-14,1143.1234410539046
2003-05-15,1133.4303775310411
2003-05-16,1134.4113152145983
2003-05-19,1132.4706960225903
2003-05-20,1131.501533679045
2003-05-21,1130.638182249425
2003-05-22,1141.8941092326208
2003-05-23,1135.4046929526476
2003-05-26,1141.0360751273827
2003-05-27,1131.5590309971076
2003-05-28,1128.694885639643
2003-05-29,1116.351785139196
2003-05-30,1130.0934417002197
2003-06-02,1146.1962816373377
2003-06-03,1151.4770017747667
2003-06-04,1166.6598590124556
2003-06-05,1157.7836831700588
2003-06-06,1162.7177161072257
2003-06-09,1152.0643518140162
2003-06-10,1158.8931507549714
2003-06-11,1164.0762354704416
2003-06-12,1176.5013932383904
2003-06-13,1180.2958194760756
2003-06-16,1182.7743421156704
2003-06-17,1201.6133837449675
2003-06-18,1217.9906680906922
2003-06-19,1215.385474317395
2003-06-20,1222.7662873740258
2003-06-23,1223.2000771469868
2003-06-24,1216.3959564903525
2003-06-25,1219.217247890468
2003-06-26,1210.6325418487802
2003-06-27,1221.6082757026197
2003-06-30,1215.4298935476832
2003-07-01,1220.2888345470978
2003-07-02,1233.7477501264023
2003-07-03,1246.0539871883495
2003-07-04,1242.8819825118871
2003-07-07,1257.4196680620364
2003-07-08,1235.5231561526243
2003-07-09,1214.238600649132
2003-07-10,1218.3449870670504
2003-07-11,1225.3548669661939
2003-07-14,1241.6307993204261
2003-07-15,1232.5507064534834
2003-07-16,1253.0430028926285
2003-07-17,1248.0121948846254
2003-07-18,1227.4242209308381
2003-07-21,1230.5991444992997
2003-07-22,1220.1101130754041
2003-07-23,1223.5600583996056
2003-07-24,1236.0248918005143
2003-07-25,1229.5227437583903
2003-07-28,1245.300892731072
2003-07-29,1244.0381725662137
2003-07-30,1230.1631693824595
2003-07-31,1239.0947579647673
2003-08-01,1254.7583540518165
2003-08-04,1239.6265175047515
2003-08-05,1228.0162699943216
2003-08-06,1230.9515256434915
2003-08-07,1237.410656460017
2003-08-08,1254.5528001293053
2003-08-11,1260.301809090829
2003-08-12,1268.3012192158997
2003-08-13,1274.2866526375785
2003-08-14,1275.3201765371314
2003-08-15,1278.4959072785616
2003-08-18,1286.9435700259498
2003-08-19,1291.5151529648986
2003-08-20,1304.2315221726137
2003-08-21,1314.035374663318
2003-08-22,1313.4722640347466
2003-08-25,1311.0647894712722
2003-08-26,1296.0645087251598
2003-08-27,1286.9339580742455
2003-08-28,1290.7813725816093
2003-08-29,1297.690920879093
2003-09-01,1295.9001709186923
2003-09-02,1305.8488850655556
2003-09-03,1308.1607137887668
2003-09-04,1304.4615084576951
2003-09-05,1300.9609967703516
2003-09-08,1305.0266519479078
2003-09-09,1319.293810354207
2003-09-10,1322.3164242040898
2003-09-11,1320.2366300693545
2003-09-12,1310.7498084291426
2003-09-15,1317.4481252714925
2003-09-16,1330.2809546036865
2003-09-17,1330.3112116271195
2003-09-18,1335.223615274979
2003-09-19,1358.3827316441136
2003-09-22,1350.8176264986303
2003-09-23,1336.2586902334012
2003-09-24,1341.9140048298452
2003-09-25,1334.5327773799831
2003-09-26,1324.9678180320625
2003-09-29,1305.444143381018
2003-09-30,1308.8894590831162
2003-10-01,1310.265779982041
2003-10-02,1324.9752951352834
2003-10-03,1331.2961643370295
2003-10-06,1325.8043846425169
2003-10-07,1331.689531544579
2003-10-08,1342.7513695636994
2003-10-09,1358.7014385920918
2003-10-10,1357.6163760678398
