Date,UK SMALL CAP MINIMUM VOLATILITY (GBP)
2001-05-31,1000.0
2001-06-01,1001.1121200349387
2001-06-04,1004.6631880219854
2001-06-05,1007.5718846001967
2001-06-06,1005.1703338881185
2001-06-07,998.0619683886574
2001-06-08,994.6581083386022
2001-06-11,994.5559315491664
2001-06-12,984.8335709640288
2001-06-13,986.3360397448204
2001-06-14,984.200379841933
2001-06-15,974.2153424781883
2001-06-18,974.9518620609548
2001-06-19,975.6336637620578
2001-06-20,973.0102611094666
2001-06-21,980.4311435522097
2001-06-22,970.957849042046
2001-06-25,964.0227221209359
2001-06-26,955.5362909568533
2001-06-27,952.5389779760342
2001-06-28,957.3996853463206
2001-06-29,959.063763740888
2001-07-02,964.1254711891179
2001-07-03,960.094394317024
2001-07-04,962.0080510915884
2001-07-05,959.329311005078
2001-07-06,943.0075262713605
2001-07-09,936.1823460571512
2001-07-10,934.7595287580538
2001-07-11,926.2506617466152
2001-07-12,934.7870719585525
2001-07-13,934.8771480064663
2001-07-16,929.6927874213004
2001-07-17,929.1898510911305
2001-07-18,915.5925313335979
2001-07-19,917.6855618942072
2001-07-20,922.835465737109
2001-07-23,922.980364775508
2001-07-24,909.9080271426515
2001-07-25,901.348751441764
2001-07-26,901.2250928334064
2001-07-27,900.2639363620168
2001-07-30,898.8899434797215
2001-07-31,902.2179600261421
2001-08-01,907.938463351109
2001-08-02,908.762319998189
2001-08-03,903.8718729781623
2001-08-06,903.3733655023578
2001-08-07,899.6308856939092
2001-08-08,897.8835065078131
2001-08-09,885.3682203182963
2001-08-10,885.6496947873674
2001-08-13,880.3967791441503
2001-08-14,890.7962114544702
2001-08-15,890.8890854955094
2001-08-16,893.0287447600248
2001-08-17,890.0445728707491
2001-08-20,898.1069292308694
2001-08-21,906.1240130646946
2001-08-22,904.9795594502216
2001-08-23,900.8675543101044
2001-08-24,900.1083177230668
2001-08-27,901.4352678981878
2001-08-28,905.2384076878413
2001-08-29,906.5655099101378
2001-08-30,904.8178995254897
2001-08-31,903.3040462059045
2001-09-03,900.0845561348892
2001-09-04,913.9625928052885
2001-09-05,917.4747146664619
2001-09-06,905.4953422295677
2001-09-07,891.524082138821
2001-09-10,873.6903106145218
2001-09-11,850.2348008787635
2001-09-12,831.089699452082
2001-09-13,839.87943192805
2001-09-14,819.8799422911006
2001-09-17,802.0538232103779
2001-09-18,777.2887763938317
2001-09-19,760.2999652088984
2001-09-20,726.8050478897765
2001-09-21,695.8787601550575
2001-09-24,718.0413248449292
2001-09-25,720.5118213948791
2001-09-26,730.0053235758535
2001-09-27,727.91063640518
2001-09-28,736.3218585985093
2001-10-01,734.9653173159891
2001-10-02,721.6822300454314
2001-10-03,722.5495387822989
2001-10-04,743.2514906375882
2001-10-05,746.3483507846933
2001-10-08,731.8405196091935
2001-10-09,731.8400558962727
2001-10-10,737.6648902092974
2001-10-11,762.2795899458275
2001-10-12,767.2565284692942
2001-10-15,764.7143590474317
2001-10-16,770.5134701493043
2001-10-17,776.8567105634337
2001-10-18,770.7774921101817
2001-10-19,768.2244209705775
2001-10-22,760.1096692129787
2001-10-23,761.3544439591019
2001-10-24,760.850814193273
2001-10-25,761.7522253982664
2001-10-26,764.5412729196012
2001-10-29,763.5693147678081
2001-10-30,752.7948638413962
2001-10-31,760.3850092094136
2001-11-01,760.2437792312152
2001-11-02,767.5787391747126
2001-11-05,773.6972315616689
2001-11-06,781.5946557294682
2001-11-07,786.2452401821558
2001-11-08,801.2176683092353
2001-11-09,805.182309208612
2001-11-12,799.0717896518871
2001-11-13,813.1470056651707
2001-11-14,819.1027826010256
2001-11-15,827.3429781191054
2001-11-16,827.0078956832793
2001-11-19,831.1582874283297
2001-11-20,826.430111844825
2001-11-21,826.3056778108368
2001-11-22,827.6396502136383
2001-11-23,829.3345356535601
2001-11-26,830.8299458638453
2001-11-27,829.2659897491658
2001-11-28,830.4187964196877
2001-11-29,826.4809563692567
2001-11-30,825.7016751964275
2001-12-03,825.0932303321182
2001-12-04,825.5275596652374
2001-12-05,831.677403991041
2001-12-06,844.8355647559937
2001-12-07,852.5994554212765
2001-12-10,856.0982055381085
2001-12-11,852.145868390419
2001-12-12,844.6022703706406
2001-12-13,840.3436737914127
2001-12-14,838.3488129283542
2001-12-17,839.1708251734366
2001-12-18,840.8106593404173
2001-12-19,837.0550333524069
2001-12-20,834.3006162611522
2001-12-21,838.9184257245337
2001-12-24,847.9427819645346
2001-12-25,847.9427819645346
2001-12-26,852.1633296374762
2001-12-27,849.4748617041192
2001-12-28,852.6338384736085
2001-12-31,853.6508218692665
2002-01-01,853.6508218692665
2002-01-02,839.1508384509652
2002-01-03,851.1030870513779
2002-01-04,866.0811077658692
2002-01-07,870.0993051270259
2002-01-08,870.6396107413724
2002-01-09,863.5196280888795
2002-01-10,856.7934588292305
2002-01-11,861.1166225960883
2002-01-14,861.3351884474683
2002-01-15,861.6351020487992
2002-01-16,862.717023940505
2002-01-17,865.885282308982
2002-01-18,863.198319391343
2002-01-21,865.3901052402233
2002-01-22,865.3644692255399
2002-01-23,856.7601550442063
2002-01-24,861.2596382552059
