Date,MSCI ACWI ex USA Small Cap Quality Index
1998-12-31,1000.0
1999-01-01,999.6889300226854
1999-01-04,1011.4647161631526
1999-01-05,1011.1806964351969
1999-01-06,1023.5901925418065
1999-01-07,1027.4212457697836
1999-01-08,1037.3867910390948
1999-01-11,1039.9764278633236
1999-01-12,1032.9852397063428
1999-01-13,1002.0268069635172
1999-01-14,1004.3266005616342
1999-01-15,1007.0487670487593
1999-01-18,1018.2238862185827
1999-01-19,1017.8179360978307
1999-01-20,1019.6578497757006
1999-01-21,1015.8421171127598
1999-01-22,1007.427872751207
1999-01-25,1005.2523425352163
1999-01-26,1008.4641113577704
1999-01-27,1014.5001360004314
1999-01-28,1020.5337757640062
1999-01-29,1027.5768196581619
1999-02-01,1039.6715570020303
1999-02-02,1040.9121894067741
1999-02-03,1039.8464429757219
1999-02-04,1047.1725202736343
1999-02-05,1049.6464104052134
1999-02-08,1052.838906663639
1999-02-09,1045.9573735424995
1999-02-10,1037.0127527800341
1999-02-11,1044.645625941352
1999-02-12,1051.79224819217
1999-02-15,1053.2811316399852
1999-02-16,1057.3893237826687
1999-02-17,1052.1183580870484
1999-02-18,1050.3414426571417
1999-02-19,1056.1962328773975
1999-02-22,1060.6900348141396
1999-02-23,1058.7625052913243
1999-02-24,1061.5397789405113
1999-02-25,1056.9135597229388
1999-02-26,1061.6385076231697
1999-03-01,1070.6372096662542
1999-03-02,1070.7209824662475
1999-03-03,1074.3172093814533
1999-03-04,1075.1380431305392
1999-03-05,1084.4546037949738
1999-03-08,1088.1791664398938
1999-03-09,1091.590122715968
1999-03-10,1089.6192051229414
1999-03-11,1100.882145108741
1999-03-12,1101.8276133688712
1999-03-15,1099.5350094507758
1999-03-16,1101.9344954768665
1999-03-17,1097.5972619042368
1999-03-18,1098.4452875633367
1999-03-19,1107.4077454886583
1999-03-22,1107.6883707077595
1999-03-23,1104.2547514707817
1999-03-24,1094.0063536822304
1999-03-25,1100.2552793033765
1999-03-26,1105.2191409015506
1999-03-29,1106.2204633156198
1999-03-30,1105.1611124867784
