Date,EUROPE ex SWIZERLAND QUALITY
1998-11-30,1000.0
1998-12-01,971.099521057399
1998-12-02,969.717699323
1998-12-03,977.7211394490361
1998-12-04,984.8180873243664
1998-12-07,984.3449051255055
1998-12-08,988.5335966375194
1998-12-09,1007.3494329333731
1998-12-10,999.3426047072055
1998-12-11,986.655388603427
1998-12-14,985.5513373408743
1998-12-15,988.8783190224129
1998-12-16,998.4147483132149
1998-12-17,1009.4743200500479
1998-12-18,1013.322422750638
1998-12-21,1033.5071631687856
1998-12-22,1036.737575124721
1998-12-23,1055.3944665859972
1998-12-24,1050.090663624898
1998-12-25,1050.0906636248978
1998-12-28,1063.8434589902458
1998-12-29,1072.6953613994706
1998-12-30,1063.3521619159146
1998-12-31,1063.1382702649169
1999-01-01,1063.1382243913554
1999-01-04,1086.4534712611596
1999-01-05,1092.8813290961966
1999-01-06,1112.957803098581
1999-01-07,1105.6986194933797
1999-01-08,1102.3206769165995
1999-01-11,1089.1768280376948
1999-01-12,1069.9819344661103
1999-01-13,1040.6202563670192
1999-01-14,1040.1355993326401
1999-01-15,1048.4672038585293
1999-01-18,1076.6705948858364
1999-01-19,1072.8146736942383
1999-01-20,1074.424536825269
1999-01-21,1065.7495718992816
1999-01-22,1039.7564153698963
1999-01-25,1046.5386768090043
1999-01-26,1053.0956173852971
1999-01-27,1058.6326659318888
1999-01-28,1060.2413987235411
1999-01-29,1058.5291363194565
1999-02-01,1069.1500360238747
1999-02-02,1059.3423421243858
1999-02-03,1039.763110764009
1999-02-04,1039.2598136226331
1999-02-05,1027.4600485159624
1999-02-08,1018.458869323703
1999-02-09,1004.6647508832366
1999-02-10,998.607966276424
1999-02-11,1015.0760812600402
1999-02-12,1022.0937547828845
1999-02-15,1027.9185333440896
1999-02-16,1036.3093446807072
1999-02-17,1029.52634867678
1999-02-18,1028.1201821911905
1999-02-19,1023.8528913907489
1999-02-22,1037.6807276609015
1999-02-23,1047.1423414899987
1999-02-24,1058.8114042013588
1999-02-25,1044.2327575394163
1999-02-26,1031.3200842659348
1999-03-01,1014.131872740319
1999-03-02,1021.5617392926564
1999-03-03,1012.4410119806497
1999-03-04,1009.354483529823
1999-03-05,1029.8507332912639
1999-03-08,1028.6526014157223
1999-03-09,1037.8242693128466
1999-03-10,1036.780120730613
1999-03-11,1034.258045286875
1999-03-12,1039.7446010481053
1999-03-15,1030.3178943780956
1999-03-16,1029.51863840267
1999-03-17,1022.7971776395902
1999-03-18,1014.8604441183941
1999-03-19,1026.004930234011
1999-03-22,1019.0488103380841
1999-03-23,1003.3010395881425
1999-03-24,995.5084969420203
1999-03-25,1006.4878790405107
1999-03-26,1003.1039380454588
1999-03-29,1022.8439705794274
1999-03-30,1027.0551936705565
1999-03-31,1043.7118458834618
1999-04-01,1047.9816861142094
1999-04-02,1046.464028542664
1999-04-05,1042.437537121404
1999-04-06,1055.9983897215532
1999-04-07,1055.8684426488708
1999-04-08,1060.0036492837226
1999-04-09,1061.461156568654
1999-04-12,1059.7266708903755
1999-04-13,1071.4450155716083
1999-04-14,1069.7939827546475
1999-04-15,1047.277460021592
1999-04-16,1033.9557652353853
1999-04-19,1037.6781585136887
1999-04-20,1014.3437509100428
1999-04-21,1025.8317925861734
1999-04-22,1047.5356789202558
1999-04-23,1045.1386293490768
1999-04-26,1048.0783345351224
1999-04-27,1067.0914736473921
1999-04-28,1058.9064632085274
1999-04-29,1039.5619762426854
1999-04-30,1045.6468669913822
1999-05-03,1046.8226558943575
1999-05-04,1049.1821662363566
1999-05-05,1036.8032574487218
1999-05-06,1047.4489959377643
1999-05-07,1046.2404229736278
1999-05-10,1047.8917672304826
1999-05-11,1049.8914274804597
1999-05-12,1049.3580183283743
1999-05-13,1058.048719809795
1999-05-14,1044.457073605199
1999-05-17,1024.8981262145853
1999-05-18,1034.1150707003821
1999-05-19,1043.587410879918
1999-05-20,1054.9780822643081
1999-05-21,1047.0027698151891
1999-05-24,1031.3843150272737
1999-05-25,1026.9611187727317
1999-05-26,1014.4711253647455
1999-05-27,1005.1111739829446
1999-05-28,1011.8533836906693
1999-05-31,1011.7384617426393
1999-06-01,1016.2996819625196
1999-06-02,1021.4213369190763
1999-06-03,1029.3753650862286
1999-06-04,1032.6943547357541
1999-06-07,1039.1945323465911
1999-06-08,1050.7367652930095
1999-06-09,1056.2259169720717
1999-06-10,1051.6318396640752
1999-06-11,1064.5027630261707
1999-06-14,1053.870710672001
1999-06-15,1048.477173778344
1999-06-16,1052.5608816936506
1999-06-17,1052.6770953656742
1999-06-18,1062.1803609391138
1999-06-21,1073.8477120046114
1999-06-22,1067.2858136707573
1999-06-23,1052.1025599626885
1999-06-24,1044.526239130837
1999-06-25,1057.007727499145
1999-06-28,1049.504654931839
1999-06-29,1041.3311015271076
1999-06-30,1034.9801780068656
1999-07-01,1053.8395166914258
1999-07-02,1056.8124608506535
1999-07-05,1073.4222047525936
1999-07-06,1072.1450550875695
1999-07-07,1061.917706679699
1999-07-08,1049.7226876242667
1999-07-09,1050.9001895761608
1999-07-12,1049.381131232
1999-07-13,1037.800784667979
1999-07-14,1042.9594837633376
1999-07-15,1056.7435232048074
1999-07-16,1053.081117989023
1999-07-19,1048.0639067297159
1999-07-20,1047.0138458006638
