Date,MSCI World Quality EU PAB Index
2013-11-26,1000.0
2013-11-27,1004.8441749671908
2013-11-28,1006.2248799629507
2013-11-29,1007.4896855992178
2013-12-02,1003.4841790322129
2013-12-03,1000.1339271581886
2013-12-04,996.7208911319112
2013-12-05,994.9993780841373
2013-12-06,1003.6087693705056
2013-12-09,1005.7949235127394
2013-12-10,1001.3965658010254
2013-12-11,993.5678475256328
2013-12-12,985.2097748981646
2013-12-13,984.8027621284028
2013-12-16,991.4510788052293
2013-12-17,987.9690867524206
2013-12-18,1000.7788964883033
2013-12-19,1002.476445567754
2013-12-20,1008.2069833195739
2013-12-23,1015.251977852678
2013-12-24,1017.3517473947009
2013-12-25,1017.4901942952524
2013-12-26,1021.741716020884
2013-12-27,1024.285061669908
2013-12-30,1025.5285906724332
2013-12-31,1028.500402332807
2014-01-01,1028.5078936996858
2014-01-02,1019.1519680418555
2014-01-03,1019.0282438252084
2014-01-06,1015.6317916574975
2014-01-07,1020.1559052655313
2014-01-08,1019.8295712099795
2014-01-09,1017.8744681232855
2014-01-10,1023.6851296081131
2014-01-13,1013.772349838314
2014-01-14,1023.2269273373856
2014-01-15,1026.5491638312142
2014-01-16,1026.458187149214
2014-01-17,1023.4078431516799
2014-01-20,1023.9243520843994
2014-01-21,1026.8953580504785
2014-01-22,1027.3906534593566
2014-01-23,1020.870708790588
2014-01-24,1001.8853528546223
2014-01-27,994.8129543523678
2014-01-28,996.9045194397362
2014-01-29,987.398357822926
2014-01-30,992.9724230700264
2014-01-31,989.9988850448649
2014-02-03,972.1194136287355
2014-02-04,975.4996465323924
2014-02-05,975.1851919904184
2014-02-06,987.5754806543833
2014-02-07,1000.6008260003625
2014-02-10,1004.6535611170884
2014-02-11,1015.9538799882229
2014-02-12,1017.5909342536037
2014-02-13,1022.4962603798401
2014-02-14,1026.762329989937
2014-02-17,1027.7697800404626
2014-02-18,1029.2038997359157
2014-02-19,1025.1993041831383
2014-02-20,1027.791610701511
2014-02-21,1028.588713304769
2014-02-24,1033.662440476739
2014-02-25,1035.5927635519195
2014-02-26,1034.0670970596627
2014-02-27,1038.6230342761962
2014-02-28,1042.124367036682
2014-03-03,1030.9121294151912
2014-03-04,1046.1362877779538
2014-03-05,1045.207642589635
2014-03-06,1047.096071402629
2014-03-07,1045.434732783376
2014-03-10,1043.669929807866
2014-03-11,1042.728277737692
2014-03-12,1040.167112635432
