Date,PACIFIC ex JAPAN QUALITY
1998-11-30,1000.0
1998-12-01,970.0797119674036
1998-12-02,982.7168218322734
1998-12-03,967.9491408576853
1998-12-04,959.8693147824711
1998-12-07,984.7089965539491
1998-12-08,985.1576156729909
1998-12-09,987.7338683497292
1998-12-10,991.3854437513539
1998-12-11,973.2385075261794
1998-12-14,962.9396940926944
1998-12-15,971.726804849473
1998-12-16,975.8463865515153
1998-12-17,985.2169214672386
1998-12-18,991.0303649854554
1998-12-21,986.1915760602297
1998-12-22,986.8654077155597
1998-12-23,980.7430349824646
1998-12-24,984.9117214850763
1998-12-25,984.9117214850763
1998-12-28,977.93833715579
1998-12-29,979.9979771222957
1998-12-30,977.737312042977
1998-12-31,983.4742824112452
1999-01-01,983.4742824112452
1999-01-04,983.1216616346316
1999-01-05,982.2443265244323
1999-01-06,1005.1830566252864
1999-01-07,1034.4835319716633
1999-01-08,1039.5382494296014
1999-01-11,1033.150478596517
1999-01-12,1031.468334507251
1999-01-13,1010.8342480838248
1999-01-14,1004.145993067345
1999-01-15,1011.8774996076622
1999-01-18,1026.0405828004677
1999-01-19,1028.3668322862056
1999-01-20,1033.4188417101327
1999-01-21,1023.064971824996
1999-01-22,1007.2565908497107
1999-01-25,987.6691659534306
1999-01-26,993.5233863099261
1999-01-27,1003.8562733682253
1999-01-28,987.4592434925613
1999-01-29,992.145079888507
1999-02-01,998.8933416447961
1999-02-02,993.0551492418583
1999-02-03,995.3697450297125
1999-02-04,1001.4476085016078
1999-02-05,995.7743242165681
1999-02-08,993.22632873823
1999-02-09,988.1948806502396
1999-02-10,966.6900275393924
1999-02-11,977.8308124768072
1999-02-12,985.5227920932106
1999-02-15,982.3937248676036
1999-02-16,970.1466609931856
1999-02-17,972.0150343480698
1999-02-18,967.5501788542962
1999-02-19,975.6384022595154
1999-02-22,983.0030842706315
1999-02-23,982.6448878626712
1999-02-24,983.1110359040974
1999-02-25,978.6595185301572
1999-02-26,974.1352665178739
1999-03-01,982.078081097074
1999-03-02,980.8685358476281
1999-03-03,985.5836751242329
1999-03-04,986.6357662141791
1999-03-05,1004.3803286513134
1999-03-08,1014.9813232440422
