Date,KOKUSAI QUALITY
1997-04-29,617.51727025
1997-04-30,622.81393487
1997-05-01,622.12238767
1997-05-02,629.73276714
1997-05-05,640.1673762
1997-05-06,640.87267409
1997-05-07,634.89787483
1997-05-08,637.8702607
1997-05-09,642.51449246
1997-05-12,649.86709966
1997-05-13,649.36572141
1997-05-14,651.40435262
1997-05-15,656.56366067
1997-05-16,649.82633068
1997-05-19,650.18209223
1997-05-20,655.77557087
1997-05-21,658.32909101
1997-05-22,655.89575601
1997-05-23,662.64986218
1997-05-26,663.75781266
1997-05-27,667.61110718
1997-05-28,664.74969789
1997-05-29,660.77000972
1997-05-30,657.30234838
1997-06-02,655.54764403
1997-06-03,651.42104877
1997-06-04,646.85554737
1997-06-05,649.67713175
1997-06-06,661.03236662
1997-06-09,667.73546783
1997-06-10,665.6446444
1997-06-11,669.23867976
1997-06-12,677.15306019
1997-06-13,686.4165464
1997-06-16,686.75949349
1997-06-17,686.96019806
1997-06-18,679.53064083
1997-06-19,688.85057534
1997-06-20,688.84019719
1997-06-23,679.21904724
1997-06-24,693.74668346
1997-06-25,691.27445291
1997-06-26,687.2810798
1997-06-27,688.69450186
1997-06-30,685.53973233
1997-07-01,688.28422353
1997-07-02,696.87496862
1997-07-03,708.21042598
1997-07-04,708.45363871
1997-07-07,706.38474737
1997-07-08,710.37767921
1997-07-09,705.70276694
1997-07-10,705.75380482
1997-07-11,710.51673176
1997-07-14,715.37024091
1997-07-15,719.06834576
1997-07-16,727.98860533
1997-07-17,726.89607998
1997-07-18,716.92257965
1997-07-21,710.71428101
1997-07-22,725.65312656
1997-07-23,728.35514811
1997-07-24,727.49199311
1997-07-25,724.15642478
1997-07-28,717.3453212
1997-07-29,720.2952059
1997-07-30,726.96496025
1997-07-31,728.04853678
1997-08-01,723.74055967
1997-08-04,725.00284866
1997-08-05,728.863208
1997-08-06,731.39891497
1997-08-07,728.3145468
1997-08-08,715.58584475
1997-08-11,709.80947977
1997-08-12,703.59068452
1997-08-13,700.1724193
1997-08-14,705.53096489
1997-08-15,689.16115636
1997-08-18,694.66153067
1997-08-19,704.7961453
1997-08-20,714.15289113
1997-08-21,706.27453233
1997-08-22,701.50101608
1997-08-25,697.74586839
1997-08-26,692.02049519
1997-08-27,693.40620784
1997-08-28,683.66960731
1997-08-29,681.60732808
1997-09-01,682.5527097
1997-09-02,699.11413074
1997-09-03,699.51048558
1997-09-04,700.35714274
1997-09-05,702.6382162
1997-09-08,701.79777233
1997-09-09,703.00730141
1997-09-10,689.24137952
1997-09-11,684.80074108
1997-09-12,692.27395185
1997-09-15,687.2629677
1997-09-16,702.98531119
1997-09-17,702.07569453
1997-09-18,702.80296407
1997-09-19,705.8016014
1997-09-22,713.0911327
1997-09-23,714.01705526
1997-09-24,709.79270289
1997-09-25,706.84715081
1997-09-26,712.22150976
1997-09-29,718.535891
1997-09-30,715.01326132
1997-10-01,717.16192484
1997-10-02,722.7627569
1997-10-03,727.79947269
1997-10-06,729.6260455
1997-10-07,739.46355231
1997-10-08,736.08391447
1997-10-09,731.45772835
1997-10-10,728.39105344
1997-10-13,733.77452946
1997-10-14,734.17181401
1997-10-15,728.81781395
1997-10-16,722.4911014
1997-10-17,710.85868993
1997-10-20,714.05890979
1997-10-21,727.7910923
1997-10-22,726.11495099
1997-10-23,708.60434569
1997-10-24,704.35447018
1997-10-27,667.27553258
1997-10-28,688.09990557
1997-10-29,692.71397951
1997-10-30,682.24117103
1997-10-31,690.90052819
1997-11-03,707.48945351
1997-11-04,706.53649803
1997-11-05,709.51575435
1997-11-06,706.55444331
1997-11-07,699.60709294
1997-11-10,694.66037698
1997-11-11,697.7585721
1997-11-12,683.70671481
1997-11-13,691.78165371
1997-11-14,699.51540311
1997-11-17,711.99095533
1997-11-18,706.73068324
1997-11-19,711.45422619
1997-11-20,722.97170501
1997-11-21,729.83458683
1997-11-24,719.18503244
1997-11-25,721.57481813
1997-11-26,720.76511395
1997-11-27,721.96589389
1997-11-28,722.3549488
1997-12-01,736.48315628
1997-12-02,734.94407389
1997-12-03,738.0469505
1997-12-04,740.82365753
1997-12-05,745.94036093
1997-12-08,745.68348478
1997-12-09,736.61972847
1997-12-10,731.84611507
1997-12-11,718.57978453
1997-12-12,716.1451966
1997-12-15,719.58068586
1997-12-16,726.8937073
1997-12-17,725.77697516
1997-12-18,718.43061056
1997-12-19,711.12393728
1997-12-22,716.11911663
1997-12-23,708.5145801
1997-12-24,703.21836196
1997-12-25,703.21836196
1997-12-26,707.00053358
1997-12-29,721.26338968
1997-12-30,731.59275835
1997-12-31,729.20462947
1998-01-01,729.20462947
1998-01-02,735.03925176
1998-01-05,740.45228759
1998-01-06,734.23111966
1998-01-07,730.21868864
1998-01-08,729.26097082
1998-01-09,707.82531316
1998-01-12,715.20239598
1998-01-13,725.333629
1998-01-14,729.47535175
1998-01-15,724.95037705
1998-01-16,734.74604404
1998-01-19,737.50412006
1998-01-20,751.9249538
1998-01-21,746.28949254
1998-01-22,743.73916609
1998-01-23,743.35101401
1998-01-26,742.48830876
1998-01-27,749.57967811
1998-01-28,758.82774279
1998-01-29,765.11797554
1998-01-30,761.72534794
1998-02-02,779.88578426
1998-02-03,782.55434839
1998-02-04,783.87308392
1998-02-05,784.33171168
1998-02-06,789.44984295
1998-02-09,786.13055689
1998-02-10,792.40794356
1998-02-11,790.63901904
1998-02-12,792.31807379
1998-02-13,788.46973386
1998-02-16,789.76208653
1998-02-17,793.72984199
1998-02-18,802.78398918
1998-02-19,801.35522436
1998-02-20,806.56359116
1998-02-23,817.18911016
1998-02-24,809.66404603
1998-02-25,819.29579078
1998-02-26,823.56890561
1998-02-27,822.07039743
1998-03-02,822.3214044
1998-03-03,821.67344451
1998-03-04,815.01522923
1998-03-05,801.72760418
1998-03-06,820.37418926
1998-03-09,820.49903579
1998-03-10,828.22889113
1998-03-11,830.54420908
1998-03-12,831.70900288
1998-03-13,832.64306737
1998-03-16,835.70531042
1998-03-17,839.63701695
1998-03-18,842.12501709
1998-03-19,844.83286983
1998-03-20,849.62776867
1998-03-23,850.85137137
1998-03-24,856.11720029
1998-03-25,856.28654045
1998-03-26,855.10398096
1998-03-27,853.78464611
1998-03-30,852.06178907
1998-03-31,857.58901685
1998-04-01,864.64724282
1998-04-02,872.3832691
1998-04-03,876.55916943
1998-04-06,871.88852412
1998-04-07,864.73266258
1998-04-08,859.78984191
1998-04-09,866.32416865
1998-04-10,866.41602398
1998-04-13,864.65759709
1998-04-14,868.70416304
1998-04-15,870.75817534
1998-04-16,857.79845187
1998-04-17,866.0369511
1998-04-20,874.7729889
1998-04-21,879.63483477
1998-04-22,881.91300899
1998-04-23,870.89641837
1998-04-24,864.24634708
1998-04-27,845.60695935
1998-04-28,850.26878904
1998-04-29,857.01458094
1998-04-30,871.29584757
1998-05-01,873.78533942
1998-05-04,879.05384826
1998-05-05,875.38421859
1998-05-06,870.25684507
1998-05-07,860.96419756
1998-05-08,874.84581606
1998-05-11,876.12176235
1998-05-12,879.02034344
1998-05-13,879.47635767
1998-05-14,880.31869424
1998-05-15,872.51426949
1998-05-18,868.54456456
1998-05-19,877.41307699
1998-05-20,881.41966301
1998-05-21,878.31425813
1998-05-22,876.30106787
1998-05-25,877.05659001
1998-05-26,870.18407808
1998-05-27,867.63759465
1998-05-28,867.27761973
1998-05-29,859.56452575
1998-06-01,855.32890612
1998-06-02,859.09586638
1998-06-03,855.79213639
1998-06-04,866.96284526
1998-06-05,883.17773237
1998-06-08,887.91734252
1998-06-09,893.99357896
1998-06-10,886.19855962
1998-06-11,873.99152031
1998-06-12,874.04402183
1998-06-15,858.53868448
1998-06-16,870.74953586
1998-06-17,886.49917252
1998-06-18,890.07678113
1998-06-19,885.95991902
1998-06-22,888.94680891
1998-06-23,901.14730993
1998-06-24,911.50352376
1998-06-25,912.90573029
1998-06-26,918.76854117
1998-06-29,923.52760612
1998-06-30,918.91923159
1998-07-01,927.61970578
1998-07-02,925.29762843
1998-07-03,925.9373014
1998-07-06,934.26839274
1998-07-07,933.82225033
1998-07-08,940.25933364
1998-07-09,934.56292244
1998-07-10,937.23491864
1998-07-13,947.49546065
1998-07-14,956.93597593
1998-07-15,958.57656703
1998-07-16,964.08968207
1998-07-17,970.61720983
1998-07-20,978.17741183
1998-07-21,961.75262789
1998-07-22,957.40710007
1998-07-23,941.24052143
1998-07-24,941.90249437
1998-07-27,943.08641899
1998-07-28,932.15271838
1998-07-29,923.04195936
1998-07-30,942.24895314
1998-07-31,925.02366827
1998-08-03,917.20035786
1998-08-04,894.44366192
1998-08-05,897.19932861
1998-08-06,901.0685934
1998-08-07,903.16266337
1998-08-10,898.42406517
1998-08-11,884.02030767
1998-08-12,895.57612775
1998-08-13,888.06454162
1998-08-14,887.42175901
1998-08-17,901.66576968
1998-08-18,918.76998429
1998-08-19,919.95961151
1998-08-20,917.69713783
1998-08-21,905.06153526
1998-08-24,913.58389822
1998-08-25,922.18582282
1998-08-26,915.95595958
1998-08-27,885.83002138
1998-08-28,868.52176148
1998-08-31,815.42286488
1998-09-01,839.54099471
1998-09-02,841.27158885
1998-09-03,839.89406496
1998-09-04,836.36300528
1998-09-07,846.73171096
1998-09-08,876.60160661
1998-09-09,867.35784859
1998-09-10,846.90990421
1998-09-11,864.1145416
1998-09-14,881.55973402
1998-09-15,886.71965943
1998-09-16,886.90455664
1998-09-17,863.34732606
1998-09-18,858.46235325
1998-09-21,858.62693263
1998-09-22,870.88671974
1998-09-23,896.96037145
1998-09-24,886.52506047
1998-09-25,883.90635751
1998-09-28,888.22404661
1998-09-29,888.46214529
1998-09-30,867.3166748
1998-10-01,835.31168957
1998-10-02,829.36854514
1998-10-05,810.27138153
1998-10-06,815.28559662
1998-10-07,806.02479561
1998-10-08,795.24153657
1998-10-09,817.77103191
1998-10-12,840.31309692
1998-10-13,835.9425481
1998-10-14,848.12207893
1998-10-15,875.35797465
1998-10-16,882.46912603
1998-10-19,883.57538687
1998-10-20,882.02970164
1998-10-21,890.19697915
1998-10-22,900.2524602
1998-10-23,899.44756355
1998-10-26,903.77630089
1998-10-27,903.97343445
1998-10-28,905.1185781
1998-10-29,918.490761
1998-10-30,922.0199788
1998-11-02,939.51188667
1998-11-03,936.39151179
1998-11-04,946.18156261
1998-11-05,950.23998906
1998-11-06,957.40959023
1998-11-09,949.87970405
1998-11-10,953.96169224
1998-11-11,953.36037697
1998-11-12,945.58023306
1998-11-13,946.98219035
1998-11-16,962.28697968
1998-11-17,965.67285747
1998-11-18,976.529801
1998-11-19,987.20149694
1998-11-20,996.44883601
1998-11-23,1017.96047218
1998-11-24,1013.91923293
1998-11-25,1013.59680298
1998-11-26,1018.31853371
1998-11-27,1024.64401444
1998-11-30,1000.0
1998-12-01,1006.795484710837
1998-12-02,1008.3300657095413
1998-12-03,992.6319043411494
1998-12-04,1010.8372617641604
1998-12-07,1017.1246336992185
1998-12-08,1015.4859566162551
1998-12-09,1019.2428098075256
1998-12-10,1002.2102026953087
1998-12-11,1005.0574194863942
1998-12-14,985.6880058146669
1998-12-15,1002.2057749374059
1998-12-16,1002.8334895628421
1998-12-17,1013.1681877438109
1998-12-18,1016.10160992323
1998-12-21,1028.7936164397424
1998-12-22,1039.2162201209785
1998-12-23,1063.1364010729724
1998-12-24,1058.672539443403
1998-12-25,1058.672539443403
1998-12-28,1064.1522492050672
1998-12-29,1077.9517257209
1998-12-30,1067.517945336173
1998-12-31,1065.0140018447955
1999-01-01,1065.0139416043648
1999-01-04,1072.5240850036776
1999-01-05,1084.2059484943898
1999-01-06,1104.9774374125568
1999-01-07,1101.8916246545452
1999-01-08,1102.0064855242065
1999-01-11,1093.8027605915888
1999-01-12,1073.3147418212793
1999-01-13,1067.6358440266615
1999-01-14,1053.5287961076806
1999-01-15,1072.6701289597595
1999-01-18,1078.6503629490771
1999-01-19,1088.1598263660317
1999-01-20,1090.9852571183812
1999-01-21,1069.6152384116558
1999-01-22,1053.8533455316494
1999-01-25,1064.1355956131758
1999-01-26,1085.450152794403
1999-01-27,1085.5665770636128
1999-01-28,1104.3204910141817
1999-01-29,1113.5903701163968
1999-02-01,1114.6420264234398
1999-02-02,1105.3180786943694
1999-02-03,1105.3326622548307
1999-02-04,1088.4936042953052
1999-02-05,1073.1195389092281
1999-02-08,1074.1617637493114
1999-02-09,1050.769259435053
1999-02-10,1054.115977694643
1999-02-11,1078.0780539164684
1999-02-12,1064.9684109284283
1999-02-15,1065.621518762414
1999-02-16,1072.2216634451731
1999-02-17,1058.4999666156154
1999-02-18,1063.2728396381322
1999-02-19,1065.0483274379535
1999-02-22,1088.541708975221
1999-02-23,1095.8389953912888
1999-02-24,1086.9467833343033
1999-02-25,1079.8813951397153
1999-02-26,1069.8383785122535
1999-03-01,1062.6133113803742
1999-03-02,1056.4991795251512
1999-03-03,1054.24032687149
1999-03-04,1065.6072800284312
1999-03-05,1088.3912931956154
1999-03-08,1095.7604641060268
1999-03-09,1097.538322915453
1999-03-10,1095.4778994068513
1999-03-11,1101.8523026097419
1999-03-12,1098.268854184118
1999-03-15,1107.6339235613452
1999-03-16,1110.6383030657341
1999-03-17,1100.772652485344
1999-03-18,1110.7773838191645
1999-03-19,1099.8065006179304
1999-03-22,1098.2101799057211
1999-03-23,1073.5613481808555
1999-03-24,1079.8384435951466
1999-03-25,1098.7265845680117
1999-03-26,1090.257609339921
1999-03-29,1114.1411041266
1999-03-30,1113.9221845339328
1999-03-31,1105.2158362844464
1999-04-01,1111.0915245905762
1999-04-02,1110.624095185271
1999-04-05,1124.7303500958265
1999-04-06,1124.8107311924796
1999-04-07,1128.054610384843
1999-04-08,1141.7617791081482
1999-04-09,1146.9268574953596
1999-04-12,1149.7613150060233
1999-04-13,1145.8808085780395
1999-04-14,1119.048286360944
1999-04-15,1099.6716157645792
1999-04-16,1091.0998528775565
1999-04-19,1055.1073198708266
1999-04-20,1065.9922256337059
1999-04-21,1095.602307941985
1999-04-22,1118.6524100315314
1999-04-23,1114.642545689764
1999-04-26,1125.213508123452
1999-04-27,1124.531332518508
1999-04-28,1104.5959373699163
1999-04-29,1093.8968059101164
1999-04-30,1093.9359492702972
1999-05-03,1101.2570181047636
1999-05-04,1089.473120299004
1999-05-05,1099.23222005863
1999-05-06,1092.5452566196545
1999-05-07,1093.0622676574703
1999-05-10,1092.512485666
1999-05-11,1103.0339557061582
1999-05-12,1112.7685192308847
1999-05-13,1114.9108880319718
1999-05-14,1092.4332559991526
1999-05-17,1096.4172127943773
1999-05-18,1092.3979819225492
1999-05-19,1100.1637071541306
1999-05-20,1100.1805437063986
1999-05-21,1090.1127300272067
1999-05-24,1068.2415061414674
1999-05-25,1050.279272366874
1999-05-26,1058.5503452847836
1999-05-27,1048.9246652507527
1999-05-28,1062.7582523320375
1999-05-31,1063.3131966625592
1999-06-01,1056.5425003265577
1999-06-02,1058.7931937660878
1999-06-03,1061.0912353279286
1999-06-04,1090.453862600727
1999-06-07,1091.5491550765685
1999-06-08,1082.7831619386718
1999-06-09,1086.4372194000748
1999-06-10,1068.7996838290762
1999-06-11,1063.6228816150017
1999-06-14,1052.9041276681705
1999-06-15,1057.6541775544817
1999-06-16,1083.9332585175098
1999-06-17,1093.01516079568
1999-06-18,1095.7859584929847
1999-06-21,1107.3465506392035
1999-06-22,1096.97192815219
1999-06-23,1093.4534923229621
1999-06-24,1084.1609299813836
1999-06-25,1087.3532233297606
1999-06-28,1094.1152547588044
1999-06-29,1108.400365745349
1999-06-30,1127.2124122749333
1999-07-01,1141.378128585204
1999-07-02,1153.1737077345426
1999-07-05,1157.4588823141955
1999-07-06,1151.6889628797205
1999-07-07,1153.3344286831345
1999-07-08,1152.0241076339964
1999-07-09,1156.0087172388594
1999-07-12,1153.505141878367
1999-07-13,1149.7097515697772
1999-07-14,1154.5402846770744
1999-07-15,1166.3717037742447
1999-07-16,1169.0165290614937
1999-07-19,1158.0218525076723
1999-07-20,1129.6816194386083
1999-07-21,1132.3614975757266
1999-07-22,1115.5819452975072
1999-07-23,1107.4865095101568
1999-07-26,1100.089586270546
1999-07-27,1112.272303166768
1999-07-28,1119.3305548789922
1999-07-29,1098.2603692477949
1999-07-30,1098.6962634653275
1999-08-02,1098.0619531088291
1999-08-03,1093.074269814823
1999-08-04,1079.548024345389
1999-08-05,1076.6513633738107
1999-08-06,1072.7861422957656
1999-08-09,1070.3778651884377
1999-08-10,1054.016423168256
1999-08-11,1068.5846443684668
1999-08-12,1074.163025553284
1999-08-13,1097.1387071711995
1999-08-16,1102.2146633993777
1999-08-17,1107.984409228304
1999-08-18,1097.954754585451
1999-08-19,1091.8849993125173
1999-08-20,1109.0760138861099
1999-08-23,1132.2423850935986
1999-08-24,1134.9348137308655
1999-08-25,1158.9202803874975
1999-08-26,1146.4219699511693
1999-08-27,1137.7243997409253
1999-08-30,1126.5491918657965
1999-08-31,1118.7962426033312
1999-09-01,1130.0791586872149
1999-09-02,1124.9370132766662
1999-09-03,1154.9828780141286
1999-09-06,1158.3692067409572
1999-09-07,1150.2671950370732
1999-09-08,1143.0822322673098
1999-09-09,1149.4144615096036
1999-09-10,1152.5134074896332
1999-09-13,1141.5961040536192
1999-09-14,1136.9455809836757
1999-09-15,1121.8067152327367
1999-09-16,1122.196852046089
1999-09-17,1132.4938804493559
1999-09-20,1138.440780964106
1999-09-21,1120.6559654397352
1999-09-22,1120.8325966480722
1999-09-23,1095.1415336221496
1999-09-24,1090.7314239188852
1999-09-27,1098.7597545200028
1999-09-28,1097.8099040891104
1999-09-29,1081.493265596962
1999-09-30,1088.5155647976267
1999-10-01,1094.5120878604562
1999-10-04,1113.44857056768
1999-10-05,1118.1117249968436
1999-10-06,1135.1635714595225
1999-10-07,1132.1179927753412
1999-10-08,1144.6405003852049
1999-10-11,1152.1215639823347
1999-10-12,1133.0540086593976
1999-10-13,1110.5386928745888
1999-10-14,1108.060792697357
1999-10-15,1079.8411019546904
1999-10-18,1079.7473658689432
1999-10-19,1095.9333566133266
1999-10-20,1110.4401139066385
1999-10-21,1103.3616976497624
1999-10-22,1111.9812315130976
1999-10-25,1107.8156665814229
1999-10-26,1102.4953909338074
1999-10-27,1108.9434932904746
1999-10-28,1139.4172830101948
1999-10-29,1161.5822228826778
1999-11-01,1161.4299320126745
1999-11-02,1153.084793032501
1999-11-03,1163.2643573247456
1999-11-04,1168.05895893303
1999-11-05,1172.1833313048671
1999-11-08,1180.7043459022784
1999-11-09,1172.8647356227143
1999-11-10,1181.2883022389046
1999-11-11,1191.1435077728934
1999-11-12,1190.8741032282408
1999-11-15,1186.9353177371945
1999-11-16,1204.1315957405488
1999-11-17,1205.1709799648288
1999-11-18,1224.6812285948595
1999-11-19,1227.6933840380802
1999-11-22,1241.4142034209842
1999-11-23,1240.7531773815022
1999-11-24,1248.6462652375483
1999-11-25,1254.0530764257069
1999-11-26,1258.554731738723
1999-11-29,1259.1593583849797
1999-11-30,1228.1792545353703
1999-12-01,1237.9252280912262
1999-12-02,1255.7473644713182
1999-12-03,1274.8400412111453
1999-12-06,1268.2150480994565
1999-12-07,1264.7649096903504
1999-12-08,1262.683524182152
1999-12-09,1261.2923812419408
1999-12-10,1265.999261381923
1999-12-13,1263.6388323954143
1999-12-14,1250.3569594035687
1999-12-15,1266.8220766448637
1999-12-16,1276.6899686164345
1999-12-17,1279.4616502821145
1999-12-20,1289.3982718710477
1999-12-21,1287.6084945104935
1999-12-22,1292.8974304078579
1999-12-23,1315.8380552064407
1999-12-24,1317.3006706592819
1999-12-27,1319.4142428538323
1999-12-28,1316.3666949752549
1999-12-29,1320.1183739801736
1999-12-30,1326.2090174005868
1999-12-31,1322.3574888591847
2000-01-03,1338.1721832158553
2000-01-04,1280.5529746809095
2000-01-05,1268.2683668792076
2000-01-06,1239.5276302242494
2000-01-07,1295.5039955013274
2000-01-10,1313.685513044139
2000-01-11,1302.7581134960656
2000-01-12,1293.0263466797408
2000-01-13,1306.5505667481689
2000-01-14,1327.449084895758
2000-01-17,1325.5172896165734
2000-01-18,1314.5152003461328
2000-01-19,1313.6132368297278
2000-01-20,1307.499495672954
2000-01-21,1302.9055372007917
2000-01-24,1270.4629317303802
2000-01-25,1278.1993250507637
2000-01-26,1265.5734253961248
2000-01-27,1262.498707410053
2000-01-28,1243.489827620225
2000-01-31,1255.1289402746079
2000-02-01,1269.6631590766608
2000-02-02,1267.6431561707998
2000-02-03,1284.6492470136732
2000-02-04,1288.0148032091338
2000-02-07,1290.617153518803
2000-02-08,1307.7476786764344
2000-02-09,1293.4299483984744
2000-02-10,1299.4491035779122
2000-02-11,1275.0706691215391
2000-02-14,1278.916340974745
2000-02-15,1279.859971553207
2000-02-16,1272.563143047003
2000-02-17,1282.3305366009406
2000-02-18,1256.114787500053
2000-02-21,1252.4969930050142
2000-02-22,1258.8741770693882
2000-02-23,1282.5852124180717
2000-02-24,1281.3213991694768
2000-02-25,1276.0692394419152
2000-02-28,1268.7472490106572
2000-02-29,1282.6079003751945
2000-03-01,1294.979523163376
2000-03-02,1302.798888706958
2000-03-03,1324.126136383563
2000-03-06,1317.675546387678
2000-03-07,1277.6651642270822
2000-03-08,1287.9030650813531
2000-03-09,1326.344229025812
2000-03-10,1326.190993645232
2000-03-13,1310.3798801867642
2000-03-14,1291.8178644685374
2000-03-15,1304.083851372148
2000-03-16,1346.0848880632484
2000-03-17,1354.6567378326527
2000-03-20,1358.4113560088313
2000-03-21,1383.4954258250496
2000-03-22,1395.8561567422746
2000-03-23,1412.7059946057163
2000-03-24,1416.9555047384931
2000-03-27,1415.675067532539
2000-03-28,1400.221356796834
2000-03-29,1390.0726960697546
2000-03-30,1359.2657315895212
2000-03-31,1373.678361762889
2000-04-03,1366.209186138617
2000-04-04,1368.6495803038704
2000-04-05,1356.444428698604
2000-04-06,1365.002497689043
2000-04-07,1391.9303735759718
2000-04-10,1376.532530130119
2000-04-11,1359.5117375118118
2000-04-12,1326.0001943192551
2000-04-13,1302.0689625594835
2000-04-14,1227.6723155056227
2000-04-17,1272.8936835767938
2000-04-18,1312.89363017864
2000-04-19,1299.9264609783895
2000-04-20,1300.1574734056348
2000-04-21,1300.1574734056348
2000-04-24,1289.8885349454663
2000-04-25,1319.1742900158986
2000-04-26,1311.7207660951206
2000-04-27,1320.7002153909757
2000-04-28,1323.7343639117616
2000-05-01,1331.0002120239012
2000-05-02,1315.5058249822969
2000-05-03,1286.549277862123
2000-05-04,1281.2878103612868
2000-05-05,1301.5824146852513
2000-05-08,1282.8005971026184
2000-05-09,1274.038229293325
2000-05-10,1235.0408982446772
2000-05-11,1260.6888720177446
2000-05-12,1279.7051506016176
2000-05-15,1296.0969549266783
2000-05-16,1310.5799087285998
2000-05-17,1289.2121359344549
2000-05-18,1276.5667803270703
2000-05-19,1249.1461666002167
2000-05-22,1237.2333154145786
2000-05-23,1213.0299506778304
2000-05-24,1230.7765652236667
2000-05-25,1232.5376741085458
2000-05-26,1234.4920590409006
2000-05-29,1240.079198538411
2000-05-30,1278.4324541047467
2000-05-31,1267.4841201109857
2000-06-01,1293.08699480185
2000-06-02,1326.6344424986837
2000-06-05,1320.7878834119838
2000-06-06,1315.3333423763422
2000-06-07,1329.9776273105247
2000-06-08,1325.1673348716195
2000-06-09,1324.44954322112
2000-06-12,1310.1694320326892
2000-06-13,1331.2681923176158
2000-06-14,1336.7238630847403
2000-06-15,1348.9072594610027
2000-06-16,1352.2862467359892
2000-06-19,1375.1116810101046
2000-06-20,1373.4929178101697
2000-06-21,1379.466497200358
2000-06-22,1346.6747730907189
2000-06-23,1332.7270869328665
2000-06-26,1344.1995159469413
2000-06-27,1337.952477536903
2000-06-28,1345.071158816776
2000-06-29,1332.524070148278
2000-06-30,1362.2811077729823
2000-07-03,1366.5022615197083
2000-07-04,1367.8425870475855
2000-07-05,1343.4756398749287
2000-07-06,1351.8302693942692
2000-07-07,1368.1531141469393
2000-07-10,1366.3738062856887
2000-07-11,1360.1125278797047
2000-07-12,1370.8060982506918
2000-07-13,1367.4387794038585
2000-07-14,1378.5758391453319
2000-07-17,1390.0610375039546
2000-07-18,1371.0080678289019
2000-07-19,1354.9878037797587
2000-07-20,1368.7890652804451
2000-07-21,1349.190897769019
2000-07-24,1344.720104463679
2000-07-25,1342.9762850026239
2000-07-26,1329.5234507675666
2000-07-27,1314.7732881759994
2000-07-28,1294.2234072687938
2000-07-31,1301.2187234943553
2000-08-01,1305.6369360943793
2000-08-02,1300.4890376157148
2000-08-03,1301.3613893330514
2000-08-04,1306.3949930751994
2000-08-07,1315.2607442609194
2000-08-08,1318.8464138817158
2000-08-09,1306.293917300883
2000-08-10,1298.6506686118692
2000-08-11,1305.3663894218046
2000-08-14,1320.2835108041415
2000-08-15,1317.310256820044
2000-08-16,1318.4636811776054
2000-08-17,1332.7710580671217
